name	location	median_u	median_i	num_u	num_i	all_u	all_i
66c-r18	b3D8	0.114945480784	0.109303988087	6	9	[0.0949528353498, 0.0983323919164, 0.105173276244, 0.130970848167, 0.124717685324, 0.125873919881]	[0.11295754062, 0.109303988087, 0.116362841226, 0.0947042868979, 0.0926600377348, 0.0859329578995, 0.171267522921, 0.11423077915, 0.107385359615]
r17.35wt10L02	b13C6	0.604541304166	10.148914501	3	3	[0.61714438779, 0.592668967296, 0.604541304166]	[8.95222379056, 10.148914501, 11.7357492658]
c81r18.10L12	b8B4	nan	0.00562243200506	2	6	[0.00170860047689, 0.000651782016091]	[0.00449066258906, 0.000692276261175, 0.00128080263311, 0.0103412113842, 0.00721558724183, 0.00675420142106]
r17.10extcon35L12	b13C4	0.970533918891	14.0581594602	3	3	[0.993959971661, 0.908826343029, 0.970533918891]	[14.0581594602, 12.4861757396, 16.3272419536]
r17.35wt10L01	b13C5	1.28499899147	15.4761098843	3	3	[1.26089361592, 1.28499899147, 1.33491447913]	[14.5808846668, 15.4761098843, 19.2464553337]
r17.10extcon35L10	b13C2	12.5317621032	13.7669326839	3	3	[10.7072025088, 12.5317621032, 15.0960177859]	[14.5039532536, 12.5440715695, 13.7669326839]
r17.10extcon35L11	b13C3	7.69133956434	7.62750946602	3	3	[6.04388799112, 7.69133956434, 8.54517680984]	[6.95372881004, 7.62750946602, 8.78522953484]
r17.10extcon35L09	b13C1	9.33736377596	14.2535349009	3	3	[8.75190673801, 9.33736377596, 10.9828613663]	[12.0162141544, 14.2535349009, 18.2699705264]
c65r18.10L15	b9H3	0.00226291750843	0.00599276358248	3	3	[0.00226291750843, 0.00313691313717, 0.00143392795711]	[0.00599276358248, 0.00530641506678, 0.00733525893801]
c82gal.10L09	b16C1	0.115214274295	1.59255159131	3	3	[0.108232264511, 0.115214274295, 0.131770248231]	[1.54224894932, 1.59255159131, 1.87317553321]
r17.35wt10L04	b13C8	0.364066781285	16.3326339376	3	3	[0.458492711618, 0.360580286843, 0.364066781285]	[15.4674425281, 16.3326339376, 17.3088244004]
r17.35wt10L05	b13C9	0.0377785970983	7.85640472324	3	3	[0.0380260426559, 0.0352104839564, 0.0377785970983]	[7.77005117041, 7.85640472324, 9.61845365287]
c61r18.35L10	b1C6	0.00484604816792	0.111002254449	11	12	[0.00319326451353, 0.00350882623776, 0.00484604816792, 0.0077523015852, 0.00765077578048, 0.00357697336992, 0.00375562352496, 0.00339256940182, 0.0123413427424, 0.0125847706591, 0.00828923669089]	[0.131712910493, 0.110857248547, 0.107768974451, 0.10784835989, 0.102740640734, 0.107970305883, 0.145634595411, 0.126012739104, 0.114371046729, 0.111147260351, 0.110514270683, 0.113481565102]
c61r18.35L11	b1C7	0.00585614897886	0.630869582694	14	15	[0.0053639632279, 0.0057192463356, 0.00686705295031, 0.00373552789441, 0.00434349472907, 0.00641283519408, 0.00599305162213, 0.00629742530493, 0.00354707693831, 0.00313154907746, 0.00334309813565, 0.0123509676423, 0.0149896757644, 0.0107186135217]	[0.569707056361, 0.740646859306, 0.00357520875368, 0.453093972666, 0.596778131765, 0.720453266949, 0.581922762824, 0.704556515958, 1.0470644537, 0.72981199445, 0.663019656717, 0.626874148342, 0.630869582694, 0.657854719734, 0.571420883012]
c61r18.35L08	b1C4	0.0105279691005	2.76183164614	21	12	[0.01036659948, 0.0111394515945, 0.0124387825501, 0.0187948803972, 0.0105279691005, 0.0138505623148, 0.0125484882437, 0.0125637683689, 0.0105004468406, 0.021515929466, 0.018395618149, 0.020895629673, 0.00959710323718, 0.0120779519335, 0.00798262452304, 0.00429330317953, 0.000986943625251, 0.00196420840672, 0.00375423405161, 0.00200680436562, 0.00784948592133]	[2.99620166092, 2.66917132839, 2.85449196388, 3.23919484825, 2.21464651757, 2.14270858416, 4.49637021466, 3.19013983407, 3.18706031761, 2.46519287465, 2.49894558075, 2.46744197677]
c61r18.35L09	b1C5	0.00743737621799	0.269195193717	12	12	[0.00611045598304, 0.0101015286833, 0.0163071306589, 0.00533028205217, 0.00504477554726, 0.00831639111956, 0.00716766069542, 0.00756142011029, 0.00731333232568, 0.0116181703949, 0.010990857329, 0.00496994799207]	[0.256798483574, 0.268756567312, 0.338284726081, 0.22574020414, 0.237085819684, 0.269633820122, 0.275538394147, 0.287956780785, 0.321362035236, 0.313707462927, 0.256046556379, 0.245348361386]
c61r18.35L06	b1C2	0.0563627844295	9.79836716355	24	15	[0.0491850429174, 0.059539678992, 0.0652818020804, 0.0465312750694, 0.0565222591578, 0.0562033097011, 0.0666108980489, 0.0658018957631, 0.0682422288193, 0.0497984597048, 0.0522128301766, 0.0783483644332, 0.0916095894841, 0.0740459607261, 0.0420428610603, 0.0476849049833, 0.0492909050028, 0.0507703948942, 0.0517939240119, 0.0574711639085, 0.0654285654358, 0.0555348615393, 0.0549464581761, 0.0630864700278]	[6.27383590895, 6.46189984025, 10.8987988557, 3.64795070743, 4.43200364153, 6.91049251294, 11.2792414315, 11.3881213234, 12.1594604697, 4.59124267992, 10.7716485585, 15.0677474474, 9.58269664575, 9.79836716355, 11.1434170119]
c61r18.35L07	b1C3	0.4652463149	16.9312042439	15	14	[0.527291265868, 0.438395944846, 0.449568863062, 0.466834726069, 0.199790291631, 0.4652463149, 0.38536442482, 0.52817412063, 0.50437770867, 0.644710850352, 0.644105389148, 0.723704788548, 0.301567210167, 0.32251206386, 0.364938310916]	[4.77777670031, 8.83261234266, 21.6478724241, 6.07756979543, 9.65583968319, 11.4735793951, 17.1900339004, 23.8180881298, 16.9163250876, 15.4618997461, 16.9460834002, 19.0122073285, 17.7425594386, 21.3234892337]
r17.35wt10L03	b13C7	0.0403763947297	7.31158899926	3	3	[0.0410703794158, 0.0387109338456, 0.0403763947297]	[6.73893570473, 7.31158899926, 9.62292784571]
10L11.bcA	b6D1	0.00286886552085	nan	3	2	[0.00286886552085, 0.00350353061076, 0.00273681985902]	[0.00460450500293, 0.0216603427121]
10L11.bcB	b6D2	0.00563139906848	0.0161916994143	3	3	[0.00563139906848, 0.00549683003363, 0.00764365375132]	[0.0163638937254, 0.0156428092394, 0.0161916994143]
10L19.bcA	b6D3	nan	1.21981858566	2	3	[0.00464703041814, 0.00439490531583]	[1.18629765174, 1.21981858566, 1.32836386567]
10L19.bcB	b6D4	0.0166982649816	3.41734829815	3	3	[0.0205658777034, 0.0166982649816, 0.0142922446858]	[2.76790894847, 3.41734829815, 3.51150342747]
10L21.bcA	b6D5	0.0546975165211	3.26230697912	3	3	[0.0659435617916, 0.0546975165211, 0.0499654393761]	[4.09983375161, 3.26230697912, 2.63613941248]
c61r18.35L12	b1C8	0.00536942815156	0.209652246684	15	15	[0.00536942815156, 0.00578913955802, 0.00628110533357, 0.00529736597537, 0.00446410442469, 0.00399659988581, 0.00691651650543, 0.00445902653335, 0.00545046384364, 0.0034248199089, 0.00386849697364, 0.00379979787321, 0.0154946621003, 0.0253811415206, 0.0327286679817]	[0.262392552651, 0.176417651591, 0.178718261739, 0.261203331149, 0.165801265047, 0.183870020553, 0.317327192489, 0.252970794422, 0.209652246684, 0.126436331783, 0.143051609167, 0.088906085441, 0.233610312661, 0.228139230434, 0.233124606269]
