name	loc	median_basal	median_induced	inliers
61c-ocl.35L10	b5C2	0.00501106279556	0.0036333732273	True
61c-ocl.35L11	b5C3	0.545477164529	0.0257327194526	True
61c-ocl.35L12	b5C4	0.0037689007763	0.00300012218646	True
61c-ocl.35L13	b5C5	0.00236364845329	0.0012470546462	True
61c-ocl.35L15	b5C7	0.00294591100953	0.00159084367486	True
61c-ocl.35L16	b5C8	0.00533395956934	0.0023587943173	True
61c-ocl.35L17	b5C9	0.00685011046157	0.00481836508921	True
61c-ocl.35L18	b5D1	0.0104259910807	0.00218997582385	True
61c-ocl.35L19	b5D2	0.0028681242365	0.00196222199458	True
61c-ocl.35L20	b5D3	0.00317646202444	0.00524266813872	True
61c-ocl.35L21	b5D4	0.00794221181687	0.00500533914952	True
61c-ocl.35L22	b5D5	0.0137923496439	0.00648929188033	True
61c-ocl.35L23	b5D6	0.00214050716517	0.00158114805252	True
61c-ocl.35L24	b5D7	0.00332870784675	0.00149636835497	True
oc0.35L01	b5F2	4.23475183227	0.179071877012	True
oc0.35L02	b5F3	3.75049129209	0.111029876109	True
oc0.35L03	b5F4	0.0517014321944	nan	True
oc0.35L04	b5F5	0.0339820544065	0.00234251675322	True
oc0.35L05	b5F6	0.0636355965075	0.0032271535642	True
oc0.35L06	b5F7	3.40294217148	0.0746440915667	True
oc0.35L07	b5F8	0.0675559157065	0.00352683376008	True
oc0.35L08	b5F9	0.471469650756	nan	True
oc0.35L09	b5G1	0.15802595902	0.00345488934298	True
oc0.35L11	b5G3	0.0212078104174	0.00164323250056	True
oc0.35L12	b5G4	0.192005843969	0.00865076679542	True
oc0.35L13	b5G5	0.0895208302152	0.0210658077219	False
oc0.35L14	b5G6	0.0282727079376	0.00449900317037	True
oc0.35L15	b5G7	0.379603521554	0.114911317012	False
oc0.35L16	b5G8	3.83622938936	nan	True
oc0.35L17	b5G9	0.121834486874	0.00623218988704	True
oc0.35L18	b5H1	1.32967500384	0.0590223190013	True
oc0.35L19	b5H2	1.09191335035	0.0463205875168	True
oc0.35L20	b5H3	0.285101546024	0.0133671919789	True
oc0.35L21	b5H4	0.138837573056	0.0050867567915	True
oc0.35L22	b5H5	0.0351149570306	0.00233684903153	True
oc0.35L23	b5H6	3.8980854803	0.15070780136	True
oc0.35L24	b5H7	1.67635231904	0.0701194813759	True
61c-r18	b1A7	0.141247294183	0.0987367316582	True
61c-r18.35L01	b1E3	0.0348653035461	0.0267576247831	True
61c-r18.35L02	b1E4	0.00583596729754	0.00733759335236	True
61c-r18.35L03	b1E5	0.00911753012492	nan	True
61c-r18.35L05	b1E7	0.0070968012649	nan	True
61c-r18.35L06	b1E8	0.00551280440118	nan	True
61c-r18.35L08	b1F1	0.170206806948	0.189370292054	True
61c-r18.35L09	b1F2	0.00293104483369	nan	True
61c-r18.35L10	b1F3	0.14420596259	0.168788818616	True
61c-r18.35L11	b1F4	0.0062560912192	0.020536315747	True
61c-r18.35L12	b1F5	0.131823131174	0.151970147022	True
61c-r18.35L13	b1F6	0.0063035997837	0.00503141873602	True
61c-r18.35L14	b1F7	0.00630983609474	nan	True
61c-r18.35L15	b1F8	0.155445573618	0.154352803762	True
61c-r18.35L16	b1F9	0.00659136172968	nan	True
61c-r18.35L17	b1G1	0.00785524054504	nan	True
61c-r18.35L18	b1G2	0.0166456678126	nan	True
61c-r18.35L19	b1G3	0.00769929158004	nan	True
61c-r18.35L20	b1G4	0.0105861375211	nan	True
61c-r18.35L21	b1G5	0.0131945261364	nan	True
61c-r18.35L22	b1G6	0.00671764020525	nan	True
61c-r18.35L23	b1G7	0.0043525730825	nan	False
61c-r18.35L24	b1G8	0.00831389171625	nan	True
wt.c60r18.35L01	b3H6	3.83065200384	24.7283992163	True
wt.c60r18.35L02	b3H7	0.00175344153168	0.921531859337	True
wt.c60r18.35L03	b3H8	0.014162264706	5.78436013665	True
wt.c60r18.35L04	b3H9	0.166007213853	13.2143180053	True
wt.c60r18.35L05	b3I1	0.00428271450202	0.558913237289	True
wt.c60r18.35L06	b3I2	0.00437802856019	2.21659097011	True
wt.c60r18.35L07	b3I3	0.0295930393227	9.08084919434	True
wt.c60r18.35L08	b3I4	0.00289589918134	0.547668078268	True
wt.c60r18.35L09	b3I5	nan	0.720924835525	True
wt.c60r18.35L10	b3I6	0.00616232475491	1.3103299448	True
wt.c60r18.35L11	b3I7	0.00145832581436	0.492096706655	True
wt.c60r18.35L12	b3I8	0.00634959226029	1.5547367139	True
wt.c60r18.35L13	b3I9	0.114222895747	11.173738841	True
wt.c60r18.35L14	b4A1	0.00575123523809	2.39693238552	True
wt.c60r18.35L15	b4A2	nan	0.579315696275	True
wt.c60r18.35L16	b4A3	0.0115535027938	5.21894218793	True
wt.c60r18.35L17	b4A4	0.155752982057	8.3368477515	True
wt.c60r18.35L18	b4A5	nan	0.481459458205	True
wt.c60r18.35L19	b4A6	0.00602139808004	0.731503466231	True
wt.c60r18.35L20	b4A7	0.037665546686	0.437212529244	False
wt.c60r18.35L21	b4A8	0.00419845250666	0.842944660719	True
wt.c60r18.35L22	b4A9	0.00202223597911	0.497475403808	True
wt.c60r18.10L01	b4B3	0.115174849015	9.88631979965	True
wt.c60r18.10L02	b4B4	0.0543041173612	5.39804482732	True
wt.c60r18.10L03	b4B5	0.120720875793	9.19462179209	True
wt.c60r18.10L04	b4B6	0.0691191439693	7.08564140903	True
wt.c60r18.10L05	b4B7	0.134435493089	6.36188867258	True
wt.c60r18.10L06	b4B8	1.53937666227	17.5343363015	True
wt.c60r18.10L07	b4B9	0.232686700928	9.02882910513	True
wt.c60r18.10L08	b4C1	0.233559895053	12.5209296859	True
wt.c60r18.10L09	b4C2	0.0774320543141	4.29816520019	True
wt.c60r18.10L10	b4C3	0.000792244415634	0.0270600627417	False
wt.c60r18.10L11	b4C4	0.0979736516569	6.34863728918	True
wt.c60r18.10L12	b4C5	1.36077817941	13.5231397723	True
wt.c60r18.10L13	b4C6	0.127125461154	7.41027829302	True
wt.c60r18.10L14	b4C7	0.15034767206	8.8868140328	True
wt.c60r18.10L15	b4C8	0.00664932179775	0.0246812734034	True
wt.c60r18.10L16	b4C9	0.454784212108	14.359944528	True
wt.c60r18.10L17	b4D1	0.0068628217757	nan	True
wt.c60r18.10L18	b4D2	0.0103735612084	0.493003244419	True
wt.c60r18.10L19	b4D3	0.0222437322705	1.48820107807	True
wt.c60r18.10L20	b4D4	3.7532545626	22.2723189914	True
wt.c60r18.10L21	b4D5	0.129465429485	7.43193201101	True
wt.c60r18.10L22	b4D6	0.0084116348933	0.138703600721	True
wt.c60r18.10L23	b4D7	0.02328209091	2.31022456248	True
wt.c60r18.10L24	b4D8	0.105548961803	7.58836099655	True
wt.c61r18.10L01	b4D9	0.0330202050777	0.802737088892	False
wt.c61r18.10L02	b4E1	0.385601232903	25.604103395	True
wt.c61r18.10L03	b4E2	0.00405889825592	0.442720635599	True
wt.c61r18.10L04	b4E3	0.167059908304	17.466589696	True
wt.c61r18.10L05	b4E4	0.238892156394	14.2220534488	True
wt.c61r18.10L06	b4E5	0.167453141236	0.167077118999	False
wt.c61r18.10L07	b4E6	4.34935962057	15.4160786465	True
wt.c61r18.10L08	b4E7	0.701289254297	16.4086297347	True
wt.c61r18.10L09	b4E8	0.736915216429	19.1921669957	True
wt.c61r18.10L10	b4E9	0.0380095280698	6.48883849301	True
wt.c61r18.10L11	b4F1	0.00892988474081	5.28891690206	True
wt.c61r18.10L12	b4F2	nan	20.5867501013	True
wt.c61r18.10L13	b4F3	0.00237370010868	0.508528304194	True
wt.c61r18.10L14	b4F4	nan	nan	True
wt.c61r18.10L15	b4F5	0.256784306418	18.2138784305	True
wt.c61r18.10L16	b4F6	0.00403355702956	3.35126934295	True
wt.c61r18.10L17	b4F7	0.0330872650036	1.47602198059	False
wt.c61r18.10L18	b4F8	0.185148088346	26.7280341219	True
wt.c61r18.10L19	b4F9	0.412968722824	17.0178394723	True
wt.c61r18.10L20	b4G1	0.0177019991985	9.95033941949	True
wt.c61r18.10L21	b4G2	0.00271229066077	2.88539543708	True
wt.c61r18.10L22	b4G3	0.00930982587944	7.96217453569	True
wt.c61r18.10L23	b4G4	0.0163609110501	9.2890549837	True
wt.c61r18.10L24	b4G5	0.506506701531	24.0173496595	True
wt.c71r18.10L01	b4G6	0.00488905798406	0.264107333394	True
wt.c71r18.10L02	b4G7	0.00953145183454	0.548552575407	True
wt.c71r18.10L03	b4G8	nan	0.00710133564374	True
wt.c71r18.10L04	b4G9	0.188316859639	12.5369420404	True
wt.c71r18.10L05	b4H1	0.00127983053474	nan	True
wt.c71r18.10L06	b4H2	0.548125929278	16.4675773822	True
wt.c71r18.10L07	b4H3	nan	18.1330174159	True
wt.c71r18.10L08	b4H4	0.384311968098	16.3324998694	True
wt.c71r18.10L09	b4H5	0.0160174729692	0.10558136315	True
wt.c71r18.10L10	b4H6	0.0594896874736	5.43709032061	True
wt.c71r18.10L11	b4H7	nan	nan	True
wt.c71r18.10L12	b4H8	3.05921156655	20.786891734	True
wt.c71r18.10L13	b4H9	nan	nan	True
wt.c71r18.10L14	b4I1	0.00293266131628	0.0097521327163	True
wt.c71r18.10L15	b4I2	0.00717852166132	0.0904046332702	True
wt.c71r18.10L16	b4I3	0.943603429534	24.1158186519	True
wt.c71r18.10L17	b4I4	10.3526721408	21.589019075	True
wt.c71r18.10L18	b4I5	0.23223751884	15.1255394234	True
c60r18	b3C7	0.189659785224	5.09603935325	True
c60r18.10L01	b7D8	0.804021396211	11.4611994027	True
c60r18.10L02	b7D9	0.0712198656678	1.63114536892	True
c60r18.10L03	b7E1	0.00766973993752	0.0548630040322	True
c60r18.10L04	b7E2	0.145120752829	3.23265920212	True
c60r18.10L05	b7E3	0.0566511266883	1.0095857227	True
c60r18.10L06	b7E4	0.00212013514537	0.0243382877061	True
c60r18.10L07	b7E5	2.12110603167	9.95889635305	True
c60r18.10L08	b7E6	0.000720440095247	0.0134340568976	True
c60r18.10L09	b7E7	0.189445207164	3.77769174271	True
c60r18.10L10	b7E8	0.00488376943177	0.0434951350133	True
c60r18.10L11	b7E9	0.00216483048332	0.011660054545	True
c60r18.10L12	b7F1	0.181457197025	4.84038188404	True
c60r18.10L13	b7F2	0.617339945493	8.8281568334	True
c60r18.10L14	b7F3	0.000977794932687	0.00607076564008	True
c60r18.10L17	b7F6	0.00613638936316	0.0751270203052	True
c60r18.10L18	b7F7	0.0360861941336	1.16975461416	True
c60r18.10L19	b7F8	1.4950719231	10.9493956176	True
c60r18.10L21	b7G1	0.0796037678112	2.19919200264	True
c60r18.10L22	b7G2	0.0119636352823	0.304871558705	True
c60r18.10L23	b7G3	0.00397175922539	0.0292922237553	True
c62r18	b3D3	0.184208212704	4.72462015949	True
c62r18.10L01	b7G5	0.00578026376921	0.0244350426475	True
c62r18.10L02	b7G6	0.00427303411826	0.077336045458	True
c62r18.10L03	b7G7	0.102621029523	3.3656877419	True
c62r18.10L04	b7G8	0.107743314429	4.14755478134	True
c62r18.10L05	b7G9	1.46192215931	12.834461698	True
c62r18.10L06	b7H1	0.829684104666	8.57661836164	True
c62r18.10L07	b7H2	0.122620958909	4.68340308992	True
c62r18.10L08	b7H3	8.58317816079	16.2683471472	True
c62r18.10L09	b7H4	0.281016092571	7.86991280705	True
c62r18.10L10	b7H5	1.27926324857	11.7069520773	True
c62r18.10L11	b7H6	0.305373120879	6.88703084359	True
c62r18.10L12	b7H7	0.0280803238174	1.21303449236	True
c62r18.10L13	b7H8	0.05128591958	2.10870287781	True
c62r18.10L14	b7H9	0.0714102216706	3.32714112882	True
c62r18.10L15	b7I1	0.00177178604298	0.0101047990177	True
c62r18.10L16	b7I2	0.314017005673	10.6716520804	True
c62r18.10L17	b7I3	3.06634913839	12.0639399393	True
c62r18.10L18	b7I4	0.00703091338386	0.264421896788	True
c62r18.10L19	b7I5	0.309518030769	7.62985902589	True
c62r18.10L21	b7I7	0.00409601644771	0.158040177209	True
c62r18.10L22	b7I8	0.00080552697022	0.0158939679115	True
c62r18.10L23	b7I9	0.0240573462564	0.181265675569	True
c81r18	b3G3	0.174613367333	1.58632811811	True
c81r18.10L01	b8A2	0.0576905137452	0.626712849882	True
c81r18.10L02	b8A3	0.0048526390776	0.0165777952107	True
c81r18.10L03	b8A4	0.0315939859425	0.215165030743	True
c81r18.10L04	b8A5	0.057153691284	0.570233678665	True
c81r18.10L05	b8A6	3.5294061452	9.78342795885	True
c81r18.10L06	b8A7	0.00483686724371	0.00765737532344	True
c81r18.10L07	b8A8	0.00718561434382	0.0141891839293	True
c81r18.10L08	b8A9	0.00143389117494	0.00977986225328	True
c81r18.10L09	b8B1	0.00493750916162	0.0120646535914	True
c81r18.10L10	b8B2	0.00613031189048	0.0276351269925	True
c81r18.10L11	b8B3	0.00666918390038	0.0128156644865	True
c81r18.10L12	b8B4	nan	0.00562243200506	True
c81r18.10L13	b8B5	0.00313223386118	0.00555430546818	True
c81r18.10L14	b8B6	0.130831201497	1.20679345981	True
c81r18.10L15	b8B7	0.145120376941	1.27057830458	True
c81r18.10L16	b8B8	0.0635390696534	0.726998458753	True
c81r18.10L17	b8B9	0.0683400245732	0.721532604208	True
c81r18.10L18	b8C1	0.128512676618	1.24260067467	True
c81r18.10L19	b8C2	0.0300536329005	0.250081047273	True
c81r18.10L20	b8C3	0.0793174501284	0.789922341514	True
c81r18.10L21	b8C4	0.000615933146708	0.00242791443437	True
c81r18.10L23	b8C6	0.0658225719332	0.587569673676	True
c81r18.10L24	b8C7	0.0976067117743	0.913843514647	True
c63r18.10L01	b9D1	0.0281773110995	0.0881308050625	True
c63r18.10L02	b9D2	0.0151749994701	0.0637508541619	True
c63r18.10L03	b9D3	2.96038691145	8.09122051076	True
c63r18.10L04	b9D4	0.00565729712398	0.0268852115293	True
c63r18.10L05	b9D5	0.260531974212	0.818206865124	False
c63r18.10L06	b9D6	0.00716970447787	0.0211506821803	True
c63r18.10L08	b9D8	0.06287498329	0.252889205632	True
c63r18.10L09	b9D9	0.00125147818745	0.00620204699415	True
c63r18.10L10	b9E1	0.00203626691228	0.00847712818282	True
c63r18.10L11	b9E2	0.00353850038794	0.0180674987485	True
c63r18.10L12	b9E3	0.0037021446402	0.0178848014687	True
c64r18.10L02	b9E5	6.35568595321	12.2549364057	True
c64r18.10L05	b9E8	0.00187720105187	0.00621457074984	True
c64r18.10L06	b9E9	0.121629288031	0.699747011475	True
c64r18.10L08	b9F2	0.00204022143601	0.00392185198402	True
c64r18.10L09	b9F3	0.00319166710521	0.014396191119	True
c64r18.10L10	b9F4	0.00266058120805	0.00592840910986	True
c64r18.10L11	b9F5	0.00264593405372	0.0124507367671	True
c64r18.10L12	b9F6	0.0121677104167	0.0844117320714	True
c65r18.10L01	b9F7	0.0447194393642	nan	True
c65r18.10L02	b9F8	0.00160780652949	nan	True
c65r18.10L03	b9F9	0.701788683047	1.16887082534	True
c65r18.10L04	b9G1	0.0581160193671	0.119728337999	True
c65r18.10L05	b9G2	0.0525770943641	0.0803059689917	True
c65r18.10L06	b9G3	0.565955485197	1.03984335539	True
c65r18.10L07	b9G4	0.00708573057171	nan	True
c65r18.10L08	b9G5	0.00602238378156	0.0134074831245	True
c65r18.10L09	b9G6	0.0549417817288	0.0902392391673	True
c65r18.10L10	b9G7	0.0111915268132	nan	True
c65r18.10L11	b9G8	0.054863076906	0.0846932180502	True
c65r18.10L12	b9G9	0.0387551223091	0.0381712785398	True
c65r18.10L13	b9H1	0.00813309554613	0.0181054403304	True
c65r18.10L14	b9H2	0.00576329330414	0.00974900388834	True
c65r18.10L15	b9H3	0.00226291750843	0.00599276358248	True
c65r18.10L16	b9H4	0.00445584104581	0.00661176607793	True
c65r18.10L17	b9H5	0.00888315306295	0.0132335506313	True
c65r18.10L18	b9H6	2.86277900075	4.28291101712	True
c65r18.10L19	b9H7	3.93446880503	6.82921974513	True
c65r18.10L20	b9H8	0.0036779368425	nan	True
c65r18.10L21	b9H9	0.0268294547059	0.0495868600744	True
c65r18.10L22	b9I1	0.0156637661756	0.0282656500532	True
c65r18.10L23	b9I2	0.0304539652346	0.0611400376911	True
c65r18.10L24	b9I3	nan	0.153675858764	True
c66r18	b3D6	0.128826974945	0.0729462721276	True
c66r18.10L01	b10F8	0.00878448860059	0.00626963067998	True
c66r18.10L02	b10F9	0.00637790129774	0.00642540897778	True
c66r18.10L03	b10G1	0.0110447924351	0.0101448816003	True
c66r18.10L04	b10G2	0.00607389919313	0.00604130407641	True
c66r18.10L05	b10G3	0.0108826693903	0.0250516078155	False
c66r18.10L06	b10G4	0.0100788010615	0.00636279379448	True
c66r18.10L07	b10G5	0.152958287607	0.127954868819	True
c66r18.10L08	b10G6	0.00735149118798	0.00744414932026	True
c66r18.10L09	b10G7	0.0138263341425	0.0116031172548	True
c66r18.10L10	b10G8	0.0653849280216	0.0464683315484	True
c66r18.10L11	b10G9	0.0292978895472	0.0267321962991	True
c66r18.10L12	b10H1	nan	0.00513021280804	True
c66r18.10L13	b10H2	0.00196383024633	0.00241605961294	True
c66r18.10L14	b10H3	5.95795519192	8.21611162494	True
c66r18.10L15	b10H4	0.104912431981	0.0832813695117	True
c66r18.10L16	b10H5	6.30557102534	9.41972859123	True
c66r18.10L17	b10H6	0.00568836583297	0.00322761511157	True
c66r18.10L18	b10H7	0.170793287278	0.131261945685	True
c66r18.10L19	b10H8	0.062057327557	0.0536363710789	True
c66r18.10L20	b10H9	0.0408432977547	0.033805336877	True
c66r18.10L21	b10I1	0.269952012887	0.263416841365	True
c66r18.10L22	b10I2	0.00174679673093	nan	True
c76r18	b3F4	0.144544976991	0.104111728639	True
c76r18.10L01	b10I5	0.840915191529	0.937722275188	True
c76r18.10L02	b10I6	0.00351953877205	0.00539286035065	True
c76r18.10L03	b10I7	0.220731075975	0.190263368601	True
c76r18.10L04	b10I8	2.05480861407	2.53243297798	True
c76r18.10L05	b10I9	0.045084433954	0.0401793177746	True
c76r18.10L06	b11A1	0.0139474163114	0.0130331421507	True
c76r18.10L07	b11A2	0.00584405526956	nan	True
c76r18.10L08	b11A3	0.0583201852174	0.0609563738327	True
c76r18.10L09	b11A4	0.00495067850292	0.00259803283459	True
c76r18.10L10	b11A5	nan	nan	True
c76r18.10L11	b11A6	0.13930619987	0.138673107033	True
c76r18.10L12	b11A7	nan	nan	True
c76r18.10L13	b11A8	0.0308806909615	0.0487561151769	True
c76r18.10L14	b11A9	nan	0.00615511187076	True
c76r18.10L15	b11B1	0.482126945865	0.552385160538	True
c76r18.10L16	b11B2	nan	0.00134606797632	True
c76r18.10L17	b11B3	0.275375515428	0.264599229999	True
c76r18.10L18	b11B4	0.0695601698813	0.0997421333063	True
c76r18.10L19	b11B5	0.00113957133309	nan	True
c76r18.10L20	b11B6	0.011400932509	0.0148977359232	True
c76r18.10L21	b11B7	0.00161226372703	nan	True
c76r18.10L22	b11B8	0.00691444583366	0.00576968420867	True
c82.10L01	b13H4	0.00570790562357	0.0299083177112	True
c82.10L02	b13H5	0.0174632993781	0.280270753162	True
c82.10L03	b13H6	0.017933233797	0.099873149886	True
c82.10L04	b13H7	0.00155071064366	0.0153897921585	True
c82.10L05	b13H8	0.0117494087688	0.179647083938	True
c82.10L06	b13H9	0.00846536366931	0.112252231828	True
c82.10L07	b13I1	0.00327227615953	0.00939913604343	True
c82.10L08	b13I2	0.513183883981	2.78952636904	True
c82.10L09	b13I3	0.0448684486994	0.693677069379	True
c82.10L10	b13I4	0.953966187415	5.66476938474	True
c82.10L11	b13I5	0.0905926936183	1.24163852881	True
c82.10L12	b13I6	4.87993761516	9.61837511648	True
c82.10L13	b13I7	0.219969110771	2.86896274042	True
c82.10L14	b13I8	0.00605618889437	0.0048496281705	True
c82.10L15	b13I9	0.00152482920884	0.0025695267823	True
c82.10L16	b14A1	11.5904441058	13.1754078185	True
c82.10L17	b14A2	0.171757727059	2.02639652576	True
c82.10L18	b14A3	0.0479083733925	0.0442982361357	True
c82.10L19	b14A4	0.0906837076632	1.36253853535	True
c82.10L20	b14A5	0.208121871071	2.82291941563	True
c82.10L21	b14A6	0.0121383671009	0.175792678664	True
c82.10L22	b14A7	0.00436408122971	0.0317707569499	True
c72.10L01	b14A8	0.00496363285389	0.0415945816423	True
c72.10L02	b14A9	0.00317845464707	0.00862060352938	True
c72.10L03	b14B1	0.0448566173699	2.95532903889	True
c72.10L04	b14B2	0.00294690930454	0.0238161288645	True
c72.10L05	b14B3	0.00412488834065	0.0511650054817	True
c72.10L06	b14B4	0.0832657030801	4.18929555505	True
c72.10L07	b14B5	0.002807938684	0.0218053089826	True
c72.10L08	b14B6	0.0318463186143	1.93239797841	True
c72.10L09	b14B7	0.0196884692806	0.743852896323	True
c72.10L10	b14B8	0.524598608523	9.36044171467	True
c72.10L11	b14B9	0.0041217116895	0.0122002825774	True
c72.10L12	b14C1	0.00351124510307	0.0635346370091	True
c72.10L13	b14C2	0.539371999834	10.8798746198	True
c72.10L14	b14C3	0.0610047853108	2.99397983245	True
c72.10L15	b14C4	0.00576492958988	0.129707352494	True
c72.10L16	b14C5	0.461386218374	8.64252500728	True
c72.10L17	b14C6	0.0808680439467	4.40809084336	True
c72.10L18	b14C7	0.10013858027	4.67546601355	True
c72.10L19	b14C8	0.103247761874	5.34485754367	True
c72.10L20	b14C9	0.241989533039	nan	True
c72.10L21	b14D1	0.00556097716842	0.0478958983302	True
c72.10L22	b14D2	0.00469417122333	nan	True
r17.10extcon35L01	b13B2	13.4866100711	13.7243962874	True
r17.10extcon35L02	b13B3	7.36721417374	16.4126964232	True
r17.10extcon35L03	b13B4	nan	13.7917088215	True
r17.10extcon35L04	b13B5	1.41122255109	13.6776834574	True
r17.10extcon35L05	b13B6	13.7401863357	14.7364929706	True
r17.10extcon35L06	b13B7	1.5229151847	14.876067271	True
r17.10extcon35L07	b13B8	13.4632678119	13.0108280914	True
r17.10extcon35L08	b13B9	0.424212849572	8.648075757	True
r17.10extcon35L09	b13C1	9.33736377596	14.2535349009	True
r17.10extcon35L10	b13C2	12.5317621032	13.7669326839	True
r17.10extcon35L11	b13C3	7.69133956434	7.62750946602	True
r17.10extcon35L12	b13C4	0.970533918891	14.0581594602	True
