run	log_F	b5B8_log_P	b5B8_weight	b5D1_log_P	b5D1_weight	b5F5_log_P	b5F5_weight	b5H1_log_P	b5H1_weight	b5H5_log_P	b5H5_weight	b5B2_log_P	b5B2_weight	b5C3_log_P	b5C3_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5B9_log_P	b5B9_weight	b5E4_log_P	b5E4_weight	b5F6_log_P	b5F6_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5B3_log_P	b5B3_weight	b5C5_log_P	b5C5_weight	b5F3_log_P	b5F3_weight	b5G9_log_P	b5G9_weight	b5H4_log_P	b5H4_weight	b5G1_log_P	b5G1_weight	b5F8_log_P	b5F8_weight	b5G6_log_P	b5G6_weight	b5G3_log_P	b5G3_weight	b5B5_log_P	b5B5_weight	b5C4_log_P	b5C4_weight	b5C8_log_P	b5C8_weight	b5B7_log_P	b5B7_weight	b5C2_log_P	b5C2_weight	b5C1_log_P	b5C1_weight	b5C9_log_P	b5C9_weight	b5A8_log_P	b5A8_weight	b5C7_log_P	b5C7_weight	b5D5_log_P	b5D5_weight	b5D3_log_P	b5D3_weight	b5D7_log_P	b5D7_weight	b5D2_log_P	b5D2_weight	b5D6_log_P	b5D6_weight	b5D4_log_P	b5D4_weight	b5F7_log_P	b5F7_weight
samp_67	3.2901019069104622		0.0	-7.758305608682547	2.0	-6.435509362423565	1.0	-2.3794916847452323	2.0		0.0		0.0	-3.3086013024699725	2.0	-1.1291689812616328	3.0		0.0		0.0	-2.162061633323844	1.0		0.0	-1.0760944552281309	1.0	-5.768091108948586	2.0	-2.616385657526981	1.0	-1.2796083529135833	1.0	-5.425021393257989	1.0		0.0	-1.4850337999486942	1.0	-4.974872386143912	3.0	-4.9742542690019675	3.0		0.0	-5.68417193094982	1.0	-6.421371608821324	1.0		0.0	-7.171657743266005	2.0	-9.654248664186845	3.0		0.0	-9.900691754123125	2.0		0.0	-8.700700104493487	2.0	-8.252679166594314	1.0		0.0		0.0		0.0		0.0		0.0	-11.556435386377402	1.0		0.0	-8.010044447823287	1.0	-1.7645558885286476	3.0
samp_68	3.2433802420625053		0.0	-7.7599679875458465	2.0	-6.442030834509303	2.0		0.0	-6.411955589802108	2.0	-5.855239974272871	3.0	-3.329425516681923	1.0		0.0	-4.5151889005977255	2.0		0.0	-2.1861994661400788	1.0	-8.389047285363601	3.0		0.0		0.0		0.0	-1.3068896662517675	2.0		0.0		0.0	-1.5111319753403636	1.0	-4.9879246268855475	4.0	-4.98841515045145	1.0		0.0	-5.693734403769507	1.0	-6.42189707721322	1.0	-6.995703384998514	1.0	-7.160139146209196	1.0	-9.653245663695566	1.0	-8.807259549745831	4.0	-9.901988627769365	1.0		0.0		0.0	-8.248457251982181	1.0		0.0	-11.292221271250376	1.0	-7.170661139045291	1.0	-10.266149981497595	1.0		0.0		0.0	-23.05541636292681	1.0	-8.00563829385319	2.0		0.0
samp_69	3.2010740778339195		0.0		0.0		0.0		0.0		0.0	-5.861043003187499	2.0	-3.3482892702100386	2.0		0.0		0.0	-4.06282910662462	1.0	-2.2080194873562458	2.0		0.0	-1.1297191530472035	3.0	-5.786437969281368	3.0		0.0	-1.331381893315757	4.0		0.0		0.0	-1.5345612501942154	1.0	-4.999993350942175	3.0		0.0		0.0	-5.70267462373693	4.0		0.0		0.0	-7.149616969734205	2.0		0.0	-8.807489140406297	2.0	-9.903311827984298	2.0	-8.870699497484877	1.0	-8.704258500882526	2.0	-8.244577570733318	1.0		0.0		0.0	-7.164718852609246	1.0	-10.257245803084928	3.0		0.0		0.0	-25.1988683564781	1.0	-8.001869902644781	1.0		0.0
samp_70	2.9419925225438965	-3.972703999457396	1.0		0.0	-6.491469764200879	2.0	-2.5527430099195794	2.0		0.0		0.0	-3.464176282530031	2.0	-1.332593897086504	1.0		0.0		0.0		0.0		0.0	-1.2806268681032131	1.0	-5.846635863596647	6.0		0.0		0.0	-5.493058346457963	1.0	-23.16447182601074	1.0	-1.6751023724531409	1.0	-5.079088672869382	1.0	-5.085889469805582	1.0		0.0		0.0	-6.43417218981657	2.0		0.0	-7.082819483925313	4.0	-9.638862134491433	1.0	-8.809837922637158	1.0		0.0	-8.854835552975533	1.0	-8.716062897241148	1.0	-8.219128987144835	1.0		0.0		0.0	-7.129180265071109	3.0	-10.19907982615798	2.0		0.0	-11.597941078500174	2.0	-24.113466517169662	1.0	-7.975124043158003	2.0		0.0
samp_71	3.297500971301676		0.0	-7.758024439194191	2.0	-6.43449981050705	1.0	-2.3757784607689945	1.0		0.0	-5.8483030450400415	2.0		0.0	-1.1247043607815053	3.0	-4.496694150087296	1.0		0.0	-2.1582227780727936	2.0	-8.384724421791248	1.0	-1.071592604622691	3.0	-5.766633408118064	5.0	-2.612773429826674	2.0	-1.2752781477088473	1.0		0.0		0.0		0.0	-4.972846949291614	2.0		0.0	-5.0512611780472545	1.0		0.0	-6.421266861154879	1.0	-6.988686770724616	1.0		0.0		0.0	-8.80694481555805	1.0	-9.900833803865922	1.0		0.0		0.0		0.0	-5.218184109730366	1.0	-11.284388564048502	2.0	-7.178113939503801	2.0		0.0	-10.31761642203661	1.0	-11.558876364088754	3.0		0.0		0.0	-1.7606046874669141	1.0
samp_72	3.3111988862022845	-3.8216197425921177	1.0	-7.757641875332369	1.0	-6.4326625825700985	2.0	-2.368863981791184	1.0	-6.4023077202826295	1.0	-5.846633478083961	1.0	-3.299222173089199	3.0		0.0	-4.4920524171000205	3.0		0.0	-2.1511328507583167	2.0	-8.38358220967561	3.0	-1.0632463476910192	2.0	-5.763965756274642	1.0		0.0	-1.2672186910219707	1.0	-5.421716239371653	1.0	-22.468167654425628	1.0		0.0		0.0		0.0	-5.046777322289738	3.0	-5.679977537245964	1.0		0.0	-6.986911128388965	1.0	-7.176716970120398	1.0	-9.655058060410866	2.0		0.0	-9.899915948544445	1.0	-8.876430839397477	4.0		0.0	-8.254282964262632	1.0		0.0	-11.273821694902157	1.0		0.0		0.0		0.0		0.0	-24.238887413034078	2.0		0.0		0.0
samp_73	3.081612551987755	-3.9149387377806844	1.0		0.0		0.0	-2.483775861603565	1.0		0.0		0.0		0.0	-1.2526145152401906	1.0	-4.572092534879866	2.0	-4.110102769500796	1.0	-2.268975202078829	2.0	-8.403470125844146	1.0	-1.2002573049079601	2.0	-5.812902100555343	1.0	-2.7178327628959438	1.0		0.0	-5.462888428373533	3.0		0.0	-1.6000493105431313	2.0	-5.035429938032211	1.0		0.0		0.0	-5.729577795822046	1.0	-6.426528554679379	2.0		0.0	-7.1191023652381915	2.0		0.0	-8.808560413716343	1.0	-9.906968544824226	2.0	-8.863751987596197	1.0	-8.709239564873673	1.0		0.0	-5.265113215154181	1.0		0.0	-7.148113609375941	2.0	-10.231513700708085	2.0	-10.340601276466039	2.0	-11.5751197258714	1.0	-19.107090838856728	1.0	-7.989705783259336	1.0	-1.8745354820085132	2.0
samp_74	3.1995483402710647	-3.866719895405896	3.0	-7.761641635896367	2.0	-6.448419802352952	1.0	-2.424999363947738	1.0	-6.418577787789402	1.0	-5.861282757052632	1.0	-3.3489731703822296	2.0		0.0	-4.53038134841741	1.0	-4.063444006139368	2.0	-2.2087392879333394	2.0		0.0	-1.1306777857044388	1.0		0.0	-2.6605942991562115	1.0		0.0	-5.440370474053226	3.0		0.0	-1.535442673267519	1.0		0.0		0.0		0.0		0.0		0.0	-7.001673248884123	4.0	-7.149197687256204	1.0	-9.650597308926127	2.0	-8.807485008851014	1.0	-9.903222716236328	1.0	-8.870584593028855	1.0	-8.704220757885693	1.0		0.0		0.0		0.0		0.0		0.0	-10.32716093288253	2.0	-11.565058848732585	1.0	-24.00569058496162	1.0	-8.001463171425897	1.0	-1.8126496441956326	3.0
samp_75	3.2428229200855427	-3.849164745089328	1.0	-7.759975751133993	2.0	-6.44210884278535	2.0	-2.403287862859984	1.0	-6.412042451479599	1.0		0.0		0.0	-1.157611770380604	1.0	-4.515370597628262	1.0	-4.0465201720918325	2.0	-2.18648038583878	1.0		0.0		0.0	-5.77765236292597	1.0	-2.6395144482547725	2.0		0.0	-5.432810966611282	2.0	-23.29523588542975	1.0	-1.5114301220425905	1.0	-4.988072581558224	1.0		0.0	-5.069381916215518	2.0	-5.693849933946259	2.0	-6.421900735547318	2.0	-6.995788452939477	1.0	-7.160042303347871	4.0	-9.652319450974998	3.0	-8.807164795300856	1.0	-9.901961598320714	1.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.322106959667174	2.0	-11.563048620315039	1.0		0.0		0.0	-1.7897273732039796	2.0
samp_76	3.1559410003621027	-3.884510051967631	1.0	-7.763455925353959	2.0	-6.455057235007108	1.0		0.0		0.0	-5.867663675434932	1.0	-3.368437882104714	1.0	-1.2091716066715588	2.0	-4.5456801271692395	1.0	-4.0806432244622695	1.0	-2.2310861992796327	1.0	-8.39667345333872	1.0		0.0	-5.796181569688052	1.0		0.0	-1.357357502358881	1.0	-5.44841372105321	2.0	-23.736680206915455	1.0	-1.5594967942512743	1.0	-5.013185649224166	1.0		0.0	-5.098778191204548	1.0		0.0	-6.423863636049839	1.0	-7.007826847787198	1.0	-7.138233522187491	1.0	-9.648441656462548	1.0	-8.807873617801606	1.0		0.0	-8.867993447800117	2.0		0.0	-8.24050194728909	1.0	-5.247992332571088	2.0		0.0		0.0		0.0	-10.332567966508659	2.0	-11.570496733834474	2.0	-26.501945051127873	4.0	-7.997214241015283	2.0	-1.8356436109098748	1.0
samp_77	3.225495295633563		0.0	-7.760639002758474	1.0	-6.44460128909791	2.0	-2.411976302339657	1.0	-6.414618485571717	1.0	-5.857703289133068	3.0	-3.3373934145222477	2.0		0.0	-4.521365836284992	2.0	-4.0532789373822915	1.0		0.0	-8.390575678746888	2.0	-1.115114993373978	1.0		0.0	-2.64793146744613	1.0	-1.3172500064094907	1.0		0.0	-24.932337177750348	1.0		0.0	-4.992993160898501	1.0		0.0		0.0	-5.697488692034783	2.0		0.0	-6.998121216191987	2.0	-7.155772409039316	1.0		0.0	-8.807316516448838	1.0	-9.902629204506812	2.0	-8.87190221233379	1.0	-8.703210340643773	1.0	-8.246928834814742	2.0	-5.232824081506439	2.0		0.0		0.0	-10.262360777501007	1.0	-10.324558848206657	1.0		0.0	-26.255735259344583	1.0	-8.004004994250085	2.0	-1.7989143127762386	2.0
samp_78	3.07638132761646	-3.9170988749043754	2.0	-7.766970312683615	1.0		0.0		0.0	-6.438581257933535	1.0	-5.880211748023359	1.0	-3.40400312512237	2.0	-1.2556733933712092	2.0	-4.573986060187327	2.0	-4.112196229837683	2.0	-2.2716023273986266	1.0	-8.404019827741411	1.0	-1.2033085349618617	1.0	-5.814137947265052	1.0		0.0	-1.4025264933422505	1.0	-5.463952996672813	1.0	-17.32340039529789	1.0	-1.6028828883170938	2.0		0.0	-5.041208090989674	1.0		0.0	-5.730818742755604	1.0	-6.4267517731998405	1.0		0.0	-7.117761777538054	1.0		0.0		0.0		0.0	-8.863280421686321	4.0	-8.709562680243366	2.0	-8.232819806944905	1.0	-5.2663651582103945	1.0	-15.674235273419113	1.0	-7.147386727954314	1.0		0.0		0.0		0.0	-17.717190757273542	1.0	-7.989211035901808	4.0		0.0
samp_79	3.262083408937588	-3.8413850969353547	1.0		0.0	-6.439387304531701	1.0	-2.3936126246360123	1.0	-6.4092189482021915	1.0	-5.852785023124926	1.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-5.773727645628946	1.0		0.0	-1.2959948253228757	4.0	-5.429585590975987	2.0		0.0		0.0	-4.982660503564732	3.0	-4.98270624992179	1.0	-5.062959724004868	3.0	-5.6898637694759415	1.0		0.0		0.0	-7.164795077470768	1.0	-9.653328889804246	1.0		0.0	-9.901293562649855	3.0		0.0	-8.701823933795454	1.0	-8.250155596554857	1.0	-5.225257627881555	1.0	-11.290382896160851	4.0	-7.173211385785455	3.0	-10.26902972055861	1.0	-10.320540971939096	2.0	-11.55734429885926	2.0		0.0	-8.007398860831593	1.0		0.0
samp_80	3.2932214637231625		0.0	-7.75820843466424	2.0	-6.435064685147493	2.0	-2.37789465472761	2.0		0.0		0.0	-3.3071830447857478	2.0		0.0		0.0	-4.026900166089275	1.0	-2.160392044959319	1.0	-8.385140034187595	3.0	-1.0741135205769845	1.0		0.0	-2.614809209892612	1.0	-1.2777076370953202	1.0		0.0	-22.992351957444832	1.0		0.0		0.0	-4.9732773274804485	1.0	-5.052673500379531	2.0	-5.683594597684314	3.0	-6.421357501469434	1.0	-6.989233499458607	2.0	-7.1723711733143025	1.0	-9.654535044852986	1.0	-8.807227639042857	1.0		0.0		0.0	-8.70032388498475	2.0	-8.252828204418885	2.0	-5.2189866770560345	2.0		0.0	-7.177461926309663	1.0	-10.273016661938774	1.0	-10.318673129794592	1.0		0.0	-24.278164804275203	1.0	-8.010133831629757	1.0	-1.762831333086399	1.0
samp_81	3.249698048580917		0.0		0.0	-6.441100105954108	1.0	-2.3998358974754876	4.0		0.0	-5.854422973588781	1.0	-3.3266066893610446	1.0	-1.1534981859391236	1.0	-4.513014998575397	1.0		0.0	-2.182944420704146	3.0	-8.388518528023095	2.0	-1.100583165008456	2.0	-5.77625287631692	2.0	-2.636133213443355	1.0	-1.3032120971472636	1.0		0.0	-20.194968844231425	1.0		0.0	-4.986143395865195	1.0	-4.986477674491929	1.0	-5.067074988088181	1.0	-5.692395734916907	1.0	-6.421800800593924	1.0	-6.994869072095043	1.0	-7.161767644748059	1.0	-9.652731359256466	2.0		0.0	-9.901258585524038	1.0	-8.873308754098328	3.0	-8.70199941146585	1.0	-8.249090611031166	1.0		0.0	-11.292325509897285	1.0		0.0	-10.267980360675782	1.0	-10.321553813602161	1.0		0.0		0.0	-8.006207870981514	1.0	-1.7860802562553646	1.0
samp_82	3.007151610380955	-3.9456570992944036	1.0		0.0		0.0		0.0		0.0	-5.892084966091137	1.0	-3.434948752523972	1.0	-1.2954876662623744	2.0	-4.599058301864179	1.0	-4.139948260950803	2.0		0.0	-8.410854545953066	1.0		0.0		0.0	-2.753793061996291	1.0	-1.441324948147354	3.0	-5.478507969313399	2.0	-26.719735924079668	2.0	-1.6402497859754896	1.0		0.0		0.0		0.0		0.0	-6.430153234136298	3.0		0.0	-7.099743028524718	2.0	-9.642156007831026	1.0		0.0	-9.909651434322802	2.0	-8.859055410692322	1.0		0.0	-8.22596880124129	3.0	-5.283255297527908	1.0	-11.34007478499576	1.0	-7.1378603488076235	1.0	-10.215364147571341	2.0	-10.349859876502183	1.0	-11.591353583287601	2.0		0.0	-7.982053284728457	1.0	-1.9131222676383413	2.0
samp_83	3.1483437578115807	-3.8875827875118696	2.0	-7.76377930026629	1.0		0.0		0.0		0.0		0.0	-3.3718194655222127	2.0		0.0	-4.548332770343438	1.0	-4.083611527317008	2.0	-2.234947227233704	2.0		0.0	-1.16105872333782	1.0	-5.7978513908991784	1.0	-2.6854759318834542	2.0	-1.3616473652169374	2.0	-5.449807108152295	1.0		0.0	-1.5636102569926045	2.0		0.0		0.0		0.0	-5.714292966333307	3.0		0.0	-7.008866800425992	2.0	-7.1362716477223485	1.0	-9.648548164220143	1.0	-8.80786409082374	2.0	-9.905064210322054	2.0	-8.86763051952094	1.0	-8.706430750347456	2.0		0.0	-5.2496696567832	3.0	-11.316032713535243	1.0	-7.157407711379002	1.0	-10.244570479247628	1.0		0.0	-11.580111106514009	1.0		0.0		0.0	-1.839610165174363	1.0
samp_84	3.154133523596231		0.0	-7.7635185156801505	2.0	-6.455328101069833	2.0	-2.4476961870158607	2.0	-6.425700263900705	2.0	-5.867928150358979	1.0	-3.3692562236523296	3.0		0.0		0.0		0.0	-2.2319897622511387	2.0		0.0	-1.1576617844115593	1.0	-5.7965615314045165	1.0	-2.682683468012976	1.0	-1.358369247180615	2.0	-5.4487100424037225	1.0		0.0	-1.5604541538037466	1.0	-5.013707856579115	1.0		0.0		0.0	-5.71300174923035	2.0	-6.42391656132231	2.0	-7.00802509099393	1.0	-7.137667468485988	1.0	-9.648719385962288	2.0	-8.807929829793366	1.0	-9.904805334830915	1.0	-8.86790584191658	1.0	-8.706035254589633	1.0	-8.240357733733644	1.0		0.0	-11.309577518967366	2.0	-7.158210940282007	1.0		0.0	-10.33226324260768	1.0	-11.570867100682083	2.0		0.0		0.0		0.0
samp_85	3.16098194041208		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.543901078253962	2.0	-4.07864276019682	2.0	-2.228495475291527	1.0	-8.396162517037963	1.0	-1.1536022934921764	4.0	-5.795043839494437	1.0	-2.6793511236055054	2.0		0.0		0.0		0.0		0.0	-5.0116679942577305	2.0		0.0		0.0	-5.711465333343251	1.0	-6.42371246014741	1.0	-7.00704791951005	1.0		0.0	-9.648961141105326	1.0	-8.807782607419004	2.0		0.0		0.0	-8.705794348177681	6.0	-8.240977791221487	2.0	-5.24683318396671	1.0	-11.309159968504998	1.0	-7.159137420427756	3.0	-10.248755255891242	2.0		0.0	-11.570368085642377	3.0	-23.81823081245811	1.0		0.0	-1.8329718301436406	1.0
samp_86	3.2155749549913875	-3.8602042279288336	2.0		0.0	-6.446056686387628	1.0		0.0	-6.416118512659069	1.0		0.0	-3.3418326396419484	1.0	-1.1739025409351866	1.0	-4.524808008797405	1.0	-4.057179418790223	1.0		0.0	-8.391381919848673	1.0	-1.12109458882681	1.0		0.0	-2.6527913741868714	1.0	-1.323021967253369	1.0	-5.43753005321577	1.0	-21.796269755888392	1.0		0.0	-4.995824753406696	2.0	-4.9969992941154935	4.0		0.0	-5.699612269365925	1.0	-6.422386798772178	1.0	-6.999503495326866	1.0	-7.153268490187765	1.0	-9.651077059927823	1.0		0.0	-9.902469978528691	2.0	-8.871456929629808	1.0	-8.703599854945354	1.0		0.0		0.0	-11.29666108907154	1.0	-7.166739921909089	2.0		0.0	-10.325421736908146	5.0	-11.56725320883028	2.0		0.0	-8.002998707351438	1.0	-1.804191658538918	1.0
samp_87	3.294539968261372	-3.828308738736931	1.0	-7.7581155639554575	1.0	-6.434919444646266	1.0	-2.3772724872888724	2.0	-6.404583753037449	2.0	-5.848669698865786	2.0	-3.3066351134911405	1.0	-1.1264837580477822	1.0	-4.497695125601185	2.0	-4.026436545514712	1.0	-2.1597676459442945	1.0	-8.384920915250039	1.0	-1.0733928761061395	1.0		0.0	-2.614204014936858	2.0		0.0	-5.4243176353584035	1.0	-21.580590082810442	1.0	-1.4825543715497418	1.0	-4.973658185317398	2.0	-4.972901723456903	2.0	-5.052243148279045	2.0		0.0	-6.421289848176486	2.0	-6.989081434739679	1.0		0.0	-9.654778407431792	1.0	-8.806927193008672	1.0		0.0	-8.875500596397615	2.0		0.0		0.0	-5.2187573016504825	1.0		0.0	-7.177658240335104	1.0	-10.276160543498387	1.0		0.0	-11.55048125583012	1.0		0.0		0.0	-1.7621898927867483	2.0
samp_88	3.042892627877929	-3.930908173631749	5.0	-7.768626419380081	1.0		0.0	-2.5029815089063683	1.0	-6.44441478416572	2.0		0.0		0.0		0.0		0.0	-4.125588191049635	1.0	-2.2885755031347315	1.0	-8.40725060851053	2.0	-1.222766732062971	3.0		0.0		0.0	-1.4213703015573114	2.0	-5.470877529368779	2.0		0.0	-1.6210157660627837	2.0	-5.047320575161239	2.0		0.0		0.0	-5.738813041006072	1.0	-6.428326374617313	1.0	-7.024677179273339	1.0	-7.109088266093653	1.0	-9.64388841712244	1.0		0.0		0.0	-8.861034434662347	1.0	-8.710989585333275	2.0	-8.229517986387735	1.0	-5.27444083653202	3.0	-11.334240862092214	1.0	-7.1427671694212584	2.0		0.0		0.0	-11.584800775156317	2.0		0.0		0.0		0.0
samp_89	3.0931213568925298	-3.910212133297572	2.0	-7.766205813980804	1.0	-6.465063351467526	1.0	-2.4780714806848607	1.0	-6.435744180664548	1.0		0.0	-3.396537508143255	2.0	-1.2459463072165373	1.0		0.0		0.0	-2.2631034482872865	1.0	-8.402466203259085	1.0		0.0	-5.810274420422749	1.0	-2.7122765761323193	1.0	-1.3930573439645844	2.0	-5.460568683599173	1.0	-24.688419447766734	3.0	-1.5937830657042122	2.0		0.0	-5.035770431552152	1.0		0.0		0.0		0.0	-7.016994555410089	1.0	-7.12209430796862	1.0	-9.645735282622507	2.0		0.0	-9.906654816928338	1.0	-8.864500123301454	1.0	-8.708753100919548	3.0	-8.234517992755372	4.0		0.0	-11.322602840321657	1.0	-7.149702028120085	2.0		0.0	-10.338407083172573	1.0		0.0		0.0	-7.990924079202081	2.0		0.0
samp_90	3.2647180125581983		0.0	-7.75918383477496	1.0	-6.439008024349023	2.0		0.0		0.0	-5.852424717691343	1.0	-3.319887472605987	2.0		0.0	-4.507840689339695	1.0	-4.037982635678473	2.0	-2.1751592828926714	1.0	-8.387256573027955	2.0	-1.091457810967983	1.0	-5.773176848526539	2.0	-2.628779082861076	2.0	-1.2944233611981129	1.0		0.0	-23.30456724064809	3.0	-1.4992117417313744	1.0		0.0	-4.981882749342422	1.0		0.0	-5.689306519484499	2.0	-6.421591807335178	2.0		0.0		0.0	-9.65375588703735	1.0	-8.807129766539612	1.0		0.0	-8.873781567179421	1.0	-8.701701675344992	2.0		0.0	-5.224735958314321	3.0		0.0	-7.173595254705102	1.0	-10.268796006245365	1.0		0.0		0.0		0.0	-8.007677677720473	1.0	-1.7780690067659985	3.0
samp_91	3.2575269468818		0.0		0.0	-6.440029007557794	4.0	-2.395896553540541	2.0		0.0		0.0	-3.3231146401110494	1.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-1.2986584544417898	2.0	-5.430342651303659	1.0	-19.333940220711575	1.0		0.0		0.0		0.0	-5.06447401657724	1.0	-5.690795985902807	1.0	-6.421679913149283	3.0	-6.993859774357099	2.0	-7.163665424425537	1.0	-9.652795496223609	1.0	-8.80716134446734	2.0	-9.90136229223119	3.0	-8.873632490973188	2.0	-8.701961795166298	4.0		0.0	-5.226185603935791	2.0	-11.28920480126073	2.0	-7.172602281886758	1.0	-10.268347382099337	1.0		0.0		0.0	-20.18328993229867	1.0	-8.007019490693569	1.0	-1.781918914225061	2.0
samp_92	3.1938750817752157	-3.8690110620007823	1.0		0.0	-6.4492629562011246	2.0	-2.427819404382155	5.0		0.0		0.0		0.0	-1.1867609014331824	1.0	-4.532339481369236	1.0		0.0	-2.211639305013105	1.0	-8.393199708333114	1.0	-1.1340450467134777	2.0	-5.787946547896013	1.0	-2.6633437777323863	2.0		0.0	-5.441376320163793	2.0		0.0	-1.5385642082109718	2.0	-5.002073479042216	1.0		0.0		0.0	-5.70425511067215	2.0	-6.422894115261405	1.0	-7.002435890831147	2.0		0.0		0.0	-8.807665856581288	1.0		0.0	-8.870107834466518	1.0	-8.704379656335922	1.0	-8.243997910414501	1.0		0.0	-11.303143696124984	1.0	-7.163730696534844	2.0	-10.256747877628932	1.0	-10.327439410900842	2.0		0.0	-24.462950032514254	2.0	-8.000934862883726	1.0	-1.8156305924707588	1.0
samp_93	3.4327427458983424	-3.7732848685855642	1.0		0.0		0.0	-2.3072472792713468	4.0	-6.386433286961349	2.0		0.0		0.0	-1.041672308134262	2.0	-4.451855131183248	3.0	-3.9736503984648657	1.0		0.0		0.0	-0.9880412529753224	2.0	-5.741473706713335	2.0		0.0		0.0		0.0		0.0	-1.404235007814995	2.0		0.0		0.0	-5.007897693277153	1.0	-5.657232338942583	2.0	-6.421485371942811	1.0	-6.972528250774745	1.0		0.0	-9.659085418022656	1.0		0.0	-9.896767212171836	1.0		0.0	-8.695987302959448	1.0	-8.264359984876588	2.0		0.0	-11.254033626025263	1.0		0.0		0.0	-10.304266426096884	2.0	-11.547725547335924	1.0	-26.693306799865105	1.0	-8.022568636820562	2.0	-1.6877515711661442	5.0
samp_94	3.1406388857153673	-3.890746619525898	1.0	-7.764100062448505	3.0	-6.457444169853519	1.0	-2.454434776388084	1.0	-6.427897622721329	2.0	-5.86997884770403	1.0	-3.3752650405867595	2.0		0.0		0.0	-4.086676712712622	1.0	-2.238907363761642	2.0	-8.397963714557656	2.0		0.0		0.0	-2.6892419842624284	1.0		0.0	-5.451282936225601	2.0	-23.37799214511544	1.0	-1.5678390593950688	2.0	-5.017703341330642	1.0	-5.020518370323723	1.0		0.0		0.0	-6.4243354022086026	2.0		0.0		0.0	-9.64815965569708	3.0		0.0	-9.905229160112949	1.0	-8.867124009598516	2.0	-8.706676492596387	2.0	-8.239025013148014	1.0		0.0		0.0	-7.156297918054596	2.0		0.0	-10.334215013501783	2.0	-11.576637189833107	1.0		0.0		0.0	-1.8436753311049545	1.0
samp_95	3.2320531086648128	-3.8535201309882035	1.0		0.0	-6.443667224618441	2.0		0.0	-6.413661634097151	2.0	-5.856766977351179	1.0		0.0	-1.164046670261803	1.0	-4.519096246537593	3.0	-4.0507227199954166	1.0		0.0		0.0	-1.1111820455148353	1.0	-5.779886594761941	1.0		0.0	-1.3134548113301625	1.0		0.0	-24.905844604627607	2.0		0.0	-4.991133588125352	2.0	-4.991884172753424	2.0		0.0	-5.696103816224262	1.0		0.0	-6.997236223253905	1.0		0.0	-9.651878168881687	1.0	-8.807417958976709	1.0	-9.902739502725913	1.0	-8.872267093261366	4.0	-8.702934916694659	1.0		0.0	-5.2314621626169915	2.0		0.0	-7.169052494623767	1.0	-10.263473205655858	3.0	-10.32379133405166	1.0		0.0	-25.916701940802476	1.0	-8.004589987116374	3.0		0.0
samp_96	3.2604458877616747		0.0	-7.75935496546494	1.0	-6.439617918118135	2.0	-2.3944427445327676	1.0		0.0	-5.853001062330182	1.0	-3.3218263021804275	1.0	-1.1470562714016839	1.0	-4.509329080648035	1.0	-4.039667424653512	1.0		0.0	-8.38767182434244	2.0		0.0	-5.774060957402254	2.0		0.0		0.0		0.0		0.0	-1.5016330435235894	1.0		0.0	-4.983197635619322	2.0		0.0	-5.6902044131291145	1.0	-6.421651896532434	1.0		0.0		0.0	-9.653128997684943	2.0	-8.807161304804001	3.0	-9.90109527121509	2.0		0.0	-8.701842089487688	3.0		0.0	-5.22560897488333	3.0	-11.291087690400456	1.0	-7.173008081735878	1.0	-10.269754876432625	1.0	-10.320660912726307	2.0	-11.55926053976413	2.0	-23.97658952369858	1.0	-8.00723773213264	1.0	-1.78037655637557	1.0
samp_97	3.3165269992752506		0.0	-7.75746226610247	1.0	-6.431930952943295	1.0	-2.366157158071691	2.0	-6.401499373742717	1.0	-5.845993692985343	1.0	-3.2968380306808993	1.0	-1.113138475953262	1.0	-4.490251867281395	1.0	-4.017939897100116	1.0		0.0	-8.38316847769218	1.0	-1.0600557394781867	2.0		0.0	-2.6034385601766266	1.0	-1.2640680070731447	1.0		0.0	-18.03550495386018	2.0	-1.470220673144308	3.0	-4.967634851238426	1.0		0.0	-5.04503232902744	1.0	-5.6789087823786915	1.0		0.0	-6.986319455830023	1.0	-7.178056597357308	2.0	-9.655570270657128	1.0	-8.806824303881127	1.0	-9.899468189309598	1.0	-8.876751616297309	1.0		0.0	-8.254826361194151	1.0	-5.214476517634725	1.0	-11.273357423138387	1.0		0.0	-10.28079066297443	1.0	-10.315877318027775	2.0	-11.5569961788758	2.0		0.0	-8.012464819698595	1.0	-1.7504074971218513	2.0
