run	log_tbg	log_alphap	log_betap	b13H4_log_P	b13H4_weight	b13H5_log_P	b13H5_weight	b13H6_log_P	b13H6_weight	b13H7_log_P	b13H7_weight	b13H8_log_P	b13H8_weight	b13H9_log_P	b13H9_weight	b13I1_log_P	b13I1_weight	b13I3_log_P	b13I3_weight	b13I4_log_P	b13I4_weight	b13I5_log_P	b13I5_weight	b13I7_log_P	b13I7_weight	b13I8_log_P	b13I8_weight	b13I9_log_P	b13I9_weight	b14A1_log_P	b14A1_weight	b14A2_log_P	b14A2_weight	b14A4_log_P	b14A4_weight	b14A5_log_P	b14A5_weight	b14A6_log_P	b14A6_weight	b14A7_log_P	b14A7_weight	b3G7_log_P	b3G7_weight
samp_36	-6.559562930568819	2.4299894575651044	0.1430526523325775	-8.697512533750944	2.0		0.0	-7.329225575731935	3.0	-9.807224216041218	2.0		0.0		0.0		0.0		0.0	-2.960734452205469	2.0		0.0	-4.242818382672126	1.0	-10.576240137265607	1.0	-12.096417557667005	3.0		0.0	-4.557020835508436	2.0	-5.103917696505948	1.0		0.0	-7.20737090799455	1.0		0.0	-4.5016121411605985	2.0
samp_37	-5.486052818856187	3.222235102439666	-0.13123969032417773		0.0		0.0	-7.870777147396449	1.0		0.0		0.0	-8.124999359585301	4.0	-11.132571263904815	1.0		0.0		0.0	-5.407608556678282	2.0		0.0	-12.988731697698846	3.0		0.0	0.6401487713305233	3.0		0.0	-5.357411492580851	2.0	-4.48636396646842	2.0	-7.628569005484711	2.0		0.0		0.0
samp_38	-6.150694756575166	3.1838050594225185	-0.21248231173968382	-9.139793969950277	1.0	-7.002492087624837	1.0		0.0	-10.21639943001624	1.0	-7.464317957610402	1.0	-7.923960281010847	1.0	-10.585484783957758	2.0	-6.016067886963268	1.0	-2.9594074692382226	2.0	-5.330041294283651	1.0	-4.380153393477934	2.0	-11.429423283626493	1.0	-13.611798398164577	1.0	0.6554968279341054	2.0		0.0	-5.28159334741773	1.0		0.0		0.0	-9.196479763636038	1.0	-4.656065486928922	1.0
samp_39	-5.796638378711694	3.102025683770678	-0.11741301002933624	-9.28036047310654	1.0	-7.039646262600374	2.0	-7.703271553199501	1.0		0.0		0.0		0.0	-10.795958485829921	3.0	-6.038246122328389	3.0		0.0	-5.348665331498236	2.0	-4.399103745278947	1.0	-11.909688370195825	1.0		0.0	0.6386751246081005	2.0		0.0		0.0	-4.441623256251493	1.0	-7.511673942666029	2.0	-9.313168313018178	1.0		0.0
samp_40	-6.008957619738982	3.057668002151669	-0.21804155987751758	-9.075379790077838	2.0	-6.938968249069363	1.0	-7.5591919818653315	1.0		0.0		0.0	-7.859660441840493	1.0	-10.532193729122017	2.0	-5.954273730875644	2.0	-2.937462065754228	2.0		0.0	-4.329419671386671	2.0	-11.436228252379282	1.0	-16.440723429271465	1.0	0.6593245444824875	1.0	-4.6543684872981395	1.0		0.0		0.0		0.0	-9.128860340604469	3.0		0.0
samp_41	-6.021488013962141	3.2247781546892074	-0.14202692200740144		0.0	-7.075948403321651	5.0		0.0	-10.340694261091697	1.0	-7.546218075750204	2.0		0.0	-10.761373092791438	1.0		0.0		0.0		0.0	-4.4320111762397705	1.0	-11.694740955451378	1.0		0.0	0.6425230790094467	2.0	-4.762338526092846	1.0	-5.339025353434014	2.0	-4.475177775042291	1.0		0.0	-9.330590218903808	1.0	-4.709631465834102	2.0
samp_42	-6.1986971040157375	3.200861084919216	-0.21365674000074217		0.0	-7.008017911979069	3.0		0.0		0.0		0.0	-7.927296740297822	2.0	-10.57717166475324	1.0		0.0	-2.961213761891132	1.0	-5.336458194292807	2.0		0.0	-11.40064200892395	1.0	-13.374292075920405	2.0	0.6554277512731124	1.0	-4.713965469736177	1.0	-5.288054521625905	1.0	-4.428713667409256	2.0		0.0	-9.19542806152734	1.0	-4.662099735633016	2.0
samp_43	-6.5326900727431845	2.8568267763662716	-0.12329454147004462	-8.822120221087728	2.0	-6.854512361629614	2.0	-7.422119188606922	2.0	-9.935178722697904	2.0	-7.2997428981066035	1.0	-7.735546986952986	2.0		0.0		0.0	-2.939845488842216	1.0		0.0	-4.292399984342871	1.0	-10.800294766614549	1.0	-12.289486068110396	3.0	0.6419473531412921	1.0		0.0		0.0	-4.333620016370506	1.0	-7.295569229582761	1.0		0.0		0.0
samp_44	-6.544841792238385	3.1063150146352583	-0.1652754762572803		0.0		0.0		0.0		0.0	-7.413990683888026	2.0	-7.856487502901872	1.0	-10.362563339341849	1.0	-5.992583597049529	3.0	-2.9669785954473737	1.0		0.0		0.0		0.0	-12.470200551766798	2.0	0.6482915586995248	2.0	-4.696705422812197	2.0	-5.265170052502606	2.0	-4.413739849259643	3.0	-7.409946604516321	1.0		0.0		0.0
samp_45	-6.934090699369886	2.819118789216542	-0.0657140685200082	-8.738065927654317	3.0		0.0	-7.399045558930536	1.0	-9.858154959075524	2.0	-7.290681904977572	1.0	-7.716296308437496	1.0		0.0	-5.896778279000366	1.0	-2.9577025990219457	1.0	-5.227440424626112	3.0	-4.30403202823071	2.0		0.0		0.0	0.6281336709650881	1.0		0.0		0.0	-4.345059792337189	2.0	-7.286019876861162	1.0		0.0	-4.56992198142229	1.0
samp_46	-6.808344808962296	2.9613180608117364	-0.17003391379915495	-8.792910816494393	1.0	-6.874514400958858	1.0	-7.428982836594733	2.0	-9.915841959505183	2.0	-7.316113205669516	2.0	-7.745894141821489	1.0		0.0	-5.914658188048162	1.0	-2.939276169433057	1.0	-5.24153067176408	1.0	-4.310650496367035	2.0		0.0	-12.014340181537994	3.0		0.0	-4.63213321082357	1.0		0.0		0.0	-7.311591281048587	1.0		0.0	-4.5798486826723845	1.0
samp_47	-5.862171344419423	3.004079399936708	-0.0930610121035748	-9.190492453012299	2.0	-6.991625077282613	1.0	-7.637146858817334	1.0		0.0		0.0		0.0	-10.685339495589622	2.0	-5.998543253990982	2.0		0.0	-5.3136295391726485	1.0	-4.371666347975794	1.0	-11.718733944638316	2.0	-26.815430432325197	1.0	0.6340011444783631	1.0	-4.6970612180164215	1.0	-5.264772009329869	1.0	-4.413653549872974	2.0	-7.457707420608082	1.0	-9.231281486354316	1.0		0.0
samp_48	-6.177071742042285	3.0869770506033896	-0.2639188865678521		0.0	-6.91860727097138	1.0	-7.519955278854706	3.0	-10.091277435685374	2.0		0.0		0.0	-10.426767067253136	2.0	-5.940057918640443	1.0	-2.922381560942662	2.0	-5.25856002295531	1.0	-4.3170657159711805	2.0	-11.231529354887275	1.0		0.0		0.0		0.0		0.0	-4.3594151699222765	2.0	-7.3714353976879	2.0		0.0	-4.589900434987284	1.0
samp_49	-6.404562733490996	2.9043709678412273	-0.04408515498096147	-8.959547811074877	2.0	-6.928541398875932	2.0	-7.512471122190556	1.0		0.0	-7.3794128992902515	1.0	-7.823677233243319	2.0	-10.34997596429395	1.0	-5.958492546028922	1.0		0.0		0.0	-4.351888611189069	1.0		0.0	-12.638218611650444	2.0	0.6230650628672211	1.0		0.0		0.0	-4.39332336070143	2.0	-7.375587476372559	1.0	-9.0342107951623	1.0	-4.620156070820672	2.0
samp_50	-5.5741407092769455	3.5335355014185925	-0.49006576916495725	-9.413129723062745	1.0	-7.092867573495065	1.0	-7.802262238212285	2.0		0.0	-7.579577663687926	1.0	-8.070459201099995	2.0	-11.011212119394377	1.0	-6.066996322242331	1.0	-2.897422055064566	1.0		0.0	-4.37669033220648	2.0	-12.534152189211806	1.0		0.0		0.0	-4.713668623256056	2.0		0.0	-4.4218576211310605	2.0	-7.578853788961969	1.0		0.0	-4.66457337390763	2.0
samp_51	-6.242079874821786	3.140970083061947	-0.2359744291208118		0.0		0.0	-7.561254102268416	1.0	-10.140165417669452	2.0	-7.4167949121749	1.0		0.0	-10.474269232888739	1.0		0.0	-2.9428376218073704	2.0		0.0	-4.351430752325296	2.0	-11.264180826279453	2.0	-13.126347598030009	2.0	0.6608393038914061	1.0		0.0	-5.2486076750222965	3.0	-4.394063087223409	1.0	-7.413331312622865	1.0	-9.115020571836439	1.0		0.0
samp_52	-6.148789393159821	3.1815239207065953	-0.22850871590124894	-9.124423386438664	1.0	-6.992288104838858	3.0		0.0		0.0	-7.453578528637199	1.0	-7.912441480973369	1.0	-10.56843484653312	2.0	-6.006529403498563	2.0	-2.952372011670897	1.0	-5.320765432128273	1.0	-4.371346780030973	1.0	-11.410342560921464	1.0	-13.608976705262258	2.0	0.6583776037222335	1.0	-4.6990217799268255	2.0		0.0		0.0	-7.4504246936168	1.0		0.0		0.0
samp_53	-6.255065978824454	3.3010998359036745	-0.43188185470170404	-9.015084903872083	3.0	-6.937244450985748	1.0	-7.534859241734568	1.0		0.0	-7.393501776402265	2.0	-7.844573387280719	2.0		0.0		0.0	-2.8877405642550156	3.0	-5.269173639718225	1.0		0.0		0.0	-13.04830487267057	1.0		0.0		0.0	-5.221225497738576	1.0		0.0	-7.38990512720535	1.0	-9.081993743602785	2.0	-4.594268369127374	2.0
samp_54	-6.6881690393006075	3.0759032516211238	-0.16824513889102002	-8.9104076786912	1.0	-6.939869482366525	2.0		0.0	-10.035533187510614	1.0	-7.386080784189119	1.0	-7.822665657895083	1.0		0.0	-5.973476271772401	1.0	-2.9605474513837056	1.0		0.0		0.0		0.0	-12.254200182657634	3.0	0.6493464168872806	1.0	-4.681685760021497	1.0	-5.248384666589498	1.0	-4.399599666991582	1.0	-7.381780388569444	1.0	-8.995793620314837	2.0	-4.629653213953236	2.0
samp_55	-6.204111109018718	3.114804059229938	-0.14872028216001207		0.0	-6.996714683982208	1.0		0.0		0.0	-7.456510702244565	1.0		0.0	-10.553566175183652	1.0	-6.013663592061917	3.0	-2.9762940910937914	1.0	-5.330179189780915	2.0	-4.3848708952368876	2.0	-11.371118372802123	1.0	-13.332201942077871	2.0	0.6448625369120129	3.0		0.0	-5.281785919710424	1.0	-4.427380876537603	1.0		0.0		0.0	-4.658811999806971	1.0
samp_56	-6.4267383049883255	2.887701069622335	-0.17616468335216456	-8.835189798027683	2.0	-6.846751041504202	1.0	-7.420284143529131	2.0	-9.943165035933431	1.0	-7.293764044558784	1.0		0.0	-10.192596740912974	2.0	-5.881358133238379	1.0	-2.922566455947251	2.0		0.0	-4.279334959646465	1.0		0.0	-12.454867962370647	1.0		0.0	-4.5997764623297615	1.0		0.0	-4.320699905447504	1.0	-7.28973719186005	1.0	-8.914655735302173	2.0	-4.546968504394193	1.0
samp_57	-6.609246060510473	3.0869218922574584	-0.1353156191990899	-8.967973788643452	1.0		0.0		0.0	-10.089655221063886	2.0		0.0		0.0	-10.341939608071335	1.0	-5.997320733044667	3.0	-2.9768271008877982	1.0		0.0		0.0		0.0		0.0	0.6426871339029033	3.0	-4.703380494965163	1.0	-5.270873533345139	1.0		0.0	-7.411531417230065	1.0	-9.049531088062343	1.0	-4.6510715569687395	5.0
samp_58	-6.596993321073568	2.9985629900561697	-0.15560135253478596		0.0		0.0	-7.478573462504481	1.0	-10.005649420637763	2.0		0.0	-7.793388432606558	1.0	-10.238590989821905	2.0	-5.943618543604351	1.0	-2.9529062988345682	1.0	-5.267902716666658	1.0	-4.3334825226887075	1.0		0.0	-12.302457605390508	1.0	0.647949214107063	1.0		0.0	-5.220113788218396	1.0	-4.375350531456536	1.0	-7.351840975081372	4.0	-8.97038141592087	2.0		0.0
samp_59	-5.747808122575326	3.358787761989542	-0.32372738182442484	-9.34368167213399	1.0	-7.071457664979763	3.0	-7.749640714534858	1.0		0.0	-7.550357346364249	2.0	-8.032471346057582	1.0		0.0	-6.059996618458354	1.0	-2.938571628896358	2.0	-5.361319281080106	1.0		0.0		0.0		0.0	0.6687586461463472	1.0	-4.727404075281168	1.0	-5.312081574519017	1.0	-4.438223501699505	2.0	-7.548791047558726	3.0		0.0		0.0
samp_60	-6.596828554278426	3.0783529853363825	-0.18274290861887224	-8.92775613730314	1.0	-6.937164625618434	1.0		0.0		0.0	-7.3850336377132155	1.0	-7.824184204749356	2.0		0.0	-5.968812499758361	1.0	-2.9548089803797977	1.0	-5.2908285714087295	2.0	-4.351527201454035	2.0		0.0	-12.353767542788708	2.0	0.6521590483833699	1.0	-4.675935138258409	1.0	-5.2429816097471145	2.0		0.0	-7.380861148317583	2.0	-9.009981548025578	1.0		0.0
samp_61	-5.8849604099662365	3.6290023001577865	-0.5095493285689475		0.0	-7.10417185578956	2.0		0.0		0.0	-7.583064251229254	2.0	-8.064583113982046	1.0	-10.871563249260385	2.0	-6.089006738833028	3.0		0.0	-5.38185170442485	1.0	-4.39559165613727	1.0	-11.913599984747904	2.0	-26.594450909984175	1.0		0.0		0.0		0.0	-4.44136665605301	3.0		0.0	-9.40326223520523	1.0	-4.686530823503616	1.0
samp_62	-6.626195003130108	3.2071216416149437	-0.28256208193654847	-8.94120851985548	1.0	-6.950109073081334	1.0		0.0	-10.063725204765403	1.0		0.0		0.0	-10.306118719429348	1.0		0.0	-2.932612948395407	3.0		0.0		0.0		0.0	-12.344174341964846	3.0	0.6674979440589871	1.0	-4.678270109151559	1.0	-5.250589066494363	3.0	-4.394597247899458	2.0	-7.394200945231075	1.0		0.0	-4.627522180279731	2.0
samp_63	-6.291781454473311	1.9724473995363523	0.9170228014737303	-9.021995288708554	1.0	-6.95594391985586	2.0	-7.551088867704245	1.0	-10.115908528642155	1.0	-7.408622980374551	1.0	-7.857206949149916	2.0	-10.434736933531344	2.0	-5.989883480702238	3.0		0.0	-5.326364857980878	1.0		0.0		0.0		0.0		0.0	-4.738695596813782	1.0		0.0	-4.465889785362	1.0	-7.405192987232052	1.0		0.0	-4.680060065179388	3.0
samp_64	-5.828494132479751	3.0963704129947973	-0.190728149236366	-9.197560539750992	2.0	-6.990396222804191	1.0	-7.639950307582602	1.0		0.0		0.0	-7.93048755709929	1.0	-10.700958787497191	1.0	-5.994611568421333	3.0	-2.9563824455119234	1.0	-5.307027067165897	2.0	-4.359828828307879	1.0		0.0		0.0	0.6529209094377149	1.0	-4.686716437951903	3.0	-5.258177707003444	2.0	-4.402296331328003	1.0		0.0		0.0		0.0
samp_65	-6.202694961058078	3.26430877758657	-0.43013007494633343	-9.003456303004244	1.0	-6.92128138818952	1.0	-7.521130646864234	2.0	-10.09348386801456	2.0	-7.3778070477621345	2.0		0.0	-10.424378706317771	1.0	-5.940193762392011	1.0	-2.8831849490453823	2.0	-5.254239351774176	1.0	-4.303274920200286	1.0	-11.218991286171866	1.0		0.0		0.0	-4.630415177597143	1.0		0.0		0.0		0.0	-9.068713094847531	4.0		0.0
samp_66	-6.1086031400853	3.033520031089865	-0.10712292428141625	-9.115826667623908	3.0		0.0	-7.598493841661039	1.0	-10.191004803552367	2.0	-7.442657545054864	2.0	-7.9016984751962935	1.0	-10.56302579209068	1.0	-5.99766107580477	3.0		0.0		0.0		0.0	-11.421518556032854	1.0		0.0	0.6370845277000765	1.0	-4.699490316005017	1.0	-5.2669408587444115	2.0	-4.416419035505689	1.0	-7.439612653156771	1.0		0.0		0.0
samp_67	-6.391235128791953	3.093090710669374	-0.19365605064642968		0.0		0.0	-7.536513368792516	1.0	-10.099478811340747	1.0	-7.401644004024476	3.0	-7.848197154251193	1.0		0.0	-5.974596482148309	3.0	-2.9529155333498056	1.0	-5.2944036652658895	1.0	-4.3529091156300375	1.0	-11.12474305673347	1.0	-12.702940113945461	2.0	0.6539330607980225	1.0	-4.677994517480319	1.0	-5.2463637712399604	1.0		0.0	-7.39784897126112	1.0	-9.068312250113257	1.0		0.0
samp_68	-6.369500559680671	2.8466523166747337	-0.035537749225070386	-8.931068052067097	5.0		0.0		0.0		0.0	-7.354223495553592	2.0	-7.79788143824482	1.0		0.0	-5.934920404241185	1.0		0.0	-5.260762677682042	1.0	-4.332645059146094	1.0		0.0	-12.67020262293218	2.0	0.6205473545947011	1.0	-4.653447096320947	1.0	-5.212741921164388	1.0	-4.373826744609021	2.0		0.0	-9.005431781061041	1.0	-4.599579703864301	1.0
samp_69	-6.369835468564398	3.011457817712865	-0.08516313465086954	-9.024932006468157	1.0		0.0	-7.55688428916859	1.0	-10.126300679116413	2.0	-7.4193748141145965	1.0	-7.867616284738155	1.0		0.0	-5.991165194961839	2.0		0.0	-5.3124618861448205	1.0	-4.374769397955037	1.0	-11.175314267278134	1.0	-12.775571325746396	1.0	0.632703018167292	1.0		0.0		0.0		0.0	-7.415676936682446	4.0	-9.095919935004495	1.0	-4.645758624415881	2.0
samp_70	-6.109397765895486	3.2822891206648697	-0.1933849978321043		0.0		0.0		0.0	-10.32302790418866	2.0	-7.5392467719147245	2.0	-8.006976506306815	1.0	-10.722323465954071	3.0		0.0	-2.980479368187785	1.0	-5.385880776199125	1.0		0.0	-11.6051479929792	2.0	-13.993934873581837	1.0	0.6505034949163553	2.0		0.0		0.0	-4.470659543114571	1.0	-7.536434459423522	1.0		0.0	-4.706390902902656	3.0
samp_71	-6.243460062693555	3.6852095354435597	-0.604930667508244		0.0		0.0		0.0	-10.282344690954412	2.0	-7.5153565128600475	1.0	-7.977580123253228	3.0		0.0	-6.052230474759292	2.0	-2.8721658763773608	1.0		0.0		0.0	-11.466264382740128	2.0	-13.275980349243216	2.0		0.0	-4.701956353261372	1.0	-5.301152913886815	2.0	-4.411044397248396	1.0		0.0	-9.259075921768611	2.0	-4.656726576609063	1.0
samp_72	-6.272240516022132	3.666685617780121	-0.5674751760069116		0.0	-7.059432232936301	3.0		0.0	-10.291090642007937	2.0	-7.524017972015717	1.0	-7.985802386233968	1.0	-10.652974252383835	2.0	-6.062201132308248	2.0	-2.8822000770895104	1.0		0.0		0.0	-11.46253210199052	1.0	-13.196254961998235	1.0		0.0		0.0		0.0	-4.42257218307619	2.0	-7.520612559612704	2.0	-9.266365261046248	1.0	-4.667933258948339	1.0
samp_73	-6.428960816350023	3.3027270397523543	-0.35637602057820456		0.0		0.0	-7.558000558705451	1.0	-10.128176201586445	2.0		0.0	-7.871453711546362	1.0		0.0	-5.992038993418969	1.0	-2.9167423281180738	1.0	-5.306114166081588	1.0	-4.3520518364680125	1.0	-11.149390421991495	1.0	-12.669812761141808	1.0		0.0	-4.680791738775841	3.0	-5.258157803716545	1.0	-4.395570964478354	3.0	-7.420186504128231	1.0		0.0	-4.6308745389944015	2.0
samp_74	-6.264881081847881	3.602386667976846	-0.5859762906927618	-9.136752131701074	2.0	-7.014339861639966	3.0		0.0	-10.224574282612403	1.0	-7.4761099180847355	2.0	-7.934047872902116	1.0	-10.57345638851357	1.0	-6.021664289374817	1.0	-2.8699658058870794	1.0	-5.323136282501506	1.0		0.0		0.0		0.0		0.0	-4.681434352007402	2.0	-5.275120009387835	1.0		0.0	-7.472614420873399	3.0		0.0	-4.635390313461295	1.0
samp_75	-6.467668349626373	1.6818594753689609	1.1146064828375082	-8.89082236549908	1.0	-6.896995503579646	1.0		0.0		0.0	-7.342946820134318	2.0	-7.781631599108032	1.0	-10.256253778873965	1.0		0.0		0.0		0.0	-4.389909759018358	4.0		0.0	-12.45689525081491	2.0		0.0	-4.698280105062398	1.0	-5.232891446225006	1.0	-4.427639410412047	2.0		0.0	-8.9696147834946	4.0		0.0
samp_76	-5.649265948796223	3.088555358381425	-0.13116265424978113	-9.30846274932997	3.0	-7.037862360270681	1.0	-7.720821743458802	2.0		0.0	-7.515808752627157	2.0	-7.9971220426492	1.0	-10.872235607450635	2.0		0.0		0.0		0.0		0.0	-12.204990791742214	2.0		0.0	0.6412134366093293	1.0	-4.716695325012634	2.0	-5.289558182816898	1.0	-4.431019253992597	1.0	-7.514538303882816	1.0	-9.333108642234782	1.0		0.0
samp_77	-5.918897623213896	3.1443177711766306	-0.22655556260403809		0.0	-6.98952512641732	1.0	-7.628414836378889	1.0		0.0	-7.456708616873586	1.0		0.0	-10.658074315092065	2.0		0.0	-2.9482875874839123	2.0		0.0		0.0	-11.642104846086918	3.0	-26.920664995354098	2.0	0.6587222433776189	1.0	-4.687296529609377	1.0		0.0	-4.4025702357241085	3.0	-7.454214986794864	1.0		0.0	-4.634898248322047	2.0
samp_78	-5.743511253121537	2.930470275607625	-0.12184681979036598	-9.141987853840606	1.0		0.0	-7.592473144496075	3.0		0.0	-7.410671360396318	1.0		0.0	-10.665907756817466	2.0		0.0	-2.9576093982327216	1.0		0.0	-4.328492998467494	1.0	-11.818877689669266	1.0		0.0	0.6406127206491762	2.0	-4.6522585940909345	3.0		0.0		0.0	-7.40862191207958	2.0	-9.18021029947482	1.0	-4.598125033519785	2.0
samp_79	-5.851059807247337	3.2692103347456483	-0.2852269795747511	-9.259744861384268	1.0		0.0	-7.688178142433584	1.0		0.0	-7.5049641035737205	2.0	-7.979106992882451	1.0		0.0	-6.03079554089191	1.0	-2.942205429053168	2.0		0.0	-4.379009148006747	1.0	-11.816886072316581	2.0	-26.509474250152437	1.0	0.6656816706871912	1.0		0.0	-5.288743759179591	2.0	-4.422446842492725	1.0	-7.502852990307978	2.0	-9.29625817371614	2.0		0.0
samp_80	-6.002525326383932	3.244705993743532	-0.2329389698085926		0.0	-7.036031046060037	1.0	-7.674226558352137	1.0	-10.287735323406643	3.0	-7.504321165380648	1.0		0.0	-10.702100811602723	2.0	-6.040626172374961	2.0	-2.959775421624446	1.0		0.0	-4.394331011867192	1.0	-11.637988851269947	3.0		0.0	0.6576332747437797	1.0		0.0	-5.301511517542767	3.0		0.0		0.0	-9.275029652474817	1.0		0.0
samp_81	-6.241332127871768	3.0936701234800528	-0.14115672917320515	-9.091274361046521	1.0	-6.9869307102694105	1.0		0.0		0.0	-7.445154398123753	1.0		0.0	-10.52172180601492	2.0		0.0	-2.976161866175909	1.0	-5.3237059102345325	2.0	-4.3801324713000485	2.0		0.0	-13.170533662987236	1.0	0.6436234252660127	3.0		0.0	-5.275367378784994	2.0	-4.422523155947122	1.0	-7.441774756199505	1.0		0.0	-4.653427909186547	2.0
samp_82	-6.293396639467583	3.762521969091445	-0.7223210617655235	-9.146562820376785	1.0	-7.022856524045358	2.0		0.0	-10.237043121799394	2.0	-7.485495379554148	2.0		0.0	-10.583337063320814	1.0	-6.025985279702458	4.0		0.0	-5.32113113860822	1.0	-4.334018318888517	1.0	-11.375483363759248	1.0	-13.078121825226457	1.0		0.0	-4.670514112518245	2.0		0.0		0.0	-7.481904050748802	1.0	-9.209687198195338	1.0		0.0
samp_83	-5.990587528252345	2.146066225306383	0.7460912029795604	-9.12900984491924	1.0	-6.976260251841243	1.0	-7.6031224382140525	1.0		0.0	-7.437925779436927	2.0		0.0	-10.59321146351028	1.0		0.0		0.0	-5.32923065745071	1.0		0.0	-11.51858134484325	1.0	-24.49115246988394	1.0		0.0	-4.736762779794376	1.0	-5.280469699912887	4.0	-4.4619286701064595	2.0	-7.435293187767274	1.0	-9.178763969482494	1.0	-4.6781556667562025	2.0
samp_84	-6.29902683550535	3.097330601423406	-0.324584058794542	-8.921763967027331	2.0		0.0	-7.47096553924834	1.0	-10.021403274649138	1.0		0.0	-7.781153649156058	2.0	-10.315746672794607	1.0		0.0	-2.8984133600334814	3.0	-5.2306915191846235	2.0	-4.290573709484629	3.0	-11.054820901629991	1.0	-12.821290595573295	2.0		0.0	-4.614546188514918	1.0		0.0		0.0		0.0	-8.994017125440074	1.0		0.0
