run	log_tbg	log_alphap	log_betap	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight
samp_19	-5.483783134822813	4.733621986645424	-0.07914917392118885	-3.9408869472678947	1.0		0.0	-12.371531460511674	1.0	-5.039237025374188	1.0		0.0		0.0		0.0	-5.041296707719079	3.0		0.0	-6.69568258451894	1.0	-5.105697216602976	1.0	-4.434330330149616	2.0		0.0	-6.657843861474247	1.0	-1.4696142975745354	1.0		0.0		0.0	-6.902070131624696	2.0	-4.700739110153082	2.0	-4.8824531905351725	1.0	-7.420398619484272	1.0	-6.450154040214175	1.0	-5.358143047834482	2.0	-4.664685370669475	2.0	-7.9947433861705814	1.0	-10.401917301924986	1.0	-10.548932861986982	2.0	-7.34083406048661	2.0	-4.496846529536251	2.0	-4.289480840946304	2.0		0.0		0.0		0.0	-4.697407794809517	1.0	-10.178496505193516	1.0
samp_20	-5.667037227575011	4.895910245646419	-0.10460760652318479	-3.939197562504418	1.0	-2.081638769464435	1.0	-12.403525551387327	1.0	-5.06142012941351	1.0	-4.995768432633114	1.0	-11.81384608804587	1.0		0.0		0.0	-0.576867597652082	3.0		0.0	-5.131880193498604	1.0	-4.443611978729004	3.0	-4.770196624607863	2.0	-6.7096805173804555	1.0	-1.4668303243397234	1.0	-6.97479944133903	3.0	-7.866730514049248	1.0	-6.955887409279306	2.0	-4.723750072929708	2.0	-4.9049795627622625	1.0		0.0	-6.50009310071291	2.0	-5.382494673127069	1.0		0.0		0.0	-10.502524968518582	1.0	-10.649876814918374	2.0		0.0	-4.511831962354423	1.0	-4.299517973545631	1.0		0.0	-5.351864548024422	1.0		0.0		0.0		0.0
samp_21	-5.73898402944955	4.657106415203624	-0.04619818123052488	-3.943016369055812	1.0		0.0		0.0		0.0	-4.961772506706311	1.0	-11.617133814208474	2.0	-10.508243214277755	1.0		0.0	-0.5775477548299852	1.0	-6.650921920338247	1.0	-5.091875229711711	2.0	-4.4304114992027674	1.0		0.0	-6.616302456935792	2.0	-1.471823524711697	3.0	-6.873630584445866	2.0	-7.7362864075615185	2.0		0.0	-4.690638829732269	1.0	-4.871476604396197	1.0	-7.339430477514424	2.0	-6.413233689634069	1.0	-5.341327139107751	1.0	-4.657255484643021	2.0	-7.914889292978761	1.0	-10.305214203342425	2.0		0.0		0.0	-4.490492401802861	1.0		0.0	-0.3392379351914923	2.0		0.0	-4.983487715766098	1.0	-4.688485330712086	1.0		0.0
samp_22	-5.632700936658734	4.581729113351749	-0.04608200013489906	-3.9385226895717156	2.0	-2.0905401304929483	1.0	-12.165904642995791	1.0	-5.008909264641336	1.0	-4.943757841975866	1.0	-11.574300321861429	2.0		0.0	-5.009900843595048	1.0	-0.5772035720270261	2.0	-6.621086908485986	2.0		0.0		0.0	-4.725803974391331	1.0	-6.585713081113737	1.0	-1.4727960707194803	1.0	-6.841650131969657	1.0		0.0	-6.823384673152871	2.0	-4.673151870450628	1.0	-4.853649432888764	1.0	-7.311839583282607	3.0	-6.3833238641852486	1.0	-5.321700233661242	1.0		0.0		0.0		0.0		0.0	-7.246002006840438	1.0	-4.476815684401523	1.0		0.0		0.0	-5.279136418217707	1.0	-4.965884292431196	2.0	-4.672321538258374	1.0	-10.024418039801283	3.0
samp_23	-5.578799850628274	4.617290687791986	0.014308927861329365	-3.9623142328807757	2.0		0.0	-12.291216005468652	1.0	-5.049055792722008	1.0	-4.98291976206161	4.0	-11.68440571496566	1.0	-10.562786366639926	1.0		0.0	-0.5800098941194858	3.0		0.0	-5.112873402124239	1.0		0.0	-4.761884772033281	1.0		0.0		0.0	-6.902041231607352	1.0		0.0	-6.884489599195848	1.0		0.0	-4.891475426729008	1.0		0.0	-6.4386951209569805	1.0	-5.366465670585726	1.0	-4.677575227272564	2.0	-7.961653139874547	2.0	-10.360671611039653	3.0	-10.508101577750892	1.0	-7.3155760057686905	1.0	-4.509272910625512	3.0		0.0		0.0		0.0		0.0	-4.707602090028058	2.0	-10.13482620908635	1.0
samp_24	-5.442821908619834	4.512760143141407	0.02217069900557405		0.0	-2.099239028784973	1.0		0.0		0.0	-4.960741371017561	2.0		0.0	-10.494542831814721	3.0	-5.026772451353777	2.0	-0.5801620884671428	2.0		0.0	-5.088308317837331	2.0		0.0	-4.7421931004853315	2.0	-6.604567487504506	1.0	-1.4786124152122055	1.0	-6.86094178441112	1.0		0.0	-6.8444610372227945	2.0		0.0		0.0	-7.353717249852548	4.0		0.0	-5.342261412476431	1.0	-4.660042853722114	1.0	-7.916932917362852	1.0	-10.292270031093993	2.0	-10.43955315987786	1.0		0.0	-4.4929325058871825	3.0		0.0	-0.34120350370913655	1.0		0.0		0.0	-4.687872237639167	1.0	-10.068113844562838	1.0
samp_25	-5.497262893957946	4.824709291708563	-0.06886062192697479	-3.948795544615015	1.0	-2.0855562608183082	1.0	-12.46358118208327	1.0	-5.066632692558944	1.0	-5.00030075713124	1.0		0.0	-10.702083870780854	1.0		0.0		0.0		0.0		0.0		0.0	-4.774731580601209	1.0	-6.710789977195491	7.0		0.0	-6.975632851604936	2.0		0.0	-6.958385716297128	1.0	-4.725740907620972	1.0	-4.908652988773429	1.0	-7.487857730922782	1.0	-6.500299736709969	1.0		0.0	-4.686230015530641	2.0	-8.068549368826352	1.0	-10.499999955529859	2.0		0.0	-7.404375927280564	1.0	-4.51673049894512	2.0	-4.305546487991748	2.0	-0.3400336272071009	1.0		0.0	-5.021552893669103	1.0	-4.720899212675246	2.0		0.0
samp_26	-5.666904027872902	4.898808899109604	-0.15867880326542297		0.0	-2.077707724918602	3.0	-12.352422339382974	1.0	-5.037677092951054	4.0	-4.972754933322366	1.0	-11.76370880853088	2.0	-10.653160977572838	1.0	-5.04168158391232	1.0		0.0	-6.714637574388886	2.0		0.0	-4.424549288671995	1.0	-4.749047203636267	1.0	-6.679230974929392	2.0	-1.4642487707970213	1.0		0.0		0.0	-6.924237474152127	2.0	-4.703725847148276	1.0	-4.882965367934106	3.0		0.0		0.0		0.0	-4.659804007575619	1.0		0.0	-10.450771500771285	2.0	-10.598418973375795	2.0	-7.360537553508427	1.0		0.0		0.0	-0.3376977418967718	1.0	-5.327307377778052	1.0		0.0	-4.696541497416875	1.0		0.0
samp_27	-5.535065499748714	4.822289655837232	-0.10205712896380637	-3.9382550635741986	1.0	-2.0829176591270704	1.0	-12.404873024599812	2.0	-5.049357691015378	1.0	-4.98359485049236	1.0		0.0		0.0	-5.052294150088422	1.0	-0.5766436456412912	1.0		0.0	-5.117944484200567	2.0	-4.437505894149159	2.0	-4.759480764548869	1.0	-6.685742970794261	1.0	-1.4676481352794566	2.0	-6.9494965337382295	1.0	-7.839859556775443	1.0	-6.9316998761657915	1.0	-4.711261814476786	2.0		0.0	-7.45165717675538	1.0	-6.4765295704099195	1.0	-5.3697168163863855	1.0	-4.671349580806451	1.0	-8.032660544198782	2.0		0.0	-10.60418905393369	1.0		0.0		0.0	-4.293129460926607	1.0	-0.33889559117897783	1.0		0.0	-5.004516652011158	1.0	-4.706117773103572	3.0	-10.233707725751627	1.0
samp_28	-5.590537074605559	4.649208583652304	0.021392639328814234	-3.9666453727009627	1.0		0.0		0.0	-5.0609004910383275	1.0		0.0	-11.718739699478478	1.0		0.0		0.0	-0.5803876143210848	2.0		0.0	-5.125406669560891	2.0	-4.458716670321596	1.0	-4.772318820624601	1.0		0.0	-1.4762868121827064	1.0	-6.922981217527915	2.0		0.0		0.0	-4.719124697862239	1.0	-4.9027962417929825	3.0		0.0	-6.457756165929034	1.0	-5.379731935978665	1.0	-4.687259247115061	2.0	-7.988014702251228	1.0	-10.397234890586398	4.0	-10.544566445640926	1.0	-7.338564325633433	2.0		0.0		0.0	-0.3419120301584953	2.0	-5.336197805303154	2.0	-5.01701284765913	1.0	-4.717905081761331	2.0		0.0
samp_29	-5.683633064422612	4.7227806057819866	-0.07873056123058433	-3.937693855535641	1.0	-2.085544735210162	1.0	-12.248034506878442	1.0		0.0		0.0	-11.664993717301307	1.0	-10.55339980775697	1.0	-5.032895159563416	1.0	-0.5766861174221958	2.0	-6.670368978135254	1.0		0.0	-4.429096113663644	2.0	-4.744347452755723	3.0	-6.635167006510138	2.0	-1.469398116287519	1.0	-6.894531452570254	2.0	-7.765314776845071	1.0	-6.875717512763938	2.0	-4.694492886540502	1.0		0.0	-7.369513159352521	1.0		0.0	-5.346518398234785	2.0	-4.658375341136266	1.0	-7.947794210344361	1.0	-10.350808454153752	1.0		0.0	-7.303307841624842	2.0		0.0	-4.284882533391552	2.0		0.0		0.0		0.0	-4.6910575523887585	2.0		0.0
samp_30	-5.571170585391965	4.7312051766081415	-0.005820642349273546	-3.962656333242588	1.0		0.0		0.0	-5.070344041202282	1.0		0.0	-11.778222839510418	1.0		0.0		0.0	-0.5796012074895207	1.0	-6.729758348549045	1.0		0.0		0.0	-4.779640221819664	2.0	-6.69215795711859	2.0	-1.4736308787372816	1.0	-6.954094986360396	1.0	-7.8403541224151345	1.0	-6.936541811731723	4.0	-4.728114610638076	4.0	-4.9119245161122995	1.0		0.0	-6.484331015492306	1.0	-5.391487157579935	1.0		0.0	-8.031739371709133	1.0		0.0	-10.602721845257301	1.0	-7.375132935773762	2.0		0.0	-4.31401474594891	1.0	-0.34141506322759124	1.0		0.0	-5.025848736058439	2.0	-4.7253337442624845	2.0	-10.231513477615184	2.0
samp_31	-5.655856793448296	4.550407587319903	-0.03723048345978424	-3.938542219999972	1.0	-2.0918230230718073	1.0	-12.131327887449586	2.0		0.0	-4.938449684172691	2.0	-11.545497792548272	1.0	-10.428316799718598	1.0		0.0	-0.5773974794790437	2.0		0.0		0.0	-4.416707855977942	2.0	-4.721294772562976	2.0		0.0	-1.4736815147553892	1.0	-6.827997231217546	1.0		0.0	-6.80963462977215	2.0	-4.668141216480984	1.0		0.0	-7.29361590080801	3.0	-6.37149021930905	1.0	-5.315289353223163	2.0		0.0	-7.8618777006548	4.0	-10.225825890534272	1.0	-10.374379868485898	1.0		0.0	-4.473287673738033	1.0	-4.272374979950745	1.0		0.0		0.0	-4.960708525605572	1.0	-4.66782517749527	1.0		0.0
samp_32	-5.700450296743405	4.570617081136331	-1.980931641059777e-05		0.0	-2.095101295827277	1.0	-12.166309037250842	2.0	-5.025753281902958	2.0		0.0	-11.588520348976187	1.0		0.0		0.0	-0.579102333403005	3.0	-6.636558989309078	2.0	-5.088680316889461	1.0	-4.434734662798779	3.0	-4.741694766965126	1.0	-6.601492384716304	1.0		0.0	-6.85726443544256	1.0	-7.716513185564572	1.0	-6.838773945969637	3.0	-4.688202089138787	1.0		0.0	-7.323713264284597	1.0		0.0	-5.339298502850786	2.0	-4.6585471629976	2.0		0.0		0.0		0.0	-7.259993028333165	2.0	-4.491853833556809	1.0	-4.289316134692649	1.0		0.0		0.0	-4.9826908233627405	1.0	-4.687850650488882	1.0	-10.042931867588564	1.0
samp_33	-5.454880335196011	4.819307314054101	-0.1244941579239556	-3.9326218110575932	2.0	-2.081421289160307	2.0	-12.43070814432482	1.0	-5.040958651216903	2.0	-4.975278467196509	1.0		0.0	-10.649552793629816	1.0	-5.043881599614984	4.0	-0.5760000886911051	1.0	-6.716854486552281	2.0		0.0	-4.430388513861274	2.0	-4.7515897681791675	1.0		0.0		0.0	-6.942496252457451	1.0		0.0		0.0	-4.703500066771803	1.0	-4.884541068953494	1.0	-7.452452518598048	1.0		0.0	-5.361225506422818	1.0	-4.663648324387889	4.0		0.0		0.0		0.0		0.0	-4.495849222777715	1.0	-4.286464061758685	1.0		0.0	-5.326170398397527	2.0		0.0	-4.698352682926453	2.0	-10.224822580085096	1.0
samp_34	-5.697790948152146	5.0723935319364974	-0.2257343137669859	-3.913736139849668	2.0	-2.07245614740135	2.0	-12.443793759272436	1.0	-5.044219808636785	1.0	-4.9799350843271055	1.0	-11.85946114707069	2.0	-10.754098827999421	1.0		0.0		0.0		0.0	-5.119106422680528	1.0	-4.4212147084102345	1.0		0.0	-6.723773373618626	1.0		0.0		0.0	-7.8949620304611186	2.0	-6.973156729996053	1.0	-4.713706824351607	1.0	-4.890986705602439	1.0		0.0	-6.511301650204349	5.0		0.0	-4.661770357703525	1.0	-8.087064554473985	2.0	-10.551794126341726	2.0		0.0		0.0	-4.495348610847181	1.0	-4.280986214198312	2.0		0.0	-5.345122193754885	1.0	-4.998169566251933	1.0	-4.702615610157513	2.0		0.0
samp_35	-5.529215809200561	4.736498626475592	-0.046467841630683515	-3.950640866968124	2.0	-2.0885240019037314	1.0	-12.37839447569392	3.0	-5.0538483015645985	1.0		0.0		0.0	-10.63059046941467	1.0	-5.055824510762852	1.0	-0.5781378998380173	3.0		0.0		0.0	-4.446508355561625	1.0	-4.764428356513061	4.0	-6.674616072024847	2.0		0.0		0.0	-7.82148633525397	2.0	-6.918939315442131	1.0		0.0	-4.896325704937279	1.0		0.0	-6.46681781015299	1.0	-5.373826476973986	1.0		0.0	-8.012948500463851	2.0	-10.428530548083732	2.0	-10.57549185630875	1.0		0.0		0.0	-4.30079451258016	1.0	-0.3400600535412474	1.0		0.0	-5.009460204508673	1.0		0.0	-10.204705521833846	2.0
samp_36	-5.612348872102265	4.770627104645984	-0.06112302411967071	-3.9468247577909996	1.0	-2.086585002499045	1.0	-12.350250165698675	2.0		0.0		0.0		0.0		0.0	-5.055519874244715	2.0	-0.5776898612692268	2.0	-6.712658509500193	1.0	-5.1204826964487955	2.0		0.0	-4.763770504616695	3.0	-6.676067842212214	1.0	-1.4700690418021265	1.0	-6.937989873026367	2.0	-7.821093718948884	1.0	-6.919792518610499	1.0	-4.714114862938897	2.0		0.0		0.0	-6.468663667635245	1.0	-5.372500285379407	2.0	-4.676540622834223	1.0	-8.009859415854583	2.0	-10.431472662126573	1.0		0.0	-7.355569702629873	1.0		0.0		0.0	-0.33974267501978705	1.0	-5.33548477960107	1.0	-5.008579954931918	2.0	-4.710105320066975	1.0		0.0
samp_37	-5.622884645575003	4.865493667813018	-0.12985320597047584		0.0	-2.0801676944607155	2.0	-12.37064152605217	2.0	-5.044241150145457	1.0		0.0	-11.772238897645822	1.0	-10.657507514008232	1.0		0.0		0.0	-6.719420404989269	1.0	-5.113915518612021	1.0		0.0	-4.754942746966038	1.0	-6.68325893219054	1.0	-1.465846946195736	1.0	-6.947234451752891	1.0	-7.835118543164462	2.0	-6.928536068053638	2.0		0.0	-4.888616186036552	2.0	-7.439351935176544	1.0	-6.47446680154826	1.0		0.0	-4.66614714493794	1.0	-8.02479209028473	1.0	-10.455306174912593	2.0	-10.602634753263194	1.0		0.0	-4.498523737729903	3.0	-4.288013944888118	1.0	-0.3383035395407016	1.0	-5.332152768468922	1.0	-4.999273923123752	3.0		0.0		0.0
samp_38	-5.529701721447416	5.020400816903008	-0.20511860829337245		0.0	-2.0743093279179994	2.0		0.0		0.0		0.0	-11.879159591787312	1.0	-10.754701385026042	2.0		0.0		0.0		0.0		0.0		0.0	-4.756841510307491	1.0	-6.726841876058453	2.0	-1.4620504296323127	2.0	-6.996379715641653	2.0	-7.904027795416284	2.0	-6.977965440907212	2.0		0.0	-4.893224882791457	2.0	-7.511167942424136	1.0		0.0	-5.369575968558997	1.0		0.0	-8.102300473443941	2.0	-10.552646756087153	2.0		0.0	-7.429006280084532	1.0		0.0	-4.284164022783936	2.0		0.0	-5.346050621174359	2.0	-5.002015065467148	1.0	-4.704727918165086	4.0	-10.330476173991457	1.0
samp_39	-5.756226522161248	4.774692280955999	-0.12086630989204414		0.0	-2.0813331535590476	2.0		0.0		0.0	-4.95790455254155	1.0	-11.654397584842235	3.0	-10.547633802346276	1.0	-5.02557677839337	3.0		0.0		0.0	-5.090242330389037	2.0	-4.419795964355638	3.0	-4.73693493839926	1.0	-6.631456794751869	1.0		0.0		0.0		0.0		0.0		0.0	-4.868243147079912	1.0	-7.358642547542758	1.0	-6.426738284933612	2.0		0.0		0.0	-7.939538600961329	2.0	-10.344398622922407	1.0	-10.49342898202016	2.0	-7.296748080134655	1.0	-4.483924543231677	1.0	-4.276786417995525	4.0		0.0	-5.304124344114343	1.0	-4.9785566548803155	2.0		0.0		0.0
samp_40	-5.713584511956547	4.493795868285916	0.11722941980507891		0.0		0.0	-12.200510621877125	1.0	-5.059421255148023	2.0		0.0	-11.624398413145116	1.0	-10.51433259309463	1.0		0.0	-0.5843259218423507	1.0	-6.6640908547025255	2.0		0.0	-4.469496377978304	1.0		0.0	-6.6283271288770065	3.0		0.0	-6.883536339991252	1.0	-7.744107912492334	2.0		0.0	-4.717424618324545	2.0		0.0		0.0		0.0	-5.374497497873585	1.0	-4.6919765640895825	2.0	-7.92376277038878	1.0	-10.31161471073607	1.0		0.0	-7.287569403654786	3.0	-4.52365974365733	1.0	-4.32157941821374	1.0	-0.3451043672209303	2.0	-5.32560785635738	1.0	-5.016560904726793	2.0	-4.719228826554447	3.0		0.0
samp_41	-5.530140525374031	4.784818880783647	-0.041073349789836094		0.0		0.0	-12.431279301749141	1.0	-5.068673282500823	1.0	-5.002250692417764	1.0		0.0		0.0	-5.0710002289636735	2.0	-0.578561267777143	2.0	-6.741309732768828	1.0	-5.1363387346746165	1.0		0.0	-4.777213497266193	2.0		0.0	-1.4711674296319317	1.0	-6.966788963818235	1.0	-7.858963341771787	2.0	-6.949402976580126	1.0	-4.727111955448979	2.0	-4.910457553011091	1.0		0.0	-6.493875045016432	2.0	-5.390848520294992	1.0	-4.689440012888069	1.0	-8.053166928065831	2.0	-10.48183520366132	3.0	-10.628605371691656	1.0	-7.39216796519076	1.0	-4.519798036194733	1.0	-4.309422993433924	2.0		0.0		0.0	-5.023838004274745	1.0	-4.723158633875627	1.0		0.0
samp_42	-5.669003470444472	4.624274419363866	0.0009258506499326475	-3.9571111591223938	2.0		0.0	-12.236539892360712	1.0	-5.042061507842003	3.0	-4.976256964247058	1.0	-11.65086770687095	2.0	-10.537772041114398	3.0		0.0	-0.5793676382469453	1.0	-6.667754137073151	1.0		0.0	-4.444909948074139	1.0		0.0	-6.632014606475648	1.0	-1.475237347625713	1.0	-6.88967226432848	1.0	-7.757123613682639	1.0		0.0		0.0		0.0		0.0	-6.428225345221216	3.0		0.0		0.0	-7.939336583022113	1.0	-10.335312021108574	2.0	-10.483466298773978	1.0	-7.2976247773617455	2.0	-4.503727101823217	1.0		0.0	-0.340876317343083	3.0	-5.31536307892993	1.0	-4.998534350672609	2.0		0.0		0.0
samp_43	-5.763436288067795	4.752956342269756	-0.10533849897066448		0.0	-2.0827897007280187	1.0	-12.21393703288469	1.0	-5.024141587116839	1.0	-4.959243749537504	2.0	-11.646400834212358	2.0	-10.539800476809095	1.0	-5.026776024940902	1.0	-0.5758255769053121	1.0		0.0	-5.091179460650896	1.0	-4.422273343664804	2.0		0.0	-6.628932865863493	2.0	-1.4675742506477165	1.0	-6.888129636715984	1.0	-7.755087947247522	1.0	-6.868631343894048	3.0	-4.689807672613017	1.0	-4.869446509228267	2.0	-7.354328593591072	1.0	-6.424612043598073	1.0	-5.338833005993497	2.0		0.0	-7.9342905258523935	2.0	-10.336535103909203	1.0		0.0	-7.292828727659478	1.0	-4.485657428713866	1.0		0.0		0.0		0.0	-4.980103746554906	1.0	-4.685533583518186	1.0		0.0
samp_44	-5.546199430694299	4.833844964062736	-0.15276960115066726	-3.9239228605789798	3.0	-2.0788710387511027	1.0	-12.359228617920598	2.0	-5.0286075644383565	3.0	-4.963512007119874	3.0	-11.742861642592331	1.0	-10.618063958304514	1.0	-5.031895651779252	1.0		0.0		0.0	-5.097473627609959	1.0		0.0		0.0	-6.660453585529382	1.0		0.0	-6.9235810870894685	1.0		0.0	-6.905377543038348	1.0		0.0		0.0		0.0		0.0	-5.3464920076293625	1.0	-4.652931530022147	1.0		0.0	-10.415917355123327	4.0	-10.563061539012669	2.0		0.0		0.0		0.0	-0.33736480401467417	1.0		0.0	-4.983954429074737	3.0	-4.688136845664317	2.0	-10.191461937888613	2.0
samp_45	-5.402684016326716	4.76440352922605	-0.12276626651035129	-3.930637437521352	1.0	-2.082182665967029	1.0		0.0	-5.029667486185766	1.0	-4.9640393962750435	1.0		0.0		0.0	-5.0320703122571215	3.0	-0.5756625893206404	1.0	-6.694386386783954	1.0		0.0	-4.424097968071805	1.0	-4.741687921172769	1.0	-6.655734805057573	1.0	-1.4671588631138495	2.0	-6.918126929672961	2.0	-7.8056102601853805	1.0	-6.90137305809958	1.0		0.0	-4.873391919397174	1.0	-7.428438749690426	4.0		0.0		0.0		0.0		0.0	-10.404581637667853	2.0	-10.551585960473847	3.0	-7.344024994280718	1.0		0.0		0.0		0.0	-5.311224937742507	2.0		0.0	-4.688393312562386	2.0	-10.18234030785663	2.0
samp_46	-5.712148068760313	4.909292583815243	-0.1549312308707828	-3.925185732553475	4.0	-2.077801402151435	1.0		0.0		0.0		0.0	-11.764920979252869	1.0	-10.658336678054424	1.0	-5.04459060251644	5.0	-0.5753344846209623	1.0	-6.717699872583731	1.0	-5.111230474040741	2.0		0.0		0.0	-6.68274075160225	3.0	-1.4642988691732766	1.0	-6.9469789226071645	2.0	-7.832315322823085	1.0		0.0		0.0	-4.885793366194321	2.0		0.0	-6.474296493694106	1.0	-5.358620687797205	1.0	-4.662164613194843	1.0		0.0	-10.455737992491745	1.0		0.0		0.0	-4.495104848699247	2.0	-4.284006920266431	1.0	-0.33786967140171825	1.0	-5.330798629335862	1.0	-4.995347208673648	1.0		0.0		0.0
samp_47	-5.699451057772287	4.6756019782321525	-0.03319031511798806		0.0		0.0	-12.238661805710352	1.0	-5.039086310133688	2.0	-4.973505353504879	2.0	-11.658941080836014	2.0	-10.54856193391128	1.0		0.0		0.0	-6.671509365949057	1.0	-5.104300578630438	1.0	-4.439160539136257	1.0		0.0		0.0	-1.4724870053684576	1.0	-6.894666075699667	3.0		0.0	-6.875992980552599	2.0	-4.701152039691698	1.0	-4.882782196002237	1.0	-7.36794640951425	2.0	-6.432011420012809	3.0		0.0		0.0	-7.944862408494831	2.0	-10.345877550766255	2.0		0.0	-7.302210973835434	2.0		0.0		0.0		0.0	-5.315256582923679	1.0	-4.995301749570945	1.0	-4.698864583637121	3.0		0.0
samp_48	-5.833291268808613	4.556340349840038	-0.013621346036616619	-3.945135821537985	1.0		0.0	-12.078088675295257	1.0		0.0	-4.947204316031076	3.0	-11.52524875268548	1.0		0.0	-5.013054894455892	2.0	-0.5783365093576316	1.0	-6.6110281045184225	3.0		0.0	-4.4246625696475315	3.0		0.0		0.0	-1.4749365126697496	1.0		0.0	-7.680406186461524	2.0		0.0	-4.676817185718425	1.0	-4.857254732601163	1.0	-7.282212173993531	2.0	-6.377281535388584	3.0	-5.323304863695133	1.0	-4.64719656792091	2.0	-7.852311165303572	2.0		0.0		0.0	-7.2261027117444	2.0	-4.481461706595579	2.0	-4.280033729853816	1.0		0.0		0.0		0.0		0.0		0.0
samp_49	-5.592615134885738	4.75176472192327	-0.05014148027895176		0.0	-2.0878245677618783	1.0	-12.353194285187284	2.0	-5.054060767569038	2.0	-4.988086346605963	3.0	-11.748281240726476	1.0	-10.629678718717418	1.0	-5.056248517226603	1.0	-0.578033090369159	1.0	-6.711429640232852	2.0		0.0		0.0		0.0	-6.6745598390011	1.0	-1.4708873414037038	1.0	-6.9362147981814335	2.0	-7.8191779905541905	1.0	-6.91823029921778	1.0	-4.714513078292213	1.0		0.0	-7.4287565329350125	1.0	-6.467242264689279	2.0		0.0	-4.677856394780688	1.0	-8.008432443483029	1.0		0.0		0.0		0.0	-4.509252077761313	1.0	-4.300607371267714	1.0	-0.3400223383714781	1.0	-5.335351216359942	1.0	-5.009620793530288	1.0	-4.710958399494226	2.0	-10.202420540629722	2.0
samp_50	-5.718023450067487	4.546689081562169	0.07920307740678247	-3.9780403140080316	1.0		0.0	-12.213277417871168	1.0	-5.0563368492156595	2.0		0.0	-11.637684721448814	2.0	-10.528275701067612	1.0		0.0		0.0	-6.6690695844254275	1.0	-5.118632416313438	1.0	-4.462919957001637	1.0	-4.77031033046178	3.0		0.0		0.0	-6.8895802375247115	2.0	-7.752398686768651	3.0	-6.871340135336093	1.0	-4.715049570027051	3.0		0.0	-7.359769846176659	1.0	-6.430937637783068	1.0	-5.371960460136523	1.0		0.0		0.0	-10.32551484012328	1.0		0.0	-7.294482678341667	1.0	-4.518949519864593	1.0	-4.315514493510844	2.0	-0.34366021935480545	1.0	-5.3254276083939445	1.0	-5.013186230767805	1.0	-4.715739627995576	1.0	-10.095385403738613	1.0
samp_51	-5.6012863954391054	4.63267341189639	-0.003946105437421793		0.0	-2.093828391104956	1.0	-12.275754901588353	2.0	-5.043961514651769	1.0	-4.978011885937819	2.0	-11.674566418353338	1.0	-10.555304101665048	1.0	-5.045064743442868	2.0	-0.5792736396689224	2.0	-6.6755767927924	1.0		0.0		0.0	-4.757119241920222	2.0		0.0	-1.474920335806595	2.0	-6.897455257483578	2.0		0.0		0.0	-4.7042389855572395	1.0	-4.886820991336879	1.0		0.0		0.0	-5.360869070002399	2.0		0.0		0.0	-10.353127208918568	2.0	-10.500722224458892	1.0	-7.309555242936659	1.0	-4.504617026167233	3.0	-4.299481273526038	1.0	-0.34080193026476857	3.0		0.0		0.0		0.0	-10.126626752957096	1.0
samp_52	-5.625026315828377	4.736910012613176	-0.07414697679678228	-3.9407176364737024	1.0	-2.085904374279894	1.0		0.0	-5.038094861534484	1.0	-4.972562661875014	1.0	-11.700460808354963	1.0	-10.58426721712349	1.0		0.0	-0.5770148313962513	2.0	-6.685935501741949	1.0	-5.1046960504293	1.0	-4.4340323404950865	3.0		0.0	-6.649889314034892	1.0	-1.4696325085701203	1.0	-6.910320947041986	1.0	-7.786903616019847	2.0	-6.891951775052136	1.0	-4.700745963792625	1.0	-4.88194360455481	1.0		0.0	-6.4438337991193935	1.0	-5.3553946005579025	2.0	-4.664281955584479	2.0		0.0	-10.382018278274668	2.0	-10.529665433656042	2.0	-7.323781365646028	2.0	-4.496746442203285	1.0	-4.289443689635623	1.0	-0.3389919612571768	1.0		0.0		0.0		0.0		0.0
samp_53	-5.691531543772664	4.831121274050927	-0.09989314737953876		0.0		0.0	-12.33134265155251	2.0	-5.047753173474977	1.0	-4.982333323827387	1.0	-11.748033846868246	3.0	-10.639420832086635	1.0		0.0	-0.5766067962989468	1.0	-6.712757500119563	1.0	-5.116619093447676	3.0		0.0	-4.758689229817252	2.0	-6.677293597898651	2.0	-1.4674368838565734	1.0	-6.9398902056375436	3.0		0.0	-6.9208486521639365	2.0		0.0	-4.891854963341466	2.0		0.0		0.0	-5.366373234592753	1.0	-4.670460119543372	2.0		0.0	-10.43690127721521	4.0	-10.5847936933726	1.0		0.0	-4.502585671579897	1.0		0.0		0.0		0.0	-5.002978711956295	1.0		0.0		0.0
