run	log_tbg	log_alphap	log_betap	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight
samp_54	-5.632086460288956	4.548646796836639	0.06049830975312224	-3.9726313412370424	2.0		0.0	-12.239623253622456	1.0	-5.050201882030427	2.0		0.0	-11.646158089271132	1.0	-10.529570835870198	1.0	-5.050484931080942	1.0	-0.5817760385642208	1.0		0.0	-5.112525988403706	2.0		0.0	-4.764218207264478	1.0	-6.630324515265824	1.0		0.0	-6.886944547979496	1.0	-7.753317971062883	1.0	-6.869208988245093	1.0		0.0		0.0		0.0	-6.427054342985587	3.0	-5.366183171848628	3.0		0.0		0.0	-10.32731660976158	1.0	-10.475189032491762	1.0		0.0	-4.51305260366989	3.0		0.0	-0.34289389756328853	3.0	-5.319414247284298	2.0	-5.00703335086591	1.0	-4.709706414227216	1.0	-10.099688564071425	1.0
samp_55	-5.564772258689778	4.887958736419215	-0.20639245871344966	-3.9116936962728346	4.0	-2.07458286458159	3.0	-12.348879858294397	1.0		0.0	-4.952380858526935	3.0	-11.73733972325363	1.0	-10.614729512484313	2.0		0.0		0.0	-6.690789122958665	1.0		0.0		0.0		0.0		0.0	-1.4621429959137164	1.0		0.0		0.0	-6.900010612445763	3.0	-4.685307438205838	1.0		0.0	-7.411522648048809	2.0		0.0		0.0	-4.6415510987589155	1.0	-7.994593672102277	1.0	-10.412520312706624	3.0	-10.559796184012294	1.0		0.0	-4.475896693391031	1.0	-4.266814715331341	2.0		0.0	-5.305077983792489	2.0	-4.9720815245686065	1.0	-4.678094883258076	1.0		0.0
samp_56	-5.608901971554092	4.543856411832306	-0.02425857782407706	-3.942988216546423	1.0		0.0	-12.162778085963538	2.0	-5.008926274376906	1.0		0.0	-11.566002116669779	2.0		0.0	-5.009546290701233	1.0	-0.5779560012124842	1.0	-6.616185357600167	1.0		0.0	-4.421532870022096	4.0		0.0	-6.580510975764608	1.0	-1.4746952586225708	1.0		0.0		0.0	-6.817860869225122	1.0		0.0		0.0	-7.307236203366984	1.0		0.0	-5.321549260680482	2.0	-4.643673812376433	1.0	-7.874922771706977	1.0	-10.242619845398567	2.0	-10.3907352735546	2.0		0.0	-4.477816047295463	2.0	-4.2767661197075855	1.0		0.0	-5.277126412151163	1.0	-4.966091844590613	1.0	-4.67249867139388	2.0	-10.014166300813102	3.0
samp_57	-5.558933870765893	4.684581769907481	0.016598492451033998	-3.9675930463933677	2.0		0.0		0.0	-5.069149478346645	2.0	-5.002580022945866	1.0		0.0		0.0	-5.0704681503347855	1.0		0.0		0.0		0.0	-4.46297818342268	1.0		0.0		0.0		0.0	-6.942979069217516	1.0		0.0	-6.925636230711115	3.0	-4.726452869430109	3.0	-4.91055849742543	1.0		0.0	-6.475067833099064	3.0	-5.38963796940425	1.0	-4.693306445384917	2.0	-8.016865723396336	3.0		0.0	-10.58107352532591	1.0	-7.362810403821788	1.0	-4.523676886064592	2.0	-4.315767640067474	1.0	-0.3419726154009179	2.0	-5.346819546383534	3.0	-5.024947570302741	1.0		0.0		0.0
samp_58	-5.496205455829954	4.687694451078295	-0.08553513483054748	-3.9356019891543443	1.0		0.0	-12.31158484728897	1.0		0.0	-4.958155528883117	2.0		0.0	-10.549873438618434	1.0		0.0		0.0		0.0	-5.089086073014351	3.0	-4.424323569042474	2.0		0.0	-6.628784690768322	1.0	-1.4695944030043822	2.0	-6.888472327593801	1.0	-7.764994339206787	1.0	-6.8710535797123615	1.0		0.0	-4.867619380131951	1.0	-7.3816461438263845	2.0	-6.422693090888492	1.0	-5.3403013997874424	3.0	-4.65221028172901	2.0	-7.953491018446714	2.0		0.0		0.0	-7.30529866037626	2.0	-4.485331305945142	2.0	-4.279967381950774	2.0	-0.3382555138414205	1.0		0.0		0.0		0.0	-10.123249589561294	1.0
samp_59	-5.382882780567525	5.081766102029782	-0.20745355395878406	-3.9228488897659433	1.0	-2.074359243391831	2.0		0.0	-5.064993363018905	1.0	-4.9994551820245245	1.0		0.0		0.0	-5.070629303160427	1.0	-0.5754559137408979	1.0	-6.81507570236034	2.0	-5.1401631111226855	2.0		0.0	-4.770676078048751	2.0	-6.774576273792896	1.0	-1.4621232682727918	3.0	-7.048266381669805	1.0	-7.973670581737421	1.0	-7.031413174774279	1.0	-4.729057535967095	1.0	-4.9089523568881965	2.0		0.0	-6.556325161228992	1.0		0.0	-4.6775185071930645	1.0	-8.181863904664523	1.0	-10.637548209796654	2.0	-10.783949243129044	1.0	-7.497287959430333	1.0	-4.509075419456801	2.0		0.0		0.0		0.0		0.0	-4.718363305894183	1.0	-10.41827985260427	2.0
samp_60	-5.703515239708728	4.545042302928684	0.023051670218677243	-3.9583077702800753	2.0		0.0		0.0		0.0	-4.963741135567812	1.0	-11.585232449064707	2.0	-10.473101580526162	3.0	-5.029823027972696	1.0	-0.5800449303223082	1.0		0.0		0.0	-4.4395445346521445	1.0	-4.745327596081127	1.0	-6.601376557237446	3.0	-1.4777499428422862	1.0		0.0	-7.715015954388608	3.0		0.0	-4.691080910659809	1.0	-4.873015812833632	1.0	-7.322743732009364	1.0	-6.399575902626088	1.0	-5.342822977678954	3.0	-4.662612894580699	1.0	-7.893222037977893	1.0	-10.270355885620159	2.0		0.0		0.0		0.0	-4.293696823164708	1.0	-0.3412045817467509	3.0	-5.297861930656169	1.0		0.0		0.0		0.0
samp_61	-5.747974548449927	4.790862893452392	-0.14811518726851686	-3.9202645091756407	1.0	-2.079036043832862	2.0	-12.216111170686284	1.0		0.0	-4.9500480256903785	1.0	-11.64574444724778	2.0	-10.538136621415104	1.0	-5.01769607537569	1.0	-0.5746232653508837	1.0		0.0	-5.082497277958259	2.0		0.0		0.0		0.0	-1.4650869938998292	3.0	-6.884423516053063	1.0	-7.752854177167664	2.0	-6.864779568144759	1.0	-4.682240901947022	1.0	-4.860759774664891	1.0	-7.351525537275368	1.0	-6.419718456461882	2.0	-5.328640940646347	3.0	-4.6425726378566345	1.0	-7.932507845699175	1.0		0.0	-10.483943765895578	2.0		0.0		0.0	-4.269943246746141	2.0	-0.3367399549094119	1.0		0.0	-4.970430803870247	1.0		0.0		0.0
samp_62	-5.640601375608538	4.497426944272828	0.10681346459726493	-3.985218298151316	1.0		0.0	-12.230263358303386	1.0		0.0	-4.991056925945112	1.0	-11.63885505142167	1.0	-10.523013655617824	4.0		0.0	-0.5839127987766068	1.0	-6.666303779466392	1.0	-5.118588247541442	1.0		0.0	-4.771746285228648	3.0		0.0		0.0	-6.885569435342535	1.0	-7.749885673952901	3.0	-6.867978001981445	2.0	-4.715162595285547	2.0	-4.899298095628043	2.0	-7.362469832098943	1.0		0.0	-5.3730827173922915	2.0		0.0		0.0		0.0	-10.46867773830725	1.0	-7.293241762673678	1.0		0.0	-4.319131047367761	1.0	-0.34470076839882274	2.0	-5.323845378404291	1.0	-5.0144797336338085	1.0	-4.716927716179401	1.0		0.0
samp_63	-5.639468974272953	4.533761414970008	0.02422957779461865		0.0		0.0		0.0	-5.028256439167542	1.0	-4.962586849365584	2.0	-11.59407382095194	2.0	-10.476798291113905	3.0	-5.028620494811839	1.0	-0.5801115319607624	2.0	-6.636779613663555	1.0	-5.090352669127927	2.0	-4.439042513008798	2.0	-4.744226860889393	1.0	-6.6009652613729335	2.0	-1.4780945149441147	1.0		0.0	-7.717298695999926	1.0		0.0		0.0	-4.871752056159155	1.0	-7.328548290340297	1.0	-6.398721141479127	1.0	-5.342124084684518	1.0		0.0	-7.8977044657566475	1.0	-10.274435622326399	1.0	-10.422628100913355	2.0	-7.261640546973196	1.0		0.0	-4.29309432216027	2.0	-0.3412343460764579	1.0		0.0	-4.985343597704638	1.0		0.0	-10.045711027499044	1.0
samp_64	-5.42701741310111	4.816412350502386	-0.06909127263148879		0.0	-2.085858634022141	2.0	-12.502056939958914	1.0		0.0	-5.000510870367205	2.0		0.0		0.0	-5.069596151117918	1.0	-0.5778467246852004	1.0		0.0	-5.135404232493007	1.0		0.0	-4.774778735494437	3.0	-6.713624864271457	1.0	-1.4695877231499983	2.0	-6.978790430548008	1.0		0.0	-6.962225792847016	2.0	-4.7254011019345885	3.0	-4.908651300246088	1.0	-7.500128822067528	1.0	-6.502366586602954	1.0	-5.39066664318945	1.0		0.0		0.0	-10.504526026109033	1.0	-10.651192419747108	1.0		0.0	-4.516753869055589	1.0	-4.305697340770071	2.0	-0.3400267647639981	2.0		0.0	-5.0219299925898895	1.0	-4.720829442354205	1.0	-10.283326583849039	2.0
samp_65	-5.528269112334474	4.7338881850502466	-0.06030612464961386	-3.946147578255901	1.0	-2.087374865255889	1.0		0.0	-5.0467009818975805	1.0		0.0	-11.741546310757574	1.0	-10.614413030264764	2.0	-5.048725005221113	1.0		0.0	-6.702556223136498	1.0	-5.113178532808421	1.0		0.0	-4.757990808876609	1.0		0.0	-1.4705883991072377	1.0	-6.9265130697731205	3.0	-7.809855440864112	1.0		0.0	-4.707470221532525	2.0		0.0	-7.424107815502765	2.0	-6.457614339482089	1.0	-5.36590017562831	1.0	-4.671530710919493	1.0	-8.000526189385301	1.0		0.0	-10.559363279130658	2.0	-7.34661098053566	1.0	-4.503281408093538	2.0	-4.29547691291192	2.0	-0.3395585812140369	1.0	-5.326791540060422	1.0		0.0	-4.704233511254257	1.0	-10.188251073652994	2.0
samp_66	-5.702165734130993	4.763684583870226	-0.10575180663345904	-3.9317251169370757	1.0	-2.0827863006342784	3.0		0.0	-5.028217648224152	1.0	-4.963152898786451	2.0	-11.673282488353088	1.0	-10.563362594065325	1.0	-5.030879915511779	2.0	-0.5759378963537651	1.0	-6.673703568415491	3.0	-5.095483970318375	1.0		0.0	-4.741786407129937	1.0	-6.638815284969631	1.0		0.0	-6.898911078654252	1.0	-7.770969196949283	2.0		0.0		0.0		0.0	-7.372972056692402	1.0	-6.433507714645095	1.0	-5.343977220329493	1.0	-4.655123872324898	1.0		0.0	-10.36066536434196	1.0		0.0		0.0	-4.488402611975449	2.0		0.0	-0.3380555382582365	1.0	-5.309252036124817	1.0	-4.984044224488429	3.0	-4.688782966380505	2.0		0.0
samp_67	-5.664702405209199	5.017652480980858	-0.1841174834664027	-3.9225109786175856	4.0	-2.075340825232899	1.0		0.0		0.0	-4.987392973597466	3.0	-11.855852192839397	2.0	-10.747450822813823	3.0		0.0	-0.5752855896722794	1.0	-6.760126790475543	1.0	-5.125800442598131	2.0		0.0	-4.761235163094939	1.0	-6.724339390226854	2.0	-1.462710266591116	1.0	-6.992716172997823	2.0		0.0	-6.973253932125065	2.0	-4.718767205698124	2.0	-4.897630542051613	1.0		0.0	-6.512367729955246	1.0		0.0		0.0		0.0	-10.545233168624573	1.0	-10.692414119639166	1.0		0.0	-4.502157701519539	2.0	-4.288128284903269	1.0		0.0		0.0		0.0	-4.7090820726612215	1.0		0.0
samp_68	-5.490954419437383	4.56404726596659	0.07898892265511583		0.0		0.0	-12.355627291250592	1.0	-5.067925857342933	2.0	-5.001114111449441	1.0		0.0	-10.591788288437012	1.0	-5.068037097757443	1.0	-0.5827883448551908	2.0	-6.700069494339554	1.0		0.0		0.0	-4.779578671644385	1.0		0.0	-1.4815715284132098	1.0		0.0	-7.798215368615488	2.0	-6.903595301360892	1.0	-4.72380685405577	3.0		0.0	-7.419591631788449	2.0	-6.455790935118147	1.0		0.0	-4.69604588614161	1.0	-7.9888654867715205	3.0		0.0		0.0	-7.339454412515058	1.0		0.0		0.0	-0.343933562625985	2.0	-5.338541035270476	2.0	-5.024434339277126	2.0	-4.724597110819182	3.0	-10.166103324975065	1.0
samp_69	-5.500055320431557	5.017183401246157	-0.1637306731539448		0.0	-2.077050066590136	2.0		0.0		0.0	-5.001025422126538	1.0		0.0	-10.798329475452439	1.0		0.0		0.0	-6.792343871623043	1.0	-5.14021266908382	1.0	-4.439960114877099	1.0		0.0	-6.753740351189678	2.0	-1.4638522474652584	1.0	-7.024334008468946	2.0	-7.93822427579208	2.0	-7.006508845890287	1.0		0.0	-4.910303090234864	3.0		0.0	-6.5388323556702375	1.0	-5.3913258527612475	1.0	-4.681066038888438	1.0	-8.139956717069257	2.0	-10.596280961305487	1.0	-10.74261878267781	3.0		0.0	-4.512292548013332	4.0	-4.297121727810554	1.0	-0.338845032842224	1.0	-5.36565474734961	1.0		0.0	-4.72040737882356	1.0		0.0
samp_70	-5.665645699288754	4.798576647768669	-0.1474875460537929	-3.9218574898577634	1.0	-2.0792107637969246	1.0	-12.264023911716649	2.0	-5.01889440259986	1.0		0.0	-11.676999842160036	1.0	-10.563995932031975	1.0		0.0		0.0	-6.670194529252893	1.0	-5.086962732113121	1.0	-4.414898451658068	2.0	-4.732960270096237	2.0	-6.635195714802026	1.0	-1.4652040325978037	3.0	-6.896102567000912	2.0		0.0	-6.877014897176721	2.0	-4.685642207278203	1.0	-4.86459655338179	1.0	-7.373434319347762	2.0	-6.429211006360605	2.0	-5.334223867957713	1.0	-4.645845079458034	1.0	-7.9542604191884445	1.0		0.0	-10.50955144403636	1.0	-7.306741411727747	1.0		0.0		0.0	-0.33703202253870745	1.0	-5.3017131376226905	1.0	-4.974614805204057	1.0		0.0		0.0
samp_71	-5.620193783393562	4.433378285133424	0.11533408327048582	-3.983139724704195	1.0		0.0	-12.18569632755269	1.0		0.0	-4.976607680597686	2.0	-11.59095153208393	1.0		0.0	-5.042042085619385	2.0	-0.5844109932685478	1.0	-6.639147450335026	2.0		0.0	-4.458680804290746	2.0		0.0	-6.602723440689284	1.0		0.0	-6.856960581883682	1.0	-7.715912534893763	2.0	-6.839529922746897	1.0		0.0	-4.88516525080221	3.0	-7.330679503975759	3.0	-6.401249871267103	1.0		0.0	-4.678274216299445	1.0		0.0	-10.269636565896436	1.0	-10.41765356874826	1.0	-7.262152740056617	1.0	-4.510901599260901	1.0		0.0	-0.34487912631867124	1.0	-5.3055194031071	2.0		0.0	-4.7043512661870555	2.0	-10.04144422373751	1.0
samp_72	-5.875436249099957	4.419565203891002	0.02994070910523891	-3.947300264076587	1.0	-2.101014854504625	1.0		0.0	-4.9915148340491795	2.0		0.0	-11.423018231068797	2.0	-10.31254291183482	1.0		0.0	-0.5797885263503202	2.0	-6.563614681126515	1.0	-5.051522714520705	3.0	-4.4156844494820096	2.0	-4.712614419032485	2.0	-6.53057895082526	1.0	-1.4799689099205509	1.0		0.0		0.0	-6.76213220455561	1.0		0.0	-4.837199453673393	2.0	-7.221529579926439	3.0	-6.333058123536007	1.0	-5.299218631091574	2.0	-4.632522924151287	2.0		0.0		0.0		0.0		0.0	-4.468154353685479	1.0	-4.27121954220558	2.0	-0.34048410730152945	1.0		0.0		0.0	-4.659053394774048	1.0		0.0
samp_73	-5.717452325612007	4.472255406518528	0.12246735614026151		0.0		0.0	-12.18235254635408	1.0	-5.055446789388383	4.0		0.0	-11.60740247260092	2.0	-10.49710132987668	2.0		0.0		0.0	-6.655530518797277	2.0		0.0		0.0		0.0	-6.619879172340965	2.0		0.0	-6.8745236523422095	2.0		0.0	-6.8564754167029385	3.0		0.0	-4.897695919893506	2.0	-7.342021880240867	1.0	-6.418464568097302	1.0		0.0	-4.689112805340247	2.0	-7.911689716487697	2.0		0.0	-10.443069653518391	2.0		0.0		0.0	-4.31982388796951	2.0	-0.34526142469006266	2.0	-5.320389297385531	1.0	-5.012738311328391	1.0	-4.715939185499757	1.0		0.0
samp_74	-5.574596504144805	4.734094649990215	-0.03836148118147718		0.0		0.0	-12.357410230890578	1.0	-5.055602176144877	4.0	-4.989507378800662	1.0	-11.74816781516572	1.0		0.0	-5.057576498194049	1.0	-0.5783808695308763	2.0	-6.711117928748136	3.0	-5.122089572681313	1.0	-4.448407084325006	1.0	-4.766270376883283	1.0	-6.673976386975627	1.0	-1.4717353936747668	1.0	-6.935396273110929	1.0	-7.818366870278749	1.0	-6.917625666216863	3.0	-4.715466472036603	2.0		0.0		0.0	-6.466711533681884	1.0	-5.375229606759881	1.0	-4.679678936330614	1.0		0.0	-10.425322477383101	1.0	-10.572491612510824	2.0		0.0	-4.510929695131239	1.0		0.0		0.0		0.0		0.0	-4.712338812589597	1.0	-10.200538294383186	2.0
samp_75	-5.5855350521245875	4.477844418913866	0.09059202351377582	-3.9783912656500724	2.0		0.0	-12.224528519043087	1.0		0.0		0.0	-11.620888666896937	1.0		0.0	-5.044825160123889	1.0		0.0		0.0		0.0	-4.457387733057311	2.0	-4.7604626200250335	1.0	-6.614433039407535	2.0		0.0	-6.869823100363485	2.0		0.0	-6.852545258150416	2.0	-4.703805763267515	1.0	-4.88744902297049	2.0	-7.349350696516445	2.0	-6.411892002339934	1.0	-5.3601605778095776	2.0	-4.678808634833025	2.0	-7.916545210261539	2.0	-10.296590978017976	1.0		0.0		0.0		0.0		0.0	-0.3439455303170386	3.0	-5.310446061671228	3.0		0.0		0.0	-10.069681836255471	2.0
samp_76	-5.564579623686557	4.703739696482348	-0.06141593112884723	-3.9434296886278983	1.0	-2.087592713750605	1.0	-12.30997793807133	3.0		0.0		0.0		0.0	-10.576123471006886	1.0	-5.038989432022691	1.0	-0.5774131033278708	1.0	-6.682171214611838	1.0		0.0	-4.43496170327607	3.0	-4.749858126557718	2.0	-6.645402276538777	1.0	-1.4707262292545296	1.0	-6.905474062992474	1.0	-7.782708156491562	3.0	-6.88764491297541	2.0	-4.699020409726734	1.0	-4.880628956522645	1.0	-7.394735477700866	2.0		0.0	-5.354620269009295	1.0	-4.6641089812426415	1.0		0.0		0.0	-10.521332408437496	1.0	-7.321024051646538	1.0	-4.496503572009986	3.0		0.0	-0.3392502285189987	1.0		0.0		0.0		0.0	-10.148593640637586	1.0
samp_77	-5.563050936999156	4.596180464716278	0.035655159218461026		0.0		0.0	-12.300447383737257	1.0	-5.053839707852257	5.0	-4.987529365656656	2.0		0.0		0.0	-5.054461243426231	1.0	-0.5808899323410026	3.0	-6.683712269893705	3.0		0.0		0.0	-4.766500330285932	1.0	-6.646436243876398	2.0	-1.4779961803690322	1.0	-6.904692735908227	1.0		0.0	-6.887371778652018	2.0	-4.712233196737655	1.0	-4.895853294913598	1.0	-7.393477232065014	1.0	-6.441522363119539	1.0		0.0		0.0	-7.965422249361635	2.0		0.0	-10.511509643741997	2.0	-7.319071685651814	2.0	-4.513951188672127	1.0		0.0	-0.3421893312269787	1.0	-5.3259214657822795	1.0		0.0		0.0		0.0
samp_78	-5.681460680830115	4.599202544488903	0.02543199464144898		0.0		0.0	-12.229753626381822	2.0	-5.046412606125164	1.0	-4.980490252802901	2.0	-11.646737730495197	2.0	-10.534642614715294	1.0	-5.047239192418225	1.0	-0.5803245372501413	3.0		0.0		0.0	-4.450415012236493	3.0		0.0		0.0	-1.4771250797859468	1.0	-6.889484675341687	1.0		0.0	-6.871230984547628	2.0	-4.706536041454538	3.0		0.0		0.0	-6.428910158932785	2.0	-5.362301657040755	1.0		0.0	-7.937199731595477	1.0		0.0		0.0	-7.296577314588883	2.0		0.0	-4.303971169730405	2.0	-0.3416829194830569	1.0		0.0	-5.003002503444239	2.0		0.0	-10.103160631753049	2.0
samp_79	-5.731695845321015	4.883056849048902	-0.12331344316222027		0.0	-2.0802430978765245	2.0		0.0	-5.048162629672545	2.0	-4.982967899141544	2.0	-11.764921599015633	1.0		0.0	-5.051931053044743	1.0	-0.5761053524303278	1.0	-6.72135237782902	1.0	-5.118305194484859	2.0		0.0	-4.758768564431989	2.0		0.0	-1.4659103496067638	2.0		0.0	-7.833813758492637	1.0	-6.930517796386966	1.0	-4.71264305449077	2.0	-4.892776216879056	1.0	-7.431100013412144	1.0		0.0		0.0	-4.669602624349478	2.0		0.0	-10.457152207369425	1.0		0.0		0.0	-4.501907394651356	1.0	-4.290811208550878	4.0		0.0	-5.3371422115006535	2.0		0.0	-4.705939508348464	3.0		0.0
samp_80	-5.5559231997135115	4.773496011938622	-0.07772529396986778		0.0	-2.085346404775299	3.0	-12.368239431684682	3.0	-5.047852236360655	2.0		0.0	-11.754147446394768	1.0	-10.631010526431734	1.0		0.0		0.0		0.0	-5.115274878233447	2.0		0.0	-4.758728861480035	1.0	-6.672860951612359	2.0		0.0	-6.935118360849118	2.0	-7.820243693963669	1.0		0.0	-4.709279789700183	1.0		0.0	-7.431610669959586	1.0	-6.464920146252359	1.0		0.0		0.0		0.0	-10.42892653165848	3.0	-10.576015205219413	1.0	-7.355283220505606	3.0		0.0		0.0	-0.33927949525938933	2.0	-5.33033174094243	1.0	-5.00332497927987	1.0	-4.70516679691102	1.0	-10.204537750511445	2.0
samp_81	-5.398096622188638	5.019196266259646	-0.18468299571183056	-3.9261199520679866	2.0	-2.075992602981344	1.0		0.0		0.0	-4.995928986053831	1.0		0.0	-10.798240395488449	1.0	-5.066538122831032	1.0		0.0	-6.793701596051715	1.0		0.0	-4.4352961232044725	2.0	-4.768114443566563	2.0	-6.753691624374787	2.0	-1.463160777478174	2.0	-7.024952739558589	1.0	-7.942443348265413	2.0	-7.008045791732816	2.0	-4.724775773507397	1.0	-4.905228128559275	1.0	-7.56318465935252	1.0	-6.537527689405182	2.0		0.0	-4.676138492827034	3.0	-8.14764027874391	1.0	-10.595590078714347	1.0		0.0		0.0		0.0	-4.292755778527724	2.0	-0.33841996082954656	1.0	-5.360656931116493	1.0		0.0		0.0	-10.375719949750854	1.0
samp_82	-5.56429344865175	4.98790525168425	-0.17294565767906978		0.0	-2.076451414464726	3.0	-12.482044483072249	1.0		0.0	-4.988913275172225	2.0	-11.867748275115957	1.0	-10.747982659980623	2.0	-5.058942265261092	2.0		0.0	-6.763192692947562	1.0	-5.126911334360552	1.0	-4.432211991393122	2.0	-4.762618205378529	1.0	-6.725982255135542	2.0	-1.46345080769981	1.0	-6.994467472305367	1.0		0.0	-6.975959601448253	1.0	-4.7189873916057365	2.0		0.0		0.0	-6.513296587170039	1.0		0.0		0.0	-8.095404939665313	1.0	-10.546000823443036	1.0	-10.692654364288542	2.0		0.0	-4.503527037473118	1.0	-4.289870325390554	1.0	-0.3382229299974442	1.0		0.0	-5.00833326823904	2.0	-4.710139226274931	1.0	-10.323127301313313	1.0
samp_83	-5.534311828746227	4.775733083347903	-0.12089703297331546		0.0	-2.081875185277486	1.0		0.0	-5.029106082121247	1.0		0.0	-11.721281919011384	1.0		0.0		0.0		0.0		0.0		0.0	-4.423791865411321	3.0	-4.741739068768379	1.0	-6.650372651537249	1.0	-1.4669468041128997	2.0	-6.912106486417292	2.0	-7.794238859335009	1.0		0.0		0.0	-4.8734763300032995	2.0	-7.406326218955246	2.0	-6.442906342031663	1.0	-5.346731135309894	1.0	-4.654815543184643	2.0	-7.983729668860548	2.0	-10.392260544674036	1.0	-10.539457021182892	1.0	-7.330745871590993	1.0		0.0		0.0	-0.33780097040208923	1.0	-5.311130396315626	1.0	-4.98476098180605	3.0	-4.688639786388163	2.0	-10.167732446186621	2.0
