run	log_tsat	log_tbg	log_F	b5A8	b5A8_weight	b5B2	b5B2_weight	b5B3	b5B3_weight	b5B5	b5B5_weight	b5B7	b5B7_weight	b5B8	b5B8_weight	b5B9	b5B9_weight	b5C1	b5C1_weight	b5C2	b5C2_weight	b5C3	b5C3_weight	b5C4	b5C4_weight	b5C5	b5C5_weight	b5C7	b5C7_weight	b5C8	b5C8_weight	b5C9	b5C9_weight	b5D1	b5D1_weight	b5D2	b5D2_weight	b5D3	b5D3_weight	b5D4	b5D4_weight	b5D5	b5D5_weight	b5D6	b5D6_weight	b5D7	b5D7_weight	b5E4	b5E4_weight	b5F2	b5F2_weight	b5F3	b5F3_weight	b5F5	b5F5_weight	b5F6	b5F6_weight	b5F7	b5F7_weight	b5F8	b5F8_weight	b5G1	b5G1_weight	b5G3	b5G3_weight	b5G4	b5G4_weight	b5G6	b5G6_weight	b5G9	b5G9_weight	b5H1	b5H1_weight	b5H2	b5H2_weight	b5H3	b5H3_weight	b5H4	b5H4_weight	b5H5	b5H5_weight	b5H6	b5H6_weight	b5H7	b5H7_weight
samp_40	3.0315964027179345	-5.968552065178815	3.286705783419981	-5.568016061607943	1.0	-6.1979368488886335	2.0		0.0	-7.560491240754574	1.0		0.0	-4.1616285714000405	1.0	-8.784841144773996	1.0	-9.136784620679348	1.0	-9.345551603694174	1.0	-3.6380079609101936	1.0	-10.316225005832237	2.0	-18.297388640822344	1.0	-29.379714031415233	1.0	-9.260251551846327	1.0	-8.661665799535811	2.0		0.0		0.0	-11.391391643711923	1.0	-8.405045790573158	2.0	-7.553365024996981	1.0		0.0	-11.417271580799678	1.0		0.0		0.0		0.0	-6.775940143108611	3.0	-6.106667177637518	1.0	-2.0978330106865424	1.0	-6.023586056378098	2.0		0.0	-7.331721085816283	1.0	-4.833521116079527	2.0		0.0		0.0		0.0	-2.94731602507232	2.0	-4.359865847833805	2.0	-5.308317573709789	2.0	-6.745138262648847	2.0	-1.6286973181527513	1.0	-2.4971461635705747	1.0
samp_41	16.771690581516275	-6.023647100268433	3.0604254097891026	-19.342487967960814	1.0	-19.954953309466784	1.0	-19.540466515274257	1.0	-21.210234867098688	1.0	-24.160357469130897	3.0		0.0	-22.50156923486868	1.0	-22.823617463342195	2.0	-22.99153441979107	1.0	-17.48761468924343	1.0	-23.854614954774615	1.0	-49.764177969276076	1.0		0.0	-22.929827430468986	3.0	-22.333402411979055	1.0	-21.850088581005554	2.0	-156.9616028558994	2.0	-24.584163983891155	2.0	-22.083561961782582	2.0		0.0	-36.386256020461424	1.0		0.0		0.0	-15.44297967777668	1.0	-15.74369887522651	2.0		0.0		0.0		0.0	-19.80191491789405	2.0		0.0	-21.090659287696877	1.0	-18.647226658165973	2.0	-20.505055289698685	1.0		0.0		0.0	-16.81851118780797	2.0		0.0		0.0		0.0	-15.571304633752224	2.0	-16.386778294312883	1.0
samp_42	12.21559900759132	-6.245414401996927	3.135353225185413	-14.71367373972606	2.0	-15.323077955123987	1.0		0.0	-16.504318076411586	1.0	-18.995875141534373	1.0	-13.390345449552807	3.0	-17.787390175942726	1.0	-18.054784790710144	1.0	-18.17645089205271	1.0		0.0	-18.80487861336457	1.0	-22.27014818255081	1.0		0.0	-18.137000984244086	1.0		0.0	-17.184798238998617	4.0	-19.791906577735404	1.0		0.0		0.0		0.0	-33.8171825418536	3.0	-19.273501374189124	1.0		0.0	-10.849861038832177	1.0	-11.150490615698954	2.0		0.0	-15.267617778044107	1.0	-11.39826459743284	2.0	-15.183671361841997	1.0	-14.591667096325496	1.0		0.0		0.0	-15.85670706080696	1.0	-14.493615070490772	2.0		0.0	-12.222360365306619	2.0		0.0	-14.501352397095053	2.0	-15.889460945261495	1.0		0.0	-11.791995055365623	2.0
samp_43	3.2332459577566857	-5.905354196029359	3.272864347838847		0.0	-6.420387918775233	2.0		0.0	-7.802071646895528	3.0		0.0	-4.3778746967825555	1.0	-9.044101196842524	1.0	-9.422339133239356	1.0	-9.654943511275274	1.0		0.0	-10.814389433805388	1.0	-17.68051332451767	1.0	-17.397090146881375	1.0	-9.558198938010886	1.0	-8.92354173844799	1.0	-8.363796771883099	1.0	-19.426452586019444	2.0	-17.355780646845282	2.0	-8.656476108215712	3.0	-7.789363043307437	1.0		0.0	-17.430809112715735	2.0	-1.6601196593220757	1.0	-1.7125345343068892	1.0	-2.0478916470732367	1.0		0.0	-6.324201744619801	1.0	-2.315537901431969	1.0	-6.2416991283109935	1.0		0.0	-7.551288987956625	2.0	-5.050766231353463	1.0		0.0		0.0	-2.930035109170666	1.0		0.0	-4.576080851678195	1.0	-5.524823249993375	1.0	-6.963029478890501	2.0	-1.8549993412014636	2.0		0.0
samp_44	16.31938474678105	-6.026245146559781	3.1819686042121123		0.0		0.0		0.0	-20.785532964976465	1.0	-23.691304908802568	2.0		0.0		0.0		0.0		0.0	-16.98323790461407	2.0		0.0		0.0	-47.906111773317505	1.0	-22.472424169750983	2.0		0.0	-21.39041280645298	1.0	-57.798055421404506	2.0	-24.142341361134665	1.0		0.0		0.0		0.0		0.0		0.0	-14.93323700022433	2.0	-15.234177460382748	2.0	-20.066276521008508	2.0		0.0	-15.482186264712688	3.0	-19.32197214334704	1.0		0.0		0.0	-18.152675854005405	2.0	-20.047522632080366	3.0	-18.621889123263628	3.0	-16.085690508690377	3.0		0.0	-17.688765808271018	3.0	-18.621122462477278	1.0	-20.036358152285768	1.0	-15.061634365205814	3.0		0.0
samp_45	3.7026344485378857	-5.874860573321309	3.183927167540077	-6.286596828228056	1.0	-6.910003435716419	1.0	-6.492764704424263	1.0	-8.275112755723523	1.0	-12.121135771079238	1.0	-4.887959768994225	1.0		0.0		0.0	-10.180804629306055	1.0	-4.367618454949452	1.0	-11.473231507439571	2.0	-17.919499817937727	1.0	-19.13018002790864	2.0		0.0	-9.419066383813957	2.0		0.0		0.0	-16.176666712009016	1.0	-9.14585948177086	1.0	-8.26737192070941	2.0		0.0		0.0	-2.2104888977370494	3.0		0.0	-2.583519313564091	1.0		0.0		0.0	-2.8431938374973087	1.0	-6.735352570566624	1.0	-6.095486009094604	1.0	-8.04114307608084	2.0	-5.555021357730533	3.0	-7.488740056578115	1.0	-6.032043263488332	1.0	-3.4539157827661695	1.0	-3.6842346605922356	2.0	-5.0844645901017556	1.0		0.0	-7.452638829996184	1.0	-2.398910332611064	1.0	-3.2421365160028595	2.0
samp_46	5.759007934988016	-6.065513782099878	3.0534628223010016	-8.32082263744614	2.0		0.0	-8.517361742443237	1.0	-10.164258269993661	2.0		0.0	-6.9811066342089125	1.0	-11.4572054832285	2.0		0.0		0.0	-6.474753454825463	1.0	-12.71882881124297	2.0	-21.878238689558774	2.0	-14.5466675883397	1.0		0.0	-11.283283375751882	1.0	-10.816500458203931	1.0	-14.86346456373922	1.0		0.0		0.0	-10.194635923385322	2.0		0.0		0.0	-4.376740550444345	1.0	-4.426727872468773	3.0		0.0		0.0		0.0	-4.97904355730803	1.0	-8.782421302539523	3.0	-8.17940749441988	1.0		0.0		0.0		0.0	-8.091880278715	2.0	-5.581002687456315	4.0	-5.806122798781893	1.0		0.0	-8.09545413403116	1.0	-9.488133720574552	2.0	-4.556075625110608	2.0	-5.373942310145019	1.0
samp_47	4.238051329745147	-6.329109969099968	3.074480284049548	-6.732134957422517	4.0		0.0	-6.921505912754099	1.0		0.0	-10.876535259381217	1.0	-5.429079146302974	1.0	-9.766990028769587	2.0	-10.01500522734306	2.0	-10.114504303881182	1.0	-4.928741980240464	1.0		0.0	-12.747267679204352	2.0	-11.481227917494847	3.0		0.0	-9.559903191585258	1.0	-9.17159678431879	1.0		0.0		0.0		0.0	-8.510351693751778	1.0		0.0		0.0		0.0	-2.8709072876745476	5.0	-3.182555375660688	1.0	-7.930487190844349	1.0	-7.288165686818825	1.0		0.0	-7.204285048679391	1.0	-6.628332377479556	2.0		0.0	-6.071582372208787	1.0		0.0		0.0	-4.037281884422575	1.0		0.0	-5.62014363246493	1.0	-6.533181526694929	2.0	-7.902618990627588	1.0	-3.0036155864370917	3.0		0.0
samp_48	12.26527095299082	-6.064392854635514	3.1077367691069697	-14.814935312983964	4.0	-15.429346135176226	2.0	-15.013303075083288	1.0		0.0		0.0	-13.466381362578794	2.0		0.0	-18.27051798359805	1.0		0.0	-12.958586230730901	1.0	-19.231183171656248	3.0		0.0	-21.049050155909246	2.0	-18.372529552157197	1.0		0.0		0.0	-21.387101301583424	2.0	-19.855708209701337	1.0	-17.55104610928776	1.0	-16.708726676161714	1.0		0.0	-19.956065232589353	2.0		0.0	-10.91392572271694	1.0		0.0	-16.014919668152814	2.0	-15.359592864028457	1.0	-11.462559234260649	2.0	-15.276454742851172	1.0	-14.667064876652592	1.0		0.0		0.0	-15.980599889189282	2.0	-14.582293066192207	1.0	-12.06457058918069	2.0		0.0	-13.659177898643643	1.0		0.0	-15.985415435223763	2.0	-11.042230243219468	1.0		0.0
samp_49	3.2988962871578846	-6.093348776109288	3.1974229741562414	-5.818322731429948	1.0		0.0		0.0	-7.719527189401721	1.0	-10.43740598497333	2.0		0.0	-8.96355245149626	1.0	-9.270983557751476	1.0	-9.432332335236547	2.0	-3.9399560369063944	1.0	-10.192984514821521	1.0	-19.40633187371679	3.0	-11.702847077373043	1.0	-9.371802928617573	2.0		0.0	-8.33612755765543	1.0	-11.939589021061062	1.0	-10.766152381285822	2.0	-8.571821813376092	2.0		0.0		0.0		0.0	-1.7711385663988186	1.0		0.0		0.0		0.0	-6.366605736738931	3.0	-2.4193826975256947	1.0	-6.282941366936571	1.0		0.0	-7.5800107160052885	1.0		0.0		0.0	-5.581915458739935	2.0	-3.0285316103927657	4.0		0.0	-4.649123587563419	2.0	-5.583629214187832	1.0	-6.997445377738987	2.0	-1.9639294868614958	1.0		0.0
samp_50	3.0238374939521635	-5.825008655076311	3.2379703244131677		0.0		0.0	-5.8205844544164655	1.0	-7.640483925083799	2.0	-19.78726864791654	2.0		0.0		0.0	-9.339191261309784	1.0	-9.612646634332858	1.0	-3.6617422083112716	1.0		0.0	-17.64639451259972	1.0	-18.684360354555785	1.0		0.0	-8.798765447597495	1.0	-8.202938639555372	1.0		0.0	-21.348117894424007	2.0	-8.515067603353753	2.0	-7.622702392285997	2.0		0.0		0.0	-1.4513064125277728	3.0	-1.5039972224769989	1.0		0.0	-6.807569865741077	3.0		0.0	-2.1166961973121903	1.0		0.0		0.0	-7.367652999338247	1.0	-4.864531731411296	4.0	-6.82692637403082	1.0	-5.347857986605997	1.0	-2.733006828162493	3.0		0.0	-4.388207559530825	2.0	-5.337677765215603	1.0	-6.776237513332536	1.0	-1.6489344977659754	1.0		0.0
