run	log_tsat	log_tbg	log_F	b5A8	b5A8_weight	b5B2	b5B2_weight	b5B3	b5B3_weight	b5B5	b5B5_weight	b5B7	b5B7_weight	b5B8	b5B8_weight	b5B9	b5B9_weight	b5C1	b5C1_weight	b5C2	b5C2_weight	b5C3	b5C3_weight	b5C4	b5C4_weight	b5C5	b5C5_weight	b5C7	b5C7_weight	b5C8	b5C8_weight	b5C9	b5C9_weight	b5D1	b5D1_weight	b5D2	b5D2_weight	b5D3	b5D3_weight	b5D4	b5D4_weight	b5D5	b5D5_weight	b5D6	b5D6_weight	b5D7	b5D7_weight	b5E4	b5E4_weight	b5F2	b5F2_weight	b5F3	b5F3_weight	b5F5	b5F5_weight	b5F6	b5F6_weight	b5F7	b5F7_weight	b5F8	b5F8_weight	b5G1	b5G1_weight	b5G3	b5G3_weight	b5G4	b5G4_weight	b5G6	b5G6_weight	b5G9	b5G9_weight	b5H1	b5H1_weight	b5H2	b5H2_weight	b5H3	b5H3_weight	b5H4	b5H4_weight	b5H5	b5H5_weight	b5H6	b5H6_weight	b5H7	b5H7_weight
samp_09	10.827668831986653	-5.952334377984141	3.113055831627813	-13.405635218236458	1.0	-14.023263479927634	2.0	-13.607295198508245	1.0	-15.330861940557122	1.0		0.0		0.0	-16.612105918833144	2.0	-16.962877762648418	2.0		0.0	-11.52532826222525	5.0	-18.17432643576133	1.0		0.0	-44.49221431797716	2.0		0.0		0.0	-15.941050751007918	1.0	-47.1784041285516	2.0	-19.326644353425124	3.0	-16.200594081474332	3.0	-15.339107955535507	1.0		0.0	-19.488782230323515	1.0		0.0		0.0		0.0	-14.602235208848906	1.0	-13.942831084507903	1.0	-10.023472131507608	1.0		0.0		0.0		0.0	-12.69459789928672	1.0		0.0	-13.163261168132456	4.0	-10.627383096525499	1.0	-10.852893280449274	2.0		0.0	-13.161291215876478	1.0	-14.572175301563025	1.0		0.0		0.0
samp_10	5.782872172827757	-6.230414702906291	3.09266718936986		0.0	-8.90208026398626	2.0	-8.4881453353177	2.0	-10.070821777104568	1.0	-12.592583019510146	1.0		0.0	-11.367065917314106	3.0	-11.635275264839537	2.0		0.0		0.0		0.0	-17.473341532242895	1.0		0.0		0.0	-11.179596744425602	1.0	-10.760098758190063	1.0		0.0	-12.779616222431258	1.0	-10.949115908037799	1.0	-10.121901113826372	1.0	-20.47017278677419	3.0	-12.880161272383784	1.0		0.0	-4.430929939969768	2.0		0.0	-9.49606368584819	1.0		0.0	-4.983075077441146	1.0	-8.764224439980545	2.0	-8.175247497050082	1.0	-10.0455445719465	2.0		0.0		0.0	-8.076592114810309	1.0	-5.583315218163732	1.0	-5.807856433701996	2.0	-7.167253140405782	4.0	-8.084718514621047	2.0		0.0	-4.560148035728244	1.0		0.0
samp_11	3.347017007275396	-6.1394866213369435	3.2504491241163387	-5.842591649976136	4.0		0.0	-6.044318131697912	1.0	-7.748151462763011	1.0		0.0	-4.476599475244898	1.0	-8.975922672133319	4.0		0.0	-9.428898021036739	1.0		0.0	-10.139307773903932	1.0	-18.198788223270796	2.0	-11.36333828460494	1.0	-9.37028838542843	2.0	-8.83025359962575	1.0	-8.36053994943058	1.0		0.0	-10.642414032408013	1.0	-8.593291568884386	2.0		0.0		0.0	-10.702351798153481	2.0	-1.7937152571175363	2.0	-1.8457452689685105	1.0	-2.1768098856289138	1.0	-7.056803042821913	1.0	-6.393937043492505	2.0	-2.4419263326658127	1.0		0.0	-5.691736265838588	3.0		0.0		0.0		0.0	-5.606240080976301	1.0		0.0		0.0	-4.672104226594892	1.0		0.0	-7.0269890154943075	1.0	-1.9864762607219983	2.0		0.0
samp_12	4.26913385221726	-6.050029800271821	3.2551739014056014	-6.790318482647057	1.0		0.0	-6.994529233460766	1.0	-8.735559673283646	1.0		0.0	-5.410379424964491	1.0	-9.960612248604777	2.0		0.0	-10.462450784483309	1.0		0.0	-11.280814135358744	1.0	-17.583539954727136	1.0	-13.281377362490527	1.0		0.0	-9.82495469955138	1.0		0.0		0.0	-11.966905254207639	2.0	-9.57894304542005	2.0	-8.741073554997364	1.0	-19.817373607099785	1.0	-12.01778779371314	2.0		0.0		0.0		0.0	-7.999678209963978	2.0	-7.334485829005641	1.0	-3.383027015732783	2.0		0.0	-6.622136538643158	1.0	-8.55341586818372	2.0	-6.072764763418424	2.0		0.0	-6.545774847781631	4.0		0.0	-4.218222126569731	2.0	-5.6057693170258895	1.0		0.0	-7.969432259650751	2.0	-2.948028811590633	3.0		0.0
samp_13	5.849117035145881	-6.062046338684772	3.2341021638985357	-8.371963223584478	1.0	-8.995563084688312	2.0		0.0		0.0	-13.086929196417998	1.0	-6.999817481665728	1.0	-11.53346083915437	1.0	-11.851231693154292	1.0	-12.025392546400848	1.0	-6.487579115672442	1.0		0.0	-22.631138244541276	2.0	-14.646894538314774	1.0		0.0	-11.393002241379309	2.0	-10.900240809754886	2.0	-14.971424707392512	1.0	-13.475364442148413	3.0		0.0	-10.311326149565229	1.0	-20.385987958527334	1.0		0.0		0.0		0.0	-4.734634555374478	2.0	-9.580073379073008	1.0	-8.91667177612324	1.0	-4.984100458904086	1.0	-8.833203859416459	1.0	-8.208355606664453	1.0	-10.133362818257435	1.0	-7.6593668110083435	3.0	-9.561886314247902	2.0		0.0	-5.588375018118392	1.0		0.0	-7.19432926169491	1.0	-8.12942853905612	1.0	-9.549969981652279	1.0	-4.560599140001983	2.0		0.0
samp_14	4.41786453550332	-6.241393305305806	3.0912270003867275		0.0	-7.533813039756626	1.0		0.0	-8.696391728958442	1.0		0.0	-5.608702302215335	1.0		0.0		0.0		0.0		0.0	-11.011468675096523	1.0	-17.554334870404944	2.0	-11.937640620443727	1.0	-10.342259934248325	1.0		0.0		0.0	-12.009442936300244	4.0		0.0		0.0	-8.749537132430582	2.0	-19.813644408977286	2.0	-11.48786652222792	3.0	-2.9972416331929392	1.0	-3.0477948637848766	2.0	-3.357788523451599	1.0	-8.128409401374329	1.0	-7.480867370810012	1.0		0.0	-7.397090564342591	1.0	-6.809536860197932	2.0		0.0	-6.254903887696433	2.0	-8.062345143686763	1.0	-6.709729588399562	1.0	-4.212490588475573	1.0	-4.438303375589835	1.0	-5.800523501696562	2.0		0.0	-8.09997135936135	1.0	-3.1798678092866104	4.0		0.0
samp_15	2.1350558319812465	-5.892759188203693	3.5304573245024726		0.0	-5.298984562827288	1.0	-4.873457775364498	2.0	-6.757157678415775	2.0		0.0	-3.164047338076351	1.0	-7.934905112181933	1.0	-8.328438513089806	1.0	-8.589183852874408	2.0		0.0		0.0		0.0	-25.733585084061467	1.0		0.0	-7.852858754062192	1.0		0.0		0.0	-26.746021686400052	1.0	-7.584137390862335	3.0	-6.723007729977386	1.0	-19.84676144009385	2.0	-26.2602438731991	1.0		0.0		0.0	-0.6939447696848466	1.0	-5.865260174071819	1.0	-5.182064349533595	1.0	-1.0032014503710998	1.0		0.0	-4.415636146576301	3.0	-6.424041412422091	1.0	-3.8669870627530116	1.0	-5.90921983815039	1.0		0.0	-1.6328455919156384	3.0		0.0		0.0	-4.35539070494262	2.0	-5.833082372997108	2.0	-0.4583216339356771	3.0	-1.402580721467254	1.0
samp_16	8.85461817534234	-6.320120512663285	3.086681771892663	-11.348285851054943	1.0		0.0	-11.538230906779496	3.0		0.0	-15.50722777428671	1.0		0.0		0.0	-14.637897215534641	3.0	-14.74050741865188	2.0	-9.544549635703731	2.0		0.0	-17.449767468511705	2.0	-16.12191415910546	1.0	-14.711608920817662	1.0		0.0	-13.791958915436124	1.0	-16.173442010216714	1.0		0.0		0.0		0.0	-19.5078507618218	2.0	-15.75532424886564	1.0	-7.4614398723924475	1.0		0.0	-7.811798605088419	1.0	-12.54735907012205	1.0	-11.903824980963842	3.0	-8.059541322696651	1.0		0.0	-11.241709520823267	1.0		0.0		0.0	-12.467571202218611	1.0		0.0	-8.658155058091936	2.0	-8.881868787202889	1.0	-10.234631711717638	4.0	-11.14741853681896	2.0	-12.519375032088401	1.0	-7.639392874945573	1.0		0.0
samp_17	13.83633976010563	-6.097299475345492	3.0272158854471005	-16.39692060494477	1.0		0.0		0.0	-18.210502791408476	5.0		0.0		0.0	-19.513950667341526	3.0	-19.811833744087473	1.0		0.0		0.0	-20.71405072357417	1.0	-46.01941385597335	1.0		0.0		0.0		0.0		0.0	-22.431005499638616	2.0	-21.250968572763952	1.0		0.0		0.0	-44.365543678500764	2.0	-21.37694628675302	2.0	-12.472889944206536	4.0	-12.522694390554229	1.0	-12.82336701891821	2.0	-17.591866229940972	1.0		0.0		0.0	-16.859934912935852	2.0	-16.263356605134586	1.0	-18.14190340051077	1.0	-15.714550717295605	2.0	-17.54207411361285	1.0		0.0	-13.671809442439844	3.0	-13.896162482259635	1.0		0.0	-16.17733182939007	1.0	-17.562924808920553	1.0		0.0	-13.465368096585337	1.0
samp_18	14.84711227350781	-6.2070589411588575	3.135267820201061	-17.354352985319185	1.0		0.0	-17.549558837547853	2.0	-19.165895721174273	1.0	-21.70331480919497	1.0	-16.024956059531895	2.0		0.0	-20.71732152299187	1.0	-20.84761785586646	1.0		0.0	-21.502142824388965	1.0	-31.673759173478828	4.0	-22.509425097538223	1.0		0.0		0.0	-19.83355038218116	1.0		0.0		0.0	-20.034492628047612	2.0		0.0		0.0	-22.003375868523804	2.0		0.0	-13.481697407272222	2.0	-13.782366432352994	2.0	-18.55886945928957	1.0		0.0	-14.030153872711015	3.0		0.0	-17.226592114515288	2.0	-19.109385661596633	1.0		0.0	-18.50397872236004	1.0	-17.13153097393638	1.0	-14.630546547481508	3.0	-14.854885113079352	1.0	-16.21696333433185	2.0	-17.138064531651164	1.0		0.0		0.0	-14.424203628381202	1.0
samp_19	2.567112494776856	-6.069679663722765	3.2273632277396223	-5.083767927366573	3.0	-5.709301387618857	1.0		0.0		0.0	-9.779042935631011	3.0		0.0	-8.246173123765436	2.0	-8.561395581575777	2.0		0.0		0.0		0.0	-18.086408916999268	1.0	-11.26922312163154	1.0		0.0	-8.10367003066093	1.0	-7.61436956879316	1.0		0.0	-10.152904856169338	2.0	-7.859857994182419	2.0	-7.022887652794097	1.0		0.0		0.0	-0.9441136215642344	1.0		0.0		0.0	-6.295874391884345	1.0	-5.632065761342762	1.0		0.0		0.0	-4.924707977152386	2.0	-6.849604675824862	2.0	-4.370539147324752	3.0	-6.275012009080161	2.0	-4.843068685412518	1.0	-2.253169071227104	2.0	-2.4908234482328733	1.0	-3.9014370971841807	1.0	-4.843737646672724	1.0		0.0	-1.1489997170787563	1.0	-2.0351848639224097	2.0
samp_20	3.4796492934498633	-5.989264020540066	3.123682054284036	-6.043314794818695	1.0		0.0	-6.244778097805237	2.0	-7.957994701777311	1.0	-11.020385761705912	1.0	-4.675305730997096	1.0		0.0	-9.567927429264861	1.0	-9.753686809264362	2.0	-4.1610915318029615	1.0	-10.67912371953812	1.0		0.0		0.0	-9.682238125184371	1.0	-9.078055891052752	1.0	-8.57258336215875	2.0	-26.928567804417085	1.0	-11.574504876970497	2.0	-8.823663735327283	1.0		0.0	-19.975496123330714	3.0		0.0	-2.0052048719504203	1.0	-2.056811525727469	1.0		0.0	-7.243587892519089	1.0	-6.584304038656178	1.0		0.0	-6.501464529408957	2.0	-5.881642922005652	1.0	-7.797370640277021	1.0	-5.334810649117924	1.0	-7.223290254532441	3.0	-5.803409841556734	1.0		0.0	-3.4817222649317134	1.0	-4.8702430930393685	2.0		0.0		0.0	-2.1949987560563144	2.0	-3.0402614360101117	1.0
samp_21	1.2972348480625857	-5.9052304429822735	3.3171516044987497	-3.8308721349268535	2.0		0.0	-4.043984207646601	1.0	-5.871192091845224	3.0	-9.37376614634353	1.0		0.0	-7.103506725596498	2.0		0.0	-7.721264066765683	1.0		0.0	-8.87964992476402	2.0		0.0	-37.50691966741904	3.0		0.0		0.0	-6.4244491382125855	2.0		0.0	-23.280158545020477	2.0	-6.722411975907819	3.0	-5.855191070571736	1.0	-19.887375891067187	1.0	-23.425978093124925	1.0		0.0		0.0		0.0		0.0	-4.372258583466853	2.0		0.0	-4.2889076885347315	2.0		0.0	-5.6071084103095625	1.0	-3.0742519764281835	1.0	-5.063286527647845	2.0		0.0	-0.8040170536345818	1.0		0.0	-2.5817581200073083	2.0	-3.5613673133702086	3.0	-5.016530343199659	2.0		0.0		0.0
samp_22	4.10427287436732	-6.271505538607019	3.093654588709741		0.0	-7.211224372347405	2.0	-6.797661683069772	1.0		0.0	-10.837607313136944	2.0	-5.291005111039177	3.0	-9.664063513872554	3.0	-9.923876896207661	1.0	-10.036337407321385	2.0	-4.78836754332915	3.0		0.0	-13.382785816320732	2.0		0.0		0.0		0.0		0.0	-11.581921935908735	1.0	-11.003310342075542	1.0		0.0	-8.41708185440881	1.0	-19.968004780091682	1.0	-11.104152190978343	1.0	-2.6729305103209295	3.0		0.0	-3.0371318648182117	1.0		0.0	-7.160698776525747	1.0		0.0		0.0	-6.492328718104996	3.0	-8.356556365413857	1.0		0.0	-7.736124570397964	1.0		0.0	-3.8941265929881452	2.0	-4.120481089608145	3.0		0.0		0.0		0.0	-2.8571644216995753	2.0		0.0
samp_23	3.832396542543816	-6.008294669673321	3.17923303457389		0.0	-7.001596052226938	1.0	-6.582721652055889	2.0	-8.31018941952686	1.0	-11.2799294373342	1.0	-5.006048536614045	2.0		0.0	-9.895665444567939	1.0		0.0		0.0		0.0		0.0	-16.903995660999982	1.0		0.0	-9.418154036084548	1.0	-8.91263716652562	1.0	-18.55263121906711	2.0		0.0	-9.166622812955282	1.0	-8.318616383936824	1.0		0.0	-11.867623870899818	1.0	-2.348130158863906	2.0		0.0	-2.7182502778840836	1.0	-7.583548402743311	1.0		0.0	-2.976446376537071	1.0	-6.838638576416977	3.0	-6.214301283658594	1.0	-8.137365529257275	1.0	-5.666882318728302	2.0	-7.567108931273187	2.0	-6.137526155417987	2.0	-3.5842846978128833	1.0	-3.81326191701509	2.0		0.0	-6.136334125587824	1.0		0.0	-2.535180004562044	4.0	-3.3737053619700474	1.0
samp_24	9.170048651067914	-6.320210365370526	3.236991327387473		0.0	-12.238473817721067	2.0	-11.81940766086593	2.0		0.0	-15.823563732095762	2.0	-10.297171931446453	1.0	-14.692781609225152	2.0	-14.950934934273258	3.0		0.0	-9.793931838054469	1.0	-15.653070817927432	1.0		0.0	-16.43268359873626	3.0	-15.030007626126267	1.0		0.0		0.0	-16.490352055689307	1.0		0.0		0.0	-13.477512024870128	1.0	-19.77113434423122	2.0	-16.064794884145627	1.0		0.0		0.0	-8.056157416343313	1.0	-12.838569691166626	2.0	-12.183044078488981	1.0	-8.304061831180917	2.0	-12.09837194584879	1.0	-11.503348261265511	3.0		0.0	-10.945515900194875	1.0	-12.776610191873761	1.0		0.0	-8.904026318313232	1.0		0.0	-10.489252765108123	2.0	-11.411986543421925	1.0	-12.809713893324723	1.0	-7.8836764214939175	1.0		0.0
samp_25	2.863048084720137	-5.81234211679298	3.339336309999745		0.0	-6.0698774824672315	2.0	-5.651068767883013	2.0		0.0		0.0	-3.9903632443016224	1.0	-8.762079065532976	1.0	-9.192845919300238	1.0	-9.484159157296725	3.0	-3.4559572394545355	1.0	-19.81007118782581	1.0		0.0		0.0		0.0	-8.658118744712654	3.0	-8.044142063906516	1.0		0.0	-27.913713151606366	2.0	-8.371683661012536	1.0	-7.478377040632175	2.0	-19.836814379435	1.0		0.0	-1.2134765932230696	1.0		0.0		0.0		0.0	-5.960182085186321	1.0	-1.8957541007236964	2.0	-5.878437871867024	1.0		0.0		0.0	-4.6740585900543845	1.0		0.0	-5.1648432297001365	1.0	-2.5164984383525995	3.0		0.0	-4.191430515526462	1.0	-5.150993937829666	1.0	-6.60366047836776	4.0	-1.4158055459113899	3.0		0.0
samp_26	2.2902629848494804	-6.003418767751006	3.357493904967503		0.0	-5.436021633857841	2.0	-5.01002420059845	1.0	-6.809959183137996	2.0		0.0	-3.3760894495716065	1.0	-8.00883664537854	1.0	-8.350866051812725	1.0	-8.55342244156278	3.0		0.0		0.0	-17.830257414393788	1.0	-31.338025163716388	4.0		0.0	-7.893785801018245	2.0	-7.365029355758885	2.0		0.0		0.0		0.0	-6.800249035738695	2.0		0.0		0.0		0.0	-0.5941478435923984	1.0		0.0	-6.016253241811908	3.0	-5.342922900299135	3.0		0.0		0.0	-4.611194608393402	1.0	-6.572069718264205	2.0		0.0	-6.0225131032536	1.0	-4.542542315710089	1.0		0.0		0.0		0.0	-4.537450834946048	2.0		0.0	-0.7543044229651386	2.0	-1.6684165743627617	3.0
samp_27	3.0708502458653455	-6.000628141704652	3.225276498524055		0.0	-6.235240625519549	1.0		0.0	-7.564210656700509	2.0		0.0	-4.221909223476604	1.0	-8.80336221742238	1.0	-9.140387920285956	1.0	-9.332358190209021	1.0	-3.7024406780686427	2.0	-10.23405589945388	2.0	-18.12023989238208	2.0	-20.333227741961206	1.0	-9.256496621271666	1.0	-8.666899889113278	1.0		0.0	-21.00372045298728	1.0	-11.092483953201842	1.0	-8.414718382720354	2.0	-7.566833809780381	1.0	-19.855768171781847	1.0		0.0	-1.5085939952833824	1.0	-1.5610270571641205	3.0		0.0	-6.816528030918093	2.0	-6.151434342136643	2.0	-2.1700220673685706	1.0	-6.068266683207399	1.0	-5.43717396984271	1.0	-7.371121254198816	1.0	-4.8883121982119455	1.0	-6.806918197947865	1.0		0.0		0.0	-3.0158187265815513	1.0	-4.4188149511562145	2.0		0.0	-6.786253858071506	1.0	-1.7049944609582406	1.0		0.0
samp_28	4.392606395788954	-6.166310340762458	3.200602592526365		0.0	-7.512173577998955	1.0		0.0		0.0		0.0	-5.5448647710589265	1.0	-10.008002649329036	3.0		0.0		0.0		0.0		0.0	-17.56177334797106	2.0	-12.24987128480165	1.0	-10.388826196829836	1.0	-9.849982999683498	1.0	-9.395590395594416	4.0		0.0	-11.59052643011438	2.0	-9.615384960476787	2.0	-8.788273534039497	1.0		0.0		0.0	-2.9173910191507315	1.0	-2.9680794874327994	2.0	-3.2794049858401713	3.0		0.0		0.0	-3.533326345426221	1.0	-7.361415358062852	3.0		0.0	-8.65569312319397	4.0		0.0	-8.063750566795433	1.0	-6.663240089479275	2.0	-4.137461723674494	2.0		0.0	-5.738427241983156	2.0		0.0	-8.074293741422068	1.0		0.0		0.0
samp_29	16.723377972861698	-6.0475661723935845	2.9998648030944697	-19.302639184180602	2.0	-19.91015679422679	3.0		0.0		0.0	-24.021558885766545	2.0	-17.96909207634995	3.0		0.0		0.0		0.0	-17.464031825996017	3.0	-23.73072778702007	1.0	-36.06555434675576	1.0		0.0	-22.852044876281553	2.0	-22.258247089363923	1.0	-21.792715995793067	1.0		0.0	-24.37691048245454	1.0	-22.010849176353375	2.0	-21.163034344675044	1.0	-38.364613234159826	2.0		0.0		0.0	-15.422960638780856	1.0	-15.723595265301928	1.0		0.0		0.0		0.0	-19.76327101669692	3.0		0.0	-21.045893977855833	1.0	-18.61734748329308	1.0	-20.450251941499292	1.0	-19.07581876411413	1.0	-16.57240269119767	1.0	-16.79693766047341	2.0	-18.161012372699314	1.0		0.0		0.0	-15.551237966492463	1.0	-16.365863325767375	2.0
samp_30	2.5376478823306097	-6.038703078442708	3.4802601046243598		0.0	-5.661395933355663	1.0	-5.231898370927772	1.0		0.0	-9.849868697169438	3.0		0.0	-8.219961847025134	1.0	-8.554851827862603	2.0	-8.756442130422116	1.0	-3.042304495592371	1.0	-9.588595325654875	2.0	-18.131103086228414	2.0	-27.747599546818194	1.0	-8.671876495469695	1.0		0.0	-7.591139833019069	2.0		0.0	-10.34627534875192	3.0	-7.873814889848298	2.0		0.0		0.0		0.0	-0.7494106780447434	1.0	-0.803341728732313	1.0	-1.1784426258091387	1.0	-6.2411262440674005	1.0	-5.5620364920654195	2.0	-1.4694771285390797	2.0		0.0	-4.817557536969695	2.0		0.0	-4.262163796957013	1.0	-6.257534293878321	1.0		0.0		0.0	-2.3353682624198853	2.0	-3.778774614113144	1.0	-4.746182664931507	1.0	-6.209764068675498	1.0	-0.961319384529317	1.0		0.0
samp_31	12.501465841509999	-6.235218621586724	3.0225196657945426	-15.03144566491169	2.0	-15.632549123849667	3.0	-15.221885244558438	1.0	-16.764991747685404	1.0	-19.301877400804223	2.0	-13.723474918040502	4.0		0.0	-18.35193858311514	2.0		0.0	-13.223326327189449	2.0		0.0	-23.461459232258395	1.0	-20.048784238140435	2.0		0.0		0.0	-17.478999475211943	3.0	-20.119400561371076	1.0	-19.473131572089912	1.0		0.0		0.0		0.0	-19.590778801688113	1.0		0.0		0.0	-11.489652255542026	2.0	-16.225650099260438	2.0	-15.583070356836394	1.0		0.0		0.0		0.0		0.0	-14.365873807457062	1.0		0.0		0.0	-12.336289502933349	1.0		0.0	-13.914195100667119	2.0	-14.826741772905075	3.0	-16.19761668644838	1.0	-11.31731882919435	2.0		0.0
samp_32	8.730151453766604	-5.960990887501515	3.281432230798602	-11.273308351770204	1.0	-11.901212755783858	1.0		0.0		0.0		0.0		0.0		0.0	-14.845008528511498	1.0		0.0	-9.356224875512195	1.0		0.0	-61.12980733568686	1.0		0.0	-14.96988728799482	2.0	-14.367118039023936	2.0		0.0	-706.0875333228166	1.0	-17.17486713129166	2.0	-14.109218469974298	1.0	-13.256267594427355	2.0	-26.639917689784912	1.0	-17.189759995019564	1.0		0.0		0.0	-7.598480196273667	1.0	-12.477807325261855	2.0	-11.809399862036745	2.0	-7.846773084133564	3.0	-11.726571722393208	1.0		0.0	-13.033217747223537	1.0		0.0	-12.481960035039284	2.0	-11.018681964148378	4.0	-8.452798439073867	2.0		0.0	-10.06990896371221	1.0	-11.012702304947123	2.0		0.0	-7.425791639087705	2.0	-8.244522264933932	1.0
samp_33	11.561807675035041	-6.084636360857828	2.99624708831993	-14.133114344290824	1.0	-14.738997597499138	2.0	-14.327301350925408	1.0	-15.937553210933938	1.0	-18.73240672915519	1.0	-12.805973417955311	1.0		0.0	-17.55110575721497	2.0		0.0	-12.302191409037796	1.0		0.0		0.0	-44.390295988624615	1.0	-17.646169714888394	1.0	-17.064093286208703	2.0		0.0	-20.330302049096062	4.0		0.0	-16.820786329001447	1.0	-15.978196324180754	1.0		0.0	-19.165162235041887	3.0	-10.212917777993196	1.0	-10.262866687948828	4.0	-10.563496349824382	2.0		0.0	-14.678326182056747	1.0		0.0		0.0		0.0	-15.875520742890785	1.0	-13.452715917734336	1.0		0.0		0.0		0.0	-11.636060896487104	3.0	-12.997570216919772	1.0		0.0	-15.296956981743671	1.0	-10.391081942179838	3.0		0.0
samp_34	5.751754610367184	-6.291912259459624	3.1678468576808103	-8.230182711501662	3.0		0.0		0.0		0.0	-12.449974729645122	1.0		0.0	-11.294470913596745	1.0	-11.554422013276977	1.0		0.0	-6.4063388015304	2.0	-12.27093627876454	2.0	-14.659922788360694	3.0	-13.098380042878896	1.0	-11.633601928949709	1.0	-11.112952157535466	1.0		0.0	-13.159178007296703	2.0		0.0	-10.886528095655823	1.0		0.0	-19.961375150659375	3.0	-12.705166288469883	1.0	-4.313151872836327	1.0	-4.36313456081311	3.0		0.0		0.0		0.0	-4.915759133460882	3.0	-8.702378860313742	2.0	-8.112078532963217	1.0	-9.988720862938598	1.0		0.0	-9.372308923254648	1.0	-8.011732243500672	2.0		0.0		0.0		0.0	-8.020334009759049	2.0	-9.409268778457132	1.0		0.0	-5.309428545471581	1.0
samp_35	11.873162741347578	-6.227314394541584	3.1084347455189207		0.0	-14.990568094021118	1.0	-14.575891444155312	2.0		0.0	-18.688540819816676	2.0		0.0	-17.457886405257838	2.0		0.0		0.0		0.0	-18.491148994440188	1.0		0.0	-19.44714018769528	2.0	-17.81060906028202	1.0	-17.274052463613174	1.0		0.0	-19.522967865643267	1.0		0.0	-17.043392987678114	2.0		0.0	-34.33663153285134	1.0	-18.977738525582215	1.0	-10.470505947312246	1.0	-10.520273367147736	1.0	-10.820916153488534	1.0	-15.584434260694279	3.0	-14.935176231570976	1.0	-11.068675045431293	1.0	-14.851365901155201	1.0		0.0	-16.13432764620599	1.0	-13.70661205175471	1.0	-15.522845887743532	1.0	-14.16255325676349	3.0	-11.668539509226216	2.0	-11.892707189910897	2.0	-13.25193637256291	2.0	-14.170275057610143	1.0	-15.555855995687951	1.0		0.0	-11.462365461912745	1.0
samp_36	12.237153656705932	-6.128961359023722	3.1451308393496844	-14.761669480629262	1.0	-15.3767930063692	1.0		0.0	-16.618699140456396	2.0		0.0	-13.417565303496607	3.0		0.0	-18.176497511308238	2.0	-18.323984925290823	1.0		0.0		0.0	-31.394586466629107	1.0		0.0	-18.271428157615798	1.0		0.0	-17.259635761554808	3.0		0.0	-19.5500050548779	1.0	-17.47992815904714	2.0		0.0	-36.79029876445223	3.0	-19.639206730905126	2.0		0.0	-10.867674357943146	1.0	-11.168439910312763	1.0	-15.965854809325938	1.0	-15.310197628750734	2.0	-11.416297107308152	1.0	-15.226711605622853	1.0	-14.62024057414634	2.0	-16.517307079783148	1.0	-14.069478022590966	1.0	-15.925134766151528	1.0		0.0		0.0	-12.24255396862691	3.0		0.0		0.0	-15.93656832157798	1.0		0.0	-11.811033110530264	2.0
samp_37	3.4624149204312284	-5.91104524599702	3.2462256529622704	-6.024231333571819	1.0	-6.651310670059088	1.0	-6.231867656948964	1.0	-8.022194502346968	2.0	-11.500325927313924	1.0	-4.61839205967747	1.0		0.0	-9.6448247232596	2.0	-9.872950787278958	3.0		0.0	-11.010316212496168	1.0		0.0	-30.746805095877583	2.0		0.0		0.0		0.0	-30.034087907074557	3.0	-12.935640286263535	3.0		0.0	-8.012711074580515	1.0		0.0		0.0		0.0	-1.973919996485961	1.0	-2.3021215058703017	2.0	-7.225769834676002	4.0		0.0		0.0		0.0		0.0	-7.782626066749881	1.0	-5.288416287123316	3.0	-7.233151295684902	1.0		0.0		0.0		0.0	-4.815798432089053	2.0	-5.761106293873126	2.0	-7.194934183830555	1.0	-2.1135562580137286	1.0	-2.9650371101121067	1.0
samp_38	46.63325128699649	-6.13533286829819	3.182504148057678	-49.147542560188384	1.0	-49.76519705220434	3.0		0.0	-51.019995137881466	2.0		0.0		0.0	-52.270469200157315	3.0	-52.565213860282434	1.0	-52.71522496712496	2.0	-47.29062365125701	1.0		0.0	-63.31943299129529	2.0	-54.67525664463455	2.0	-52.661431954522584	1.0		0.0	-51.65111085518592	1.0	-54.82424207489556	1.0	-53.93364848677535	1.0		0.0	-51.04503243127752	1.0		0.0	-54.01036143545047	2.0		0.0	-45.24585717392247	2.0	-45.546705995896914	3.0	-50.354540394069716	1.0	-49.696794921779514	1.0	-45.79462001464465	2.0	-49.61307396199719	1.0	-49.0030082640428	1.0		0.0	-48.45150592866076	2.0	-50.3180281626191	1.0		0.0		0.0		0.0		0.0	-48.91877297761772	1.0		0.0	-45.37428967039108	2.0		0.0
samp_39	3.936473243665074	-6.159490613936298	3.033720108262164	-6.479461256797371	3.0		0.0		0.0	-8.263461812003465	1.0	-10.900719182040906	1.0	-5.1558830103795446	3.0	-9.570509297771071	1.0	-9.851839142047396	3.0	-9.980858336539061	1.0	-4.651353043578851	1.0	-10.675930384521774	1.0	-18.767916542966507	1.0	-11.848277545852188	1.0		0.0	-9.380866332129063	2.0	-8.948796246432105	3.0	-11.957373738895775	1.0	-11.124649703742708	1.0		0.0	-8.310878951726275	1.0	-20.103254318937008	1.0	-11.241377859276358	2.0	-2.529977842157757	1.0		0.0		0.0	-7.6760844611925885	1.0	-7.02912729679084	1.0		0.0		0.0	-6.355328760648462	1.0	-8.225434818539462	2.0		0.0		0.0		0.0	-3.7547415744364057	1.0	-3.9816355260010092	3.0	-5.348031650890433	1.0	-6.266324322173859	2.0		0.0		0.0		0.0
