run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_43	-0.19717187324593138	-2.534299186364293	1.0	-1.1600687792310747	1.0	-4.537131209388488	1.0	-4.052048522191777	1.0		0.0		0.0		0.0	-5.00472142520805	4.0
samp_44	-0.22159766356364669		0.0	-1.1661466844525779	1.0	-4.5425656960322724	1.0		0.0	-2.2249440843080475	1.0	-2.7260082866149538	1.0	-1.2059343448824023	1.0	-5.0101117166905595	3.0
samp_45	-0.2765908625280803	-2.5523303269950897	1.0	-1.1794672743344234	2.0	-4.554536936871853	1.0	-4.069573604435249	1.0	-2.237522876081874	1.0	-2.7383538939036582	1.0	-1.2193541510526587	1.0		0.0
samp_46	-0.22787769703983474	-2.541371142509009	2.0	-1.1676924919392468	1.0	-4.543951219956766	2.0	-4.058913412948533	1.0	-2.2264023437470795	1.0	-2.727438068144358	1.0		0.0		0.0
samp_47	-0.26474662396037024		0.0	-1.1766407275186608	1.0	-4.551989313626978	2.0		0.0	-2.2348490565569663	4.0		0.0		0.0	-5.019463098641612	1.0
samp_48	-0.26082838315143964	-2.548819216259224	3.0		0.0	-4.551143224380129	2.0	-4.066156798898725	2.0		0.0		0.0	-1.215561368242892	1.0		0.0
samp_49	-0.31924649615184836	-2.5616681168596807	1.0	-1.1894640263124165	1.0		0.0	-4.078666580225453	1.0	-2.2469903341654005	3.0		0.0	-1.2294204858089972	1.0	-5.03095853929357	1.0
samp_50	-0.2143261979316557	-2.5382657805793287	1.0	-1.1643476691204848	1.0	-4.540955017251428	1.0	-4.05589826716811	1.0		0.0	-2.7243453012465255	2.0		0.0	-5.008514467593552	2.0
samp_51	-0.26739054665989376	-2.5502853645741683	1.0	-1.1772732871926035	1.0	-4.552559206177022	1.0	-4.067583111317635	1.0	-2.2354475326051673	1.0	-2.736316826775451	1.0	-1.2171438739939173	1.0	-5.0200286075538125	1.0
samp_52	-0.19272928075264303	-2.533264347123141	1.0	-1.158953840334968	1.0		0.0		0.0	-2.218170019899532	1.0	-2.7193658036746085	2.0		0.0	-5.003733335587119	3.0
samp_53	-0.24153487490112086		0.0	-1.1710351316778995	1.0	-4.5469481871397806	3.0		0.0	-2.2295531166477187	2.0		0.0	-1.2108544679881754	1.0	-5.01445972605206	1.0
samp_54	-0.2697675877519202	-2.550813823537379	3.0		0.0		0.0	-4.068097508114239	2.0		0.0	-2.7368440834405354	1.0	-1.2177190844563255	1.0	-5.020536285038159	1.0
samp_55	-0.21050277175626342	-2.537378906696571	1.0	-1.1634041662439105	1.0	-4.540104860559967	1.0		0.0	-2.2223534122178035	1.0	-2.7234689637244434	4.0		0.0		0.0
samp_56	-0.2621327779403863		0.0	-1.1760138132164393	1.0	-4.551424970362281	1.0	-4.066440196085561	1.0		0.0	-2.7351471736572934	3.0	-1.2158734836927625	1.0	-5.018901218634592	1.0
samp_57	-0.2535762046738805	-2.547191988031198	1.0		0.0	-4.549571339170117	3.0	-4.064576063801067	1.0	-2.2323091004885214	2.0	-2.7332356883624125	1.0		0.0		0.0
samp_58	-0.34315967874477077	-2.566793697558616	2.0		0.0		0.0	-4.083667907294283	1.0	-2.25218963423356	3.0		0.0	-1.2349416589638054	2.0		0.0
samp_59	-0.2367672280510085		0.0		0.0	-4.545904452314169	4.0	-4.0608820542033435	1.0		0.0	-2.7294528557137387	1.0	-1.2096854872243252	1.0	-5.013423237178099	1.0
samp_60	-0.20778992298550492	-2.5367588734625195	1.0	-1.1627236696597645	1.0	-4.539502655398694	4.0		0.0	-2.2217190059205407	1.0		0.0	-1.202486684639932	1.0		0.0
samp_61	-0.23976008124317374	-2.544072553542777	1.0		0.0		0.0	-4.061543730507164	1.0		0.0	-2.7301297763356716	2.0	-1.2104216191806787	1.0	-5.01407401820809	3.0
samp_62	-0.2226161125904016	-2.5401676174952748	1.0		0.0		0.0		0.0	-2.2251779294185074	2.0	-2.7262405830510468	3.0		0.0	-5.010336903079409	2.0
samp_63	-0.26205734487000815		0.0	-1.1759950921793647	2.0	-4.5514086352490795	1.0		0.0		0.0		0.0	-1.2158560612879803	3.0	-5.018885593028404	2.0
samp_64	-0.2716545383636767	-2.551233424358767	2.0	-1.178291796650419	1.0		0.0	-4.06850619925533	1.0	-2.2364122040615277	1.0	-2.737261811996991	2.0	-1.218169178077744	1.0		0.0
samp_65	-0.30958597109076896	-2.5595774804907454	1.0		0.0	-4.561544060207698	1.0		0.0	-2.2448665302418225	1.0		0.0	-1.22716901827511	4.0	-5.028946390560035	1.0
samp_66	-0.28164580400074446		0.0	-1.1806670279362028	3.0		0.0	-4.0706633950451545	1.0	-2.2386560921492773	1.0		0.0	-1.2205645665117537	1.0	-5.023064541910355	2.0
samp_67	-0.27648321881039756	-2.5523069787994133	1.0	-1.1794420778975125	2.0		0.0	-4.069550881568589	1.0	-2.2374981629427317	1.0	-2.738330742554829	1.0	-1.2193274475895488	1.0	-5.021968176082116	1.0
samp_68	-0.24741684542377754	-2.5458053648474785	1.0	-1.1724621619447386	1.0	-4.548231508465667	1.0	-4.063225672035867	1.0		0.0	-2.7318543093748318	2.0	-1.2122972354038715	1.0	-5.015732879489901	1.0
samp_69	-0.23457435286528247	-2.5428967596758385	3.0	-1.1693344985322525	1.0		0.0	-4.060398083564256	2.0		0.0		0.0		0.0	-5.012946728226622	2.0
samp_70	-0.16782778001215312	-2.527418061292757	3.0	-1.1526461020226964	1.0		0.0		0.0		0.0		0.0	-1.1923208128747806	1.0	-4.99815529011028	3.0
samp_71	-0.37539726970576387		0.0		0.0	-4.57513352464618	1.0	-4.0902986257554215	4.0		0.0		0.0	-1.2422376952361425	1.0	-5.042441614009269	2.0
samp_72	-0.2523511712566581	-2.5469169851943687	1.0		0.0	-4.549305203320321	1.0	-4.06430668144205	1.0	-2.232030156830624	1.0	-2.7329615226511206	4.0		0.0		0.0
samp_73	-0.18829588209805515	-2.53223108394418	1.0		0.0	-4.535137926332602	2.0		0.0	-2.2171213848606364	1.0	-2.718335487407561	2.0		0.0	-5.002744916200036	2.0
samp_74	-0.3266999191964298		0.0	-1.1911779164390883	3.0		0.0	-4.080233067220964	2.0		0.0	-2.749255924023634	2.0	-1.231153172464185	1.0		0.0
samp_75	-0.25978194044832975	-2.54858393121557	1.0	-1.1754483497631507	2.0		0.0		0.0	-2.2337241464811637	1.0	-2.734622260323172	1.0	-1.2153051362359917	2.0	-5.018397784245061	1.0
samp_76	-0.23254640748542035	-2.542434940105213	2.0	-1.16883957872992	1.0		0.0	-4.059948594585815	1.0		0.0	-2.728498383611839	1.0	-1.2086425802415313	1.0	-5.012504724572654	2.0
samp_77	-0.25788166382058486		0.0	-1.1749893716394975	2.0	-4.550503984466952	1.0	-4.065514791841173	2.0		0.0		0.0		0.0	-5.017989405642774	3.0
samp_78	-0.3567988653148815		0.0	-1.1980222407875647	1.0	-4.5713447912745595	1.0	-4.0864883935305905	2.0	-2.25512028759523	2.0	-2.755646892495415	1.0	-1.2380470262950891	1.0		0.0
samp_79	-0.24307503344932177		0.0		0.0	-4.547282942208961	2.0		0.0	-2.2299055848764113	2.0	-2.7308765052386588	1.0	-1.2112351785902309	1.0	-5.014795892426589	2.0
samp_80	-0.19113789209187662	-2.532893646661799	2.0	-1.158554234490292	1.0		0.0		0.0		0.0	-2.718996178255059	2.0	-1.1982845888683447	1.0	-5.003378869414363	2.0
samp_81	-0.2300207584157123	-2.541861052249446	1.0	-1.1682186973571602	3.0		0.0		0.0	-2.226894827695132	1.0	-2.7279259374326843	1.0	-1.208022198575294	1.0	-5.011955480379409	1.0
samp_82	-0.26880667810632264	-2.550600428596266	2.0		0.0	-4.552864608010865	1.0	-4.067889848043327	2.0	-2.2357675452377306	1.0	-2.7366304552806158	1.0		0.0	-5.020330507321725	1.0
samp_83	-0.20280204904724802	-2.5356071003618093	1.0	-1.1614784471589341	2.0	-4.538389262226902	1.0		0.0		0.0	-2.7216959773887894	2.0	-1.201232296104598	1.0	-5.005970210730846	1.0
samp_84	-0.22365820446227094		0.0	-1.166654521882612	3.0	-4.543021079871622	1.0	-4.057979012961696	1.0		0.0	-2.7264784824910575	1.0		0.0	-5.010563305540006	2.0
samp_85	-0.27121849756291544	-2.551137398075587	3.0		0.0		0.0	-4.06841256276455	1.0	-2.236312451887434	3.0	-2.7371653093337067	1.0		0.0		0.0
samp_86	-0.3871396813613203	-2.5760296173580848	2.0		0.0		0.0	-4.0926819744234	3.0	-2.261548763865756	1.0		0.0	-1.2448541623380946	2.0		0.0
samp_87	-0.21206479768715644	-2.5377452579277517	2.0	-1.1637864086651655	3.0		0.0	-4.055392378296301	1.0		0.0	-2.723827568353193	1.0		0.0	-5.008015877815252	1.0
samp_88	-0.3090743984256803	-2.5594626429563196	1.0		0.0	-4.561437164716177	1.0	-4.076518681751738	2.0	-2.2447567930230594	1.0	-2.7454597413962594	1.0	-1.2270485533942723	1.0	-5.028839549412167	1.0
samp_89	-0.27277136566910143		0.0	-1.1785574272165968	1.0	-4.553717753865684	2.0	-4.068748766317324	1.0	-2.236664042064813	1.0	-2.737511645854736	1.0	-1.218437790322454	1.0	-5.021176354932708	1.0
samp_90	-0.24562395213836158	-2.5454021644304006	1.0	-1.1720274389410963	2.0		0.0	-4.062830426453716	1.0		0.0	-2.7314517395494167	1.0	-1.2118584713928675	1.0	-5.01534542315653	2.0
samp_91	-0.22657645854132238	-2.54107429234905	2.0	-1.1673729461984084	2.0		0.0		0.0	-2.22609987931508	1.0	-2.7271421578258113	2.0	-1.207169941052193	1.0		0.0
samp_92	-0.31799233851355324		0.0	-1.1891721255759862	2.0	-4.563308761646384	1.0	-4.078402844165297	2.0	-2.2467162951454647	2.0		0.0		0.0	-5.0306981638185135	1.0
samp_93	-0.2619256872709348	-2.5490641303188504	2.0	-1.1759638191052184	1.0		0.0	-4.0663956688894425	1.0	-2.234211179687538	1.0	-2.7351001646811723	1.0	-1.215823535499439	1.0	-5.018857003593422	1.0
samp_94	-0.2799742181660002	-2.553090113791453	1.0	-1.1802704102902077	1.0		0.0	-4.07029680199377	1.0	-2.2382813357706737	2.0	-2.7391023977126774	3.0		0.0		0.0
samp_95	-0.388603664854291		0.0	-1.2050949898096486	1.0	-4.577799254695846	1.0	-4.092978382814911	3.0		0.0	-2.7622742429393945	1.0	-1.245178356599133	2.0		0.0
samp_96	-0.235041547186175	-2.5430027547408764	1.0		0.0	-4.545525784058689	2.0	-4.060501234772685	1.0	-2.2280575153551285	1.0	-2.729063016817935	2.0		0.0	-5.013048311987816	1.0
samp_97	-0.44814479995806233		0.0	-1.2179247625860483	1.0		0.0	-4.10480228209276	3.0	-2.2741029189647555	2.0		0.0	-1.258108653857051	2.0		0.0
samp_98	-0.4026474409854253	-2.5792248736572305	1.0		0.0		0.0	-4.095806945931496	3.0		0.0		0.0	-1.248277050474624	3.0	-5.047890379802723	1.0
samp_99	-0.2864229815394788		0.0		0.0	-4.556638903693862	3.0	-4.0716938535373615	1.0	-2.2397282909995826	3.0	-2.740516864860542	1.0		0.0		0.0
