run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight
samp_89	-1.3672210709614732	-4.966370471207344	2.0		0.0	-4.808013862731694	1.0		0.0	-0.6216762491554382	2.0	-4.661021548965473	1.0		0.0		0.0	-1.618490274800311	1.0	-4.136659549184546	3.0	-4.551923923997462	1.0	-7.3656948941605975	1.0	-4.676228184749456	1.0	-0.34337138672329376	1.0	-4.962054150512917	1.0
samp_90	-1.0359887160963823	-5.073930513748183	1.0		0.0	-4.9120948949787255	3.0		0.0	-0.6161479309905479	4.0	-4.764008434018797	1.0		0.0		0.0		0.0	-4.214892425260238	1.0		0.0	-7.517589383409333	1.0	-4.781448003553582	2.0	-0.34600283949162114	1.0	-5.073682236944484	1.0
samp_91	-1.2453287800484132	-5.007123857500493	1.0	-2.304769340893976	1.0	-4.847554040888844	2.0	-4.635419730564544	2.0	-0.6196237689537107	1.0	-4.700179498268979	2.0	-4.816391344097118	1.0	-5.146147605757538	1.0	-1.6105997665549148	1.0		0.0		0.0	-7.42201763418733	2.0	-4.716174230992575	1.0		0.0		0.0
samp_92	-1.5317849504925716		0.0	-2.314644078215448	2.0		0.0		0.0		0.0	-4.606021258191119	1.0	-4.722807568410494	2.0	-5.0461730441855535	2.0	-1.6286107858329	4.0		0.0		0.0	-7.289181109328932	1.0		0.0	-0.3413113419316426	2.0	-4.903206604526412	1.0
samp_93	-1.2150364851115256		0.0	-2.3032287554429	2.0		0.0	-4.644504642375653	2.0	-0.6191096164064304	2.0	-4.709697157910764	1.0	-4.825856923765932	1.0		0.0	-1.6086282693987883	2.0		0.0	-4.597328058468374	1.0	-7.435944165351984	2.0	-4.725889649972331	1.0		0.0	-5.01455148060758	1.0
samp_94	-1.140441852759249	-5.041128189804661	1.0	-2.299097767390169	1.0	-4.88045082828174	1.0	-4.66645176107392	3.0		0.0	-4.73272004482396	1.0		0.0		0.0	-1.6037529405594417	1.0	-4.191792440114957	2.0		0.0		0.0	-4.749424306768186	2.0		0.0	-5.039548569213635	3.0
samp_95	-1.9589371566368963	-4.752885779881071	1.0	-2.3070447592439667	4.0	-4.5994107912619855	1.0	-4.397590341538267	1.0		0.0		0.0	-4.57139693116017	1.0		0.0	-1.6475800137781316	2.0	-3.964630011284609	1.0	-4.3553298687766135	2.0		0.0	-4.465656171912477	1.0	-0.33210425810258437	1.0		0.0
samp_96	-0.880276968207022	-5.120747143623399	1.0		0.0	-4.9571116187613855	1.0		0.0		0.0	-4.80844666547061	3.0	-4.923926730201816	2.0		0.0	-1.5871982883139184	2.0		0.0		0.0		0.0	-4.8270045604659355	2.0	-0.34674820742157997	1.0	-5.12256380267971	3.0
samp_97	-1.5755678036692546		0.0	-2.31523247993407	2.0	-4.737439659768853	2.0	-4.530594608886455	1.0	-0.6250620915673994	2.0		0.0	-4.707880381606996	1.0	-5.030345208713305	2.0	-1.6311460111036216	2.0		0.0	-4.486033932910921	1.0	-7.268769148123762	1.0	-4.604964480256902	1.0		0.0		0.0
samp_98	-1.1641228530155614	-5.033541753663802	1.0	-2.3004567445643125	2.0	-4.873112853820507	2.0		0.0	-0.6182560346533853	2.0	-4.725474282091827	3.0		0.0	-5.173258638287233	1.0	-1.6052987464700168	1.0		0.0		0.0	-7.459289256039039	2.0	-4.742008622413572	1.0		0.0		0.0
samp_99	-1.288604976682439	-4.992808909711772	3.0	-2.306856428862757	1.0		0.0	-4.622282102040916	1.0	-0.6203401746647405	2.0	-4.686438869053947	1.0	-4.802742982032006	2.0		0.0	-1.6134194757957883	1.0		0.0	-4.575679829673454	1.0	-7.402066213603912	2.0		0.0		0.0	-4.989416645462218	1.0
