run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight
samp_09	-2.481538867742153	-5.151149921385408	2.0		0.0	-5.00727361303801	1.0		0.0		0.0	-4.965355580259223	1.0		0.0	-5.319309560840356	1.0	-1.776640478008985	1.0	-4.213622396083676	1.0	-4.72433262724393	1.0	-7.730695351269265	1.0		0.0	-0.31049054590102065	1.0	-4.082396523060784	3.0	-4.520317660076863	1.0	-5.119291529149413	1.0	-6.241735875943381	3.0
samp_10	-2.7958758463823354	-5.024139825621585	4.0	-2.4094859082143403	1.0		0.0	-4.606839965230621	3.0		0.0		0.0	-4.773921731640642	1.0		0.0		0.0	-4.09909003188679	1.0	-4.602330328251461	2.0	-7.566057573360847	2.0	-4.688880976201327	2.0		0.0		0.0	-4.398111628593586	1.0		0.0	-6.105301713511821	1.0
samp_11	-2.44268571490672	-5.166938346436016	1.0		0.0		0.0	-4.7444794063037445	2.0		0.0	-4.980880347261924	1.0	-4.9136255238499915	1.0		0.0	-1.7772309172995935	1.0	-4.227634573734797	1.0		0.0	-7.751870259490401	3.0	-4.828792065732254	2.0	-0.3129233552441564	1.0	-4.096822505595838	1.0	-4.535400351223903	2.0	-5.135089669305128	1.0	-6.258884692679568	1.0
samp_12	-2.8940840479380427	-4.984919021102734	1.0	-2.3900580575108967	1.0	-4.842959079838945	3.0		0.0	-0.5879477644735153	1.0	-4.801431696299283	1.0	-4.73541477421843	1.0		0.0	-1.751155065331817	2.0	-4.063150730995721	2.0	-4.564431295000887	1.0		0.0	-4.6503000059856605	1.0	-0.27561587850422414	1.0		0.0	-4.3601022969573595	2.0	-4.952878961436642	1.0		0.0
samp_13	-2.6344194163274675		0.0		0.0		0.0	-4.669695929309646	2.0		0.0	-4.904321375236057	2.0	-4.837645871968481	1.0		0.0	-1.7712707953961346	2.0	-4.158102402241733	2.0		0.0	-7.649109554261175	1.0		0.0	-0.2995873057835536	3.0	-4.025327805034833	3.0	-4.460855718101194	1.0	-5.05724165542541	1.0		0.0
samp_14	-2.7677046874004883	-5.035437805524314	1.0	-2.4148141092525544	3.0	-4.892961477427429	1.0		0.0	-0.5969892712039089	2.0	-4.851331577636784	1.0	-4.785011766933198	1.0	-5.201972298707296	1.0		0.0	-4.109394134871855	1.0		0.0	-7.580314795362967	2.0	-4.699990730896921	1.0	-0.2881983292832234	1.0	-3.9753327210021308	1.0	-4.409045913198684	1.0	-5.003457886282149	1.0		0.0
samp_15	-2.594182105734762	-5.105449522859191	2.0		0.0	-4.962164864474079	1.0	-4.685393859667639	1.0	-0.6064205270002349	1.0	-4.920369680977641	1.0	-4.8535782328163135	2.0	-5.2729264830136025	1.0		0.0	-4.17276211495273	1.0		0.0	-7.670305664020356	1.0	-4.768665036982397	2.0	-0.30266235293451166	1.0	-4.04038897235462	2.0		0.0	-5.073535721097023	2.0		0.0
samp_16	-2.5752857069292925	-5.113100907385352	1.0	-2.447740268593976	1.0		0.0	-4.69277024018966	2.0		0.0		0.0	-4.861065469547808	2.0	-5.2806869926165465	2.0		0.0	-4.179632931658392	1.0		0.0		0.0	-4.776167479455087	2.0	-0.3040638613162687	1.0	-4.047452936447329	1.0	-4.483867335284566	3.0		0.0	-6.200585040251787	2.0
samp_17	-2.768532417549975	-5.035106132492838	3.0		0.0	-4.8926318681306835	2.0		0.0	-0.5969289023820041	2.0		0.0	-4.784684317844857	1.0	-5.201638152364246	1.0	-1.7625642416384264	2.0		0.0		0.0	-7.579894068613982	1.0		0.0	-0.28812054099291234	3.0	-3.975019838541244	1.0		0.0	-5.003124532293785	1.0	-6.11698308124549	1.0
samp_18	-3.017443562915921	-4.936138641234117	2.0	-2.363873407066355	3.0	-4.794631324862885	3.0	-4.521357750866577	2.0	-0.5772423287088398	1.0		0.0	-4.687447877555273	1.0	-5.10155121951484	2.0	-1.7370534454595086	1.0		0.0		0.0	-7.457491096852549	1.0		0.0		0.0		0.0	-4.312657761161675	1.0	-4.904043501666518	1.0		0.0
samp_19	-2.760216366383774	-5.038445312923404	2.0	-2.416195623988904	1.0		0.0	-4.620695232581079	2.0	-0.5974754882799441	2.0		0.0		0.0	-5.2050193150801	3.0	-1.763201897855056	1.0		0.0	-4.616135448938003	1.0	-7.58412024725818	1.0		0.0	-0.288888701461096	1.0		0.0	-4.411953638779299	2.0	-5.006469932169482	2.0		0.0
samp_20	-2.6066827835754935	-5.100387538306679	4.0		0.0	-4.957164111747501	3.0	-4.6805156372975185	2.0	-0.605844788520388	1.0	-4.915379819556276	1.0		0.0		0.0		0.0		0.0		0.0	-7.663700272184469	1.0	-4.763707000872306	2.0		0.0	-4.035713068779502	2.0	-4.4716505333542065	2.0		0.0		0.0
samp_21	-3.055859856798532	-4.921073203853423	2.0	-2.3553520688991747	2.0	-4.779700916567229	1.0	-4.506677476450684	2.0		0.0		0.0	-4.672609388209504	2.0	-5.08633370689981	2.0	-1.7321105872386178	3.0		0.0	-4.502517783895663	1.0	-7.439326614061434	1.0		0.0		0.0		0.0		0.0	-4.888958403107709	2.0		0.0
samp_22	-2.5290307264378566	-5.131867998474337	4.0	-2.4546936260696373	1.0		0.0	-4.710815770256426	1.0	-0.6091456982757099	1.0	-4.946377124618688	1.0	-4.879395072271728	1.0	-5.29972813838431	1.0		0.0		0.0		0.0		0.0	-4.794515998705908	1.0		0.0	-4.064715869097442	1.0	-4.501863188377692	1.0	-5.09998234181825	1.0	-6.220846639306443	4.0
samp_23	-3.00784002328032	-4.939910427135353	1.0	-2.3659761237699164	1.0	-4.798370445163859	1.0	-4.525032617425175	1.0	-0.5781498076870981	1.0		0.0	-4.69116575450448	2.0	-5.105360760586813	1.0	-1.7382512846005587	1.0	-4.0215963156942	1.0	-4.520815366715849	4.0	-7.4620633885277075	1.0		0.0	-0.26271933355001414	1.0		0.0	-4.316329688689127	1.0	-4.907817074136087	1.0		0.0
samp_24	-2.6999127354826182		0.0		0.0	-4.919941567991836	1.0	-4.644166213478206	1.0	-0.6010544647549965	2.0	-4.878240706993562	2.0	-4.811752203416469	1.0	-5.229605388552027	3.0	-1.7674755692486102	1.0		0.0	-4.639515871073318	1.0		0.0	-4.72677323841927	1.0	-0.2942236150157113	1.0		0.0	-4.435378289846268	2.0	-5.030766971338588	1.0	-6.146470324520706	1.0
samp_25	-3.19103528202808		0.0		0.0		0.0	-4.455470982889499	1.0	-0.5588623701351774	2.0	-4.686328178630508	2.0	-4.620913209814953	3.0	-5.0334024486415085	1.0	-1.7128153468566378	5.0		0.0	-4.451482804168657	1.0		0.0	-4.535534430162655	1.0	-0.23868224711408467	2.0		0.0		0.0		0.0		0.0
samp_26	-2.8077609810793582	-5.01937637369452	3.0		0.0		0.0	-4.602230007758546	1.0	-0.5943261818437733	1.0	-4.835473136142259	1.0	-4.7692525075168115	1.0		0.0	-1.759333574640829	3.0	-4.094742398395788	2.0	-4.5977402323270615	1.0		0.0	-4.684206287311285	1.0		0.0	-3.9602987387070034	1.0		0.0	-4.98737713355971	2.0	-6.1002312238372935	1.0
samp_27	-2.5610828057484247	-5.118862755952441	1.0	-2.4499208212011214	2.0		0.0	-4.698305450728138	1.0	-0.6078555747130644	1.0		0.0	-4.866691712938255	3.0		0.0	-1.7744589197315432	1.0		0.0		0.0	-7.687895582407424	2.0		0.0	-0.3050883040913351	1.0	-4.052760089233566	3.0		0.0	-5.08697235482096	2.0	-6.206801952093794	1.0
samp_28	-2.5276165625155045	-5.132442965072116	1.0	-2.454914727050286	1.0	-4.988812342614776	1.0		0.0	-0.6091664761921025	1.0		0.0		0.0		0.0	-1.7755463687491284	1.0	-4.196943398866666	3.0		0.0	-7.705813139411654	1.0		0.0	-0.30741997295252027	2.0	-4.065247695737838	1.0	-4.50240837345295	2.0	-5.100563522402447	2.0	-6.221473934336861	2.0
samp_29	-2.4838067944485775	-5.1502250428584855	1.0		0.0		0.0		0.0		0.0	-4.964448110679067	1.0		0.0		0.0	-1.776602529760743	1.0	-4.2128011255916284	2.0	-4.723451454063159	2.0	-7.729466332532469	2.0	-4.812469705835608	2.0	-0.31034525613130104	1.0	-4.081559544799251	1.0	-4.519441217815457	1.0		0.0	-6.2407374606901	4.0
samp_30	-2.6136693918553258		0.0	-2.4416694083941617	2.0		0.0	-4.677787356790139	1.0		0.0	-4.912589565746779	1.0	-4.84585883383916	2.0	-5.264921160611748	2.0		0.0		0.0	-4.673005201643647	1.0	-7.660015308783237	2.0	-4.760930068482634	1.0	-0.3012000365001977	1.0	-4.033094211263835	2.0	-4.468927791445719	1.0	-5.065646484038172	2.0		0.0
samp_31	-2.4619689868747923		0.0	-2.4640623900374763	2.0	-5.0151152165631325	2.0		0.0	-0.6115435794379694	1.0	-4.973176471664064	1.0		0.0		0.0		0.0	-4.220687227083691	1.0		0.0	-7.741342377973935	1.0	-4.821135559198237	3.0	-0.3117273439846415	2.0	-4.089670757725571	2.0	-4.527915422349519	2.0	-5.1272498083876314	1.0		0.0
samp_32	-2.4863992284525747		0.0	-2.4607559567902793	1.0	-5.00532663235347	1.0	-4.72744133722742	1.0	-0.6107209897358278	1.0	-4.9634123225634115	2.0		0.0		0.0		0.0	-4.211864703475181	2.0		0.0	-7.728063593496991	2.0	-4.811440836613841	2.0	-0.3101748411436848	1.0	-4.080592922415639	2.0	-4.518428244200063	1.0	-5.117314842493748	2.0		0.0
samp_33	-2.7840545861224073		0.0	-2.4117428217548196	1.0		0.0	-4.611430842090805	5.0		0.0	-4.8448552221714625	2.0	-4.778568498946091	1.0	-5.195336045046928	1.0		0.0		0.0	-4.606905638278932	2.0	-7.572028402404256	2.0		0.0	-0.28667138821816407	1.0	-3.9691920407036765	1.0	-4.402697215542213	2.0		0.0		0.0
samp_34	-2.6427628534596437		0.0	-2.4368966548767443	2.0	-4.94274357323737	1.0	-4.666447763150463	1.0		0.0	-4.900998123289385	1.0		0.0	-5.252984677340567	1.0		0.0		0.0	-4.661701837158329	4.0		0.0	-4.7494028799923464	2.0		0.0	-4.022200107622702	1.0	-4.457611385600877	2.0	-5.053864864690702	2.0	-6.171195713663902	1.0
samp_35	-2.877420938502541		0.0		0.0	-4.849527733691634	1.0	-4.575241631699512	1.0		0.0	-4.807987704192717	3.0	-4.741932929029526	1.0	-5.157562878478447	1.0	-1.7528425675450003	3.0	-4.069243617115711	1.0	-4.570851376939456	1.0		0.0		0.0	-0.2773836149868128	3.0		0.0	-4.366538309543484	1.0	-4.959520603329176	2.0		0.0
samp_36	-2.8071401564637797	-5.01962422686288	2.0	-2.4073064298452214	1.0	-4.877315203766936	2.0	-4.602465752680469	1.0	-0.5943812862951728	2.0	-4.835711080196173	1.0	-4.769491431170289	4.0		0.0		0.0		0.0		0.0		0.0		0.0	-0.2844591604320912	2.0		0.0	-4.393746109188942	1.0	-4.987624353034158	2.0		0.0
samp_37	-2.7005560815844314	-5.062462303809388	3.0	-2.426999889114776	1.0	-4.919680544638712	1.0	-4.643915852847598	1.0	-0.6010191235884023	1.0	-4.8779900436108115	1.0		0.0	-5.229339814040735	1.0	-1.7674365868429658	1.0	-4.133960788795471	1.0		0.0	-7.614701455713165	1.0		0.0	-0.2941690154999945	1.0	-4.000533354314761	4.0	-4.435132993931766	1.0		0.0		0.0
samp_38	-2.6645612137258685		0.0	-2.4332276523542036	2.0	-4.934038695714636	1.0	-4.657939359177104	2.0		0.0		0.0		0.0	-5.244060690165958	1.0		0.0	-4.147105336745206	1.0	-4.653233530751428	2.0	-7.633358455076079	3.0		0.0	-0.2971735995634333	1.0	-4.014031144934796	2.0	-4.449128735101396	2.0	-5.045048755994036	1.0		0.0
samp_39	-2.6845752335009454	-5.068904056482894	2.0	-2.4298002475539775	1.0		0.0	-4.650138557454022	1.0	-0.6019084597781057	1.0		0.0	-4.817802446261787	1.0	-5.235872661636792	2.0	-1.768446833206969	2.0		0.0		0.0		0.0	-4.732841380864263	2.0	-0.2955185039216599	2.0	-4.00652732588566	1.0		0.0		0.0	-6.15308821051423	3.0
samp_40	-2.6877608105514423		0.0		0.0	-4.9247787826722655	1.0	-4.648896960764267	1.0	-0.6017320999226811	1.0	-4.883076595788342	2.0		0.0		0.0	-1.7682433041943904	1.0	-4.13863507529387	3.0	-4.644228217725141	1.0	-7.621302868886514	1.0	-4.731578401503274	1.0	-0.2952025558688307	2.0	-4.005333349304723	2.0		0.0		0.0	-6.151711240742956	2.0
samp_41	-2.6303920033043933		0.0		0.0	-4.9476846408635184	2.0	-4.671265731739963	1.0	-0.6047112151302793	1.0	-4.905926171872873	2.0	-4.839237630742667	1.0		0.0	-1.7714749119061206	3.0		0.0		0.0	-7.651219963858891	1.0	-4.754304814453145	1.0	-0.29990298279589894	2.0	-4.026835331970635	2.0	-4.462424682916346	1.0	-5.058870920822396	1.0		0.0
samp_42	-3.09313563497188	-4.90652117990005	1.0	-2.3469380589290902	1.0	-4.765265041322776	1.0	-4.49248235338098	2.0		0.0	-4.723871675058473	1.0		0.0		0.0	-1.7270866805322445	4.0	-3.9905595473725604	1.0	-4.48837576781904	2.0	-7.42188286952122	2.0		0.0	-0.25204979033782043	2.0		0.0		0.0	-4.874383863322763	1.0		0.0
samp_43	-3.2857167784499555	-4.832477119351943	1.0	-2.301426146348952	2.0	-4.691779953967033	1.0	-4.420086190045336	1.0	-0.5471839730555599	1.0	-4.650480792475589	2.0		0.0		0.0	-1.6976707321641529	4.0	-3.9211909829038443	3.0		0.0		0.0		0.0	-0.22462177781125076	2.0	-3.782496163565008	1.0		0.0		0.0		0.0
samp_44	-2.9001064293993775		0.0		0.0	-4.840591904040967	1.0	-4.566477614611407	3.0	-0.5874833328365235	1.0	-4.799064013231604	2.0	-4.733068264976455	1.0	-5.148432536327066	1.0	-1.7505222699543628	2.0	-4.060942826206887	1.0	-4.56212556685337	1.0	-7.514195981875597	1.0		0.0	-0.2749742669933545	2.0	-3.925637515109926	1.0		0.0	-4.950479768779545	1.0		0.0
samp_45	-2.7981254227485355	-5.02323574280065	1.0	-2.4090631469373798	1.0	-4.880888362531738	1.0	-4.605967805343325	1.0	-0.5949809776489335	1.0		0.0		0.0	-5.189620235290821	4.0		0.0	-4.09826799483456	1.0	-4.601464404774903	1.0	-7.564924280383866	3.0	-4.687997323502559	1.0	-0.28533710509735666	1.0	-3.96391053437325	1.0		0.0		0.0	-6.104343681454183	1.0
samp_46	-2.6590750895039	-5.079197074095084	1.0	-2.434160559672883	2.0	-4.936227343373455	2.0	-4.660081713985288	1.0		0.0	-4.894498314096078	2.0	-4.82789004279471	1.0		0.0	-1.7699468573328898	1.0		0.0	-4.655369354131386	1.0	-7.636218869855427	1.0		0.0		0.0	-4.0160917020958244	1.0	-4.45126494727736	2.0	-5.047264496945182	3.0		0.0
samp_47	-2.5746657231313845		0.0	-2.447833781157834	1.0	-4.969973819044852	2.0	-4.693006424539285	1.0	-0.6072774962772873	1.0	-4.928156404466606	1.0	-4.861309178567118	1.0	-5.280950240724276	1.0		0.0		0.0	-4.688159066199315	2.0	-7.6806645236481526	1.0		0.0		0.0	-4.047683488639689	1.0	-4.48410695605555	5.0		0.0	-6.200862229551766	1.0
samp_48	-2.4537463046256796	-5.162445014089691	1.0	-2.465153447001995	1.0		0.0	-4.740172148132202	2.0	-0.6118074624843158	2.0	-4.976461150582496	2.0		0.0		0.0		0.0		0.0		0.0	-7.745827635270013	1.0	-4.824400413793745	1.0	-0.3122424695591921	3.0	-4.09272113197772	2.0	-4.531107925263178	1.0		0.0	-6.253997179359778	2.0
samp_49	-2.875380494125202	-4.992363007056516	1.0	-2.3938629613682174	1.0	-4.850331575601528	1.0		0.0		0.0		0.0	-4.742731061029518	3.0	-5.158383290980819	1.0	-1.7530469120986494	1.0	-4.069990415336232	3.0	-4.571637039739697	2.0	-7.526371488444767	1.0		0.0		0.0		0.0	-4.367328829085801	1.0	-4.960334121601912	3.0		0.0
samp_50	-2.8970649609817594	-4.98373389269974	2.0		0.0	-4.841787408256216	1.0		0.0	-0.5877127660780076	2.0	-4.800262056496148	1.0	-4.734251839956338	2.0	-5.149656173964763	4.0		0.0	-4.062058437095491	1.0		0.0		0.0		0.0	-0.2753031082799709	3.0		0.0	-4.358950015046982	1.0	-4.951693094720053	1.0		0.0
samp_51	-2.850648713410017		0.0		0.0	-4.860094185963186	1.0	-4.585599974981096	2.0		0.0	-4.818534795191133	1.0	-4.7524170580174045	2.0	-5.168361802936265	2.0	-1.7554541575457678	2.0	-4.079040817638201	2.0	-4.581165757021105	1.0	-7.538630248118477	1.0	-4.667348097051878	1.0		0.0		0.0		0.0		0.0	-6.082028172851999	3.0
samp_52	-2.8098070769775085	-5.018556131852677	1.0	-2.4068189058070555	2.0		0.0	-4.6014316985022194	2.0	-0.5941825562653297	1.0	-4.834663019637038	1.0	-4.768447246373853	1.0	-5.184885007348243	1.0	-1.7591523937057951	2.0	-4.093989242592293	1.0		0.0	-7.559044942974411	2.0	-4.683395479926406	1.0		0.0	-3.959521795134159	1.0	-4.392709462342402	1.0	-4.9865547817410345	1.0		0.0
samp_53	-2.6975851153052663		0.0	-2.4275211672375265	3.0	-4.920866199788658	1.0	-4.64507794316049	1.0		0.0	-4.8791714656345535	3.0	-4.812671928422075	1.0		0.0	-1.7676362478015921	1.0		0.0		0.0	-7.61623531819165	1.0	-4.727695337966273	1.0	-0.294431313691488	2.0	-4.001653178888878	1.0		0.0	-5.031701808727843	3.0		0.0
samp_54	-2.6974611381250964	-5.063718391297451	1.0	-2.427510068553615	1.0		0.0	-4.645124027640686	1.0	-0.6011953160096368	1.0	-4.879221492013199	2.0	-4.812723649121216	1.0		0.0	-1.7676304151545394	2.0	-4.135083030292431	1.0		0.0	-7.616286280307136	1.0		0.0	-0.2944483960283904	3.0	-4.001695400687203	1.0		0.0	-5.031756969760272	3.0		0.0
samp_55	-2.6008570508626194	-5.102748482560157	1.0	-2.4437344332740887	1.0		0.0		0.0	-0.6061103890970626	1.0	-4.917708056276591	1.0		0.0	-5.270188721511628	2.0	-1.77285454035544	2.0	-4.170350260033402	1.0		0.0		0.0	-4.766019025590353	2.0	-0.3022001876955373	2.0	-4.037893430707522	2.0	-4.473925533770005	1.0	-5.070844045101409	1.0	-6.189428366606428	1.0
samp_56	-2.6764522891606695		0.0	-2.4312034071583977	1.0	-4.929296038436565	1.0	-4.653314718886574	2.0	-0.6023662641417429	1.0	-4.887582351761547	1.0	-4.821022076039584	1.0	-5.239197380416089	2.0	-1.7689350584609589	1.0		0.0	-4.648622147706286	1.0		0.0	-4.736059101911323	1.0	-0.2962217452700022	1.0	-4.009572871900647	1.0	-4.444496113148762	2.0	-5.040241588393131	1.0	-6.156600291396445	1.0
samp_57	-2.683359944488764	-5.0693876562655955	1.0	-2.4299996230587784	2.0		0.0		0.0	-0.6019740933750958	1.0	-4.884830655170202	2.0		0.0	-5.236369587055227	2.0		0.0	-4.140242306924819	2.0		0.0	-7.623593742191098	3.0	-4.733323805751496	2.0		0.0	-4.006985339851203	2.0	-4.4418175205050465	1.0		0.0		0.0
samp_58	-2.621489264379397	-5.094394855793459	2.0	-2.4403965868569752	1.0	-4.951239462281968	1.0	-4.674736131968708	2.0	-0.6051466091635194	2.0	-4.909472079938463	1.0		0.0		0.0	-1.7719026708852363	1.0	-4.162816560961391	1.0		0.0	-7.655902730196097	1.0	-4.757834086702222	2.0		0.0	-4.030169085824585	1.0		0.0	-5.062476417872573	2.0	-6.180441883443686	1.0
samp_59	-2.8354755768408864	-5.0082889413506075	1.0		0.0	-4.866096453151975	1.0	-4.591478875745125	2.0	-0.59236760917271	2.0	-4.824522964600654	1.0	-4.7583670022066205	3.0	-5.17449503868593	1.0	-1.7568689139324978	1.0		0.0	-4.5870294599678845	2.0	-7.546190566718946	1.0		0.0		0.0	-3.9498874290463912	1.0	-4.38276697892171	2.0		0.0		0.0
samp_60	-2.8738527959103974	-4.992967822740474	1.0		0.0	-4.850931741553456	3.0		0.0	-0.5895281357391252	1.0	-4.809386520241914	1.0		0.0	-5.159001153837894	2.0	-1.7531957302829755	3.0	-4.070546439423679	1.0	-4.572218286361651	1.0	-7.527121819580882	2.0	-4.658225315666585	1.0		0.0		0.0		0.0	-4.9609390477305215	1.0	-6.072214470653969	1.0
samp_61	-2.575224550476108	-5.113130451070028	1.0		0.0	-4.96974899874258	2.0		0.0	-0.6071862982325397	1.0	-4.927932079818466	1.0	-4.861087275694486	3.0	-5.280714989607859	1.0	-1.7739301505732499	1.0		0.0		0.0	-7.680366930247351	1.0	-4.776183219328661	1.0	-0.30407493218637194	1.0		0.0	-4.483895267217758	2.0	-5.08123218093683	2.0	-6.200617929812573	1.0
samp_62	-2.773006582690229	-5.033310496284878	1.0	-2.413814454322237	1.0	-4.890855328824369	2.0	-4.615729326532482	1.0	-0.5966353369116065	1.0		0.0		0.0		0.0	-1.7622050071489863	3.0	-4.107462655092728	2.0	-4.611182971914388	1.0		0.0		0.0		0.0		0.0	-4.4069840230821615	4.0		0.0	-6.115067959983071	2.0
samp_63	-2.709250283399276	-5.0589567095324774	1.0	-2.4254535626065996	2.0		0.0	-4.640531194553356	1.0	-0.6005206127576376	1.0	-4.874535957745656	1.0	-4.80806467329937	2.0	-5.225794211473197	1.0		0.0	-4.130773991254192	1.0	-4.635896501050291	1.0	-7.6102058884891255	1.0	-4.723080191526704	3.0		0.0		0.0		0.0	-5.026993225124372	1.0	-6.142445229017613	2.0
samp_64	-2.8463145413507154	-5.003959523165685	1.0	-2.399679807066013	1.0		0.0	-4.587280415539602	3.0		0.0	-4.8202465357856825	1.0	-4.754119009047043	1.0	-5.17011495403192	2.0		0.0	-4.080630611590967	2.0	-4.5828477332484185	1.0		0.0	-4.669040617881896	1.0	-0.2805871469781129	2.0	-3.9458195873227027	1.0		0.0		0.0	-6.083860969344014	2.0
samp_65	-2.890380047274279		0.0	-2.3908150797588146	2.0	-4.844418743995936	1.0	-4.570232537841545	1.0	-0.5882446574271852	2.0		0.0	-4.736865039599648	2.0	-5.152344023801123	2.0		0.0		0.0	-4.565859895354233	2.0	-7.518977385183941	1.0	-4.651752151110154	1.0	-0.27601661330677174	2.0	-3.9292872727175463	1.0		0.0		0.0	-6.065250898307923	1.0
samp_66	-2.615265218441168	-5.096914696280851	2.0	-2.441413702417391	1.0	-4.95372055057217	3.0		0.0	-0.6054481564603617	2.0		0.0		0.0	-5.26427615313253	2.0		0.0		0.0		0.0	-7.65917719468331	1.0	-4.760309396145727	3.0	-0.3010825688026988	1.0	-4.032502774695813	1.0		0.0	-5.065004040491339	1.0	-6.183152682523214	1.0
