run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight
samp_55	-5.556129116299011	6.475471687191164	0.05091120334141713	-4.365247108300229	1.0	-8.060365256223117	1.0	-1.53173876668932	1.0	-5.250515216269217	1.0	-4.936313168423734	1.0		0.0	-7.735358117144489	1.0	-4.4921548966142035	1.0	-5.58982086351704	3.0		0.0		0.0		0.0	-5.950796198619137	1.0		0.0		0.0	-10.536005620335619	1.0	-5.8906611581225015	2.0		0.0		0.0	-5.417616151752412	1.0	-11.767903401344805	1.0	-1.9544621098668526	1.0		0.0	-8.751598216849345	1.0	-10.340009831352493	2.0		0.0	-3.6157755452568305	2.0	-8.022822497243071	1.0	-10.512985202540445	1.0	-11.469313206053167	4.0	-9.61612905404803	5.0		0.0		0.0		0.0	-7.901275282661436	3.0		0.0	-11.513573636241151	1.0	-6.2604770957744105	3.0	-6.778624461241461	1.0		0.0	-8.481798771491663	1.0	-4.431916128005277	1.0		0.0	-3.811879605826193	1.0
samp_56	-5.356299193509089	6.47328388499335	0.0966462820296532	-4.374896746078932	2.0	-8.138033678903843	1.0	-1.532602613655697	1.0	-5.272540811057409	2.0	-4.9522140134571995	2.0		0.0	-7.8056872262730606	1.0	-4.502933572881427	2.0	-5.618977744438649	1.0		0.0		0.0	-11.997264304305975	1.0	-5.98852162795676	2.0	-10.915094815105462	1.0		0.0		0.0	-5.926115831465825	1.0		0.0		0.0		0.0	-11.824798250255995	1.0		0.0	-10.873789366591193	2.0	-8.831913302684116	1.0	-10.41063093364449	2.0	-5.878551220257698	1.0	-3.620608708414645	1.0	-8.11203819190004	1.0	-10.58354517014471	3.0		0.0		0.0	-10.865335733251909	2.0		0.0		0.0		0.0	-3.179237475117693	1.0	-11.573125645578074	1.0		0.0	-6.839112426574906	5.0	-10.690351088812571	2.0	-8.586314049975753	2.0	-4.442163357498129	1.0	-10.87882330452542	1.0		0.0
samp_57	-5.406254506270046	6.638854498492364	0.035282524910508956	-4.369973624049342	1.0	-8.194477974243568	2.0	-1.531869880716678	1.0	-5.260666528774607	1.0		0.0	-4.75590936939979	1.0	-7.852539893397063	1.0	-4.498021245415662	2.0	-5.606684367057531	1.0	-3.722434790410294	1.0		0.0	-12.097140266381267	3.0		0.0	-11.013057614930442	2.0		0.0	-10.675929742034082	1.0	-5.91836037918993	1.0		0.0		0.0		0.0		0.0		0.0	-10.971602764725558	2.0	-8.90704043311298	1.0	-10.508407706028757	3.0	-5.867585464104353	2.0		0.0		0.0		0.0	-11.627647684654427	2.0		0.0	-10.964250672847964	2.0		0.0		0.0	-8.03831144803965	2.0	-3.1765076085960136	2.0	-11.672954309950494	3.0	-6.302273785793837	2.0	-6.848960186287064	1.0		0.0	-8.655539814847081	2.0		0.0	-10.97971581044675	2.0		0.0
samp_58	-5.6392564717029	6.27478287607452	0.1369707846692438	-4.370087459944894	1.0	-7.977629051826275	1.0	-1.5325221728414384	2.0	-5.259395486357396	2.0	-4.939903232797464	3.0	-4.757624532802134	1.0		0.0	-4.496600131199068	1.0		0.0	-3.725035340841802	3.0	-10.917811377194258	2.0	-11.807552681798128	2.0		0.0	-10.744098306192395	1.0	-4.8491704370100575	5.0		0.0	-5.8882055012204475	1.0	-6.082651695703012	1.0	-4.025511428323443	1.0		0.0	-11.649455895167991	1.0		0.0	-10.70283293447565	1.0		0.0		0.0	-5.8445610467700675	1.0	-3.6187429744565276	1.0	-7.937497251201699	1.0		0.0		0.0	-9.493723134013408	1.0	-10.681211339043822	1.0		0.0	-7.694508596551172	1.0	-7.821283779772646	2.0		0.0	-11.39173295740134	2.0	-6.249758770397222	1.0	-6.747608205351989	2.0	-10.487138153320448	1.0	-8.37245127190529	1.0		0.0		0.0		0.0
samp_59	-5.5230760986534975	6.5448683406252055	0.002388172465904826		0.0		0.0		0.0	-5.243701979383428	1.0		0.0	-4.745312159768389	1.0	-7.7468475206801894	1.0		0.0	-5.582448416286601	3.0		0.0		0.0		0.0	-5.944360680722978	1.0	-10.882500360824505	1.0	-4.8421372256416495	2.0	-10.555409944692078	1.0	-5.884714959894479	1.0	-6.084200229480864	3.0		0.0	-5.4120570609216605	1.0	-11.790481079587655	2.0	-1.953447963751338	2.0	-10.841118915418308	2.0	-8.77209434822426	1.0		0.0	-5.836097703895017	1.0	-3.6141091889148678	3.0	-8.03831972702573	1.0	-10.53820566300268	1.0	-11.492382912881135	1.0	-9.64003420241799	2.0		0.0		0.0	-7.783024028535736	3.0		0.0	-3.174411518206806	2.0		0.0	-6.255334994974939	2.0		0.0	-10.644498896652161	2.0		0.0	-4.428672948813297	1.0	-10.832144685025442	2.0		0.0
samp_60	-5.904937783644143	6.243844850055985	0.08496943067070274	-4.358035852658521	2.0		0.0		0.0		0.0	-4.919966955020885	2.0	-4.7406684269087584	3.0		0.0	-4.483052804699286	2.0	-5.561477463578199	1.0		0.0	-10.830662376983627	3.0		0.0	-5.904886350612404	3.0		0.0	-4.830695326094622	2.0	-10.34051758943351	2.0	-5.846600872333022	1.0	-6.035367872218761	1.0	-4.0172252155549995	2.0		0.0	-11.547201248020976	1.0	-1.9560217737115733	1.0	-10.595058552113626	2.0	-8.518757414246686	1.0		0.0		0.0	-3.612691925415001	1.0		0.0		0.0	-11.237353227356612	3.0	-9.347973533597152	1.0	-10.557547153253493	1.0		0.0		0.0	-7.712712558849189	1.0	-3.1755232545818814	2.0		0.0		0.0	-6.679192783744861	1.0	-10.33761206190473	2.0	-8.225873065420659	1.0	-4.42405723879988	1.0		0.0	-3.809151986482237	1.0
samp_61	-5.308731139703714	6.711296736048375	0.023472038646863425	-4.372452355375161	1.0		0.0	-1.5321893978296013	2.0		0.0	-4.951605872100443	1.0		0.0	-7.910665184793376	2.0		0.0		0.0	-3.723453602431896	2.0		0.0	-12.16784488870088	2.0	-5.9941975567858385	2.0	-11.076740560055992	2.0		0.0		0.0	-5.932258427151573	1.0	-6.142307148263532	1.0	-4.016902597797393	2.0	-5.441692122444813	2.0		0.0	-1.9534442185354295	1.0	-11.035214816162679	2.0		0.0		0.0		0.0	-3.619164377276953	4.0		0.0	-10.753399681902259	2.0	-11.694631822198374	2.0	-9.852293967160943	1.0	-11.031236400971045	1.0		0.0	-7.9778458186925185	1.0	-8.10778785302143	1.0	-3.1769369368755673	2.0		0.0	-6.323701379539044	1.0	-6.885938950267778	1.0	-10.86165421856755	2.0	-8.738692883297878	1.0		0.0	-11.052393903896995	2.0		0.0
samp_62	-5.389156157180003	6.661060361319179	-0.04800759821519304	-4.362715176433856	2.0		0.0		0.0	-5.2444285883088995	1.0		0.0	-4.745443254256269	2.0		0.0		0.0	-5.585618697692531	1.0	-3.7182872394081663	1.0	-11.111206599193512	1.0	-12.036832550074708	2.0	-5.9530281145051696	1.0	-10.953502954504023	1.0		0.0		0.0		0.0	-6.096075376153065	1.0	-4.01068217012844	1.0	-5.415969448385542	1.0	-11.86424075870504	1.0	-1.9526090431697642	3.0	-10.912072642014135	1.0	-8.850702692303555	2.0	-10.447098249078236	1.0	-5.8424972209954635	2.0	-3.6143097302778346	1.0		0.0	-10.620913435728037	1.0	-11.567464877897326	1.0		0.0		0.0	-10.129024395618972	2.0	-7.853365785784496	2.0	-7.9856781796413205	1.0	-3.173921987984272	1.0		0.0	-6.270362223857493	1.0	-6.8091975540718375	2.0		0.0	-8.596263230769628	2.0	-4.429318912797199	1.0	-10.917422472460762	2.0	-3.809408229070258	2.0
samp_63	-5.3933161990271055	7.085784129292099	-0.06416880763309099	-4.368970679456771	2.0	-8.44163635106576	3.0		0.0	-5.252016771791506	1.0	-4.948316899191557	1.0		0.0	-8.060028177166439	2.0	-4.497931176485961	2.0	-5.599598724821408	1.0		0.0		0.0		0.0	-5.983093699914501	1.0		0.0	-4.857383094482197	1.0	-11.00102680794884	1.0		0.0		0.0		0.0	-5.43410578384983	2.0	-12.267689498521108	3.0	-1.950974036866729	3.0	-11.31037745752421	1.0	-9.209517358669176	3.0	-10.857111507837764	4.0	-5.865307277124123	1.0	-3.617605586414717	1.0		0.0		0.0		0.0	-10.117324403088833	1.0		0.0		0.0		0.0		0.0		0.0	-12.020257681246619	1.0	-6.319641486813846	1.0		0.0	-11.143826670616562	3.0	-8.966387901733802	1.0	-4.436018542567087	2.0	-11.336925165993128	2.0		0.0
samp_64	-5.384700420143675	6.675597814406733	-0.0286569058227357	-4.364989996081351	1.0	-8.170806959369198	2.0		0.0		0.0		0.0	-4.748580101197114	1.0		0.0		0.0	-5.592301483378177	1.0	-3.7194901491585814	2.0		0.0	-12.071546008486704	1.0	-5.962248182322097	1.0		0.0		0.0		0.0	-5.9020118024016615	2.0	-6.106441354024181	1.0		0.0	-5.421868020685581	1.0	-11.89808009235628	2.0	-1.9527807875353962	3.0		0.0		0.0		0.0		0.0	-3.6154537522543557	2.0	-8.141748812772704	2.0	-10.656101887486196	1.0		0.0	-9.756019828649432	1.0	-10.937968485275388	2.0	-10.16419043503662	1.0		0.0	-8.013808077237377	3.0		0.0		0.0	-6.28221991629898	3.0	-6.826225808933504	3.0	-10.763626574276834	1.0	-8.62994493257037	3.0	-4.431739830061458	2.0		0.0	-3.8107255301509184	2.0
samp_65	-5.7927874773001475	6.523987688338167	0.027395214249294222	-4.35950670719589	2.0		0.0	-1.5311735713730041	1.0	-5.236991394200305	1.0	-4.927511824678288	2.0	-4.741449439952028	1.0	-7.704161910557988	2.0	-4.485913629324391	1.0	-5.572598155557383	4.0	-3.7172544721134084	2.0	-11.043155798876164	1.0		0.0	-5.9299687713656555	1.0		0.0	-4.83770840622307	2.0	-10.549948459198083	3.0	-5.871400270997167	2.0	-6.067891461875147	1.0	-4.011105857859324	1.0	-5.404032302302064	2.0		0.0	-1.953328421501714	2.0	-10.824916860136701	2.0		0.0		0.0		0.0		0.0		0.0	-10.497700193500219	1.0		0.0		0.0	-10.801914209302387	1.0		0.0	-7.7205727103843484	1.0		0.0	-3.173687655556463	1.0	-11.517818411422272	1.0		0.0		0.0	-10.603456994627432	2.0	-8.419701488252983	1.0	-4.425838720342618	2.0		0.0	-3.8081525050978837	1.0
samp_66	-5.629369269719471	6.325666508634718	0.11049710664170888	-4.367847118982187	2.0	-7.992621322943631	1.0	-1.5322253003984145	1.0	-5.255303240147515	4.0	-4.937539237958734	2.0		0.0	-7.677810693792022	1.0		0.0	-5.592047944498635	1.0	-3.723306084148262	2.0	-10.94069930263951	1.0	-11.833457779861146	1.0		0.0	-10.768325802200973	2.0	-4.846947306664152	1.0	-10.451862330604456	1.0		0.0	-6.081726425112844	1.0		0.0	-5.418108590822554	1.0		0.0		0.0	-10.727026070596182	4.0	-8.666349887577033	1.0		0.0	-5.841770952786797	1.0		0.0	-7.952507665050333	1.0	-10.409352922631829	1.0		0.0		0.0		0.0	-9.91331273432921	1.0		0.0	-7.835218841471309	1.0		0.0	-11.417037648176342	2.0		0.0	-6.751638149086171	2.0	-10.514037111595895	1.0	-8.392027220304117	2.0	-4.4345469129244055	1.0	-10.699204977428012	1.0	-3.8145005011696993	3.0
samp_67	-5.539488081827171	6.551654129047703	0.032648572963603496		0.0		0.0		0.0	-5.250090362077434	2.0	-4.9373251834930905	1.0	-4.749493973768788	1.0	-7.770126680328913	1.0	-4.492344308708767	4.0		0.0	-3.720225867458301	1.0	-11.08150416798608	1.0	-11.99311432606591	2.0		0.0	-10.917923267232535	3.0	-4.846742005242251	1.0	-10.589651039845506	1.0		0.0	-6.095987264719964	1.0	-4.014744571016873	1.0		0.0	-11.826122087738938	1.0	-1.9537789406853086	1.0	-10.8764987362536	1.0	-8.802135605314756	1.0	-10.400878018384523	1.0	-5.846126021974133	1.0	-3.615645142949354	1.0	-8.064375328560756	3.0	-10.574485024045439	1.0		0.0	-9.674060166836496	2.0	-10.863400284522243	1.0		0.0	-7.807680567980378	1.0		0.0	-3.175398155063727	2.0	-11.572906308669184	1.0	-6.268473204190526	3.0		0.0		0.0		0.0		0.0	-10.869058086671352	2.0	-3.8114149496288547	1.0
samp_68	-5.5356797763503005	6.380689621981875	0.09969855235589825		0.0	-8.039279593406002	1.0	-1.5322648410873572	1.0		0.0	-4.941409591329621	2.0	-4.7565097062029915	1.0		0.0	-4.4964511789137	2.0		0.0	-3.7237571287055746	1.0	-10.98441596073184	1.0	-11.888308756264534	1.0	-5.958471314687289	1.0	-10.817815617150352	2.0	-4.850488062371748	1.0	-10.494998167716526	1.0	-5.897652720575875	2.0	-6.0957661935843	2.0	-4.022092676191325	1.0		0.0		0.0		0.0	-10.776551696812017	1.0	-8.721746187419	2.0		0.0		0.0		0.0	-8.003293737059424	1.0	-10.46967368436963	1.0	-11.42528563351267	2.0	-9.577813547380462	1.0	-10.760711970450757	1.0		0.0	-7.755632927302282	1.0	-7.8835165457314895	1.0	-3.178140583613504	2.0	-11.46946238206412	1.0	-6.266142559499554	1.0	-6.777737477574495	1.0	-10.575134578546344	2.0	-8.455861214309191	2.0	-4.436320427138608	2.0	-10.761488807318349	1.0	-3.8150645502403178	1.0
samp_69	-5.667862146254559	6.389557045094441	0.03343578716078737	-4.359086078093821	2.0		0.0		0.0	-5.237085263189729	2.0		0.0	-4.741764305632785	1.0	-7.654580293295384	1.0	-4.4849332915375575	1.0	-5.570483897550448	1.0		0.0	-10.926600238217842	2.0		0.0	-5.922822452570891	2.0	-10.751583636712025	1.0	-4.8351519017312174	4.0	-10.43736618776957	1.0		0.0		0.0	-4.01400509671411	1.0	-5.400174020152868	1.0		0.0	-1.9545070008233956	2.0	-10.710218631524837	1.0	-8.641286198213468	2.0		0.0	-5.818187081038958	2.0	-3.61278090341338	1.0	-7.92459551764395	1.0	-10.387348256540404	1.0	-11.35631489431386	1.0	-9.494051180090395	2.0	-10.687754310498265	1.0	-9.888950584767432	2.0	-7.67763609574489	2.0		0.0	-3.174480351916555	1.0	-11.39975484146079	1.0		0.0		0.0	-10.491851585332244	2.0	-8.36054588493747	1.0		0.0		0.0	-3.8086411303445216	1.0
samp_70	-5.449517340368459	6.499125120445209	0.01935543810356605		0.0		0.0	-1.5316391499376831	1.0	-5.249355129452762	2.0	-4.935584728710122	2.0		0.0		0.0	-4.491413137751158	1.0	-5.589172244801062	1.0	-3.720120285711939	1.0		0.0		0.0		0.0	-10.859182875784589	1.0	-4.845078138375546	1.0	-10.530823048416812	1.0		0.0		0.0	-4.015418870050223	2.0	-5.417008800091897	1.0		0.0	-1.9541306516419197	1.0	-10.817904824472903	2.0	-8.764719997116124	1.0	-10.346238470927371	3.0	-5.843367172986954	2.0		0.0		0.0	-10.518950978814951	1.0	-11.469383120360613	2.0	-9.625491140444101	3.0	-10.805644019989906	1.0	-10.027219560957068	1.0	-7.78809832291992	3.0		0.0	-3.1755017678185546	1.0	-11.514086908511167	1.0	-6.262831856843871	1.0	-6.784957354293284	2.0	-10.625164130260622	2.0		0.0	-4.431136185696151	1.0	-10.81269057293601	1.0	-3.811253528416461	1.0
samp_71	-5.629615581309999	6.616198304323875	-0.038937401694394	-4.357551050094558	2.0	-8.066482205973754	3.0	-1.5308907772992844	1.0	-5.232710216826872	1.0	-4.925659836935412	1.0		0.0		0.0		0.0	-5.568980807137413	1.0	-3.7156362959784164	1.0	-11.071838162950169	2.0		0.0	-5.929175136538137	1.0	-10.904138768465648	1.0		0.0	-10.579370783249463	1.0	-5.87077419318948	3.0		0.0	-4.007706418410417	2.0		0.0		0.0	-1.9523353785439	2.0	-10.86260936043307	1.0	-8.769125661484573	1.0		0.0	-5.820990220584618	1.0	-3.611750665107978	1.0	-8.023665289473506	3.0	-10.552481089590419	1.0	-11.513782499617944	2.0		0.0		0.0	-10.052465159801269	1.0	-7.763802029166633	1.0	-7.900245198833467	1.0	-3.172424599583175	1.0	-11.558004963142386	2.0	-6.23845795440221	1.0	-6.761034042253709	2.0	-10.658900297576665	3.0		0.0		0.0		0.0		0.0
samp_72	-5.576507500406229	6.4934130508232215	0.00994465920344488	-4.360694290861691	2.0		0.0	-1.5313119634275352	1.0		0.0	-4.929216604347176	1.0		0.0	-7.712536321564663	1.0		0.0		0.0		0.0	-11.004128921837307	1.0		0.0	-5.9357936434197605	3.0	-10.836362073399982	2.0	-4.839213140823477	1.0	-10.513657065996194	1.0	-5.876445135134223	3.0	-6.07386349505341	3.0	-4.01270478116877	1.0	-5.407173330132403	1.0		0.0	-1.9537087332422303	2.0	-10.794992852135978	2.0		0.0	-10.312550090272437	2.0		0.0		0.0		0.0		0.0	-11.444400340346034	1.0	-9.588490978139966	2.0	-10.778382524371587	1.0	-9.989295010786996	2.0	-7.743311323139698	2.0		0.0	-3.1742534995588283	2.0		0.0		0.0	-6.758070003123959	1.0	-10.59117279687049	3.0	-8.451004936981647	1.0	-4.427098450815992	2.0		0.0		0.0
samp_73	-5.543192955351198	6.660658283888946	-0.05818482599109369		0.0	-8.099841694881102	1.0		0.0	-5.234387819105593	2.0	-4.927597911987244	1.0		0.0		0.0	-4.485143242140296	1.0	-5.571994846208545	1.0		0.0	-11.097640581098267	1.0	-12.010750226961717	2.0		0.0		0.0	-4.8378279181172426	1.0	-10.604885735441737	1.0	-5.876138640375714	1.0	-6.075982484761931	1.0	-4.007493186794815	3.0	-5.404724365354348	3.0	-11.843341851406707	3.0	-1.9520774069856568	2.0	-10.892767927780866	1.0		0.0		0.0	-5.825582571344814	1.0		0.0	-8.060856667774308	4.0		0.0		0.0		0.0	-10.87994362806766	3.0	-10.093843726434647	2.0		0.0	-7.935305832678242	1.0	-3.172473083112744	1.0		0.0	-6.24698569690857	1.0	-6.776654784897981	2.0	-10.697661866846559	1.0	-8.535195848087778	1.0		0.0	-10.886141268529512	1.0	-3.806821735501707	1.0
samp_74	-5.3890854251077025	6.5678720498189636	0.07086825757981058	-4.372823216931556	1.0		0.0	-1.5323180554421159	3.0	-5.2675897110588155	1.0		0.0		0.0	-7.839185593571722	3.0	-4.500980677617107	2.0	-5.614537470035566	1.0	-3.7243753378681537	1.0		0.0	-12.06328276902612	1.0	-5.986951212679237	1.0		0.0	-4.858703304741108	1.0	-10.643909298010168	1.0		0.0	-6.13101279132091	1.0	-4.020087262107753	1.0		0.0		0.0		0.0		0.0		0.0	-10.475497495799427	1.0	-5.875524028395298	1.0	-3.6194555579019707	1.0		0.0		0.0	-11.59386377924148	1.0	-9.751667190098829	1.0	-10.930838367510322	1.0	-10.15831740062441	3.0	-7.895001580374049	2.0	-8.024097960707014	2.0	-3.177881530628892	2.0	-11.639129526492164	1.0	-6.308663191197936	2.0	-6.850416036828608	2.0	-10.756457583731379	1.0		0.0	-4.440023713448182	2.0		0.0	-3.8159417642925244	3.0
samp_75	-5.377029329219412	6.316598794087456	0.09681371263119037	-4.371229091946919	1.0		0.0	-1.5325184067498236	1.0	-5.263900145027403	2.0	-4.943111869545281	3.0	-4.759482115363426	1.0		0.0	-4.498129060497954	3.0	-5.603669586692249	2.0	-3.7252119212797346	3.0		0.0		0.0		0.0		0.0		0.0	-10.436987230436023	1.0	-5.900219821613836	2.0	-6.097937914966743	1.0		0.0		0.0	-11.669360683072721	1.0	-1.9567953364023252	1.0	-10.721475511014027	1.0		0.0		0.0		0.0	-3.619085248608166	2.0	-7.993817073290005	1.0	-10.422917875131981	1.0	-11.370932562748603	1.0	-9.539987991154437	1.0	-10.708613194575005	1.0		0.0	-7.751937540172987	2.0		0.0	-3.1792935272430114	1.0	-11.415486139675206	2.0		0.0		0.0	-10.528235424421046	3.0	-8.446360299259611	3.0	-4.438147574515946	1.0	-10.714441619440903	2.0		0.0
samp_76	-5.682204495884287	6.435390709118745	0.07137012852472667		0.0	-8.023718323644971	4.0	-1.5316851883260993	1.0		0.0		0.0		0.0		0.0	-4.4910210234411565	1.0		0.0	-3.7205278615153574	3.0	-11.005079721281874	4.0	-11.899780389806697	2.0	-5.94307365069033	2.0	-10.832647639493878	1.0		0.0	-10.514205493727399	1.0	-5.883377081467897	1.0	-6.080276194102464	3.0	-4.016875089976338	1.0	-5.413731803031376	1.0	-11.740041420095215	1.0		0.0		0.0		0.0	-10.299545565373037	1.0	-5.836643275420394	1.0	-3.615448069195091	1.0		0.0	-10.472692643650937	1.0	-11.43945513629338	2.0	-9.572805801408537	1.0		0.0	-9.972686623893695	2.0	-7.730148845221354	1.0		0.0	-3.1760064073394374	1.0	-11.48318349452828	2.0	-6.248994081896963	1.0	-6.759248000362638	1.0		0.0		0.0	-4.430968902201914	1.0	-10.764351339986616	1.0	-3.8116362121069995	1.0
samp_77	-5.7483292713106575	6.589499166013999	5.541789937307989e-05	-4.358778589317617	5.0	-8.053772811919732	1.0		0.0	-5.2351448540862675	4.0	-4.927226104386244	1.0		0.0	-7.728909453985301	2.0		0.0		0.0		0.0	-11.08037063068922	1.0		0.0	-5.930925857969673	1.0	-10.907612594630397	3.0		0.0	-10.586850087929399	1.0	-5.872519285107249	1.0		0.0		0.0	-5.403758729856844	1.0	-11.81716756191296	1.0	-1.9526858203336344	2.0	-10.865957951883066	1.0	-8.753461148887524	1.0	-10.371147753188358	1.0	-5.8230714389998495	4.0	-3.612415946858052	1.0		0.0		0.0		0.0	-9.634740661279665	1.0		0.0		0.0		0.0	-7.884952034748934	1.0	-3.1730098932811086	1.0	-11.56045893533103	1.0	-6.2390424049401405	2.0	-6.758082456943616	1.0	-10.652148498445271	2.0		0.0		0.0		0.0	-3.807382576554328	3.0
samp_78	-5.478761421290802	6.755351909828804	-0.05815230433067329		0.0	-8.180111503146906	3.0		0.0	-5.241035561665757	2.0	-4.934247158517899	1.0		0.0		0.0	-4.489274098471841	1.0	-5.582027456637315	1.0	-3.7174533118843556	1.0	-11.188830596618082	1.0	-12.112952028471645	1.0	-5.950889696146581	4.0	-11.030458747974771	2.0		0.0		0.0		0.0	-6.095402910269501	2.0		0.0	-5.414515385519317	1.0		0.0	-1.9518775682729568	2.0	-10.98891496813207	1.0	-8.90336349595753	1.0	-10.521143281717313	3.0	-5.8393791266370165	1.0		0.0	-8.145766501894473	2.0	-10.695936321854997	1.0	-11.644881485753388	1.0	-9.789266056495089	2.0	-10.980252305982475	1.0	-10.200351721768236	1.0		0.0	-8.015978810627134	1.0	-3.173198874599573	1.0		0.0	-6.2698393090252305	1.0	-6.815501990714554	1.0	-10.803688580889174	1.0	-8.638965480281264	1.0	-4.428448943252352	2.0		0.0		0.0
samp_79	-5.4944439194077	6.625500359523542	-0.01673177165148282		0.0		0.0	-1.531348640232192	2.0		0.0	-4.934156164508174	1.0	-4.745452333732218	1.0	-7.786005173388719	1.0		0.0	-5.584422292063695	3.0		0.0		0.0	-12.022141533147673	1.0	-5.949878195202691	1.0	-10.943874600499225	1.0		0.0	-10.61261539048046	1.0		0.0		0.0	-4.011290988407754	1.0	-5.414766192577993	1.0	-11.85303497584539	2.0	-1.9528511560789936	1.0	-10.902429554113032	2.0	-8.828267375213292	2.0	-10.430681851618646	1.0	-5.840115522538211	1.0	-3.6142913721621626	1.0	-8.08573985381244	1.0	-10.60456698292104	2.0	-11.555784634953156	1.0	-9.70318689847487	1.0	-10.891225196560079	2.0		0.0	-7.825944976326586	1.0	-7.959996739547065	2.0	-3.174087913656549	1.0	-11.600602476349486	2.0	-6.264760393847589	2.0	-6.797624088335168	2.0	-10.711505858122553	3.0		0.0		0.0		0.0		0.0
samp_80	-5.635409968006951	6.347103104346975	0.11559739213083572	-4.368829229501834	2.0	-8.009463095313576	1.0	-1.5322798117995067	1.0	-5.257443336814593	2.0		0.0	-4.755620983551972	1.0	-7.692834509005265	2.0	-4.495573869528083	1.0	-5.595288023821695	1.0		0.0	-10.965424155004333	2.0	-11.859891836829568	1.0		0.0	-10.793756046996695	1.0	-4.84880149505805	2.0	-10.476010473985827	1.0	-5.891171622617512	1.0	-6.087456480390751	1.0		0.0	-5.421167939496176	2.0		0.0		0.0		0.0	-8.686891525130342	2.0		0.0		0.0		0.0	-7.96940710886533	1.0	-10.435901818597253	3.0	-11.399519278103389	1.0		0.0		0.0	-9.939205932179382	2.0	-7.722780383199087	1.0	-7.851378551991799	3.0		0.0	-11.443233807365782	1.0	-6.256012098757412	3.0	-6.761160837341177	3.0		0.0	-8.412075110534717	1.0		0.0		0.0	-3.814958599337445	1.0
samp_81	-5.410614103211453	6.7286626739213355	0.01750748087652839	-4.369685942778996	1.0	-8.243258225999465	3.0		0.0		0.0		0.0	-4.754862295908418	2.0	-7.894091746453318	2.0		0.0		0.0	-3.7218590303826407	2.0		0.0	-12.169292426857455	1.0	-5.9819872881489555	1.0	-11.082817957544155	1.0		0.0		0.0		0.0	-6.1291400407957815	3.0	-4.014517318961267	2.0	-5.434333736534558	2.0	-11.994496470701662	1.0		0.0	-11.041282933750358	1.0		0.0		0.0	-5.868473650732747	2.0	-3.617801261352481	1.0	-8.215944084149644	1.0	-10.754789583828515	2.0	-11.698966328232395	2.0	-9.85010644957107	1.0	-11.035370150209413	1.0	-10.26177808292957	1.0		0.0		0.0	-3.1759401095649675	1.0	-11.744475085566096	2.0	-6.308308220693376	1.0	-6.8658401442518215	1.0		0.0	-8.71630362911035	1.0	-4.436724697387533	2.0	-11.053298727076163	1.0	-3.8133409158415104	2.0
samp_82	-5.377089049211598	6.7177476132799425	-0.01913396757670282	-4.366918589481945	1.0	-8.211162342876706	1.0		0.0	-5.253168335981129	1.0	-4.942367771177522	1.0	-4.751035963398618	1.0		0.0	-4.494840682722415	1.0		0.0		0.0		0.0	-12.124463019368811	2.0	-5.971206479205654	1.0	-11.037714857893645	2.0		0.0	-10.698435082751908	1.0		0.0	-6.1171096376326215	1.0	-4.012705543831068	1.0	-5.427297561625995	3.0	-11.949609215670371	1.0	-1.9527356428362415	2.0	-10.996219037461714	1.0	-8.929253417014124	1.0	-10.534943302329525	2.0	-5.858614882803191	1.0	-3.6164172373144967	1.0		0.0	-10.709397814135551	1.0	-11.653638254248877	1.0		0.0		0.0	-10.217298236657571	2.0	-7.920772471946205	2.0	-8.053999664496313	2.0		0.0	-11.699140022201474	1.0	-6.294696208575339	2.0		0.0	-10.817296248298845	1.0		0.0	-4.433804136057336	1.0	-11.007469379551535	2.0	-3.811744437254963	3.0
