run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight
samp_83	-5.587572436778191	6.563764978257472	0.08229274125875172	-4.369643882629799	3.0		0.0		0.0		0.0	-4.944800266232012	2.0	-4.755729574386166	3.0	-7.804928027093642	3.0	-4.497405897774687	2.0	-5.603211663599112	1.0	-3.7226760748335996	3.0	-11.13913158640819	2.0	-12.051289701774653	3.0		0.0		0.0	-4.853676040749775	2.0	-10.64623195001966	2.0		0.0	-6.113537626816805	1.0	-4.017838390234684	1.0	-5.430335889555775	1.0		0.0		0.0	-10.934233747304665	1.0		0.0	-10.457926974594722	1.0	-5.861051099479812	1.0		0.0	-8.102208739907445	2.0	-10.632175643236774	2.0	-11.586808371007475	1.0	-9.727199570431234	2.0	-10.92142831714896	1.0	-10.134768337487738	1.0		0.0	-7.976976093564275	2.0		0.0		0.0		0.0	-6.820510084113253	1.0		0.0		0.0		0.0		0.0		0.0
samp_84	-5.681480033598742	6.347875743822764	0.08719328480402642	-4.364418108342907	1.0	-7.979321807088184	1.0	-1.531864094957407	2.0		0.0		0.0		0.0		0.0	-4.490680338726592	2.0		0.0	-3.72119421484317	1.0	-10.937999543399838	2.0		0.0	-5.936667321986288	3.0		0.0		0.0	-10.448666396710621	3.0	-5.877009095179493	2.0		0.0		0.0		0.0		0.0	-1.955643709533914	1.0		0.0	-8.65211772911204	3.0	-10.226326635623673	2.0		0.0	-3.615631366433843	2.0		0.0	-10.398455331825703	3.0		0.0	-9.504887007760034	2.0	-10.698994541421943	3.0	-9.89990789992905	1.0		0.0	-7.819842251122538	2.0		0.0	-11.411025458777809	1.0	-6.23841946174053	3.0	-6.739339412782969	1.0	-10.502983558352735	1.0		0.0	-4.430942348869727	2.0		0.0		0.0
samp_85	-5.295578918749753	6.766142424653415	-0.020207753189888752	-4.3697584489861745	1.0		0.0	-1.5318941285832492	2.0		0.0	-4.947640477644751	1.0		0.0	-7.913421978912233	1.0	-4.498158615032334	1.0		0.0		0.0		0.0	-12.180184953383415	4.0	-5.985248832889007	2.0		0.0	-4.856363342555134	1.0	-10.74383240726485	1.0	-5.924025988023838	2.0		0.0		0.0		0.0		0.0	-1.9527492133380822	2.0	-11.046133183708116	1.0	-8.985550326556899	1.0	-10.59028855987964	1.0		0.0		0.0	-8.243133413009177	1.0		0.0		0.0	-9.862772310741821	2.0	-11.042594659539832	3.0	-10.27440121181323	2.0	-7.980414255756146	2.0	-8.111651256704723	1.0	-3.175780931676716	1.0	-11.752251445873664	2.0	-6.314408936657897	3.0		0.0	-10.87348892188995	1.0	-8.747119763796304	2.0		0.0	-11.064503013244256	1.0	-3.813253614625499	2.0
samp_86	-5.472970327662326	6.532586287020614	0.004447362428219869		0.0		0.0		0.0		0.0		0.0	-4.746838672647159	2.0	-7.750414447119523	1.0		0.0	-5.585556704161912	1.0	-3.7191748859812392	1.0		0.0		0.0		0.0	-10.875643228821842	1.0	-4.843495206578436	1.0		0.0	-5.888092223298412	1.0	-6.08803553937043	2.0	-4.013654294479064	2.0	-5.414411596355042	3.0	-11.78383659194044	1.0	-1.9536816466182265	1.0	-10.834300179284957	2.0		0.0	-10.36151751006255	1.0	-5.839719384436015	2.0		0.0	-8.04459317157831	3.0	-10.534538343517795	3.0	-11.486000919508536	2.0	-9.63881230334768	2.0		0.0	-10.041643067231421	1.0	-7.790721269394869	2.0	-7.92149362963359	1.0	-3.1748210487279764	1.0		0.0	-6.259749220979026	2.0		0.0	-10.640868067441108	1.0	-8.511461725444027	1.0	-4.4297170785295545	1.0		0.0	-3.8102583305563447	2.0
samp_87	-5.540993133430672	6.832108208615379	-0.038900944792140894		0.0	-8.2352372209042	2.0		0.0	-5.243748687969722	1.0		0.0	-4.745448259410436	1.0	-7.882683908768002	3.0	-4.491489717120568	1.0		0.0	-3.718208998005366	2.0	-11.278894478578362	3.0	-12.204311142985432	3.0		0.0	-11.121125950036834	1.0		0.0	-10.78290809909992	2.0	-5.899481851359348	1.0	-6.104966502636442	1.0		0.0	-5.419409246300842	1.0		0.0	-1.9516418639882591	2.0	-11.07947368368346	1.0	-8.974377855653485	2.0		0.0		0.0	-3.614853217014808	1.0		0.0		0.0	-11.736533682321612	1.0	-9.873660256151629	1.0	-11.071505121407993	1.0	-10.288881067300055	3.0	-7.923848463818449	1.0	-8.066182525723418	1.0		0.0	-11.781742528750515	2.0		0.0		0.0	-10.895385174789418	1.0	-8.704743800054025	1.0	-4.430377233119416	1.0	-11.086036894704794	2.0	-3.8094374732358856	1.0
samp_88	-5.932862083874579	6.117892168110014	0.11237772177061843		0.0	-7.813836822098474	2.0		0.0		0.0	-4.916502063932607	1.0	-4.740709016070831	2.0		0.0		0.0		0.0	-3.719689340390431	2.0	-10.738114182717302	3.0	-11.583624565973004	1.0		0.0		0.0		0.0	-10.249900180186115	2.0		0.0		0.0		0.0	-5.384941855172023	1.0	-11.44698761509967	5.0		0.0	-10.495190058771794	2.0	-8.44217769555213	1.0	-9.954018056683243	1.0	-5.793378085526604	5.0	-3.613111315371845	1.0		0.0		0.0		0.0	-9.249823667884035	2.0		0.0		0.0	-7.531347072292544	2.0		0.0	-3.1769194489116157	3.0	-11.174763403134207	3.0	-6.17811390809028	1.0		0.0		0.0	-8.15227533121597	2.0		0.0		0.0	-3.8102448866273195	2.0
samp_89	-5.657505488437325	6.458840445236466	0.03429074852941965		0.0	-8.015339268664583	1.0	-1.5313607841036083	1.0		0.0	-4.929201347574096	1.0	-4.744178178675389	2.0		0.0	-4.487431235239046	2.0	-5.577165569057643	1.0		0.0	-10.992640484712984	2.0	-11.888299765068792	1.0	-5.933857970507089	1.0	-10.820801890635561	1.0		0.0	-10.50201922782646	3.0		0.0		0.0	-4.013800020758216	2.0		0.0		0.0	-1.9541044940008498	1.0		0.0	-8.700140662789082	1.0	-10.28913936928606	2.0		0.0	-3.613696557615602	2.0	-7.9727046286033465	2.0	-10.462108937048594	1.0	-11.427634299658544	1.0	-9.563405943113162	2.0	-10.759655229838112	1.0		0.0	-7.721362641998918	1.0	-7.853288819681935	1.0	-3.174662181532591	1.0	-11.471402982165673	2.0	-6.239144608725827	2.0	-6.749329288547064	2.0	-10.567475466232134	1.0		0.0	-4.427471428878492	1.0	-10.753690719608226	1.0	-3.8094442784635727	1.0
samp_90	-5.715199196626881	6.260529617042687	0.09317685850333084	-4.362502673329035	2.0	-7.9220027388989465	1.0		0.0	-5.243325044620435	3.0	-4.9275491569076895	1.0	-4.7470146901899195	1.0		0.0	-4.488105922304928	1.0		0.0	-3.7208397008761596	1.0	-10.861066528802477	2.0		0.0		0.0		0.0	-4.837695603686621	2.0	-10.373217475230954	2.0	-5.8633823900671205	2.0		0.0	-4.020152097913788	1.0	-5.402870695944728	1.0	-11.586494589411982	1.0	-1.9563555765547278	1.0		0.0	-8.5807780037299	1.0	-10.136077091933867	1.0	-5.820090504225627	1.0	-3.614893245677778	2.0	-7.877885542321003	2.0	-10.30703752762347	3.0		0.0	-9.420263433654178	1.0	-10.61255221258663	1.0		0.0		0.0	-7.764026527595557	1.0	-3.176887351344851	1.0		0.0	-6.218885170532501	2.0		0.0	-10.410378284469953	2.0	-8.299698814909345	1.0	-4.428816868596637	2.0		0.0	-3.8117326126338935	1.0
samp_91	-5.295334282739022	6.689198311763403	0.013622996998647356		0.0		0.0	-1.5320897527051576	2.0	-5.264155026317884	2.0	-4.949769691077016	1.0	-4.757866206764421	1.0		0.0	-4.499893986409831	1.0	-5.612531674387704	1.0		0.0		0.0	-12.13698116942458	1.0		0.0		0.0	-4.858254354529442	1.0		0.0	-5.927874506778651	1.0	-6.136877564694781	2.0	-4.016622346451052	1.0	-5.438958299232669	3.0		0.0	-1.9534668041535739	1.0	-11.004664818567713	1.0	-8.950812741839988	3.0		0.0		0.0	-3.61869195996571	1.0	-8.215828316536017	1.0	-10.722292525877569	1.0	-11.663741118487	1.0	-9.822790456864027	3.0		0.0	-10.232449203393763	2.0	-7.9572915819782475	1.0	-8.08636693761949	2.0		0.0	-11.709554271799833	1.0	-6.317345983347994	2.0		0.0	-10.830385536919284	1.0	-8.712494965117129	3.0		0.0	-11.020892204796779	1.0	-3.8145760547582612	2.0
samp_92	-5.5081693538572685	6.782902409092175	0.0006304499059613519		0.0	-8.243381842554564	1.0	-1.5316526458481599	2.0		0.0	-4.942805537612401	2.0		0.0	-7.891919640533557	1.0	-4.494950406752669	1.0	-5.5965415390973465	1.0	-3.720129845998968	1.0	-11.270887843716592	1.0	-12.197733676480533	2.0		0.0	-11.113986706849616	2.0	-4.851969076793427	1.0	-10.775311364312156	1.0		0.0	-6.117779039923223	1.0		0.0	-5.427348013082654	1.0	-12.024933398491246	3.0	-1.9523126071436334	2.0	-11.07238156725769	2.0	-8.977461160790414	1.0		0.0		0.0	-3.6164239102587024	1.0	-8.210497728635593	1.0	-10.781800736385193	2.0		0.0	-9.871312490976557	1.0	-11.065012776049416	2.0		0.0		0.0	-8.078130253014962	1.0	-3.1747719362768665	1.0	-11.774737450689956	4.0	-6.295337723459232	1.0		0.0		0.0		0.0	-4.433759999878088	1.0	-11.080554078903683	3.0		0.0
samp_93	-5.6576094183490495	6.399825246365268	0.09630083135836354		0.0	-8.024772343702535	4.0	-1.5320505736078422	2.0		0.0	-4.937776509953347	3.0		0.0		0.0	-4.493857868143872	1.0		0.0		0.0	-10.995993367294865	1.0		0.0	-5.949787571163052	1.0		0.0	-4.847156711247384	1.0	-10.505640132461293	1.0	-5.8896680265300745	1.0	-6.08673914586339	2.0	-4.019780320752608	2.0		0.0		0.0		0.0		0.0	-8.707578417220164	1.0		0.0	-5.843572142894066	1.0	-3.6168632554343896	4.0		0.0	-10.46641315837167	1.0		0.0	-9.568888063557697	1.0	-10.763496336778685	2.0	-9.967977153719309	2.0	-7.734264879404335	1.0	-7.864610244596212	2.0	-3.177198319001976	2.0	-11.474801521154747	1.0	-6.255793987649146	1.0	-6.764998899545744	4.0		0.0		0.0		0.0		0.0	-3.8134982216223023	2.0
samp_94	-5.865896253758477	6.232253157178879	0.0901378220571739	-4.3589743333615845	1.0		0.0		0.0	-5.235192558394324	1.0	-4.921201269851089	1.0		0.0	-7.577499349222437	1.0		0.0	-5.563715108025394	1.0	-3.719114060290426	2.0	-10.826420058571086	1.0	-11.688757927571197	1.0	-5.907209902520476	1.0	-10.634992291966189	1.0	-4.831840596699041	1.0	-10.33715851605261	4.0	-5.848747605497569	3.0	-6.0376236032770105	1.0	-4.018290580447652	2.0		0.0	-11.543994548270842	1.0		0.0	-10.593427806495706	1.0	-8.523115240814532	2.0		0.0		0.0		0.0	-7.827727869677774	1.0		0.0	-11.235349718247905	2.0	-9.352896743302644	3.0		0.0	-9.734936722390065	1.0	-7.589378540973267	2.0	-7.716694975144432	2.0	-3.1759670128182944	1.0		0.0	-6.199330402137651	1.0	-6.681780828970199	1.0	-10.341275741794759	1.0	-8.232775176734515	1.0	-4.425042559558834	1.0		0.0	-3.809819133139262	1.0
samp_95	-5.471405107540882	6.80215690966539	0.0025764609778464	-4.368125161443332	1.0	-8.268552309951579	2.0		0.0		0.0	-4.945095432085555	2.0	-4.752076353112409	1.0	-7.914121648453307	3.0		0.0	-5.600507935999362	3.0	-3.720746909863651	2.0	-11.291960020195582	1.0	-12.222554079307397	1.0		0.0		0.0	-4.854100791672336	1.0		0.0		0.0	-6.12487328123064	1.0		0.0		0.0	-12.048278641265947	2.0	-1.952347575469848	1.0	-11.095134030191758	2.0	-9.004547538074714	2.0		0.0	-5.8627871981815485	3.0	-3.6170470773326624	2.0		0.0		0.0		0.0	-9.897721161777902	2.0	-11.089086764951261	2.0	-10.312211226989621	1.0		0.0	-8.10495350945948	1.0		0.0	-11.798539864974481	1.0	-6.303814083909923	2.0		0.0		0.0		0.0	-4.435099576584635	1.0	-11.106837977349018	3.0	-3.812176871556641	1.0
samp_96	-5.6532433628597465	6.488099283001909	0.04284290995561513		0.0	-8.041975640840226	2.0	-1.531507278986677	1.0	-5.244707160029203	1.0	-4.932392931969108	3.0		0.0	-7.719397376459694	1.0		0.0	-5.582273987742945	3.0	-3.719270218522552	3.0	-11.02837448747483	1.0		0.0	-5.941383805986716	2.0	-10.858173166045257	2.0	-4.842179181169519	1.0	-10.537089738693295	1.0	-5.88191199923873	1.0	-6.079649941774173	1.0	-4.01438039114907	1.0	-5.4115599528343274	1.0		0.0	-1.9540370048273095	1.0	-10.81670829385612	2.0		0.0		0.0		0.0	-3.6145229370406105	2.0		0.0	-10.502291815850823	1.0	-11.465991702302636	2.0	-9.601059198512305	2.0		0.0	-10.00290318994352	1.0	-7.746454777433369	1.0	-7.879257560881391	1.0		0.0	-11.509923931028927	1.0	-6.249041476050325	2.0	-6.764014145109224	1.0	-10.608060149469992	2.0		0.0		0.0		0.0		0.0
samp_97	-5.5555554487857535	6.383336588968999	0.08430362356264157	-4.367222490362339	1.0		0.0		0.0		0.0		0.0	-4.753313980056624	1.0		0.0	-4.493964634310725	5.0	-5.5930411935196	1.0		0.0		0.0	-11.873188714317237	1.0		0.0	-10.803913345574758	1.0		0.0	-10.482554095336482	3.0	-5.890438737923044	2.0	-6.08768827703873	1.0		0.0	-5.419329469873798	4.0	-11.710174914049752	1.0	-1.955511502151154	1.0	-10.762637617000177	1.0	-8.70591280676623	1.0		0.0	-5.844754416488369	1.0	-3.616949504871387	1.0	-7.9876560257167775	1.0		0.0		0.0	-9.561380006411056	1.0	-10.745764076010621	1.0	-9.959430010900588	2.0	-7.740051844966492	1.0		0.0	-3.177360784512362	2.0		0.0	-6.257201629308318	2.0	-6.766787871387295	1.0		0.0	-8.43741219608387	1.0	-4.433935713539513	2.0	-10.744723213686544	3.0	-3.813677153120692	1.0
samp_98	-5.534661367549363	6.4475164156477405	0.06864076336475294	-4.367124232360249	2.0		0.0		0.0		0.0	-4.93891707037165	3.0	-4.752873847536488	1.0	-7.7355800091146065	2.0		0.0		0.0		0.0	-11.017745442265634	2.0		0.0		0.0	-10.852324508212865	1.0	-4.848158958830392	2.0	-10.527433739999596	1.0	-5.895246147785788	1.0		0.0	-4.0186132935850605	1.0		0.0	-11.75938267898168	1.0	-1.9549146449932033	1.0		0.0	-8.749167345687368	1.0	-10.333185162049572	2.0	-5.848324246397651	2.0		0.0	-8.0238626973864	3.0	-10.505947056121014	3.0	-11.460909248418952	1.0		0.0		0.0		0.0	-7.772951575005317	3.0		0.0		0.0	-11.505192283026446	3.0		0.0	-6.782793387559463	1.0	-10.611790266373236	2.0	-8.482301806763143	1.0	-4.433889633169731	2.0	-10.798823933246966	1.0	-3.8131848391761047	1.0
samp_99	-5.463133955632927	6.348942323848928	0.09403151207924375	-4.369627075772978	1.0	-8.027392687137588	1.0	-1.5324315428974746	1.0	-5.260178597566179	2.0		0.0	-4.75697293951729	1.0	-7.707402137709699	1.0	-4.496493713622861	1.0	-5.599474297556128	3.0	-3.7240720963443175	2.0		0.0	-11.857843120716009	1.0	-5.957707312806764	1.0		0.0		0.0	-10.462378890338039	1.0		0.0	-6.094305131159868	3.0		0.0		0.0	-11.692325628215952	1.0		0.0		0.0	-8.705104110538851	1.0	-10.26993651161368	2.0	-5.851722112458341	1.0	-3.6182167690744853	1.0		0.0	-10.441649270621397	1.0	-11.39365600596668	1.0	-9.554503823635793	1.0		0.0		0.0	-7.749229855406059	4.0		0.0	-3.1784692397426	2.0		0.0	-6.264541291458442	2.0		0.0	-10.546961793732843	1.0	-8.446100142721116	2.0	-4.436461916812754	4.0		0.0	-3.8153605799414105	1.0
