run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2A7_log_P	b2A7_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
fit	0.04490217970205062	-4.9316799393625335	1.0	-2.166553305208574	1.0	-4.794095538111136	1.0	-4.55870706899003	1.0	-0.5849269954005584	1.0	-4.692511256448815	1.0	-4.678963461575836	1.0	-5.1566625636276235	1.0	-1.5126800597901082	1.0	-4.091463725149911	1.0	-4.570294856100882	1.0	-7.767472282070977	1.0	-4.899731654438899	1.0	-0.34491097810276	1.0	-4.189891558813459	1.0	-4.676378969963693	1.0	-5.249364399484399	1.0	-6.267181435572151	1.0	-9.72149882459219	1.0	-9.964669025477912	1.0	-7.185354774320555	1.0	-5.316844111982278	1.0	-9.889528898244137	1.0
samp_00	-0.03070458759461006	-4.918408270851587	1.0	-2.168962030393089	1.0		0.0		0.0	-0.5849269860369297	2.0	-4.6798774478470735	1.0		0.0	-5.14258976035937	1.0	-1.5142392080811633	2.0	-4.085330079853044	1.0	-4.560017948505318	1.0		0.0		0.0	-0.3447452622067401	2.0	-4.179786754012356	1.0		0.0	-5.23415779388426	1.0	-6.248376997284384	2.0	-9.684852742732934	2.0	-9.928453503096872	1.0	-7.1628382795312175	1.0	-5.301974822698572	2.0	-9.853959683605769	1.0
samp_01	0.3656355007362291		0.0	-2.157369799455093	2.0	-4.840220431662103	1.0	-4.599088291088622	1.0		0.0	-4.739199029147324	4.0	-4.722540320711583	1.0		0.0		0.0	-4.111766778927436	1.0	-4.607248363340998	1.0		0.0	-4.949548395782904	2.0	-0.3454592108192032	1.0	-4.226452631624632	3.0		0.0		0.0	-6.339275901681961	2.0	-9.862838425172656	1.0	-10.104152513561685	2.0		0.0		0.0	-10.026689309224455	1.0
samp_02	-0.04242079650695604	-4.9162940437236715	1.0	-2.1693431506081384	1.0	-4.779593304237989	2.0	-4.54583568989289	2.0		0.0	-4.677863039749642	1.0		0.0		0.0	-1.514488135355006	1.0	-4.08433027508303	3.0		0.0		0.0	-4.8841923773566585	2.0		0.0		0.0	-4.662081439538967	3.0		0.0	-6.245404413696906	1.0	-9.67905514909121	2.0		0.0	-7.159290901362208	1.0		0.0	-9.848343852711789	3.0
samp_03	0.13223433630431108	-4.94619987075321	1.0		0.0		0.0	-4.570750026264458	1.0	-0.5849271346273931	2.0	-4.706308109677927	1.0	-4.6919011822223915	3.0		0.0	-1.5109765890410842	2.0	-4.097870323179085	1.0	-4.581393986567123	1.0		0.0	-4.91440513778192	1.0		0.0	-4.200830865648065	2.0		0.0	-5.266098772722582	2.0	-6.28804109073912	1.0	-9.762269316980921	2.0		0.0	-7.210461905818223	1.0	-5.333195978632273	1.0	-9.929086810794317	1.0
samp_04	0.23292404773664827		0.0		0.0		0.0	-4.583644725540236	3.0		0.0	-4.72119175770014	3.0		0.0		0.0	-1.5091234833796827	1.0	-4.104405373408997	2.0	-4.593206099206185	2.0		0.0	-4.930286498099662	2.0	-0.3452703633712465	2.0	-4.212505328562103	2.0	-4.704318862526587	1.0	-5.284310684011574	1.0	-6.3109433750174375	2.0		0.0	-10.049244335666051	1.0		0.0		0.0	-9.972649910959097	1.0
samp_05	0.0391783819804547	-4.930697452485905	2.0	-2.166733083175904	2.0	-4.79317292198441	1.0	-4.557890017402229	1.0		0.0	-4.691578623116671	1.0	-4.67808609969027	2.0	-5.155622045430842	1.0		0.0	-4.091008458057414	1.0		0.0		0.0	-4.898738950941634	2.0	-0.34489450943464695	1.0	-4.1891491625015576	2.0	-4.6754676051438855	2.0		0.0	-6.265784050459972	1.0	-9.718765255829947	1.0	-9.96197468425533	1.0		0.0	-5.315741413043361	2.0		0.0
samp_06	0.4111577027000528		0.0		0.0		0.0	-4.604004359242841	1.0		0.0	-4.744970764867598	1.0		0.0		0.0	-1.5062411706495547	3.0	-4.1139912776016185	2.0		0.0	-7.878453837468719	2.0	-4.955740642835003	1.0	-0.3455199363664881	1.0	-4.230878076577671	4.0	-4.727420490200485	1.0	-5.31378611441507	3.0	-6.348509912797307	1.0		0.0	-10.122078588481525	2.0		0.0	-5.3796937299381025	1.0		0.0
samp_07	-0.1473865342629948	-4.8966305653799225	1.0	-2.1728380302380517	3.0		0.0	-4.529226223318881	1.0		0.0	-4.659100525281733	1.0	-4.647472289571012	2.0	-5.119563560451144	1.0	-1.516811236068285	2.0	-4.07472157529661	1.0	-4.542898054472469	1.0		0.0	-4.864344239233688	1.0	-0.3444483028444002	1.0	-4.162986189585562	1.0		0.0		0.0	-6.218005327979446	1.0	-9.625874556704892	2.0	-9.870143251457137	1.0	-7.126719606582323	2.0		0.0	-9.796715907208107	1.0
samp_08	-0.17427778970701077	-4.891380251854879	1.0	-2.17373834246423	1.0		0.0		0.0	-0.5848901772463332	1.0	-4.654081769962616	1.0	-4.642729439154063	4.0	-5.1140007271674826	2.0	-1.517444698102962	1.0	-4.072080289059809	3.0	-4.538724714489497	1.0		0.0	-4.859046591752184	1.0	-0.3443773019624901	1.0	-4.1588946577915245	1.0		0.0		0.0	-6.210778216792011	2.0		0.0	-9.856268887690199	2.0		0.0	-5.271874541853206	1.0		0.0
samp_09	0.008699952738081468		0.0	-2.1677039639627655	4.0	-4.788191853707512	2.0	-4.55347385320743	2.0		0.0		0.0	-4.673355352596751	1.0	-5.150007849577435	1.0		0.0	-4.088597022801121	2.0		0.0	-7.755523688074652	3.0		0.0		0.0		0.0	-4.670556130811478	1.0	-5.242162492548145	3.0	-6.258263710185105	1.0		0.0	-9.947488931066736	1.0	-7.17466416146325	1.0	-5.309806290891071	1.0		0.0
samp_10	0.07370615855334539	-4.9365618505785696	2.0		0.0		0.0	-4.56276794054162	2.0	-0.5849242401837653	3.0	-4.697154433181238	1.0		0.0	-5.161850009682977	1.0		0.0		0.0	-4.574050167591526	3.0	-7.77686473496429	2.0	-4.904666439512525	1.0	-0.3449789878779671	1.0		0.0		0.0	-5.254975924662813	2.0	-6.274164605351474	1.0	-9.73513499271468	2.0	-9.978134888239454	1.0		0.0		0.0	-9.902756005212817	1.0
samp_11	0.2326128005134191		0.0	-2.160970217318486	1.0		0.0	-4.583603556273762	1.0		0.0	-4.721148402331792	3.0	-4.705758937125038	2.0	-5.188783417928728	2.0	-1.509153313933884	3.0	-4.104385924182152	1.0		0.0	-7.826650751667043	1.0	-4.930233813113393	1.0	-0.3452559316253967	1.0		0.0	-4.7042782884286005	1.0	-5.284257769193287	1.0	-6.310877953938052	2.0		0.0	-10.049102120010156	2.0		0.0		0.0	-9.972519494024642	1.0
samp_12	0.2912455807729466	-4.970489887709381	4.0		0.0	-4.830482541749332	3.0		0.0	-0.5849061600482128	1.0		0.0	-4.713378710558179	1.0	-5.198007879729211	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.218831562176863	3.0	-4.712228262515881	2.0		0.0	-6.323657049525953	2.0	-9.832130567372594	2.0	-10.073857981117078	2.0		0.0		0.0	-9.9968692808937	2.0
samp_13	0.0037261709363932264		0.0	-2.1678541256091384	2.0	-4.7873632074903405	3.0		0.0	-0.5849178548134668	1.0	-4.685709416428714	2.0		0.0		0.0		0.0	-4.0881866880455755	1.0	-4.564777941915972	2.0	-7.753864123890743	1.0		0.0		0.0	-4.184463278795778	2.0	-4.669742560548335	2.0		0.0		0.0	-9.701695653633129	2.0	-9.945097555368243	1.0	-7.173183420941659	2.0		0.0	-9.87031072102287	2.0
samp_14	-0.28797490111491963		0.0	-2.1777186634606127	3.0	-4.734064532928391	1.0		0.0	-0.5848220622542408	1.0	-4.6319455607802125	1.0	-4.621720363141254	1.0	-5.089675263270328	2.0	-1.5201681038832242	1.0	-4.059946798497096	2.0	-4.520153519098609	1.0	-7.651381662662885	1.0	-4.835721995577149	1.0	-0.34403091837219935	2.0		0.0	-4.617157246726921	1.0	-5.177368328646171	1.0		0.0	-9.551113805792257	2.0	-9.796089835671694	1.0	-7.081042047669618	1.0		0.0		0.0
samp_15	-0.07333074564331657		0.0	-2.170356744346177	2.0		0.0	-4.5410755799021825	2.0	-0.5849125848290613	2.0	-4.6724718720196226	3.0		0.0	-5.134364440377075	1.0		0.0	-4.081620847059358	2.0	-4.553938286353062	1.0	-7.727810110586442	1.0	-4.878479465948259	2.0		0.0		0.0		0.0	-5.225294285228235	2.0		0.0		0.0	-9.907479943890445	1.0		0.0	-5.293291988753398	2.0	-9.833381068633654	2.0
samp_16	-0.15469780676449515	-4.895212512792041	2.0	-2.1730964506206014	1.0	-4.759654997157658	2.0	-4.528021664612956	1.0	-0.5848848142649656	2.0		0.0		0.0		0.0		0.0		0.0	-4.541775113977108	1.0	-7.69949168917063	2.0		0.0	-0.3444302140632917	1.0		0.0	-4.64241686907694	1.0		0.0		0.0	-9.622101094556557	1.0	-9.866377463955239	2.0	-7.12440215795089	2.0	-5.2761273468144205	4.0	-9.793054079268062	1.0
samp_17	-0.11583907591679425	-4.902676821310258	1.0		0.0	-4.76672329074632	1.0	-4.534350885564397	2.0	-0.5849021634274622	3.0	-4.664874425004309	2.0	-4.65292763178391	1.0	-5.1259489614904155	2.0	-1.516096184072036	1.0	-4.077731033681989	1.0	-4.547681608810025	2.0	-7.713116377872578	1.0	-4.8704458926843355	1.0		0.0	-4.167676556173366	1.0		0.0	-5.216237914854539	1.0		0.0	-9.642104395759299	2.0		0.0		0.0	-5.284422788857821	1.0		0.0
samp_18	0.10855374411101067	-4.942349423432022	2.0	-2.164594075494641	1.0		0.0	-4.567563918793495	1.0	-0.5849246904166434	1.0		0.0	-4.688473405551103	1.0	-5.16799852862332	2.0		0.0		0.0	-4.578463250500062	2.0	-7.788067651457635	1.0	-4.91051086708532	1.0	-0.3450413807838819	1.0		0.0	-4.686265582368936	2.0		0.0	-6.2824754950792325	3.0	-9.751381419343844	2.0	-9.994177635200039	1.0	-7.203750137914586	1.0		0.0	-9.91852414745877	1.0
samp_19	0.275625373036831		0.0		0.0		0.0	-4.588799245324703	1.0	-0.5849015591597763	1.0	-4.727182695566323	1.0	-4.711381034915948	3.0		0.0	-1.5084112752250531	1.0		0.0		0.0	-7.8395356798155005	1.0	-4.936685746566397	2.0	-0.345304745636578	1.0	-4.2171689907873615	1.0	-4.710145220319916	1.0		0.0	-6.320295287931043	2.0	-9.825517098414407	2.0	-10.067337397002762	1.0	-7.249575329557112	1.0	-5.35817021780002	2.0	-9.990457652314545	2.0
samp_20	-0.14253448096697416		0.0	-2.1726734267470786	1.0	-4.7618809253543875	2.0	-4.530026665516576	2.0	-0.5848966837211262	2.0		0.0	-4.648316220721922	2.0		0.0	-1.5166990828851887	1.0	-4.075183198701017	3.0		0.0	-7.703774284694824	1.0	-4.865290968326417	1.0	-0.3444661375468098	2.0		0.0		0.0	-5.210440374984437	1.0	-6.219305913725155	1.0		0.0	-9.872616632678316	1.0	-7.128253037370534	1.0	-5.278740844722932	1.0	-9.799167056701169	1.0
samp_21	0.040304098947601834		0.0	-2.1666979250889784	2.0	-4.7933509715522655	1.0		0.0	-0.5849272696002696	4.0		0.0	-4.67825340035253	2.0		0.0		0.0		0.0	-4.569688325059778	4.0	-7.765962873737866	1.0	-4.898933230375646	1.0	-0.34489685068334913	1.0	-4.189283386962897	1.0	-4.675647283511528	2.0		0.0	-6.266059812634693	2.0		0.0	-9.962495932211786	1.0	-7.184003591141609	1.0		0.0		0.0
samp_22	0.35388144841846497	-4.979322736002159	1.0	-2.1576756980994927	3.0		0.0	-4.597789451869511	2.0		0.0	-4.737675066416079	1.0		0.0		0.0		0.0		0.0	-4.606073061165907	1.0	-7.8623214459832	1.0	-4.947915681161377	2.0	-0.34544136135085	2.0		0.0	-4.720340564096207	3.0	-5.304690027387939	2.0	-6.336851467469976	2.0	-9.858074316487365	2.0		0.0		0.0		0.0	-10.022051345915665	1.0
samp_23	0.06408768050757616	-4.934943919735984	2.0	-2.1659566129979897	2.0	-4.797166627135972	1.0	-4.561423991074187	3.0		0.0	-4.69561475933489	1.0	-4.681878715366636	2.0		0.0		0.0	-4.092931249501629	1.0	-4.572804506204755	2.0	-7.7737368933252	1.0		0.0	-0.3449506767645066	1.0	-4.192361135289566	1.0	-4.679406056504887	1.0	-5.2531173250166665	2.0	-6.271842735905712	1.0		0.0		0.0		0.0		0.0	-9.898359804815108	2.0
samp_24	-0.018360539928723003	-4.920622114561906	2.0	-2.1685625840472285	2.0	-4.783675455630171	3.0		0.0	-0.5849275933138988	1.0	-4.68198537670788	2.0		0.0		0.0		0.0	-4.0863708443269084	1.0	-4.561739232989771	1.0	-7.746472589112626	1.0		0.0	-0.3447709656758699	1.0	-4.181477392783861	2.0	-4.666106913771829	1.0		0.0		0.0	-9.690915851107002	1.0	-9.934449048901506	3.0	-7.166567766996075	1.0	-5.304445775133908	1.0		0.0
samp_25	-0.14322723684759975	-4.897435039145441	2.0	-2.172691673215631	1.0		0.0		0.0	-0.5848827183294992	2.0		0.0	-4.648195020594528	2.0		0.0		0.0	-4.07512262655364	3.0	-4.543533760686434	2.0	-7.703528298177155	2.0	-4.865148607775861	1.0		0.0	-4.1636095141046	2.0	-4.644481209440608	1.0		0.0		0.0		0.0		0.0	-7.128035017297456	3.0	-5.278590406641531	1.0	-9.798823096436605	1.0
samp_26	-0.21578690099132536	-4.883118830630574	2.0	-2.1751872956331613	2.0		0.0		0.0		0.0		0.0	-4.635236508041673	1.0	-5.105320398605782	1.0	-1.5184098976630755	2.0	-4.067814052609678	1.0	-4.532126540835638	5.0		0.0	-4.8507142771926715	1.0	-0.3442513823218821	1.0	-4.15243402489131	1.0	-4.631101044496523	1.0	-5.194099322713864	1.0	-6.199455218832346	1.0		0.0		0.0	-7.104783932843628	2.0		0.0	-9.761907284412564	1.0
samp_27	-0.21203124108186575		0.0	-2.175059749698382	4.0	-4.748906682454176	1.0		0.0	-0.5848566173516233	2.0	-4.646905241210134	1.0		0.0	-5.1061133903699405	5.0		0.0	-4.068208701290076	1.0	-4.532730862204703	1.0	-7.679047020903574	1.0		0.0		0.0	-4.153026597585085	2.0		0.0	-5.194951582097577	2.0		0.0	-9.591991668183729	1.0		0.0	-7.1060017761308965	1.0	-5.263560651979976	1.0		0.0
samp_28	0.06322931805180945	-4.934794597473856	1.0	-2.1659836969350112	1.0	-4.797026792825811	1.0	-4.561300522026462	1.0		0.0		0.0	-4.681744446272429	3.0		0.0	-1.5123115572694776	5.0		0.0	-4.5726883539173375	1.0		0.0	-4.902882907369795	2.0	-0.3449520441807976	1.0	-4.192253578583169	1.0		0.0		0.0	-6.271634438304907	2.0	-9.730188709601826	1.0		0.0	-7.1907048380850656	2.0	-5.320346518168904	1.0		0.0
samp_29	0.009536066962230808	-4.925546625690069	3.0		0.0		0.0	-4.553594647282085	1.0	-0.5849238571831702	2.0	-4.6866857402464355	2.0	-4.673485062063846	1.0		0.0	-1.5134005312481311	1.0	-4.088664788041673	1.0	-4.565571836329076	1.0	-7.7558056434617235	1.0		0.0	-0.3448364358918118	3.0	-4.185234765571173	2.0		0.0		0.0		0.0	-9.704509986286816	1.0		0.0		0.0	-5.309971815011157	1.0	-9.873038665759196	3.0
samp_30	-0.012496862651509589	-4.921665901938952	1.0		0.0		0.0		0.0		0.0	-4.682981702005825	2.0	-4.670001344314082	1.0	-5.14604195020237	2.0	-1.513858089242535	2.0	-4.086862289333297	1.0	-4.562552409929694	3.0		0.0		0.0	-0.3447889713883625	1.0	-4.182273883242055	1.0	-4.6670791091220485	2.0	-5.237884559086948	1.0	-6.252971124444529	1.0	-9.693783742383502	2.0		0.0	-7.168329377941995	3.0		0.0		0.0
samp_31	-0.21183086084654132	-4.8839163579346545	1.0	-2.175050965721714	3.0		0.0	-4.518396701602402	1.0		0.0		0.0	-4.635957818168175	1.0		0.0	-1.5183179821807917	2.0	-4.068227476938002	3.0		0.0	-7.6791224507160125	1.0	-4.851517629132266	1.0	-0.3442668803063695	2.0	-4.153057088701674	1.0		0.0		0.0	-6.200541995044785	2.0	-9.592094700266955	1.0	-9.836688747609136	1.0		0.0	-5.263606109471097	1.0	-9.763938523940435	2.0
samp_32	0.06171831034883005	-4.934540449604439	2.0		0.0		0.0		0.0		0.0		0.0	-4.681520247626374	1.0		0.0	-1.5123411872462538	1.0		0.0	-4.572495687309639	4.0	-7.772966739778397	1.0	-4.902621952093307	2.0		0.0	-4.192057153468916	2.0		0.0	-5.252654597228756	1.0	-6.271270191262915	2.0	-9.729481321249114	3.0	-9.972552013373557	2.0	-7.190264191280362	1.0	-5.320061257671784	1.0		0.0
samp_33	0.03377139520844051		0.0	-2.1669031058264	2.0	-4.7922947045536395	1.0	-4.557113632836243	2.0		0.0	-4.690692720736822	2.0		0.0	-5.154633054764592	3.0	-1.5128999479137528	1.0		0.0		0.0	-7.763816935874005	2.0	-4.897799026309517	1.0	-0.3448866674886108	3.0	-4.188439953809664	1.0		0.0	-5.247166722800129	1.0		0.0	-9.71619024301563	1.0	-9.959403699511594	1.0	-7.1820845856545095	1.0	-5.314696071542323	1.0		0.0
samp_34	0.09857740425314376	-4.940704679143366	1.0	-2.164898033160379	1.0	-4.802579655618453	2.0		0.0	-0.5849228590009747	1.0		0.0	-4.687009647541808	3.0		0.0	-1.5116212529051525	1.0		0.0	-4.577209633353903	2.0	-7.7848736930500575	1.0	-4.908854152168117	2.0	-0.34501868267447905	1.0	-4.196702457807516	1.0	-4.684745647133409	2.0	-5.259752280732866	1.0		0.0		0.0	-9.989619176951965	1.0	-7.200896357942628	2.0		0.0	-9.914032861995743	1.0
samp_35	-0.10814745611579756	-4.904133765881445	1.0		0.0	-4.768101905140273	1.0	-4.535583407156691	1.0	-0.5849086600938367	1.0	-4.66626459410062	1.0	-4.654241652442405	1.0	-5.127488253695492	1.0	-1.5159251979581163	1.0	-4.078449415489396	2.0	-4.548830734629508	2.0	-7.715793130471432	1.0		0.0	-0.3445650636507992	1.0	-4.168802806322646	1.0		0.0		0.0	-6.228406292613197	2.0		0.0	-9.890069345638716	2.0	-7.1390518693534695	1.0	-5.286041413106608	2.0	-9.816306801354873	1.0
samp_36	-0.005543421239358101		0.0		0.0	-4.785824632765122	2.0	-4.551375745155929	1.0	-0.5849213498195808	2.0		0.0		0.0		0.0	-1.513711471778167	1.0	-4.087436912909719	1.0	-4.563509910398543	1.0	-7.75077188390584	1.0	-4.890863100029208	1.0	-0.3448032754434071	1.0	-4.18321797375094	1.0	-4.6682258033817154	1.0		0.0	-6.2547111451706865	1.0		0.0	-9.940643282329061	5.0		0.0	-5.306996570412266	1.0	-9.865932580783872	3.0
samp_37	0.20176881283215697	-4.957157421827858	1.0		0.0	-4.818015122231587	3.0		0.0		0.0	-4.716706012245562	1.0		0.0	-5.183770635309247	3.0		0.0		0.0	-4.5896558310423	1.0	-7.8172570770930845	4.0	-4.925486047009923	2.0	-0.3452081899863815	2.0		0.0	-4.699953314557055	1.0	-5.278799325704055	1.0	-6.303992358414376	1.0		0.0	-10.0357669746628	1.0	-7.229759077258181	1.0		0.0	-9.959412062277913	1.0
samp_38	-0.009770872422656228	-4.922150966200362	1.0		0.0		0.0	-4.55074850988308	3.0	-0.5849247849409747	3.0	-4.683444197048586	1.0	-4.670437861056656	2.0		0.0		0.0	-4.087088151307633	2.0	-4.5629284684102895	2.0	-7.7493554330338075	3.0		0.0		0.0	-4.182637295937579	1.0		0.0	-5.238437637718158	2.0		0.0	-9.695117264643601	2.0		0.0	-7.169152104154774	1.0		0.0		0.0
samp_39	0.38293524822351466		0.0	-2.15692464745516	2.0	-4.842407437921929	4.0	-4.600979954669345	3.0	-0.5848980584479335	1.0	-4.741414815222915	1.0		0.0	-5.2117124605687275	1.0	-1.5066756492868814	1.0		0.0		0.0	-7.870560706887181	1.0	-4.951925544057105	1.0		0.0		0.0	-4.723970126828554	1.0	-5.309349834697606	3.0	-6.342812863532031	3.0		0.0	-10.111021570587473	1.0		0.0		0.0		0.0
samp_40	0.05880650147934183		0.0	-2.1661249339427107	1.0		0.0		0.0		0.0	-4.69476505897576	2.0	-4.681078646633811	1.0	-5.159180388610971	1.0	-1.512400123884175	3.0		0.0	-4.572113868348436	1.0		0.0	-4.902126296158227	1.0	-0.3449423103084183	2.0	-4.191687424496338	2.0	-4.678576511972962	1.0	-5.252087691890283	2.0		0.0	-9.7280991902612	1.0	-9.971191694806215	1.0	-7.189417612869618	1.0	-5.319503765317953	3.0		0.0
samp_41	0.02245963932658072	-4.927806755275301	1.0	-2.1672595514173056	2.0	-4.790449718774442	3.0	-4.555475310591012	2.0	-0.5849354141217665	1.0	-4.688826964832232	1.0	-4.675501716806115	1.0		0.0		0.0	-4.089701800128956	2.0		0.0	-7.7600802342349615	2.0		0.0		0.0	-4.186954458358478	3.0	-4.672784142095326	1.0	-5.244921191501001	1.0		0.0	-9.710745688423685	2.0		0.0		0.0	-5.312498149528865	1.0		0.0
samp_42	-0.026317630328001045	-4.919197813437313	1.0		0.0	-4.7823327478628395	1.0	-4.548272247642904	1.0	-0.5849179613060185	1.0	-4.680629543460189	3.0		0.0	-5.143426625075459	1.0	-1.5141454737027917	1.0		0.0	-4.560632164819527	1.0		0.0	-4.8871237354963055	1.0	-0.3447528265192825	3.0		0.0		0.0		0.0		0.0		0.0		0.0	-7.1641676714215965	3.0	-5.30285331807143	3.0	-9.856059573362465	3.0
samp_43	-0.04094793941198049	-4.9165629289787525	2.0	-2.1692847151320476	1.0	-4.779844239713198	2.0	-4.546056719997436	4.0		0.0	-4.678119079904339	2.0		0.0	-5.140633214472182	3.0		0.0		0.0	-4.558584597726626	1.0		0.0	-4.8844650204647335	2.0		0.0		0.0	-4.6623438671813435	1.0	-5.23205408045495	1.0		0.0		0.0	-9.923445254888083	1.0		0.0	-5.299905249442442	1.0	-9.849044248994755	2.0
samp_44	-0.062048364849828945	-4.9127157776878105	1.0	-2.16998544175394	1.0		0.0	-4.542825038939133	3.0	-0.5849167737405918	2.0	-4.674451530884597	1.0	-4.661967805056857	1.0		0.0	-1.5149095993793555	2.0	-4.082620243476334	1.0	-4.555568837185561	2.0	-7.731674114598798	2.0	-4.8805791814235775	1.0		0.0		0.0	-4.65874843368812	1.0		0.0	-6.240380318809739	1.0		0.0	-9.913070635753149	2.0	-7.153301130444382	1.0	-5.295610046039555	1.0		0.0
samp_45	-0.035641747018924884	-4.917521466368318	1.0	-2.1691123320950303	1.0	-4.7807511932197935	1.0	-4.546867289329015	2.0		0.0		0.0		0.0		0.0	-1.514352248760884	1.0	-4.084911407260757	2.0	-4.559330632510091	1.0	-7.740649124872821	1.0	-4.8854317458287735	2.0	-0.3447260360365526	1.0	-4.17910689554078	2.0	-4.663222439078445	1.0	-5.233146101858422	1.0		0.0		0.0	-9.92604596944281	3.0	-7.161347567185614	2.0	-5.300978516203994	1.0		0.0
samp_46	0.14210244261644925	-4.947784215252815	1.0		0.0	-4.809232366796851	2.0	-4.5720534715099586	1.0		0.0		0.0		0.0	-5.173790165348037	1.0	-1.5107905114471027	1.0		0.0	-4.582586124005661	1.0		0.0	-4.91600458794001	1.0		0.0	-4.202021141685168	1.0	-4.69129218197987	1.0	-5.26793552244099	4.0		0.0		0.0	-10.00936292190527	1.0	-7.213242693737848	3.0	-5.33499076386013	2.0	-9.93346050615783	3.0
samp_47	-0.26512817827331553	-4.873026166147049	1.0	-2.1769123860229715	1.0	-4.738602602765672	1.0	-4.509070241522098	1.0	-0.5848478041689825	1.0		0.0	-4.626066510733404	2.0	-5.094693177306887	3.0		0.0	-4.062500415371794	1.0	-4.524007241421937	1.0		0.0	-4.84053464053436	1.0	-0.344101471277443	1.0	-4.144490864705991	1.0		0.0	-5.1827310662886426	1.0		0.0		0.0	-9.808388996210276	2.0		0.0	-5.251571491036546	3.0	-9.73620377308561	2.0
samp_48	-0.017576758148318484		0.0	-2.168539437192314	1.0		0.0	-4.549582263880756	1.0	-0.5849218641408307	1.0	-4.682118259533263	1.0	-4.66919026177493	1.0		0.0		0.0		0.0	-4.561848483340927	3.0	-7.74673357709916	1.0	-4.888701528705876	1.0	-0.3447731151248856	2.0	-4.181583625779281	3.0	-4.666235854566793	1.0		0.0		0.0	-9.691291851896409	2.0	-9.934827295473191	3.0	-7.16679666798001	1.0	-5.30459777642695	1.0		0.0
