run	log_tbg	log_alphap	log_betap	b9E5_log_P	b9E5_weight	b9E8_log_P	b9E8_weight	b9F3_log_P	b9F3_weight	b9F4_log_P	b9F4_weight	b9F5_log_P	b9F5_weight	b9F6_log_P	b9F6_weight	b18F3_log_P	b18F3_weight	b18F8_log_P	b18F8_weight	b18F9_log_P	b18F9_weight	b18G1_log_P	b18G1_weight	b18G2_log_P	b18G2_weight	b18G6_log_P	b18G6_weight	b18G7_log_P	b18G7_weight	b18G9_log_P	b18G9_weight	b18H1_log_P	b18H1_weight	b18H3_log_P	b18H3_weight	b17E2_log_P	b17E2_weight
fit	-7.022849144554368	1.7217878590212257	-0.003561286558595466	-0.5447328958129264	1.0	-9.742583627667072	1.0	-8.839486052289203	1.0	-9.60182329919536	1.0	-9.033936290110512	1.0	-7.128749705377654	1.0	-6.309093769475548	1.0	-7.945398085588756	1.0	-3.1097961693054192	1.0	-7.325232322995426	1.0	-3.617361491458695	1.0	-1.2185409542693062	1.0	-6.410993870269555	1.0	-5.130430887979298	1.0	-4.652012847832648	1.0	-3.6709407756848105	1.0	-5.518750028122731	1.0
samp_00	-9.240070952748516	1.852170033269482	-0.15213829086474123		0.0		0.0	-8.660603543031295	2.0		0.0	-8.830578221247471	3.0	-7.0874387153974325	1.0	-6.281217989130982	2.0		0.0	-3.091425077872813	1.0	-7.260578418791227	1.0		0.0	-1.1575862877123375	1.0	-6.380929630047978	1.0	-5.113488999260577	2.0	-4.636695782728792	1.0	-3.651471317755738	1.0	-5.499918174956051	1.0
samp_01	-6.662410134509389	2.397995236124893	-0.4266319421184252		0.0		0.0	-9.085581491553075	4.0	-9.980669472561589	1.0		0.0	-7.278754360782997	4.0	-6.445074743768352	2.0	-8.15127052173263	1.0		0.0		0.0	-3.6927962439454793	2.0	-1.088929827738035	1.0		0.0		0.0	-4.7606706028785	2.0		0.0		0.0
samp_02	-7.1654676274403215	1.6215521037843148	0.05224566037231649		0.0		0.0	-8.788660740841678	1.0	-9.516430998356952	1.0	-8.979470083924037	2.0	-7.101103321711849	1.0		0.0		0.0	-3.0936195568635387	2.0	-7.293387930385779	3.0		0.0	-1.2350758830197217	1.0	-6.385641966767273	1.0		0.0		0.0	-3.654147385846461	2.0	-5.496114472038063	3.0
samp_03	-17.913480780591858	-9.056992451932384	10.544630372435321		0.0		0.0	-8.533364305740967	2.0	-9.068035183475446	1.0	-8.699729526785012	3.0	-6.979365292236385	2.0		0.0	-7.719868293459608	2.0		0.0	-7.150695830886586	3.0	-3.560825938928438	1.0		0.0		0.0	-5.025118128933575	3.0		0.0		0.0		0.0
samp_04	-6.8434287898754445	1.8299433815132593	-0.09710658814142471		0.0		0.0		0.0	-9.689785763673878	1.0	-9.08239871303585	2.0		0.0	-6.319963614848189	1.0	-7.975883769157969	1.0	-3.1100219331608625	1.0	-7.345172992110141	1.0	-3.618505433094463	2.0	-1.1829930723717481	1.0		0.0	-5.137173975584808	3.0	-4.657574959924702	1.0	-3.6714788013152653	2.0	-5.526653443913643	1.0
samp_05	-7.3523223980149774	1.6382822431359285	0.16369183419255928	-0.6220512334714381	2.0	-9.694393601991766	3.0		0.0		0.0	-9.026761802247844	2.0	-7.162400259652646	1.0		0.0		0.0	-3.15703950587963	2.0	-7.352720950232961	1.0		0.0		0.0	-6.448016481582997	1.0		0.0	-4.695101999605147	1.0	-3.7184785575223054	1.0	-5.559589261696385	3.0
samp_06	-7.15340830677823	2.004615409919979	-0.27682434930109745	-0.4616115556517884	1.0		0.0		0.0	-9.559955839467296	1.0	-9.01476986014699	2.0	-7.12881544659378	2.0	-6.309711460612698	1.0		0.0		0.0	-7.3219712746453345	1.0		0.0	-1.115823909371572	4.0		0.0	-5.12914105084559	4.0		0.0	-3.6552664227940816	1.0		0.0
samp_07	-6.210444430059594	2.2578216223528695	-0.3469637946753964		0.0		0.0		0.0	-10.228221969022192	1.0		0.0	-7.278066164132619	2.0	-6.433406524016893	1.0	-8.21590751548538	1.0	-3.1635504667331658	1.0		0.0	-3.677275703727167	2.0	-1.109185950507419	2.0	-6.539546551800808	1.0	-5.225435885593413	2.0	-4.738843658456939	3.0	-3.7277118173413797	1.0		0.0
samp_08	-6.157083002768849	1.7338524828019488	0.03178987537949117	-0.5648023415780907	1.0		0.0	-9.097584298457827	1.0		0.0		0.0	-7.2023711205827246	1.0	-6.361911268611538	1.0	-8.130134952017933	1.0	-3.1338478256060354	2.0	-7.438829286064083	2.0	-3.642703008501163	1.0	-1.2394775977977095	1.0	-6.467457771012015	1.0		0.0	-4.680658201894986	1.0	-3.696651197181961	3.0	-5.55556033006731	1.0
samp_09	-7.060112985913564	1.2096479664251907	0.23653073179640258	-0.5938546387095106	2.0	-9.542147204312776	1.0	-8.670238662580708	1.0	-9.391580837881335	3.0		0.0		0.0	-6.171157558538806	1.0	-7.787867088301422	1.0		0.0	-7.177933002544453	3.0		0.0		0.0	-6.272422009225088	2.0	-4.999103539429636	1.0	-4.523256432600787	1.0	-3.5577605340696845	1.0		0.0
samp_10	-6.557649230432247	2.0535104982896906	-0.1606012153291341	-0.5162724621709759	1.0		0.0	-9.059724384677128	1.0	-9.972988910304286	2.0	-9.267931563975214	1.0	-7.243324891629666	1.0		0.0	-8.12187087657086	1.0	-3.1723467788108777	2.0		0.0	-3.684406866681413	2.0	-1.173362773971869	2.0	-6.514611506887608	1.0		0.0		0.0	-3.7365000150171	1.0	-5.609210543816436	2.0
samp_11	-6.986328124594263	1.7508296191736339	-0.04832820418945743	-0.5264326928672285	3.0	-9.744800026140041	2.0	-8.836349526579351	1.0	-9.60448345586132	2.0		0.0	-7.121752835710755	1.0	-6.301574586479729	1.0		0.0		0.0	-7.318882947237272	1.0	-3.607735450696266	1.0	-1.1985606515569767	2.0	-6.40355145823147	1.0		0.0	-4.6435532825808465	1.0	-3.6610852088868717	1.0		0.0
samp_12	-7.772715037892716	1.6381114882676617	-0.03241377707283254	-0.5164080684348218	1.0	-9.466911374250344	3.0	-8.678583389986441	2.0		0.0		0.0		0.0	-6.241849520395712	2.0		0.0		0.0	-7.2343020508239455	2.0		0.0	-1.1908968124508357	1.0		0.0	-5.071720398626917	2.0	-4.595237549429524	2.0	-3.6178169582461654	1.0	-5.458097136987268	1.0
samp_13	-6.880744822479542	1.5288337042827322	0.19119141996697434	-0.6234820997317966	1.0		0.0	-8.86777352308371	3.0	-9.662906466549895	1.0		0.0	-7.135380990392613	1.0	-6.314069178903638	1.0	-7.9637826865521575	1.0		0.0	-7.336112856804307	1.0	-3.6287964059274436	4.0		0.0	-6.416286209248825	1.0	-5.135193671808949	1.0		0.0	-3.6834463197106513	1.0	-5.523076468693247	1.0
samp_14	-7.137020903452927	1.7329689858941233	0.134944036994382	-0.617284903085621	2.0	-9.811124261966551	1.0	-8.91260433042961	1.0		0.0	-9.106531591237674	1.0	-7.203344896263605	2.0	-6.383890650891747	1.0	-8.01951014305882	1.0	-3.1840814297704902	2.0		0.0		0.0		0.0		0.0	-5.205498096386758	4.0	-4.727046917303428	2.0		0.0		0.0
samp_15	-7.247478856682675	-14.251465599053594	16.031452252656013		0.0	-9.71083465940719	1.0	-8.840622138365294	1.0		0.0	-9.030967988187678	1.0	-7.155646616198462	2.0	-6.342348617491742	1.0	-7.959291100028956	1.0	-3.2215565478837886	3.0	-7.348505735466018	1.0	-3.712128403429507	1.0		0.0		0.0	-5.177291210410506	1.0	-4.705410937883416	1.0	-3.770674684050982	2.0	-5.5599449361301945	1.0
samp_16	-7.350706079362161	1.732974574902961	0.10428517898798402	-0.601405165278402	2.0	-9.719670374645553	3.0	-8.859521542192658	1.0		0.0	-9.048685068871135	3.0	-7.180628651808839	1.0		0.0		0.0	-3.1685098669226424	1.0	-7.3714418015956	1.0		0.0		0.0		0.0	-5.188776801634754	2.0	-4.710902346957064	2.0		0.0	-5.576443394513129	1.0
samp_17	-7.1519021676292835	1.8108404652519947	-0.07017872526437027	-0.5244672074872402	2.0		0.0	-8.831231036940977	1.0		0.0	-9.023130202770819	1.0	-7.136010292122959	4.0		0.0	-7.944513156682007	1.0	-3.114972558465992	1.0	-7.329591133569199	3.0	-3.6232055295501766	1.0	-1.194430102207788	2.0		0.0		0.0		0.0	-3.6762671614502125	1.0		0.0
samp_18	-7.433298798426051	1.8513191319660323	-0.1617473217854885		0.0	-9.59521200823521	1.0	-8.760917345092855	2.0	-9.445628580979744	1.0	-8.946854874062678	2.0	-7.101768263114128	1.0	-6.286928196692075	2.0		0.0	-3.086739198501094	1.0	-7.288872236649239	1.0		0.0	-1.1529780527482238	1.0	-6.38800076795442	2.0	-5.111583374926254	1.0		0.0	-3.647082447449422	1.0	-5.499597130737249	1.0
samp_19	-6.8170357850742525	1.504750438100726	0.1487755645811464	-0.5954140653166464	2.0	-9.777369087420011	1.0	-8.838860185674903	1.0	-9.64003376185886	2.0		0.0		0.0	-6.281290182835151	2.0	-7.932815513964273	1.0		0.0	-7.304146440097897	1.0	-3.5961571459061346	1.0		0.0		0.0	-5.102206829884684	2.0	-4.624380515054122	2.0	-3.6507760651267507	1.0	-5.490101336895034	1.0
samp_20	-7.153238431944482	-16.29410491022371	17.81377670474871		0.0	-9.561181424594787	2.0		0.0	-9.41168437811255	1.0		0.0		0.0	-6.210625179248507	1.0	-7.82152844842256	1.0	-3.085188943374572	2.0	-7.214091302206149	3.0	-3.578367907737122	1.0		0.0	-6.311565109744029	4.0		0.0		0.0	-3.6372957051813004	1.0	-5.428660697327151	1.0
samp_21	-7.845335156545069	1.4100298607308746	0.21164735286960787	-0.6171070093102015	2.0	-9.463862876413899	1.0	-8.681541382142965	1.0		0.0	-8.860836192633007	1.0		0.0		0.0		0.0		0.0	-7.241174176056152	2.0	-3.583242930449205	4.0		0.0	-6.350706776647516	3.0	-5.082709349271572	1.0		0.0	-3.6380784270555053	2.0		0.0
samp_22	-7.277435055398515	-13.61207230599279	15.292628314381638		0.0	-9.632467979157779	3.0		0.0	-9.48504957234353	1.0	-8.965168536428598	1.0	-7.103091975576612	2.0	-6.290959605165509	3.0		0.0		0.0	-7.293849802831288	2.0	-3.6610271095886144	1.0		0.0		0.0	-5.126814990688442	2.0	-4.654941319248725	2.0		0.0		0.0
samp_23	-6.886274665890913	1.627572934066469	0.0808262188901474	-0.5756979574457188	2.0	-9.788288475150683	1.0	-8.859277007802378	2.0	-9.651357394898648	1.0		0.0		0.0		0.0	-7.956095962000958	2.0	-3.1108756572375897	2.0		0.0	-3.617799179180753	1.0	-1.2519294256144833	1.0	-6.409667793080883	2.0	-5.127830392225475	2.0		0.0	-3.6719148456861435	1.0		0.0
samp_24	-6.6659592426943295	1.8507199470818527	-0.09519747063623367	-0.5184230292337954	1.0	-9.921932118155166	1.0	-8.938443381814562	1.0	-9.796284835316714	5.0		0.0	-7.16344004218857	1.0	-6.336364302879543	1.0		0.0		0.0		0.0	-3.6290014230586074	2.0	-1.1863634011502893	1.0	-6.439496231583596	2.0	-5.149777427218509	1.0		0.0		0.0	-5.5400993200173625	1.0
samp_25	-6.98621531219916	-14.483561962115743	16.207848424912104		0.0	-9.76082695311605	1.0	-8.850379363464565	2.0	-9.621471456579515	1.0		0.0	-7.135091310870877	1.0		0.0	-7.954603381881113	1.0	-3.1926442774322066	3.0		0.0		0.0		0.0	-6.420222798916869	4.0		0.0		0.0	-3.742535150937759	1.0	-5.533863534904036	3.0
samp_26	-8.540802732520618	1.343650895088648	0.23705817909820073	-0.6210437309619724	1.0	-9.352831756930057	1.0	-8.619535233600448	4.0		0.0	-8.792408997999528	1.0		0.0	-6.2258628273480054	1.0	-7.787567839180747	1.0		0.0	-7.207720298926551	2.0	-3.564897201492615	1.0		0.0	-6.325634723383622	1.0	-5.061595637234952	1.0	-4.5869926803340775	2.0	-3.619903067464066	1.0		0.0
samp_27	-7.147880798611862	1.73127398972836	0.22648013886334062	-0.6649106154636352	1.0	-9.874757002163578	1.0		0.0		0.0	-9.162666647476827	2.0	-7.250321636612981	3.0		0.0		0.0	-3.229517302556526	3.0	-7.448139062126874	1.0	-3.7385426303121463	2.0		0.0		0.0	-5.25108369816612	2.0	-4.772518172430346	1.0		0.0	-5.639375526548567	1.0
samp_28	-6.398818447026997	1.9114075193669147	-0.28271503898078015		0.0		0.0		0.0	-9.852937023249646	2.0		0.0		0.0	-6.278199844730176	4.0	-7.984394525524422	1.0		0.0	-7.326506130932273	1.0	-3.5615738606728837	1.0	-1.1022772490503625	2.0	-6.382075257970407	2.0		0.0	-4.605129757289547	2.0	-3.613621512979166	1.0	-5.478225711931352	1.0
samp_29	-6.9737995569501185	1.8503618248809917	-0.1747896509669339	-0.4812854746512637	1.0	-9.730157052305422	1.0		0.0	-9.589117721304275	2.0	-9.017014717352163	1.0		0.0	-6.287345636055715	1.0		0.0		0.0		0.0		0.0	-1.1464762466437681	2.0		0.0	-5.106841444400518	5.0		0.0	-3.6406261133502635	2.0	-5.495929369802944	2.0
samp_30	-7.264921265633744	1.7944282616433729	-0.027563510776698046		0.0	-9.695886459332678	2.0		0.0		0.0	-9.019490388426673	1.0	-7.146290632429111	1.0	-6.329270375255275	3.0	-7.948650134380643	1.0	-3.129073460487766	2.0		0.0		0.0	-1.2145526090498255	1.0	-6.4307234680152865	1.0	-5.152490873624334	1.0	-4.674153680136361	2.0		0.0	-5.54060229127097	2.0
samp_31	-7.362049266813846	1.7464240118981675	-0.10340520624180818		0.0	-9.582970768329444	4.0		0.0	-9.433483288602439	1.0	-8.929444243115967	1.0		0.0	-6.26476676581595	1.0		0.0	-3.070517335852257	1.0	-7.267484862956703	2.0		0.0	-1.1690389585012837	1.0		0.0	-5.090215543247216	4.0	-4.612536943045765	1.0		0.0	-5.477778950278583	1.0
samp_32	-6.783878535544809	1.9393933686925267	-0.12588251752432775	-0.5165600859553694	1.0	-9.91056606090385	1.0	-8.94871329997585	1.0	-9.783072215343719	1.0		0.0	-7.188485460443707	1.0	-6.3626606846717575	2.0	-8.032800921880902	1.0	-3.1420912664415495	2.0		0.0	-3.6521607059835763	1.0	-1.1801395665598982	2.0		0.0	-5.176537671334496	1.0		0.0	-3.704702651861924	2.0	-5.567027137125114	1.0
samp_33	-6.846142992460721	1.9645855707576168	-0.13426317514080807	-0.5161482111417719	1.0	-9.896017180760616	1.0	-8.945790147937736	1.0	-9.766693291628899	2.0	-9.145890866172502	1.0	-7.194532335495057	1.0	-6.36958324809564	1.0		0.0		0.0		0.0	-3.658779226551254	1.0	-1.1783591882956268	1.0	-6.4723183950696335	1.0	-5.184070590962513	1.0	-4.703337970657124	3.0		0.0	-5.574510824900108	2.0
samp_34	-7.847055819462277	1.83400780235294	-0.13668955698739493	-0.49623838471223725	1.0	-9.510137126966024	1.0	-8.723170093489085	1.0		0.0	-8.903063139250602	3.0	-7.097868469023121	1.0		0.0	-7.871246698295733	1.0		0.0	-7.279334139445189	1.0	-3.5992343666632425	3.0	-1.1632576135908832	2.0	-6.387046578628133	1.0		0.0		0.0	-3.651890286770041	2.0		0.0
samp_35	-7.166839774538537	1.5110043832054025	0.2275061560325642	-0.6419699743070708	1.0	-9.707127114356831	1.0	-8.827639732307556	1.0	-9.5632940362959	1.0	-9.019182609991141	3.0	-7.134944634628293	1.0	-6.317881168557276	1.0	-7.942237681629086	2.0	-3.1327634937058306	1.0		0.0	-3.6387010618316715	1.0		0.0	-6.419399556803371	1.0		0.0	-4.666019538500959	1.0	-3.6934184407424353	1.0	-5.530039848484854	1.0
samp_36	-10.347923486369542	1.8824221439221318	-0.11577847818665424	-0.5130141677686595	1.0		0.0		0.0		0.0	-8.847484930924079	1.0	-7.118134337369802	2.0	-6.312981374201254	1.0		0.0		0.0		0.0	-3.630558132319495	1.0	-1.1790114701838366	1.0	-6.412535000733949	2.0	-5.145978180298136	3.0	-4.669153519163071	2.0	-3.68305835821349	3.0		0.0
samp_37	-7.053856447965329	1.8425923220548495	-0.12222699402434511	-0.5044691331361313	1.0	-9.73286805040144	1.0	-8.83526294057929	1.0	-9.591316398445988	1.0	-9.02905629234232	1.0		0.0	-6.308859761000399	1.0	-7.943030732256249	1.0	-3.102800629665178	1.0		0.0	-3.611075202909683	1.0	-1.1717189392849412	2.0		0.0	-5.1292083261452275	2.0		0.0	-3.6638641435033446	2.0	-5.5180788710901885	2.0
samp_38	-6.3506091369540805	1.799489926471596	-0.13578100116015276	-0.49153568388017455	2.0		0.0		0.0		0.0	-9.176440899250615	1.0	-7.13215624957073	2.0		0.0	-8.016591483272252	4.0		0.0		0.0		0.0	-1.1599008182797934	3.0		0.0	-5.10713416986117	2.0	-4.625942681218161	1.0		0.0	-5.498457037480733	2.0
samp_39	-7.194505803427371	-15.250700839786852	16.992122562140334		0.0	-9.700366530533548	2.0	-8.825425304639575	1.0		0.0		0.0	-7.137111384874281	1.0	-6.323464037208335	1.0	-7.942421135089862	1.0	-3.2014553188396646	2.0	-7.330538412843103	1.0	-3.6923965964554175	1.0		0.0	-6.424604011129048	1.0	-5.158033849403991	1.0	-4.686022461510012	3.0	-3.751000335018021	1.0	-5.540783601124126	1.0
samp_40	-6.486423280843431	1.755979232393184	0.03225724100599166	-0.5677305817424875	1.0	-10.041993088738218	1.0		0.0		0.0		0.0	-7.19132150698278	2.0	-6.359930356911223	2.0	-8.069041986900473	3.0	-3.1431437684944483	2.0		0.0	-3.651924634179347	1.0	-1.2420741783211124	1.0	-6.463834157698969	1.0		0.0	-4.68922758627202	2.0		0.0	-5.5606886756047595	1.0
