run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2H4_log_P	b2H4_weight	b2H1_log_P	b2H1_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2F8_log_P	b2F8_weight	b2F6_log_P	b2F6_weight	b2G5_log_P	b2G5_weight	b2F9_log_P	b2F9_weight	b2F7_log_P	b2F7_weight	b2G2_log_P	b2G2_weight	b2G6_log_P	b2G6_weight	b2A7_log_P	b2A7_weight	b2A1_log_P	b2A1_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
samp_82	1.8481364364838233		0.0	-2.0963498846761794	1.0	-4.729809288422291	1.0		0.0	-0.5789649030277754	1.0		0.0		0.0		0.0		0.0	-3.948961159886845	2.0	-4.426375658503624	1.0		0.0		0.0	-0.3400868352764008	3.0		0.0	-4.675969602082898	1.0	-5.2793314862290215	1.0		0.0	-10.010447542340723	2.0	-6.835173506517584	3.0	-6.5802773547243545	1.0	-7.693193335054378	1.0		0.0	-4.947117854284948	1.0	-12.157236837862888	2.0	-6.616000835622569	2.0	-11.56193554075062	2.0	-5.012501799926942	2.0		0.0	-5.074297941715055	1.0		0.0	-7.305831246034803	2.0		0.0	-5.3250733796004015	3.0	-10.387242422758847	2.0
samp_83	3.3067466156870036	-4.886618713590264	3.0		0.0		0.0		0.0	-0.5794041570923912	2.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-5.000129114088992	2.0	-0.34088394018076607	1.0	-4.299751578121855	5.0	-4.702957760212871	2.0		0.0	-6.432490761212273	1.0	-10.121119853625364	2.0	-6.895142983110563	2.0	-6.636968213612226	2.0		0.0		0.0	-4.977790875693368	1.0	-12.26607601233851	1.0	-6.673350757287589	1.0	-11.668184210350447	1.0	-5.043720497290861	1.0	-10.550249471698786	2.0		0.0		0.0		0.0	-7.306275358579257	3.0	-5.360381966480294	2.0	-10.495727242752794	1.0
samp_84	2.0816741246194406	-4.864682385127321	1.0	-2.0957956942006892	1.0	-4.737104667706143	4.0	-4.487940297519232	1.0		0.0		0.0	-4.654464669413791	1.0		0.0	-1.4763138960498254	2.0		0.0	-4.43169015358438	1.0		0.0	-4.977893543803325	1.0	-0.3403184074434821	2.0	-4.286246931280291	1.0		0.0		0.0		0.0	-10.039240714229507	2.0	-6.850749284442692	1.0		0.0	-7.71200570426819	1.0	-6.832835558348055	1.0	-4.955298609659856	2.0	-12.185574562450087	1.0		0.0	-11.589585639220319	2.0	-5.020829328854702	1.0	-10.469699851590578	4.0		0.0		0.0	-7.32418591819535	1.0		0.0	-5.33444405293412	2.0	-10.415477581313588	2.0
samp_85	3.327539217679391	-4.886809062580714	2.0	-2.0942658174345046	1.0	-4.757219191298894	1.0		0.0		0.0	-4.704228367556366	3.0		0.0	-5.044981950004714	2.0	-1.4752167217995602	2.0	-3.9576915403693484	4.0		0.0	-7.95108627158516	1.0	-5.000325797528311	1.0		0.0	-4.2998674317867165	2.0	-4.70312853473542	3.0		0.0	-6.432845429168962	1.0	-10.121851773251201	2.0		0.0	-6.637336893201598	1.0	-7.766457613289835	1.0	-6.877636979609126	1.0		0.0	-12.266799707497384	1.0		0.0		0.0	-5.04391884167194	1.0	-10.550972939517932	1.0		0.0	-10.348750854153673	1.0	-7.377315410574449	1.0	-7.30672156471936	1.0		0.0	-10.496447607918425	1.0
samp_86	1.9196499258676365	-4.859327114344086	2.0		0.0		0.0		0.0	-0.579002250819463	1.0	-4.677939148605449	1.0	-4.649975521071561	1.0		0.0	-1.4765782916001124	2.0		0.0	-4.428136097914221	1.0	-7.879384804750871	1.0	-4.972461867126101	1.0	-0.34015777568300004	2.0	-4.2828602951546815	1.0	-4.678359673338449	1.0	-5.282629249446337	1.0	-6.3831424039297096	1.0	-10.019892720429278	4.0		0.0	-6.585110882745898	1.0	-7.699355274609338	2.0		0.0		0.0		0.0		0.0	-11.571000107676058	2.0	-5.0152485412532535	3.0		0.0		0.0	-10.248385532608037	2.0	-7.31184287570612	3.0	-7.24483357044103	2.0		0.0		0.0
samp_87	16.907871269007963		0.0	-2.0936123625458776	1.0	-4.765466403939307	1.0		0.0	-0.5795212398039988	1.0	-4.712956085325641	1.0	-4.680270246684283	2.0		0.0		0.0		0.0	-4.45169065146381	1.0	-7.976378626403485	1.0		0.0		0.0	-4.305310681084767	3.0	-4.711302671532907	3.0		0.0	-6.450092645015743	2.0	-10.157339711632085	1.0	-6.91482587246973	1.0	-6.655511905892953	1.0	-7.790084949622021	2.0	-6.896934005437477	2.0	-4.987361790493757	2.0		0.0		0.0	-11.702910417369772	1.0	-5.053467054237302	1.0	-10.585858227346709	1.0	-5.118300563712384	4.0	-10.383677520825128	1.0	-7.400371827525539	1.0		0.0		0.0	-10.531216310291542	1.0
samp_88	2.633577246664179		0.0	-2.0949029079671475	1.0		0.0	-4.4979899410979165	3.0		0.0		0.0		0.0	-5.03531748915565	1.0		0.0	-3.9552505740013726	1.0	-4.44022005816381	1.0	-7.926822010444899	1.0	-4.99116532279918	1.0	-0.34066427205909827	3.0	-4.294374189128127	1.0	-4.695011994499264	1.0	-5.305935672189042	2.0	-6.416161785450728	1.0	-10.087572711454737	1.0	-6.8769300754604545	2.0	-6.61978157732955	1.0	-7.743774011316076	1.0		0.0		0.0	-12.233127853472672	3.0	-6.6559652261560975	2.0		0.0	-5.034482225462207	1.0		0.0	-5.097834028954486	2.0		0.0	-7.355180505560354	2.0	-7.285828453641086	1.0	-5.349885492539379	1.0	-10.46285401356506	1.0
samp_89	4.661475300621926	-4.893526686301765	3.0	-2.093787612110156	2.0	-4.763287743411369	2.0		0.0	-0.5794938141013001	1.0		0.0	-4.67829963411553	2.0	-5.052180686636826	2.0		0.0		0.0		0.0	-7.969606744086639	1.0	-5.007134292763555	3.0		0.0	-4.303885363642892	1.0		0.0		0.0	-6.445489024396498	3.0	-10.14786045499273	2.0		0.0	-6.65065874829963	1.0	-7.783758507773835	3.0	-6.891777857531767	1.0	-4.9848789032248595	1.0		0.0	-6.687215363896152	2.0	-11.693833741194222	1.0		0.0		0.0	-5.115567923182083	1.0		0.0		0.0		0.0	-5.368627147301498	2.0	-10.521923622564849	1.0
samp_90	17.47364405367154		0.0	-2.0936133337976934	2.0	-4.765459287640023	1.0		0.0		0.0	-4.712964025742849	4.0		0.0		0.0		0.0		0.0	-4.451691780823135	2.0		0.0		0.0	-0.34109569094458764	2.0		0.0	-4.711315635891243	3.0	-5.3293116093096184	1.0		0.0	-10.157298580308588	1.0	-6.914836981537017	2.0	-6.65551373892359	1.0	-7.790069491965899	1.0	-6.896934549870577	1.0	-4.987375354089459	4.0	-12.301653198809964	1.0		0.0	-11.70286568772167	2.0	-5.0534671714137875	2.0	-10.585852964125843	3.0		0.0		0.0	-7.4003576861444555	1.0		0.0		0.0	-10.531108967270136	1.0
samp_91	3.2693339989306502	-4.886262710742906	3.0	-2.0943073888111354	1.0		0.0	-4.5044416483771	3.0	-0.5793819437513393	1.0		0.0		0.0	-5.044400357604088	1.0		0.0	-3.95755006504781	1.0	-4.445637002251036	1.0		0.0	-4.999774655287819	1.0		0.0		0.0		0.0	-5.3168074505801215	1.0	-6.431833817921727	1.0	-10.119767143567094	2.0	-6.894405266033975	4.0		0.0	-7.7650765929101615	1.0	-6.876506863358055	3.0		0.0	-12.264752692753609	1.0	-6.672651439907948	1.0		0.0		0.0	-10.548917215124185	2.0	-5.107377736027009	1.0		0.0	-7.375966512469275	2.0	-7.305450988222928	2.0	-5.35996631418671	1.0	-10.494402141869127	1.0
samp_92	1.9099608013445846		0.0		0.0	-4.731906363871503	1.0	-4.4835148948873185	2.0	-0.5789943816623602	2.0		0.0		0.0		0.0	-1.4765951178674765	3.0		0.0		0.0		0.0	-4.972112530351777	1.0		0.0	-4.28264105174577	1.0		0.0	-5.282194998274505	2.0		0.0	-10.018651340272264	1.0		0.0	-6.584470618366861	2.0	-7.698546242183614	1.0	-6.821686932465761	3.0		0.0	-12.165311463406232	1.0	-6.62024225313908	2.0		0.0	-5.014885851007525	2.0		0.0		0.0	-10.247161114188742	4.0	-7.311045571916173	2.0		0.0	-5.327759935500878	3.0	-10.39528599976514	2.0
samp_93	1.8252942045365796	-4.855810604399775	2.0	-2.096409967861081	1.0	-4.729004795898137	2.0		0.0	-0.5789528646239693	5.0	-4.6745701570628295	1.0	-4.647022874066354	3.0	-5.011911936117495	1.0	-1.4767481659795214	1.0	-3.9486817494957007	1.0		0.0	-7.870630920051985	1.0	-4.968894851844543	1.0	-0.34005356016914706	1.0		0.0		0.0		0.0		0.0	-10.007308872619438	3.0	-6.833473731577849	1.0	-6.5786627493272425	1.0		0.0	-6.81555496145608	1.0		0.0		0.0	-6.6143707395981375	1.0		0.0	-5.011584604703967	1.0		0.0	-5.073321191199919	2.0	-10.235993999224425	2.0	-7.303833565684017	3.0		0.0		0.0		0.0
samp_94	17.426541253788795	-4.895944275496747	1.0	-2.0936085742256854	1.0	-4.765466796691545	1.0	-4.5117175572140376	3.0	-0.5795367194174877	2.0	-4.712949082746677	2.0		0.0		0.0	-1.474761229794015	3.0	-3.9599903568314354	2.0		0.0	-7.976378600809703	1.0	-5.009571364154443	2.0	-0.3411476426810843	3.0		0.0		0.0		0.0	-6.450093877665941	1.0		0.0	-6.914828086905709	1.0	-6.655501891455391	3.0		0.0	-6.896935760455216	1.0	-4.98735928316634	1.0	-12.30162332270605	3.0		0.0		0.0	-5.053461295697822	2.0		0.0	-5.118300674966754	1.0		0.0		0.0		0.0	-5.371518639977596	1.0		0.0
samp_95	2.60467646783587	-4.877245621964546	1.0	-2.0949395796622703	2.0	-4.7485523092268185	1.0		0.0		0.0		0.0	-4.66491760872848	1.0		0.0	-1.4756972049819341	1.0	-3.955103236932196	3.0		0.0		0.0	-4.9906316138809075	2.0	-0.3406934544120217	1.0	-4.294052172162831	1.0		0.0	-5.305263728172499	1.0	-6.415204044160799	2.0		0.0	-6.875866126007368	2.0	-6.61876855675783	1.0	-7.742472138782984	1.0	-6.857956843240154	2.0		0.0	-12.23118095066939	2.0	-6.654937548665571	2.0		0.0	-5.0339334858878715	1.0	-10.515309795132024	2.0	-5.097243622054915	1.0	-10.313076571630457	1.0	-7.353909881438401	1.0		0.0	-5.349263078855795	2.0	-10.460924815203619	1.0
samp_96	3.2278572162515067		0.0		0.0	-4.756359402120948	2.0	-4.504134456253954	3.0	-0.5793905624914826	3.0		0.0		0.0		0.0	-1.4752596272375815	1.0	-3.957453701768575	1.0		0.0	-7.948497095004127	1.0	-4.9993653154817785	2.0		0.0	-4.299294451165196	1.0	-4.702274714592971	1.0	-5.316282821217883	2.0		0.0	-10.118203695189187	1.0		0.0		0.0	-7.7640353543054665	1.0	-6.875658191098861	2.0	-4.977012230057764	2.0		0.0	-6.671839064931018	2.0		0.0	-5.042926435543435	4.0		0.0	-5.10691978624924	2.0	-10.345172695034158	1.0		0.0	-7.304490644017195	1.0	-5.359478908082557	1.0	-10.49286294238377	1.0
samp_97	3.903528706650694		0.0	-2.093983275835051	2.0		0.0	-4.507858745202888	2.0	-0.5794623813811388	2.0	-4.708036886680289	1.0	-4.676068138294052	2.0	-5.049251867403759	2.0	-1.4750201619113605	1.0	-3.95871888373252	1.0	-4.448487283441576	1.0	-7.962024778352663	2.0		0.0	-0.3410075520471052	2.0		0.0		0.0	-5.322644346899146	1.0	-6.440322271577055	2.0	-10.13723135742809	1.0		0.0	-6.645213428411318	1.0	-7.776676775878318	1.0	-6.885995879526719	1.0		0.0	-12.28189494360182	2.0	-6.68170240465722	1.0		0.0	-5.048085059533783	2.0	-10.566088821195986	2.0	-5.112482939112803	1.0		0.0		0.0	-7.316126567219864	1.0	-5.365363905278123	1.0		0.0
samp_98	3.778594119158302	-4.890110612706483	1.0	-2.0940346615113667	1.0	-4.760204345860474	1.0		0.0	-0.5794596161018718	2.0	-4.70738254105911	2.0		0.0	-5.048521496140002	2.0	-1.4750523591369875	3.0		0.0		0.0	-7.960146000206506	3.0	-5.003672292618235	1.0	-0.3410139907903852	1.0	-4.301848975698968	1.0		0.0		0.0		0.0	-10.13457113587566	1.0	-6.902443858121504	2.0		0.0	-7.774913544702152	1.0	-6.884573661991341	2.0	-4.981376939125808	2.0		0.0	-6.6803156915522885	2.0	-11.68109707035207	2.0	-5.0473729856141185	2.0		0.0	-5.111711183906091	1.0		0.0	-7.385567471113892	1.0		0.0	-5.3645480603604945	1.0		0.0
samp_99	17.16028419524166	-4.8959446287849655	1.0	-2.09362120732628	3.0	-4.76546756109923	1.0		0.0	-0.5795326751027113	2.0	-4.71295574432926	1.0		0.0	-5.0547745740809615	1.0		0.0		0.0	-4.451694268105323	1.0		0.0		0.0		0.0		0.0	-4.711301787592599	1.0	-5.329349777579227	2.0	-6.450099633193687	1.0	-10.157345937891664	2.0	-6.91483449877013	1.0	-6.655516647861381	6.0	-7.790081847923446	2.0	-6.896942723406552	1.0		0.0		0.0	-6.692111686761599	2.0	-11.702929002494962	1.0		0.0	-10.585859211405698	1.0		0.0	-10.383673356298619	1.0	-7.400349843466653	2.0	-7.328461043141436	1.0		0.0	-10.531214449763224	1.0
