run	log_tbg	log_alphap	log_betap	b9F9_log_P	b9F9_weight	b9G1_log_P	b9G1_weight	b9G2_log_P	b9G2_weight	b9G3_log_P	b9G3_weight	b9G5_log_P	b9G5_weight	b9G6_log_P	b9G6_weight	b9G8_log_P	b9G8_weight	b9H1_log_P	b9H1_weight	b9H3_log_P	b9H3_weight	b9H4_log_P	b9H4_weight	b9H5_log_P	b9H5_weight	b9H6_log_P	b9H6_weight	b9H7_log_P	b9H7_weight	b9H9_log_P	b9H9_weight	b9I1_log_P	b9I1_weight	b9I2_log_P	b9I2_weight	b17E6_log_P	b17E6_weight
samp_44	-20.185268334773788	-0.45439698001043843	1.0829949209405065	-3.1753386674019626	2.0	-5.590731255729905	1.0		0.0		0.0	-7.821713362317649	1.0	-5.760747915959917	2.0	-5.7932818564430315	2.0		0.0		0.0		0.0	-7.633848804797697	4.0		0.0	-1.2561875266388023	1.0	-6.419730022840959	1.0	-6.970420006570473	1.0		0.0	-5.665586537903891	2.0
samp_45	-21.751018740734185	0.9575150732737846	-0.18127985724713333	-3.2124689679654224	1.0		0.0	-5.912385685105294	1.0		0.0	-7.895231187215434	2.0		0.0		0.0	-7.594578782873298	1.0	-8.787642586129948	2.0	-8.399550532768023	1.0	-7.70720771363775	1.0	-1.6377080278138825	2.0		0.0	-6.492183434974382	1.0		0.0	-6.323664087683813	3.0	-5.735793319973033	2.0
samp_46	-18.00096245333105	1.2583106482076434	-0.5041095483148875		0.0		0.0	-5.899992084000184	2.0	-3.365320657628528	1.0	-7.884050378768284	2.0		0.0	-5.851797989446442	3.0	-7.5833408542219445	2.0	-8.776586461201141	1.0	-8.388426412965718	1.0		0.0		0.0		0.0	-6.480446163765451	1.0	-7.03200976899744	2.0	-6.311832132685894	1.0	-5.722965866749327	1.0
samp_47	-21.038222924629274	0.3435797006168515	0.4320776629953706	-3.2358676787153695	1.0	-5.663265786501945	3.0	-5.9138572042330555	1.0		0.0	-7.895141701975646	2.0	-5.833298965852254	1.0		0.0	-7.594554159024159	2.0	-8.787472306236046	1.0	-8.399407207914038	1.0	-7.707210581124068	2.0		0.0	-1.2403083961262396	1.0		0.0		0.0	-6.324406729549045	1.0	-5.737819787849479	1.0
samp_48	-25.500051773618036	0.8628476473796659	-0.02426636799975007	-3.249448343383705	1.0	-5.693247549085406	1.0	-5.943990556344081	2.0		0.0	-7.926457573973551	1.0		0.0	-5.895895815022742	2.0	-7.625808742819854	3.0	-8.818848287002453	2.0		0.0		0.0	-1.6919871131116393	2.0	-1.168747345075081	1.0		0.0		0.0	-6.355081100242812	2.0		0.0
samp_49	-23.84342990171056	0.3912178521109067	0.4138039068070978		0.0	-5.677882132995733	1.0	-5.92845979062281	2.0	-3.423566165892171	1.0	-7.909810631425009	1.0	-5.847923648524026	3.0		0.0		0.0	-8.802123013377198	2.0		0.0		0.0		0.0	-1.2502490307178356	3.0	-6.507428320801873	2.0		0.0	-6.33904941844	2.0		0.0
samp_50	-23.130574968880225	0.37338660552852393	0.36442915274983223	-3.215320978899727	1.0		0.0	-5.894856454424533	1.0	-3.389287303073143	2.0		0.0	-5.814228754924114	3.0		0.0		0.0	-8.768587023501803	1.0	-8.380477700902212	1.0	-7.688209368813612	1.0		0.0		0.0	-6.4738207860491865	3.0	-7.024733984805545	2.0	-6.3054308568983295	2.0		0.0
samp_51	-22.741345768677117	0.545489354118134	0.26510092065480756	-3.247684825945137	2.0	-5.680247216796815	2.0		0.0		0.0		0.0	-5.850310335233414	1.0	-5.88283593869462	1.0		0.0	-8.804903405653834	3.0		0.0		0.0		0.0	-1.2229715873873277	1.0	-6.5100464477051405	3.0	-7.061007436112658	1.0	-6.341626950535575	2.0	-5.754720667940538	1.0
samp_52	-22.92886722686795	-0.24416577666777525	0.9263581907567189	-3.2001503789611	2.0	-5.61739027383122	1.0	-5.86789968977789	3.0	-3.371534307950762	2.0	-7.8484825363450295	1.0		0.0		0.0		0.0	-8.740743118454402	2.0	-8.352753623382128	2.0		0.0		0.0		0.0	-6.446467368538752	1.0		0.0		0.0	-5.692182138769591	3.0
samp_53	-21.572724556126886	0.19143042424867546	0.49127783177735485		0.0		0.0	-5.867534451727364	2.0		0.0	-7.848677479508188	2.0	-5.786998172717463	3.0		0.0	-7.548082849425804	2.0		0.0	-8.352931267421749	1.0	-7.660750677399526	1.0	-1.6991939106641871	1.0	-1.2069289744260259	1.0		0.0	-6.997242019401091	2.0		0.0	-5.691582434709668	2.0
samp_54	-22.57642784572966	0.3373754260876104	0.45473114608953474		0.0	-5.67151805569913	1.0	-5.9221280272230885	1.0	-3.4181655950938157	1.0		0.0		0.0	-5.8740940896312654	1.0	-7.602785927418905	2.0	-8.795668474746945	1.0	-8.407643334808117	2.0		0.0		0.0	-1.2520223828548411	3.0	-6.501035078864663	2.0		0.0	-6.332637435029284	3.0		0.0
samp_55	-22.137898187510974	0.2515321766805152	0.5126185762809496		0.0		0.0	-5.908270036461605	1.0	-3.4056022710646485	1.0	-7.889408821688926	1.0	-5.827711355014267	3.0	-5.860242096356739	1.0	-7.588825476542584	1.0	-8.78166912096933	2.0	-8.393675812238165	2.0	-7.701503849948567	1.0		0.0	-1.2493417903319397	1.0	-6.487115050977184	1.0		0.0	-6.318684744490061	2.0		0.0
samp_56	-21.409185849939007	-23.52047591448922	24.151989018279966		0.0		0.0	-5.843708879525382	1.0		0.0	-7.823285575996194	2.0	-5.763195308380353	3.0	-5.795741169743297	2.0	-7.522781225319184	1.0		0.0	-8.327522599984315	2.0		0.0		0.0	-1.3603403172900723	1.0	-6.4216828333113405	1.0	-6.97218519063846	1.0		0.0	-5.668306132742017	3.0
samp_57	-22.16988357407265	0.6818411221877126	0.029530381059942903	-3.1910568514009294	1.0		0.0	-5.880785692174204	1.0	-3.3671551097415913	2.0		0.0	-5.800178068529899	1.0	-5.832716199108331	2.0	-7.562265386865763	1.0	-8.755263250929946	1.0		0.0	-7.674923915283001	1.0	-1.6488550075727593	4.0		0.0	-6.460160070948934	2.0		0.0		0.0	-5.704471743851416	1.0
samp_58	-7.442571543483123	0.8238920363575257	-0.01944716406683012		0.0	-5.684428269597392	2.0	-5.93808143741139	1.0	-3.4113594352878094	1.0	-7.985005337346656	2.0	-5.8564708264323215	1.0		0.0	-7.664461939689192	1.0		0.0	-8.551731594547395	2.0		0.0	-1.6794249095001117	4.0	-1.1568863002889176	1.0	-6.525598797297771	1.0	-7.090980954962474	1.0		0.0		0.0
samp_59	-23.08479934705745	0.39577647073361877	0.3970719104187219		0.0	-5.6717579845601875	2.0		0.0	-3.417167765034218	2.0	-7.903727224580691	1.0	-5.841804179465748	2.0	-5.874335883430905	1.0	-7.603131962596903	2.0	-8.796040014284948	2.0		0.0		0.0		0.0	-1.2415730109987886	1.0		0.0	-7.052248734344698	1.0	-6.332935985954994	1.0	-5.746316940807192	2.0
samp_60	-7.592890716744514	0.3742910193494464	0.4249526230744449	-3.247943103033042	1.0	-5.682022439439305	1.0		0.0		0.0	-7.97168000686719	3.0		0.0	-5.886622341724112	1.0	-7.65408619949619	1.0		0.0	-8.52900941875699	2.0	-7.776898278429552	1.0		0.0	-1.2498946471267414	4.0	-6.520915259069679	1.0	-7.084003043774434	2.0		0.0		0.0
samp_61	-8.65676060227159	-0.03662112773346515	0.7289143214665323	-3.201883449367019	3.0		0.0		0.0		0.0	-7.874886583222937	2.0	-5.795046579275866	1.0	-5.82769974746515	2.0		0.0		0.0	-8.395897956255283	2.0	-7.684578667182049	2.0		0.0	-1.2479607704612024	2.0	-6.45679408165106	2.0	-7.0115823767268015	1.0		0.0		0.0
samp_62	-21.69014142454709	-32.687220257513374	33.34492342321427		0.0		0.0	-5.856761985382771	1.0	-3.372040013895972	3.0	-7.836363341367514	1.0		0.0	-5.8087933312887445	1.0	-7.53588314634543	1.0		0.0	-8.34049341467813	1.0	-7.648522564643362	1.0		0.0		0.0		0.0		0.0	-6.266508651507986	4.0	-5.681424853424058	4.0
samp_63	-19.73224435506698	1.0441796768721596	-0.23253652856627638	-3.2262928624724765	1.0		0.0		0.0	-3.4053114946746277	1.0		0.0	-5.849130210338886	1.0		0.0	-7.6122279579951035	4.0	-8.80535185940602	1.0	-8.41723745382858	2.0	-7.724866417789896	1.0	-1.6409792653375128	2.0		0.0		0.0	-7.061050400071849	1.0	-6.341181934807645	3.0		0.0
samp_64	-20.952165211816844	0.195832195434266	0.5429377651186138		0.0		0.0		0.0	-3.3936214199818338	2.0	-7.876723322145789	3.0	-5.815100067706935	2.0	-5.8476284321619	2.0	-7.576139836124025	3.0		0.0	-8.381003746179996	2.0	-7.688823372952541	1.0		0.0		0.0	-6.4744613694182	1.0		0.0		0.0	-5.7197063820681	1.0
samp_65	-7.604657122344729	0.5507862418722725	0.20258466867088248		0.0	-5.6583485794218555	2.0	-5.911424546137451	1.0	-3.3935343212100904	1.0		0.0	-5.830015190959135	2.0	-5.862915758222396	2.0	-7.629822972066399	2.0		0.0	-8.502593351422176	1.0	-7.752169270824177	1.0	-1.694314919559906	2.0	-1.1853910387047772	1.0		0.0		0.0	-6.326170481392145	2.0		0.0
samp_66	-21.655238600305633	0.24793173528332246	0.5237384044242682		0.0	-5.661460098440203	4.0	-5.912049117688201	1.0	-3.4095604760589864	2.0		0.0	-5.831493950748639	1.0		0.0		0.0	-8.78546106683956	1.0	-8.39744456001342	1.0	-7.70526178953949	1.0		0.0	-1.254795730009693	1.0	-6.4909010065498265	3.0	-7.041725227375355	2.0		0.0		0.0
samp_67	-18.75214911707876	0.7616878282172975	-0.0206321954446001	-3.2032442546268545	1.0	-5.644696248993497	1.0	-5.8954264443356985	1.0	-3.379871340296693	3.0		0.0		0.0	-5.8473415326940295	1.0		0.0		0.0		0.0		0.0	-1.652963934594821	2.0		0.0	-6.474910096193365	2.0	-7.02602726901074	2.0	-6.306433360883403	3.0	-5.719047004783581	1.0
