run	log_tbg	log_alphap	log_betap	b9F9_log_P	b9F9_weight	b9G1_log_P	b9G1_weight	b9G2_log_P	b9G2_weight	b9G3_log_P	b9G3_weight	b9G5_log_P	b9G5_weight	b9G6_log_P	b9G6_weight	b9G8_log_P	b9G8_weight	b9H1_log_P	b9H1_weight	b9H3_log_P	b9H3_weight	b9H4_log_P	b9H4_weight	b9H5_log_P	b9H5_weight	b9H6_log_P	b9H6_weight	b9H7_log_P	b9H7_weight	b9H9_log_P	b9H9_weight	b9I1_log_P	b9I1_weight	b9I2_log_P	b9I2_weight	b17E6_log_P	b17E6_weight
samp_68	-19.305255639425084	0.2130847011901226	0.5351712941990636	-3.2251679318279822	1.0		0.0		0.0	-3.3981997877776995	2.0	-7.8814646142551705	2.0	-5.819833120517715	2.0		0.0	-7.580890451989071	2.0		0.0	-8.38571841385558	1.0	-7.693556522415094	1.0		0.0	-1.2456783101090456	1.0	-6.479191588936985	2.0	-7.03002907372913	1.0	-6.310821453141932	1.0	-5.724427198480656	1.0
samp_69	-28.503492135726564	-10.296441426770754	11.011979831887274		0.0	-5.635401695425362	1.0		0.0	-3.4019685436879676	2.0		0.0	-5.8053459247159225	2.0	-5.837862976947266	2.0	-7.564802664777005	1.0	-8.757469293828102	1.0	-8.36951976592761	3.0	-7.677498225300791	1.0		0.0		0.0	-6.4637517816496395	3.0	-7.014209262842278	1.0		0.0		0.0
samp_70	-23.7661297718768	1.2462835717382887	-0.4725732602453754	-3.194509488890987	1.0	-5.65889794833302	1.0	-5.909828065038995	2.0	-3.3759859431027976	1.0	-7.8938051074782765	1.0	-5.829120847233433	1.0		0.0	-7.593108604180781	2.0	-8.786333830784033	1.0		0.0	-7.705724848948479	2.0		0.0		0.0	-6.490247184871421	1.0		0.0	-6.3216417160890614	3.0	-5.732835907752622	1.0
samp_71	-14.596142871705773	0.8215189251869472	-0.03506432768741923		0.0	-5.667261079016637	1.0	-5.918005693578125	1.0	-3.4012207248050697	1.0		0.0	-5.837382320993888	1.0	-5.869914677962851	1.0	-7.59979336743655	2.0	-8.792925168496737	1.0	-8.40480422904351	1.0	-7.712456352279687	1.0		0.0		0.0	-6.497555920933602	1.0	-7.048718966050467	2.0	-6.329066236759561	4.0		0.0
samp_72	-22.203182098816296	0.6326690681880551	0.14056077972972555		0.0	-5.66126307857844	1.0	-5.9119416079958516	2.0		0.0	-7.893846392687431	1.0		0.0	-5.863876204307106	2.0	-7.593229940929466	1.0	-8.78619771766816	2.0		0.0	-7.7058880602204844	2.0	-1.6932282186234244	2.0	-1.1804978637212011	1.0		0.0	-7.0422448473324355	2.0	-6.32276912731154	1.0		0.0
samp_73	-22.93720924806543	0.585193683691861	0.23152849639418868	-3.24946177372463	2.0	-5.68321661989943	3.0	-5.9338806789186185	3.0	-3.424490808287105	1.0		0.0		0.0		0.0	-7.61499144130247	2.0	-8.807955042021458	3.0		0.0		0.0		0.0	-1.2185070025802887	1.0	-6.513067275656362	1.0		0.0		0.0	-5.757704844592169	1.0
samp_74	-23.240774845531238	1.095063033099797	-0.3988907004208831	-3.1635250810370383	1.0	-5.620797833471588	1.0	-5.871680279892184	1.0		0.0		0.0	-5.791004077374647	3.0	-5.823536973422459	1.0	-7.55444122199562	1.0	-8.747610493290608	1.0	-8.359466729491615	1.0	-7.667088435669105	1.0		0.0		0.0	-6.451796979594558	1.0	-7.00320764294444	2.0	-6.283226342688105	1.0	-5.694896136279642	2.0
samp_75	-22.5527702808724	0.6031634935279417	0.18174894682177323	-3.2322818029367766	2.0	-5.667211590464843	2.0		0.0	-3.407540399074624	5.0	-7.89969760736541	1.0	-5.837291759370956	1.0	-5.869818344614983	1.0		0.0	-8.792041330811248	1.0		0.0	-7.7117415929854465	1.0	-1.7047179967616393	1.0	-1.1943536870867149	1.0	-6.497109951037167	1.0		0.0		0.0		0.0
samp_76	-24.78331384326385	-21.432255861932088	22.092296067238035		0.0		0.0	-5.857984664857422	3.0	-3.3732918452456095	1.0		0.0	-5.777523896036359	1.0	-5.810029454442565	2.0	-7.537038786601509	1.0	-8.729711240344042	2.0	-8.341768929593464	1.0	-7.649732072625335	2.0		0.0	-1.377631775042794	1.0		0.0		0.0	-6.267679541522876	1.0	-5.6826084044287395	2.0
samp_77	-21.49346526414694	-22.56344837731342	23.256817433106598	-3.2224858299117027	1.0	-5.624273056370116	1.0	-5.874696094702289	2.0	-3.390525158191874	2.0	-7.854223443413663	1.0	-5.7942079584298805	1.0		0.0	-7.55370384189754	2.0		0.0	-8.358438532023614	2.0		0.0		0.0		0.0		0.0	-7.003113541967238	2.0	-6.284372811834841	1.0	-5.699321829550566	2.0
samp_78	-22.36689823387401	0.5614404850692295	0.28351139103328593	-3.264977959605489	1.0	-5.697461657272694	2.0		0.0	-3.4397383235990944	1.0	-7.929737879306383	4.0	-5.867516407107762	2.0		0.0		0.0	-8.82207490972009	1.0		0.0	-7.741796229106422	1.0		0.0	-1.2415474531604005	2.0		0.0		0.0	-6.358803627518498	3.0		0.0
samp_79	-8.758417295061843	0.046656391846531545	0.6660035068470145	-3.2107344714413015	1.0		0.0	-5.885666430702337	3.0		0.0	-7.883094075775615	2.0	-5.804870808070041	1.0	-5.837512501460021	1.0	-7.5774706520347275	1.0		0.0	-8.402598417896122	3.0		0.0		0.0	-1.2491057099867213	2.0	-6.46643941667611	1.0	-7.020881235224739	1.0	-6.297248833959409	1.0		0.0
samp_80	-20.74727134578806	1.0994556152250674	-0.2984132335719394	-3.217676836602644	3.0		0.0		0.0	-3.397305212109388	1.0	-7.907559646545492	2.0	-5.843530678044748	1.0		0.0	-7.606839206736181	2.0		0.0		0.0	-7.719510581592229	1.0	-1.6234531031099508	1.0		0.0	-6.504295837245254	3.0	-7.055680731432904	2.0	-6.335718011024313	1.0		0.0
samp_81	-6.500280732488133	1.398929458291583	-0.5851686443208237	-3.2067663188627282	1.0	-5.699169283903063	1.0		0.0	-3.390441393091926	1.0		0.0		0.0	-5.9081827517637615	2.0		0.0		0.0	-8.80040020430136	1.0		0.0		0.0		0.0	-6.55939370967482	6.0	-7.148638998395613	1.0	-6.382330601136811	4.0		0.0
samp_82	-19.850835028497006	0.009995649076797366	0.6847094925734556	-3.201959115996376	1.0		0.0	-5.873862736201413	1.0		0.0	-7.8547101968917055	2.0	-5.793320194260328	1.0	-5.825846066524084	2.0	-7.554145453758443	1.0		0.0	-8.358981860062691	1.0		0.0		0.0	-1.2428549535500162	1.0	-6.452553059582362	2.0	-7.003338375779298	2.0	-6.284184980651061	1.0	-5.698000380535582	2.0
samp_83	-22.788084348407132	0.5956453300894198	0.19683048596073285		0.0		0.0	-5.921688313461177	3.0	-3.4116545834448773	1.0	-7.903483498978447	1.0	-5.841099115773979	1.0		0.0	-7.602876710861047	3.0	-8.795818834749726	2.0		0.0	-7.71552681621069	2.0	-1.7103483428766706	1.0	-1.200767990939794	1.0	-6.500890617944935	1.0	-7.051911513418059	1.0		0.0		0.0
samp_84	-22.681920279555616	0.43041292392027347	0.3065095977290229	-3.2131561739458707	2.0		0.0		0.0		0.0	-7.875737078451465	1.0		0.0	-5.846195746517735	3.0		0.0	-8.768072810792335	2.0	-8.380022112044777	3.0		0.0	-1.7015390579720278	1.0	-1.198965345259405	1.0	-6.473289423431811	2.0	-7.024237044528874	2.0		0.0		0.0
samp_85	-22.037373704011966	0.1673958721256657	0.4973382918856911	-3.1828205531914113	1.0	-5.6079701583538	1.0	-5.8585815637898735	1.0		0.0	-7.83969763808933	1.0		0.0	-5.81055376020097	1.0	-7.53911704254027	1.0	-8.731986727097313	1.0		0.0		0.0	-1.6911042418320679	3.0	-1.1992649586279516	2.0		0.0		0.0	-6.269023413366107	1.0	-5.682629766733658	4.0
samp_86	-17.25500182604119	1.2047318138624674	-0.43810765023653586		0.0		0.0	-5.906484246337078	2.0	-3.374491140398449	1.0	-7.890292030414548	1.0	-5.825786417937171	2.0		0.0	-7.589595592335173	3.0	-8.78281175684106	1.0		0.0	-7.702224030475895	2.0		0.0		0.0	-6.486808044235907	2.0		0.0	-6.318214149452482	2.0	-5.729557257957411	1.0
samp_87	-7.00441004209145	0.2818349476609357	0.42066510529989687	-3.2007634577152944	2.0	-5.638913625005131	3.0		0.0	-3.374495096613933	1.0		0.0	-5.811802115245974	1.0		0.0		0.0		0.0	-8.574548182582962	2.0		0.0		0.0		0.0	-6.484797164317174	3.0	-7.0571557747371525	1.0	-6.311604371671656	1.0	-5.715684494117233	3.0
samp_88	-21.26531731383468	0.10258613977369213	0.6199876777191059	-3.2144632928202292	2.0		0.0	-5.8876996363782235	1.0	-3.38704791677434	1.0	-7.868641635396363	1.0		0.0	-5.8396611049494	2.0	-7.56804675334603	2.0		0.0		0.0	-7.680747438877588	1.0		0.0	-1.246969945209732	2.0	-6.466457972707494	3.0		0.0	-6.2980698329634714	1.0	-5.71180118429712	1.0
samp_89	-22.815522495181163	0.5139666216128044	0.2247937775273351		0.0	-5.644309986017869	1.0		0.0	-3.386218114730495	2.0	-7.876632368797394	1.0	-5.81438949523538	2.0		0.0	-7.576034195751278	2.0	-8.768987511094213	1.0		0.0	-7.688700740904164	1.0		0.0		0.0	-6.474109512394915	3.0		0.0	-6.305681367634005	1.0	-5.718814239002983	3.0
samp_90	-20.675306526082437	0.3716482301429091	0.3301879193026192		0.0		0.0	-5.876785785978539	1.0		0.0	-7.858197372548619	1.0	-5.796206807118363	3.0		0.0		0.0	-8.750520374221672	1.0	-8.362499468088407	3.0		0.0	-1.6886268500435113	2.0	-1.1875198131854883	1.0	-6.455796974502818	1.0	-7.006711990288219	1.0	-6.287376014245677	2.0	-5.700709818497554	1.0
samp_91	-21.72074300219723	0.24333175571459306	0.4798797453815049	-3.2113524630478687	1.0		0.0	-5.887763408149741	1.0	-3.3846253909928805	1.0	-7.868926763845892	2.0		0.0	-5.839733415086178	1.0	-7.568342180090593	1.0	-8.761230030416257	1.0	-8.373205838439647	2.0	-7.681020336828078	1.0	-1.7170704878878587	1.0	-1.2244073010014918	2.0	-6.466624214707504	1.0	-7.017484697593526	1.0		0.0	-5.711791370310473	1.0
samp_92	-6.477394537019649	0.2392591864505316	0.4713665217149254		0.0	-5.651672707675158	1.0		0.0	-3.3805733036498324	2.0		0.0	-5.826576965586618	1.0	-5.860234878238396	2.0		0.0		0.0	-8.747382708916051	1.0	-7.8525587853382675	4.0	-1.710720239748646	1.0	-1.2174424401645543	1.0	-6.509181759792275	1.0		0.0	-6.332537026316717	2.0	-5.730023777654819	1.0
samp_93	-21.582019805942945	1.6483233588268702	-0.7961078145899054	-3.203839225562631	2.0	-5.695497591555222	1.0	-5.946695352656349	1.0	-3.390973276635633	3.0	-7.932754770938311	2.0		0.0	-5.898420776750648	1.0	-7.6319599824060855	1.0	-8.825461332791193	2.0		0.0	-7.74460030708608	1.0		0.0		0.0	-6.528273382333388	1.0	-7.080317392234781	1.0	-6.359499185697613	1.0		0.0
samp_94	-23.96745174870382	0.06686129637090528	0.6518680319379461	-3.213254845097724	2.0		0.0		0.0	-3.3857215824037445	2.0	-7.866725563406774	1.0	-5.805280266636507	1.0	-5.837807147893899	1.0	-7.566157920766833	1.0	-8.758998540241414	1.0		0.0	-7.6788257624625516	1.0		0.0	-1.2499610448892877	3.0	-6.464542992656238	1.0		0.0	-6.29617337562089	1.0	-5.709972353943803	2.0
samp_95	-22.531218096013706	-27.453006058054953	28.134311730571273		0.0	-5.618264334844165	1.0	-5.8686546759080365	1.0	-3.3843274933169303	1.0		0.0	-5.788189167006672	2.0	-5.820691300392203	4.0		0.0	-8.740338148652313	1.0	-8.35242914703362	2.0		0.0		0.0	-1.3904770896116576	1.0	-6.446628369959739	1.0	-6.997093013418949	3.0		0.0		0.0
samp_96	-20.234216744591606	0.3575864689536785	0.36792053120623125	-3.209404503709741	1.0	-5.638060514069575	2.0	-5.888686287377843	2.0		0.0	-7.870051141536174	1.0		0.0	-5.840645867356984	2.0		0.0	-8.762354076414226	1.0	-8.374337365450844	3.0		0.0	-1.7044151238184615	1.0	-1.2054754363129905	1.0	-6.467660679993845	1.0	-7.018570935447932	1.0	-6.29925278516715	1.0		0.0
samp_97	-23.30245598879221	0.6841023471258062	0.12629490320335976	-3.242491266922476	1.0	-5.679765241405147	2.0		0.0		0.0	-7.91239882656765	3.0	-5.849831740366479	1.0	-5.882357894065086	1.0		0.0	-8.80475782045152	2.0		0.0	-7.724446761101987	1.0	-1.7067793999389844	1.0	-1.1927517762416118	1.0	-6.509748151631528	2.0		0.0	-6.341304459430211	1.0	-5.754138402454179	1.0
samp_98	-22.105040170893528	0.6168949625640275	0.17880248015817027		0.0		0.0	-5.923249323199719	1.0		0.0		0.0	-5.842657867723426	1.0	-5.875195655738021	2.0	-7.604480742323073	2.0	-8.797441217370631	4.0		0.0	-7.7171297906319	2.0	-1.70892616333705	1.0	-1.1982581689267864	1.0	-6.502484428539277	1.0		0.0	-6.334044296103448	1.0	-5.747025659328218	1.0
samp_99	-23.97507337734927	0.8720421151699185	0.043573016244765846		0.0	-5.731851326553463	2.0	-5.982579577602703	1.0	-3.465992344139776	1.0	-7.964975495292319	2.0		0.0		0.0	-7.664339970306595	1.0	-8.857368250782313	4.0		0.0		0.0	-1.7351677367038616	1.0	-1.2144630360058617	2.0	-6.562123915114402	2.0	-7.113275608257814	1.0		0.0		0.0
