run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_13	-17.706980375479453		0.0	-0.8503980179527456	1.0	-4.40123565564638	2.0	-5.076321433336048	1.0	-1.9298545756126508	1.0	-2.533239148385793	1.0		0.0	-4.844274977854763	2.0
samp_14	-16.111341177659654	-2.2947675528354083	2.0	-0.8504536477124297	3.0		0.0	-5.076279350193252	1.0	-1.9297914921950827	1.0		0.0	-0.9172262803291378	1.0		0.0
samp_15	-15.928790921489979	-2.2947976110978865	1.0	-0.8504061997417411	2.0	-4.4012365160637925	1.0	-5.076312517495103	1.0	-1.9298516058023358	1.0		0.0	-0.9172197333029293	1.0	-4.844287074504975	1.0
samp_16	-16.560073362167767		0.0	-0.8504033311686365	2.0		0.0	-5.076310353395272	1.0		0.0	-2.5332584543420222	1.0	-0.917219266514426	3.0	-4.844283339632136	1.0
samp_17	-17.38933783874237		0.0	-0.8503898362087458	3.0		0.0	-5.076339097494196	1.0	-1.9298561252766135	2.0		0.0		0.0	-4.84421415302204	2.0
samp_18	-15.410216942633898	-2.294824798020122	1.0	-0.8503126052637072	2.0	-4.401222905025216	2.0	-5.076308702571659	1.0		0.0		0.0	-0.9172203538166662	2.0		0.0
samp_19	-1.2686086697413523	-2.166325405030022	2.0	-0.7074401772284753	1.0		0.0	-4.950731880753735	2.0		0.0	-2.4059698056144807	2.0	-0.7735509614333482	1.0		0.0
samp_20	-1.2522448900111116	-2.164419777647721	1.0		0.0	-4.275516565416361	1.0	-4.948907098235194	2.0		0.0	-2.4040876736278567	1.0	-0.771363014114367	1.0	-4.719040715900235	2.0
samp_21	-1.4870437335153526		0.0	-0.7338682046314359	1.0		0.0	-4.972980881763481	2.0	-1.8216394728542642	2.0	-2.428831830504564	2.0	-0.800147970438733	1.0		0.0
samp_22	-16.75878535390838		0.0	-0.8503973610727898	1.0	-4.40126998497212	2.0	-5.076317718822424	1.0		0.0	-2.5331893304308104	3.0		0.0	-4.844250055262517	1.0
samp_23	-15.53184490738569		0.0		0.0	-4.401262344167884	2.0	-5.076289738755282	1.0	-1.9298454191561212	2.0	-2.5332555757777007	1.0	-0.9172174698077716	1.0	-4.844302849046892	1.0
samp_24	-19.875000488089768	-2.2947923606377785	3.0	-0.8504054403928818	1.0		0.0		0.0		0.0	-2.533257928576931	1.0	-0.9172189056532084	3.0		0.0
samp_25	-17.41651671013312	-2.2947689221431644	1.0	-0.8504067623631718	3.0	-4.401234209312336	2.0	-5.0763006381580045	1.0		0.0	-2.533247568428163	1.0		0.0		0.0
samp_26	-1.19131579955015	-2.157101007553496	1.0	-0.6967955657991329	1.0	-4.2685819066264585	1.0	-4.941899479987403	2.0		0.0	-2.3968627496801167	1.0	-0.7628833541299841	1.0	-4.712146394562736	1.0
samp_27	-17.403224974499764		0.0	-0.8503992523379005	3.0		0.0	-5.076309998854749	1.0	-1.9298429238041446	3.0	-2.5332623152931255	1.0		0.0		0.0
samp_28	-19.12379170426698	-2.2948082965489722	2.0		0.0		0.0		0.0		0.0	-2.5332606639124733	3.0	-0.9172144233533613	3.0		0.0
samp_29	-20.024153302255975	-2.294763399750772	1.0	-0.8504186344228493	2.0		0.0		0.0		0.0	-2.5332605419373553	4.0	-0.9172140537105766	1.0		0.0
samp_30	-1.3147992461190747	-2.171570795280518	2.0		0.0		0.0	-4.955761822062401	2.0		0.0	-2.4111501693815294	2.0	-0.7795953664110428	2.0		0.0
samp_31	-14.533138940261892		0.0	-0.8504005895286609	1.0	-4.401232041167555	1.0	-5.076335300842143	1.0	-1.929825261918151	2.0		0.0		0.0	-4.844278180997194	3.0
samp_32	-15.706449078343983	-2.294778647086509	2.0		0.0		0.0	-5.0763306166803215	1.0		0.0	-2.5332681551542446	2.0	-0.9172310186864383	2.0	-4.844281738965754	1.0
samp_33	-16.17716377745589	-2.294788122673782	1.0	-0.8504052144478154	1.0	-4.401226683440725	3.0	-5.076324581673409	1.0	-1.9298442890242684	1.0		0.0	-0.9172287677433096	1.0		0.0
samp_34	-19.081714217025407	-2.2947927322922377	1.0	-0.8504031505561324	1.0	-4.401228544186012	2.0		0.0	-1.9298428814291246	3.0	-2.5332571041880874	1.0		0.0		0.0
samp_35	-1.7127695223131776		0.0		0.0		0.0	-4.992193254827494	2.0	-1.842104262528891	3.0	-2.448456491703679	2.0		0.0	-4.761625542932626	1.0
samp_36	-15.833577362786057	-2.29483305242249	1.0		0.0	-4.401208907859611	1.0	-5.076299548702049	1.0		0.0		0.0	-0.917201152040734	5.0		0.0
samp_37	-17.49955355305588	-2.294787364498139	1.0		0.0		0.0	-5.07631209260157	1.0	-1.929849101084112	1.0	-2.5332544546903506	1.0	-0.9172248115813121	1.0	-4.84428434638037	3.0
samp_38	-18.72871792837978		0.0		0.0	-4.40122941339405	1.0		0.0	-1.9298435286083824	2.0	-2.5332591991334064	1.0	-0.9172189379904295	2.0	-4.84428331802273	2.0
samp_39	-15.914222482137655		0.0	-0.8503541964596782	1.0		0.0	-5.076272883832468	1.0		0.0	-2.5332604417921547	1.0	-0.9171985337330744	5.0		0.0
samp_40	-18.86349539671651		0.0	-0.8503965680259425	1.0	-4.4012298931142055	3.0		0.0		0.0	-2.5332589530633696	1.0	-0.9172257446463224	1.0	-4.844284725397179	2.0
samp_41	-18.178991382961243		0.0		0.0	-4.401226511881063	2.0	-5.076308491081959	1.0		0.0	-2.533266341798227	1.0	-0.9172119092446323	1.0	-4.844286693352315	3.0
samp_42	-15.34901997810086		0.0		0.0	-4.401237633209295	3.0	-5.076329778353131	1.0		0.0	-2.533264879888462	1.0	-0.9172119504228523	2.0	-4.844259912639499	1.0
samp_43	-15.681075111103421	-2.294779439048285	1.0	-0.8503869407644541	2.0	-4.401232747577906	2.0	-5.076315373097769	1.0	-1.929841027798423	1.0		0.0	-0.917208714281658	1.0		0.0
samp_44	-0.3804085134648284	-2.019704599671013	1.0		0.0	-4.140776727522751	1.0	-4.813246938438936	3.0	-1.6449268613828927	2.0		0.0	-0.5982628832399399	1.0		0.0
samp_45	-19.483289884255054	-2.2947681342028576	1.0	-0.8503751633757086	1.0	-4.401227671094397	1.0		0.0		0.0	-2.533257673881162	3.0	-0.9172337236392669	1.0	-4.8442895078883685	1.0
samp_46	-17.72475619808304	-2.2947946453285892	2.0	-0.8504017494427493	1.0		0.0	-5.076308025062287	1.0		0.0	-2.53325607019299	3.0	-0.9172183064808521	1.0		0.0
samp_47	-18.5139337902524		0.0	-0.8504084128940205	1.0	-4.4012349934375115	1.0		0.0	-1.9298430896708285	3.0	-2.5332567595617568	2.0		0.0	-4.844285232610475	1.0
samp_48	-18.37020487837061	-2.294795126134482	2.0		0.0	-4.401229170527725	1.0		0.0		0.0		0.0	-0.9172199713663173	4.0	-4.8442830491742805	1.0
samp_49	-0.2701003227280846	-1.9943232367179347	2.0	-0.5006353315409489	1.0	-4.117652196847116	1.0	-4.790048925246605	3.0		0.0	-2.236841504053135	1.0		0.0		0.0
samp_50	-1.19131579955015	-2.157101007553496	1.0	-0.6967955657991329	1.0	-4.2685819066264585	1.0	-4.941899479987403	2.0		0.0	-2.3968627496801167	1.0	-0.7628833541299841	1.0	-4.712146394562736	1.0
samp_51	-17.15814463767554	-2.2947992528179983	2.0		0.0		0.0	-5.0763209440810355	1.0	-1.9298573930917153	2.0	-2.5332628438147475	1.0	-0.917213056210757	1.0	-4.8442850764203165	1.0
samp_52	-19.503429631804867	-2.294722123583605	2.0		0.0	-4.401259407761207	2.0	-5.0763373430381264	1.0	-1.9298314128490515	3.0		0.0		0.0		0.0
samp_53	-1.153554312002034	-2.152378409761975	1.0	-0.6913327997560254	2.0		0.0	-4.937393381069861	2.0		0.0	-2.3922045854544005	1.0	-0.7574097257649113	1.0	-4.707711240882301	1.0
samp_54	-16.001680877929832	-2.29479239004275	1.0	-0.8504057839447228	1.0	-4.401228280615006	2.0	-5.076308778379856	1.0		0.0	-2.5332600085576447	1.0	-0.9172225185131936	1.0	-4.844283767371691	1.0
samp_55	-18.71725726581897	-2.2948034199186518	3.0	-0.8504336378120153	1.0	-4.401181859530284	1.0		0.0		0.0	-2.533260696257931	1.0	-0.9172455406787071	1.0	-4.844238177258332	1.0
samp_56	-16.546527132547126		0.0	-0.8503900279976403	1.0	-4.401252371504846	3.0	-5.076252168144904	1.0	-1.9298430765177728	1.0		0.0		0.0	-4.844271784483102	2.0
samp_57	-19.723335469717984	-2.2947887906086537	2.0	-0.8504004921669306	2.0	-4.401227194581954	1.0	-5.0763073660081295	1.0	-1.9298430438163758	1.0	-2.533265911025648	1.0		0.0		0.0
samp_58	-16.223900437291007		0.0		0.0	-4.401236822626286	3.0	-5.07635362731077	1.0	-1.9298208224512952	1.0	-2.5332908166816885	1.0	-0.9172124908005348	2.0		0.0
samp_59	-16.826031696931622		0.0	-0.8504129042115219	2.0		0.0	-5.076303795988361	1.0	-1.9298507829093174	2.0		0.0	-0.9172281568908643	2.0	-4.84428706984157	1.0
samp_60	-15.870127409178396	-2.294748555351247	1.0	-0.8504111299608295	1.0	-4.401204775528149	2.0	-5.0763338011978405	1.0	-1.9298099986286263	1.0	-2.533247791426952	1.0		0.0	-4.844322195451578	1.0
samp_61	-1.3386128694325017	-2.174188694034347	2.0	-0.7164720939112561	1.0	-4.284797031080535	1.0	-4.958281797500833	2.0	-1.805873744753182	1.0		0.0	-0.7826186501551659	1.0		0.0
samp_62	-17.335486262656424	-2.294783440809863	1.0		0.0		0.0	-5.076315991953117	1.0	-1.9298401966458172	3.0		0.0	-0.91720373348406	3.0		0.0
samp_63	-16.236887542492735		0.0	-0.8504044012575257	2.0	-4.401227981785259	1.0	-5.076307701206208	1.0		0.0	-2.533256469912644	1.0	-0.9172271737029113	1.0	-4.8442849664086065	2.0
samp_64	-16.89189834318335		0.0	-0.8503898621035558	1.0	-4.401223015426622	2.0	-5.076315552200603	1.0		0.0	-2.533264224475032	2.0	-0.917228472600863	2.0		0.0
samp_65	-19.509319923133653	-2.294798190073205	1.0	-0.850404571695116	2.0	-4.401227019106201	1.0		0.0	-1.9298404731193992	2.0	-2.533259767994398	1.0	-0.9172190724930501	1.0		0.0
samp_66	-16.030592995238333		0.0	-0.85040357405963	1.0	-4.401225758654391	1.0	-5.076308672439509	1.0		0.0		0.0	-0.9172182741210091	2.0	-4.84428426132617	3.0
samp_67	-1.5658313711367013	-2.1968196265166386	1.0		0.0		0.0	-4.980097315127633	2.0	-1.8292414646356838	2.0	-2.4361100489917042	1.0	-0.8084883416369358	1.0	-4.749728453058849	1.0
samp_68	-1.126329006438489	-2.148891661258249	2.0	-0.6872829628861143	3.0		0.0	-4.934063946048138	2.0		0.0		0.0		0.0	-4.704432894109716	1.0
samp_69	-18.297815508618328	-2.2947950976857614	2.0	-0.8504022319214171	1.0	-4.401225823266263	1.0		0.0	-1.9298440548364646	1.0	-2.533259577777241	2.0	-0.9172187344573207	1.0		0.0
samp_70	-15.032715010884084		0.0		0.0		0.0		0.0		0.0	-2.5332594555495223	2.0	-0.9172359164796888	5.0	-4.8442899239525	1.0
samp_71	-1.6160006250062293	-2.2012621004275594	2.0		0.0		0.0	-4.984395379135622	2.0	-1.8338224268127883	2.0	-2.4404992519085855	1.0	-0.8135178900314347	1.0		0.0
samp_72	-18.055277099558605	-2.294807203401357	2.0	-0.8504087600401401	3.0		0.0		0.0	-1.9298563594206806	2.0		0.0		0.0	-4.84428936574868	1.0
samp_73	-16.853666125207635		0.0	-0.8504010731265482	2.0		0.0	-5.076290696683105	1.0	-1.929847688366949	1.0	-2.5332763310939277	2.0	-0.9172026984602869	1.0	-4.844271742703962	1.0
samp_74	-16.000887757272533	-2.294803523253946	1.0		0.0	-4.401231058846239	1.0	-5.076284823353382	1.0	-1.9298452963602517	3.0	-2.5332524435069015	1.0		0.0	-4.84426761486864	1.0
samp_75	-1.390925459822396	-2.1797842457519754	1.0		0.0		0.0	-4.963665447838976	2.0	-1.8116587722068134	1.0	-2.419271325007352	1.0	-0.7890390506290953	3.0		0.0
samp_76	-17.556760965924912		0.0		0.0	-4.401282549329319	1.0		0.0		0.0	-2.5332262260632565	3.0	-0.9172018350610355	1.0	-4.844294685901879	3.0
samp_77	-18.698009008080746		0.0		0.0	-4.40121359930959	4.0		0.0	-1.9298455939831762	3.0		0.0		0.0	-4.844299770355349	1.0
samp_78	-18.854919579381335	-2.294780232931063	2.0		0.0	-4.401254293578722	1.0	-5.076254505799138	1.0		0.0	-2.5332567389903575	1.0		0.0	-4.844281957991236	3.0
samp_79	-16.400881688298405	-2.294800269436275	1.0	-0.8504079664397648	2.0	-4.401217596336088	2.0	-5.076323969626039	1.0	-1.9298456619264346	1.0		0.0		0.0	-4.844273616479324	1.0
samp_80	-1.342744339367599	-2.174646436875487	1.0		0.0	-4.285224921772143	2.0	-4.958715896943374	2.0	-1.8063412769872367	1.0		0.0		0.0	-4.7286968060285295	2.0
samp_81	-18.467559543140087	-2.294817205538192	2.0		0.0	-4.401227895821441	3.0		0.0	-1.929843042314791	2.0		0.0	-0.9171784192835263	1.0		0.0
samp_82	-1.2878101894239884	-2.168529811407084	1.0	-0.7099736558586209	2.0		0.0	-4.952845528719155	2.0	-1.8000125750895242	1.0	-2.4081471384664366	1.0	-0.7760921337728461	1.0		0.0
samp_83	-1.177840273166073	-2.155437459144871	1.0	-0.6948642894688184	1.0	-4.267002160235297	1.0	-4.940309304040109	2.0		0.0		0.0	-0.7609518133707955	1.0	-4.710578812571182	2.0
samp_84	-18.922494694567646	-2.2947996662553236	1.0	-0.8503951418187785	1.0		0.0		0.0	-1.9298400145603742	2.0		0.0	-0.9172228591733852	3.0	-4.84426266254642	1.0
samp_85	-17.906885258351508	-2.294791767738407	2.0	-0.8504044648400537	1.0		0.0		0.0		0.0	-2.5332590997422093	3.0		0.0	-4.844281043317708	2.0
samp_86	-18.01981221070262	-2.294794439313143	2.0		0.0		0.0	-5.076305807606796	1.0	-1.9298458165893393	1.0	-2.5332580867091186	1.0		0.0	-4.844282592870806	3.0
samp_87	-19.928988846011368		0.0	-0.8504026219757139	2.0		0.0	-5.076311930614149	1.0	-1.9298447974860604	1.0		0.0	-0.9172178702186372	4.0		0.0
samp_88	-18.595281561139622	-2.294791639945744	2.0		0.0		0.0	-5.0763415172032955	1.0	-1.9298517892216034	2.0	-2.533291173615813	1.0		0.0	-4.844245652388395	2.0
samp_89	-16.043097865805766		0.0		0.0	-4.4012363083985235	1.0	-5.076339168414733	1.0		0.0	-2.5332071965461638	3.0	-0.9171897787707618	2.0	-4.844274222155711	1.0
samp_90	-1.2220654242061713	-2.160837467025818	2.0	-0.7011149800483043	1.0	-4.272121319078328	1.0	-4.9454787676517	2.0		0.0	-2.400552188862279	1.0	-0.767211685589149	1.0		0.0
samp_91	-18.887532142480506	-2.294786870355863	1.0		0.0		0.0		0.0	-1.9298429578072342	4.0	-2.533259889675417	2.0		0.0	-4.8442917720346514	1.0
samp_92	-17.633826047662428	-2.2947877059702666	1.0		0.0	-4.40123348086936	2.0	-5.076300398192909	1.0	-1.9298371341739307	3.0		0.0	-0.9172226681259863	1.0		0.0
samp_93	-18.0510201472941	-2.294798780265445	3.0	-0.8503949944952639	1.0	-4.4012389523024344	1.0		0.0		0.0	-2.5332584653556207	2.0	-0.9172014780200503	1.0		0.0
samp_94	-16.86327938144862	-2.294924933943264	1.0	-0.8503142033585073	1.0		0.0	-5.076368991998586	1.0		0.0	-2.533304429658522	1.0	-0.9172936490618483	4.0		0.0
samp_95	-15.924105888514958	-2.2947926751598113	1.0		0.0	-4.401230251404007	3.0	-5.076346434677716	1.0	-1.9298043158193356	2.0		0.0	-0.9172227434011775	1.0		0.0
samp_96	-18.542424370796553	-2.294808340345002	1.0	-0.8502947314762661	2.0	-4.40110234139939	1.0	-5.076344311328101	1.0	-1.929824293985957	2.0		0.0		0.0	-4.844253292800198	1.0
samp_97	-20.095954665272096	-2.294789477717346	1.0	-0.8503891231748071	1.0	-4.4012315092059096	2.0		0.0	-1.929846653965816	2.0	-2.533265122448678	1.0	-0.9172296646463161	1.0		0.0
samp_98	-16.851689812952273	-2.2948033040803217	1.0		0.0	-4.401221246511682	1.0	-5.076350575774746	1.0		0.0	-2.53323483333887	2.0	-0.9171997226823724	2.0	-4.844281090168109	1.0
samp_99	-19.478000553079116	-2.294787613223774	1.0	-0.85041630150984	1.0	-4.401226041818463	3.0		0.0		0.0	-2.5332606769576715	2.0		0.0	-4.844290006295238	1.0
