run	log_tbg	log_alphap	log_betap	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight
samp_35	-5.450105994809155	2.728989713839348	-0.19655101278492948		0.0	-5.7412798613284775	1.0		0.0	-6.6675133384552465	1.0	-5.7977080000951355	3.0	-1.3945184584426062	1.0	-10.974181862233108	1.0		0.0		0.0	-10.150578439609927	1.0		0.0	-9.973363183216431	6.0	-12.155536743995366	1.0	-4.951056782896776	1.0	-4.866271178795442	1.0	-5.610127781828058	1.0	-5.575617160153395	4.0	-4.945696149848702	2.0		0.0	-5.447666131138389	1.0		0.0	-5.258276914911256	1.0	-5.245030443251903	1.0		0.0		0.0	-5.4320111410046374	1.0		0.0	-5.463499365352783	1.0	-5.335907714891897	2.0	-8.713037864613241	1.0		0.0		0.0
samp_36	-6.717890057419792	2.3970973199758125	-0.0496249652451111		0.0		0.0	-9.024042897389643	1.0	-6.485602081751407	1.0	-5.674266903229942	2.0		0.0	-9.732836189987966	1.0	-8.943620468828039	1.0	-10.029242140562193	4.0	-9.281715301724086	1.0	-8.526388856440589	1.0		0.0		0.0		0.0		0.0	-5.4950858915300556	1.0	-5.4609240868187765	1.0		0.0	-6.431928782641976	1.0	-5.3367289433403355	1.0	-5.585461596351158	5.0		0.0	-5.140974549010531	2.0	-4.808414288243004	1.0	-0.5747111381193099	1.0		0.0	-2.334085169302947	1.0		0.0	-5.227491643319686	1.0	-8.216908039921142	1.0	-1.90989664566786	1.0	-3.8740786651769747	3.0
samp_37	-5.86317903127759	2.457676149396117	0.0018891091404953935	-4.618715395655179	2.0	-5.693508698606959	2.0	-9.451435443248437	1.0		0.0	-5.748329240861286	1.0		0.0	-10.437120622503508	1.0		0.0	-10.449458741631444	1.0	-9.809466067374577	3.0	-8.84872791033656	3.0	-9.622544342628709	1.0	-11.12909094958065	1.0		0.0	-4.834855450746519	1.0	-5.565109685927914	1.0		0.0	-4.9125444466542705	2.0		0.0		0.0		0.0	-5.219396358444425	3.0		0.0	-4.870812785456047	1.0	-0.5946887293508321	3.0	-5.389523516666566	2.0	-2.3716180569412986	1.0		0.0	-5.295436873039966	1.0	-8.505265399900123	1.0		0.0		0.0
samp_38	-5.678672265841138	2.481016001968899	-0.06639462832723404	-4.596719092053255	1.0		0.0	-9.498802649247459	1.0	-6.577900516998262	1.0	-5.730191375915357	1.0		0.0	-10.567908226997638	2.0	-9.537476278425574	3.0		0.0	-9.879501210421909	2.0		0.0		0.0	-11.385258993998974	3.0	-4.8967450225737235	1.0	-4.813447635070719	1.0	-5.545959116630959	1.0	-5.511798829130954	1.0		0.0	-6.51671939628754	1.0	-5.385710982684678	1.0		0.0		0.0		0.0		0.0	-0.5751932997915187	2.0		0.0		0.0	-5.401103105256194	4.0	-5.27559709997126	2.0	-8.53112975146136	1.0	-1.9124217685368792	1.0	-3.904867332940202	2.0
samp_39	-5.697006507292955	2.7649582159885973	-0.2938806825150064	-4.608255993359998	1.0		0.0	-9.539916036126963	2.0		0.0	-5.753498165185224	1.0	-1.3676564022089914	1.0	-10.604696917672108	1.0	-9.582297993979244	3.0	-10.561294245719626	1.0	-9.92088055622191	1.0	-8.917611003552732	4.0	-9.73919212290643	1.0		0.0	-4.9123134730533815	1.0	-4.827627689629436	1.0		0.0	-5.533779432389815	1.0	-4.907179985124005	1.0	-6.544115320909192	1.0		0.0	-5.662789280035564	3.0	-5.218063753144248	3.0	-5.205616968515714	1.0		0.0		0.0	-5.389929193756839	1.0		0.0	-5.421348414281817	1.0		0.0	-8.570162319833015	1.0	-1.8461175628767612	1.0		0.0
samp_40	-5.8214759475727575	2.5771375141787547	-0.12077804215082767	-4.61097287201685	2.0	-5.690709040797939	1.0	-9.467710841158375	2.0	-6.588855743047747	1.0		0.0	-1.4085231910790006	1.0	-10.470414983165718	1.0	-9.49167839700055	2.0	-10.47096195767345	1.0	-9.830795382489198	1.0		0.0	-9.645027230834922	1.0	-11.18325635518525	2.0	-4.911824558046802	2.0		0.0		0.0		0.0	-4.906551625831407	1.0	-6.528913080224851	1.0	-5.401432565487576	2.0	-5.655715870428866	2.0	-5.21470888340155	2.0	-5.201992843310756	1.0	-4.8645891601430575	3.0		0.0		0.0		0.0	-5.416405989581374	1.0		0.0	-8.51615306524579	1.0		0.0	-3.91535664538089	1.0
samp_41	-5.4651741784776	2.6822253172298987	-0.17546045795478418	-4.635576724481811	2.0	-5.727875651881156	2.0		0.0	-6.650932778607416	2.0	-5.784157215183071	1.0	-1.3981142635009725	1.0	-10.926557725445173	1.0	-9.769974191152931	1.0		0.0	-10.115138971180903	2.0		0.0	-9.936588050881976	1.0		0.0	-4.939680151948894	2.0	-4.855179335740687	1.0		0.0	-5.562621790228479	5.0	-4.934316922758995	1.0	-6.586111815559219	2.0		0.0		0.0		0.0		0.0	-4.891905241454041	1.0	-0.5571772681069465	1.0	-5.4193793744215295	1.0	-2.337663337335543	1.0	-5.450782841241711	1.0	-5.323536403097374	1.0	-8.685341677416766	1.0	-1.8844581852427913	1.0		0.0
samp_42	-5.820127632328744	2.598738245158285	-0.19498356591276733		0.0	-5.662699991106439	1.0		0.0	-6.5589414537918325	2.0	-5.717498651450238	2.0	-1.3852341601655265	1.0	-10.418354315342947	1.0	-9.439797680796254	2.0	-10.433680835965829	1.0		0.0	-8.817899061513097	1.0	-9.592854146064095	1.0	-11.136374633928249	1.0	-4.883843441409081	1.0	-4.800134334859563	2.0		0.0		0.0	-4.87863744562814	1.0	-6.499395642624467	2.0		0.0	-5.627533925419691	2.0		0.0		0.0	-4.8366449002184835	3.0	-0.5462275126545434	1.0	-5.3571812212928585	2.0		0.0	-5.3882911477864734	2.0		0.0	-8.474771199030084	1.0	-1.8698010100747655	2.0		0.0
samp_43	-5.86459910550053	2.5683346532513154	-0.11735008154657009		0.0	-5.68684318222666	2.0	-9.442998087452905	2.0		0.0		0.0	-1.4090779772995214	2.0	-10.42704228983997	1.0	-9.460606813899462	1.0	-10.44236427291461	1.0	-9.800323707007339	1.0	-8.841017735693294	1.0	-9.612866598371644	1.0	-11.11911962484473	2.0	-4.908817089078501	3.0		0.0	-5.558284188191514	2.0	-5.523962890051038	1.0	-4.903557382044582	1.0	-6.523114895241782	1.0		0.0	-5.651800273092726	1.0	-5.211382669143691	1.0		0.0		0.0	-0.565372740253961	2.0	-5.381743271293966	1.0		0.0	-5.412800136251482	1.0	-5.287446660131641	1.0	-8.49775083024338	2.0	-1.8982970314610037	1.0		0.0
samp_44	-5.6905482867777994	2.4598680616212327	-0.06026759918995597		0.0		0.0		0.0	-6.568481292950268	3.0		0.0		0.0	-10.540386145121722	2.0		0.0		0.0	-9.857724989895784	2.0	-8.860981970346577	3.0	-9.671959404296377	2.0	-11.348655276660848	2.0	-4.8896648751804115	1.0	-4.80645610554755	3.0	-5.5381687200566905	1.0		0.0	-4.884262199271937	2.0		0.0		0.0	-5.632516996962277	2.0		0.0		0.0		0.0	-0.575828872349573	2.0	-5.362480027712291	2.0		0.0		0.0	-5.26808794331579	2.0		0.0	-1.9130248073990728	1.0	-3.8991884877607346	2.0
samp_45	-5.874939062735834	2.545107175575547	-0.08069770460912189	-4.616304684151251	1.0	-5.694059902752115	1.0	-9.450314785897776	4.0	-6.589640170342699	1.0		0.0	-1.4201956570967644	1.0	-10.431962155210847	1.0		0.0	-10.446480655717961	1.0	-9.807225726525878	2.0		0.0	-9.620123109213162	1.0		0.0	-4.916570898375352	3.0		0.0	-5.565536911048241	2.0		0.0		0.0	-6.530154564488558	2.0	-5.40528191238538	1.0	-5.659085130411948	1.0	-5.2188992897757505	1.0	-5.206173190914483	1.0	-4.869401587482195	1.0	-0.5743732822301042	1.0	-5.389212731468797	1.0	-2.3520175030566715	2.0	-5.420235618335113	1.0	-5.294963107228608	1.0		0.0		0.0	-3.922357136042572	1.0
samp_46	-5.688079461432162	2.8317695524303637	-0.3275415727900418	-4.620625106122082	1.0		0.0	-9.57400042710784	3.0		0.0		0.0		0.0	-10.647000615006325	2.0		0.0	-10.59134349384069	1.0		0.0	-8.948749607015412	2.0	-9.778489307432096	4.0		0.0		0.0	-4.8408349791102925	1.0		0.0	-5.5494991569002465	1.0		0.0		0.0	-5.421820496442041	1.0	-5.67880547710599	6.0		0.0	-5.2203931442465645	2.0	-4.878238335897337	3.0		0.0		0.0	-2.3015526982542336	1.0		0.0	-5.3095461152941805	1.0	-8.600553854782067	1.0	-1.8391191799802948	1.0	-3.9113851497705387	1.0
samp_47	-5.515019112355602	2.8777442814636216	-0.3465339848707956	-4.633717567830541	1.0		0.0	-9.68613746319462	1.0		0.0	-5.79023610115417	5.0	-1.3615802270498534	1.0	-10.8786632769238	2.0		0.0		0.0		0.0		0.0	-9.924096022984362	1.0		0.0		0.0	-4.855170826910945	2.0	-5.602937156569476	1.0	-5.568074187984171	2.0	-4.935585936308746	1.0		0.0	-5.439631633733767	1.0	-5.698815854919622	2.0	-5.2494084327293935	2.0	-5.23677748344815	1.0		0.0		0.0	-5.423145057529971	3.0	-2.3021552906742064	1.0	-5.4548523669503775	1.0		0.0	-8.686866014888173	2.0	-1.8361019347421075	2.0		0.0
samp_48	-6.114189655210039	2.429967920972044	0.0024059056640836126	-4.60377280783942	1.0	-5.673622209931914	2.0	-9.316639570198747	2.0	-6.556983190976614	2.0		0.0		0.0		0.0		0.0	-10.306942984493894	1.0	-9.64419351866075	1.0		0.0		0.0	-10.82938528833857	3.0		0.0	-4.819034587960646	2.0	-5.546170089149708	1.0		0.0	-4.896510424545019	1.0		0.0	-5.386947984444561	2.0	-5.638580846519347	1.0	-5.20191632604877	1.0	-5.189307496258741	1.0	-4.854934070213427	2.0	-0.5934299595079349	3.0	-5.370842740653419	1.0	-2.3656362877974795	2.0	-5.401642179034979	1.0	-5.277367441840108	1.0	-8.408255626299097	1.0		0.0		0.0
samp_49	-6.220261332820181	2.5425635330094436	-0.10381922347086077	-4.600119693231316	1.0		0.0	-9.277868855141229	2.0	-6.553350032465433	2.0	-5.726643480585543	2.0	-1.4115158036972941	1.0		0.0	-9.248787106702052	1.0	-10.268310458419736	2.0	-9.594602456685777	2.0		0.0		0.0	-10.743637618320554	1.0		0.0	-4.8160921338464835	5.0	-5.545271131458812	3.0		0.0		0.0		0.0	-5.385617928208418	2.0		0.0		0.0	-5.187929312486829	1.0	-4.852382082653223	1.0		0.0		0.0		0.0	-5.399931639165131	1.0	-5.27548506810591	1.0		0.0		0.0	-3.907868891259541	4.0
samp_50	-5.940346552160963	2.696184926315476	-0.23466275226345015		0.0	-5.687564522056132	1.0		0.0	-6.581436488100519	2.0	-5.74220831916768	1.0	-1.3799394940596275	1.0		0.0		0.0	-10.409775975707452	1.0	-9.767029455899298	5.0	-8.823251988342141	1.0		0.0	-11.035761876159652	1.0	-4.907129075315161	2.0	-4.823011091132271	1.0		0.0	-5.5244119600209745	1.0		0.0	-6.522658270749367	1.0	-5.397983208314181	2.0	-5.652002666006252	1.0	-5.2108231912602925	1.0	-5.198589919079948	2.0		0.0		0.0		0.0	-2.314662516894763	1.0		0.0	-5.286798982143643	1.0	-8.48152686347158	1.0	-1.8622054391679237	1.0	-3.904385171890659	4.0
samp_51	-5.827050139901077	2.7799958866412315	-0.3038889172232856	-4.608140649977397	1.0	-5.696373579867963	1.0	-9.482641954864246	2.0		0.0		0.0		0.0	-10.485435098841071	2.0	-9.508004434940228	1.0	-10.482149007853895	1.0	-9.846231423482518	3.0		0.0		0.0	-11.193654380728844	2.0	-4.911943778069339	1.0		0.0		0.0	-5.532410595662973	3.0	-4.906880556908625	1.0	-6.537157068417912	1.0	-5.405365474332859	1.0		0.0	-5.217234911761352	1.0	-5.205054399461105	2.0		0.0		0.0	-5.3885040216404185	2.0	-2.301824915395948	1.0	-5.419880657803236	1.0	-5.293545231785405	1.0	-8.529624722412308	3.0	-1.8434578999910618	1.0		0.0
samp_52	-5.494174212760153	2.566588478460534	-0.0645998951101157	-4.639653288760066	2.0		0.0	-9.671433783405197	1.0		0.0		0.0	-1.4277120165660295	1.0		0.0	-9.745395965187745	1.0		0.0	-10.088801898752152	1.0	-9.02129279774769	2.0	-9.910411457567717	2.0		0.0	-4.941962680709366	1.0	-4.858058040737115	1.0	-5.59614454361743	1.0	-5.561917487867312	2.0	-4.936494470087018	2.0		0.0		0.0	-5.692385814858844	1.0	-5.246833083304707	1.0	-5.233363025728797	1.0		0.0	-0.5804022781547021	3.0	-5.419576644926923	1.0	-2.3641148071387335	3.0		0.0	-5.324116530358784	3.0		0.0		0.0	-3.942124974089654	2.0
samp_53	-6.146641761813498	2.45588518890426	-0.01695083129033626	-4.605501331342353	2.0	-5.6758771871130955	1.0	-9.30866121097852	2.0		0.0	-5.7300097796290475	3.0	-1.4370585153174813	1.0		0.0		0.0	-10.298206798647396	1.0		0.0		0.0	-9.434186403207057	1.0		0.0		0.0		0.0	-5.548454361419548	1.0	-5.514275371935265	1.0	-4.898508996950141	1.0		0.0	-5.389144532453928	2.0	-5.640730304104069	2.0		0.0	-5.191509902563582	1.0	-4.85690191442539	1.0	-0.5885809634139035	3.0	-5.3729295868364835	2.0		0.0	-5.403751834267148	4.0	-5.279451045821789	2.0	-8.404044907648096	1.0		0.0		0.0
samp_54	-6.848515194372018	2.5879308037997286	-0.22866118202310726		0.0		0.0	-8.994376428997219	1.0	-6.48599878251416	2.0		0.0	-1.3724375291799966	1.0		0.0		0.0	-9.99966185439366	3.0		0.0	-8.508816742013087	1.0		0.0	-10.232799920292656	1.0		0.0		0.0	-5.495996912983645	2.0	-5.461510945607715	2.0		0.0	-6.432848664104299	2.0		0.0		0.0	-5.152058392984751	2.0		0.0	-4.805714634951476	3.0		0.0	-5.319331286390884	2.0	-2.2957867843034414	1.0	-5.350200612072845	2.0	-5.22652727422147	1.0	-8.203350217927511	2.0	-1.8545111642059822	2.0	-3.8616511364158628	2.0
samp_55	-5.933394072695852	2.5729158294605	-0.09509596604347137		0.0	-5.698939357355522	1.0		0.0		0.0		0.0		0.0	-10.397265237152547	2.0	-9.447204801071916	1.0	-10.425504851919374	1.0		0.0	-8.83914696670056	1.0		0.0	-11.059457310138407	2.0	-4.921402631038051	1.0		0.0	-5.570514228647147	2.0	-5.536191747402133	1.0	-4.916171368255748	3.0		0.0	-5.410211422701145	3.0		0.0	-5.223809976076415	1.0	-5.2112044628282606	1.0		0.0	-0.5717516568691666	2.0	-5.393983525353555	2.0	-2.35088195487854	1.0	-5.425024324626756	2.0	-5.2997874278938735	1.0	-8.496829690021963	1.0	-1.9076074841779587	1.0	-3.9258920487983495	2.0
samp_56	-6.46111553251925	2.6269124440955554	-0.2536492475668193	-4.560472592245079	1.0		0.0		0.0	-6.505845403470148	2.0	-5.686639868539923	1.0	-1.3679760850363132	1.0	-9.914712084625148	1.0	-9.069975247663326	1.0	-10.130739084559256	3.0	-9.415276577139068	1.0		0.0		0.0	-10.496308088336892	1.0	-4.8600807825382155	2.0	-4.776603348354964	1.0	-5.506289744985947	1.0		0.0		0.0	-6.45107445088191	3.0	-5.346479266478807	2.0	-5.597061177958106	1.0	-5.161024915988246	1.0	-5.149332950596347	1.0		0.0		0.0	-5.329209568654212	1.0	-2.2933990200557965	1.0	-5.36019576060563	2.0	-5.235918071003362	1.0	-8.281160941118172	1.0	-1.8487494141030576	2.0		0.0
samp_57	-6.062193326307953	2.422124332181673	0.007909368408779087	-4.603437558922451	3.0	-5.673700445183483	1.0	-9.336791149239367	1.0	-6.558893936519641	1.0		0.0		0.0	-10.24793064158745	1.0		0.0	-10.328025909822141	1.0	-9.669836496493133	1.0		0.0		0.0	-10.876308551226876	2.0	-4.901510810364856	1.0	-4.818746926949756	1.0		0.0	-5.511985693334175	3.0	-4.89619783841283	2.0		0.0	-5.386849974978661	1.0		0.0	-5.2017376718696084	1.0		0.0		0.0	-0.5948492782054523	1.0	-5.370822778279709	2.0	-2.3666007447055355	1.0	-5.401627522315354	2.0	-5.277273750500606	3.0	-8.42127960460071	1.0		0.0	-3.9158098079196524	2.0
samp_58	-5.652504563015067	2.435176405818161	0.01735418272157797	-4.618914277894599	1.0	-5.6967285587796255	2.0		0.0	-6.602558774932664	1.0	-5.7521380846440415	1.0		0.0	-10.633833714724522	2.0	-9.591968086104856	1.0		0.0	-9.932263902771593	3.0		0.0	-9.7502886092628	1.0	-11.472580294095891	2.0	-4.918628775719354	2.0	-4.835490470364019	2.0	-5.56753428473658	1.0		0.0	-4.913161192525955	1.0		0.0		0.0	-5.662447234707309	1.0	-5.220943949006915	1.0	-5.207626194459039	1.0		0.0	-0.5987782829371009	2.0	-5.392078007808111	2.0		0.0	-5.42304310151406	2.0	-5.297509273669744	2.0	-8.571346682371926	1.0		0.0		0.0
samp_59	-5.860372879273244	2.7201028019570725	-0.25309327919274144		0.0		0.0		0.0		0.0	-5.746924935942264	2.0		0.0	-10.446997904347915	2.0	-9.478980079816854	1.0	-10.456451581672567	2.0		0.0	-8.855429435721943	1.0	-9.631536385735064	4.0	-11.139792702852265	2.0	-4.9098874240464605	1.0	-4.825587687322361	2.0	-5.563136473492729	2.0	-5.528516442329556	1.0	-4.904771933598993	1.0	-6.530573996294482	1.0		0.0		0.0	-5.21424949223807	2.0	-5.201945996432756	1.0	-4.862532302293608	1.0		0.0	-5.385123136790757	2.0	-2.311584888750827	2.0		0.0		0.0	-8.511506121644627	1.0	-1.8572729257154652	1.0		0.0
samp_60	-5.83223756971631	2.793661411382774	-0.29112655669458604	-4.620598459629867	2.0		0.0	-9.504037213307832	2.0		0.0		0.0	-1.3703844379100643	2.0	-10.50776339973471	3.0		0.0	-10.498628155484315	1.0		0.0		0.0	-9.685008390082135	1.0		0.0	-4.924705731990552	2.0	-4.839966320361332	1.0	-5.580444273487871	2.0		0.0	-4.919633476427368	1.0	-6.551451739288415	1.0		0.0		0.0		0.0	-5.218051677433312	2.0	-4.877205145617828	2.0	-0.5367916109203101	1.0	-5.401672796956705	1.0		0.0		0.0	-5.306652148357278	3.0		0.0	-1.8488362433501304	4.0	-3.9141630693120057	1.0
samp_61	-6.063255106658056	2.4347442558994694	0.021768522876523314		0.0		0.0	-9.359700145836756	3.0	-6.573346345924455	1.0	-5.741557810583129	1.0		0.0	-10.274719412943291	1.0		0.0	-10.347493637275843	1.0		0.0		0.0		0.0	-10.90106038717436	1.0	-4.914562959011483	3.0		0.0	-5.5595454026519935	1.0	-5.525408716252107	3.0		0.0	-6.51553187543776	2.0	-5.400199512059602	1.0	-5.6522666095687395	2.0		0.0	-5.202275723387937	2.0	-4.867641251711863	2.0	-0.599799679682641	2.0	-5.3841889355002	1.0		0.0		0.0	-5.290576341295883	2.0	-8.440974732299686	1.0		0.0	-3.928020939002889	2.0
samp_62	-5.771011878054524	2.51237573652835	-0.027841801520242276	-4.629670791607627	1.0	-5.708356103857673	2.0	-9.516714122112155	2.0		0.0	-5.7634991652130925	1.0		0.0	-10.545341857054575	1.0		0.0		0.0		0.0	-8.902194945533898	2.0	-9.705383492527433	1.0	-11.285040734860292	2.0	-4.929956404378637	3.0		0.0	-5.579417436412768	1.0	-5.545209631411655	2.0	-4.924590011495624	1.0	-6.549023138698502	3.0		0.0		0.0	-5.232538803083209	1.0		0.0	-4.882706055243849	2.0	-0.5881297121155036	1.0	-5.403370989087478	2.0	-2.369322627203532	1.0	-5.434395392920615	1.0	-5.308898751626948	1.0		0.0		0.0	-3.9365165444009955	1.0
samp_63	-6.41733015869153	2.6676125962882042	-0.21602516728257545	-4.597807353461575	2.0	-5.673121721576467	1.0	-9.210539860697207	1.0		0.0	-5.726820020830584	2.0	-1.3831820920899893	1.0		0.0		0.0	-10.205976989695518	2.0	-9.507666534491607	1.0		0.0		0.0	-10.606579805333018	2.0	-4.898248246719705	2.0		0.0	-5.545953248683335	1.0	-5.511375844146375	1.0		0.0	-6.493891067725216	3.0	-5.385821799097595	1.0		0.0		0.0	-5.188179913553733	1.0		0.0	-0.545244550318736	1.0	-5.368587038667561	1.0		0.0	-5.399636366076254	1.0	-5.275048477206329	4.0		0.0	-1.8664804471742762	2.0	-3.9003716208646813	2.0
samp_64	-6.033729120989214	2.3901647651558804	-0.07011816243586665		0.0		0.0	-9.253452812551952	3.0	-6.5003620068322014	2.0	-5.671912131847146	1.0	-1.4117366136681526	2.0		0.0	-9.235560847146044	2.0	-10.259858001115314	2.0	-9.581412208469885	1.0	-8.681433156715087	2.0	-9.381829277048723	1.0	-10.798684516055246	1.0		0.0		0.0	-5.49044733054245	1.0	-5.456339116276884	2.0		0.0		0.0		0.0		0.0	-5.146560865215163	1.0	-5.133978534314932	1.0	-4.800054227749985	1.0		0.0	-5.315283017929728	2.0	-2.3240470933890793	1.0		0.0	-5.221918781040342	1.0	-8.347491196956174	4.0		0.0	-3.8633835470700255	1.0
samp_65	-5.943699753907595	2.5304746054279543	-0.16505695129996067	-4.565952616144084	1.0		0.0	-9.331680986180485	1.0	-6.529528262599098	2.0		0.0	-1.3895709029505687	2.0	-10.273469198230515	3.0		0.0	-10.337381507297035	2.0	-9.673725726108735	1.0	-8.745330313265148	1.0	-9.479094856879485	2.0		0.0	-4.8655057549520135	2.0	-4.78221007752023	1.0	-5.512880573090246	1.0		0.0	-4.860302347001871	1.0		0.0		0.0		0.0		0.0		0.0	-4.818506393850958	1.0	-0.5493425278515962	1.0	-5.336592168555697	1.0		0.0	-5.367564865757334	1.0	-5.242703286104083	2.0	-8.40684694670692	2.0	-1.8753538449323388	2.0	-3.87365712255554	2.0
samp_66	-5.543983598482921	2.786977433214265	-0.2265534332149432	-4.654861415468614	1.0	-5.750908682717237	3.0	-9.697308281048977	2.0		0.0	-5.807063674352309	1.0	-1.3889686416463014	1.0	-10.868744474431194	2.0		0.0		0.0	-10.107502290552754	1.0		0.0	-9.93285613108635	2.0		0.0	-4.960412765239341	2.0		0.0	-5.620014067069501	1.0		0.0	-4.955144355380317	2.0		0.0	-5.457362701833159	4.0		0.0	-5.267868400508969	1.0	-5.254931424487223	2.0	-4.912526406752946	1.0		0.0	-5.441293115218182	1.0	-2.333999455096513	1.0		0.0	-5.345301575498155	2.0		0.0		0.0	-3.9462339024907815	2.0
samp_67	-5.705547149680156	2.913600669820123	-0.4136752672190309	-4.612087928319921	3.0		0.0	-9.561533713336123	1.0	-6.619179178135265	1.0	-5.7646518919869285	1.0		0.0		0.0		0.0		0.0	-9.942813373452763	1.0		0.0	-9.762679891822541	1.0	-11.410237256949124	1.0	-4.918622731003009	3.0	-4.83306483189089	1.0		0.0	-5.544106217468157	2.0		0.0	-6.557776817282411	2.0	-5.416076593786882	2.0	-5.673345288680147	1.0	-5.226427891236563	2.0	-5.214402250785765	1.0	-4.870873495536132	2.0		0.0	-5.398883807767854	1.0		0.0	-5.430565819724516	3.0	-5.303202233710579	1.0		0.0	-1.8164641862165454	1.0	-3.898798455485245	1.0
samp_68	-5.553752002674282	2.731893229792969	-0.24266881294322948	-4.621857659655466	1.0	-5.713737512459368	1.0	-9.628307838181561	2.0	-6.630275334879429	1.0		0.0	-1.3805839196391196	3.0	-10.786825053618847	1.0	-9.69242033495802	1.0		0.0	-10.033703558407614	1.0		0.0	-9.85467186878233	3.0	-11.748306272377757	1.0	-4.926148366850389	1.0	-4.8414889475948195	1.0		0.0		0.0		0.0	-6.566951885107456	3.0	-5.4212423012557585	1.0	-5.678845492313624	1.0	-5.232438225096942	1.0	-5.219567633603582	3.0		0.0		0.0	-5.405172187601286	1.0		0.0	-5.436605734169557	2.0		0.0		0.0	-1.8625453252638908	1.0	-3.9169815283455507	2.0
samp_69	-6.115757947955289	2.3504647364772726	-0.0855669262664544		0.0		0.0		0.0	-6.466148374514768	2.0		0.0		0.0	-10.03781705913319	1.0	-9.139933885223419	2.0	-10.182331828374284	2.0	-9.486821615901764	1.0	-8.615234509097622	3.0		0.0	-10.66515980351106	1.0	-4.8193029871456385	1.0	-4.736862377495469	1.0	-5.461353115829162	1.0		0.0	-4.814051555775979	1.0	-6.409728280293035	1.0		0.0		0.0		0.0		0.0	-4.772641863956946	1.0	-0.5601718006629897	1.0	-5.286449138305169	2.0	-2.3077888787775307	2.0	-5.317150450129408	2.0		0.0	-8.286135627155435	4.0	-1.889155033077209	2.0	-3.8386824668374064	1.0
samp_70	-6.064218054439965	2.7414510568796158	-0.2735434071357632	-4.604077925330698	2.0		0.0	-9.369058991999724	1.0		0.0		0.0	-1.3714332798194906	2.0		0.0	-9.362150417439482	1.0	-10.355654653097135	1.0		0.0	-8.786956251725226	1.0		0.0	-10.91114540880916	4.0		0.0	-4.822206914177384	1.0	-5.558493771443394	1.0	-5.523812863510713	2.0	-4.9014673136557505	3.0	-6.518345673732992	2.0		0.0	-5.650895835218336	2.0		0.0	-5.198283878258764	1.0	-4.859260996527311	1.0		0.0		0.0	-2.306742738703984	1.0		0.0	-5.286001466065503	2.0	-8.448594911751822	1.0	-1.8511191374179878	2.0	-3.901722211555163	1.0
samp_71	-5.361313413433007	2.7358935364261816	-0.19235296780480116		0.0	-5.751234593432812	1.0	-9.78327037236385	1.0		0.0	-5.808084696640224	1.0		0.0	-11.136767821450626	1.0	-9.880937429712574	2.0		0.0		0.0		0.0	-10.054125082130549	4.0		0.0	-4.958694419798506	1.0	-4.87375071485218	4.0	-5.6194761328192095	2.0	-5.584983759169199	4.0	-4.953275174223248	1.0	-6.618138512333383	1.0	-5.456679131245567	2.0	-5.716986746585846	1.0		0.0		0.0		0.0	-0.5564555086181404	1.0	-5.441272718615464	1.0		0.0	-5.472825404616402	1.0	-5.344781969170528	1.0	-8.757096646135238	1.0	-1.8818014908150735	1.0		0.0
samp_72	-5.7872064025899554	2.842451227422105	-0.3318538039800812		0.0	-5.714151209140961	3.0		0.0	-6.619202297494505	1.0	-5.769333374594476	1.0		0.0	-10.556449325690485	1.0	-9.566805185489084	1.0	-10.531176231339833	1.0	-9.903020286707743	1.0	-8.91762750092047	1.0	-9.72132760195836	1.0		0.0		0.0	-4.841805029573498	1.0		0.0	-5.549644678735634	1.0	-4.921827422559471	1.0	-6.55859166740486	1.0	-5.422147341756521	2.0	-5.678405474808153	1.0	-5.233325305539398	1.0	-5.221173246602732	2.0	-4.879265036563119	4.0	-0.5314893591194705	1.0	-5.40516702274924	1.0		0.0		0.0		0.0	-8.570955028546221	1.0	-1.838175063727369	4.0		0.0
