run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight
samp_09	-5.944881405777663		0.0	-2.323754360412393	2.0		0.0	-4.714902156750755	4.0	-0.3673037545598903	2.0		0.0		0.0	-5.2413717404741895	1.0	-1.701317699628567	2.0		0.0	-4.577697370716782	1.0		0.0	-4.646018880746195	2.0	-0.2941627943439	1.0	-3.947715540812625	3.0		0.0		0.0		0.0
samp_10	-5.343538306138026		0.0	-2.4000076271832547	1.0	-4.974607081646619	2.0		0.0	-0.4445327211780355	2.0		0.0	-4.936835631051753	3.0		0.0	-1.7740187933704064	2.0		0.0	-4.659336655069847	1.0		0.0		0.0		0.0	-4.028968636931951	1.0	-4.507969251624641	1.0	-5.095171786998506	1.0	-6.139903722894813	4.0
samp_11	-6.33854972324838		0.0		0.0		0.0	-4.678517434415921	3.0		0.0		0.0	-4.818328097925342	1.0	-5.204710990659568	2.0	-1.6677956062466286	2.0	-4.07583980332115	2.0	-4.541383205025402	1.0	-7.614419796550042	3.0		0.0	-0.2600601298424094	1.0		0.0	-4.390520814202755	1.0		0.0	-6.023719027887003	2.0
samp_12	-5.952488683743933	-5.1041380005473975	2.0	-2.322976985031886	1.0	-4.891783440174414	1.0		0.0		0.0	-4.8870314323925195	2.0	-4.85395302046948	1.0	-5.240547720033963	2.0	-1.70057468830306	1.0	-4.111151458649394	1.0		0.0		0.0	-4.645204388228708	1.0	-0.29341777500235705	2.0		0.0	-4.4258871796354775	1.0	-5.013132633540878	2.0	-6.058378214745695	1.0
samp_13	-5.5290349861898065		0.0	-2.3731381517499295	2.0		0.0	-4.767628338451634	1.0		0.0		0.0	-4.907628410065297	3.0		0.0	-1.7485845019240691	2.0	-4.164188380086397	1.0		0.0	-7.702687430225088	1.0	-4.698394770231906	2.0	-0.34034552208631275	1.0	-4.000116668232745	3.0		0.0	-5.066248835337381	2.0		0.0
samp_14	-6.357579138995487	-5.066909037002252	1.0	-2.2877182499766793	1.0	-4.854710109289844	1.0		0.0	-0.32858881930169703	1.0	-4.849981850663572	2.0	-4.8168471020035994	2.0	-5.2032266943304055	1.0	-1.6664218138997866	2.0		0.0	-4.539904987095631	1.0		0.0	-4.608395955212123	1.0	-0.25863784816314606	3.0		0.0		0.0	-4.976439022252723	1.0	-6.022287976466791	1.0
samp_15	-6.339271183853107	-5.068337606767822	1.0	-2.289082470446782	1.0	-4.8561350331220945	2.0	-4.67846103984756	1.0	-0.3300701795755466	1.0	-4.851404519641908	1.0	-4.81826893824203	2.0		0.0	-1.6677483438701972	1.0	-4.075778690797057	1.0	-4.541322545487265	3.0		0.0		0.0		0.0		0.0	-4.390463427520171	1.0	-4.977846456528308	1.0	-6.023666298706051	2.0
samp_16	-5.927737836771095	-5.106832531116535	1.0	-2.325511470343922	2.0	-4.894465521714855	2.0	-4.716761471176865	1.0	-0.3691606454890488	2.0	-4.889711270885552	2.0	-4.85663731858672	2.0		0.0		0.0		0.0		0.0		0.0	-4.647867705920092	1.0	-0.29586016433598916	2.0		0.0	-4.42855199810747	1.0	-5.015788545565969	2.0		0.0
samp_17	-5.659393002556101	-5.139610663054112	1.0	-2.3560938829887608	1.0		0.0		0.0		0.0		0.0	-4.889268880109625	4.0		0.0	-1.7323532462434355	1.0	-4.14606825729835	1.0	-4.612042102628504	1.0	-7.683965382349288	1.0	-4.680213029517097	1.0	-0.32475027075306784	2.0	-3.9819483459590796	2.0	-4.4608952503695205	2.0		0.0	-6.092960660020158	1.0
samp_18	-6.435128363105663	-5.061109718313836	2.0	-2.2821759252741396	2.0	-4.848930988501069	3.0		0.0		0.0	-4.844209120961797	1.0	-4.811061680747277	1.0	-5.197413056565766	1.0		0.0	-4.068624803707582	1.0	-4.534136849071329	2.0	-7.607544200632897	1.0	-4.602656715287219	3.0		0.0		0.0	-4.38329770823229	1.0		0.0		0.0
samp_19	-5.741876872398721		0.0		0.0	-4.916337365902748	4.0		0.0	-0.39057445121178436	1.0	-4.911567183124591	2.0	-4.87852351475864	1.0	-5.265298299491869	2.0	-1.7227605604721146	1.0	-4.135459689678784	1.0		0.0	-7.673168437530077	1.0	-4.669564309079285	2.0		0.0	-3.9712945642146185	2.0		0.0		0.0	-6.0824174590440165	1.0
samp_20	-4.884796307303224	-5.277293940061082	1.0		0.0	-5.063787590003164	1.0		0.0	-0.5185449950336397	2.0		0.0	-5.02604908105808	1.0	-5.41445581600324	1.0		0.0		0.0	-4.747878877415289	1.0	-7.829998266778157	2.0	-4.815518691430072	3.0	-0.429870183169233	1.0		0.0		0.0	-5.183583414764416	3.0	-6.2290352333278625	2.0
samp_21	-6.090351476375368	-5.090062097722366	3.0	-2.3097044380640828	1.0	-4.877773101443792	2.0	-4.700084460712943	1.0		0.0	-4.873027513982788	2.0		0.0	-5.226434532304497	1.0	-1.6877552106610951	1.0		0.0	-4.562910973850289	1.0	-7.635144977084305	2.0	-4.6312952856696805	1.0		0.0		0.0	-4.411969105330716	2.0	-4.9992599338735495	1.0		0.0
samp_22	-5.454231614775953	-5.1694687546647735	2.0	-2.383597956599439	1.0		0.0	-4.778930861269912	1.0	-0.4284791995539378	1.0	-4.951947526996375	1.0	-4.918965265780235	1.0	-5.306085494310039	1.0	-1.7585205795241503	1.0	-4.175363432359099	1.0		0.0		0.0		0.0	-0.3497281274243311	1.0	-4.011323852227316	1.0	-4.490269867324956	2.0	-5.077469595856836	2.0	-6.122199825425939	2.0
samp_23	-5.410057711279149	-5.176460176668524	1.0	-2.390008855268942	2.0		0.0	-4.785875385377617	1.0		0.0	-4.958905026961054	1.0		0.0		0.0	-1.7645817529671028	1.0	-4.182223868821967	1.0	-4.648500176875937	1.0	-7.721586080633386	2.0	-4.716518973372575	1.0	-0.3554491673274797	2.0	-4.01820562452462	1.0	-4.497186320757713	1.0		0.0	-6.12910694616126	3.0
samp_24	-5.7516705959634695	-5.127574544529705	1.0	-2.344913501550074	2.0	-4.915105894836429	2.0		0.0		0.0		0.0	-4.877294900505316	1.0	-5.26405639109935	2.0	-1.7216541575269966	1.0		0.0	-4.600122079328972	2.0	-7.6719348006328865	1.0	-4.668343167337801	1.0		0.0	-3.970072483278374	2.0		0.0	-5.036224884634157	2.0	-6.081209814270627	1.0
samp_25	-5.990148044484372	-5.100138319808228	1.0		0.0	-4.887803023109099	1.0		0.0	-0.3625080181338826	1.0	-4.883052116980391	3.0	-4.84996705735116	2.0	-5.236535872105216	1.0		0.0		0.0	-4.572911067421656	2.0	-7.644915428978994	2.0	-4.641253173516162	3.0	-0.2897735678128003	2.0		0.0		0.0		0.0		0.0
samp_26	-5.876415683581704	-5.112591354913608	1.0		0.0		0.0	-4.722484580106739	1.0	-0.3748309739076953	2.0	-4.895439055332552	1.0	-4.862373064107232	2.0	-5.249023962784633	3.0		0.0	-4.1194804945948835	1.0	-4.585266698526655	1.0	-7.657100586217344	2.0		0.0		0.0	-3.955265169524638	1.0	-4.434240663033237	1.0	-5.021463162657762	1.0	-6.066603807733866	1.0
samp_27	-5.256972264001701		0.0	-2.4136252105948306	3.0	-4.989532182274823	1.0		0.0	-0.45763977357261754	1.0		0.0	-4.951768122645921	1.0	-5.339227252914805	1.0	-1.7868299397249148	1.0		0.0		0.0	-7.748767722407914	1.0	-4.742088969502298	1.0	-0.3759725298379103	2.0	-4.04369195371054	3.0	-4.522725422949812	1.0	-5.109960961010812	1.0	-6.154723177999166	1.0
samp_28	-7.6706425142569525	-5.0070395990261645	5.0	-2.229935038371196	2.0	-4.795019612388594	1.0	-4.617352508892971	3.0		0.0	-4.790333164395002	1.0		0.0		0.0	-1.6098042569369384	2.0	-4.014937448038774	1.0		0.0		0.0	-4.549064273624088	1.0		0.0	-3.850261885183632	1.0	-4.329604183786782	1.0		0.0		0.0
samp_29	-5.474397450842487	-5.166315212952944	2.0		0.0		0.0	-4.775821085320909	1.0		0.0	-4.9488321107620745	2.0	-4.915846887949153	1.0	-5.302938631674971	1.0		0.0	-4.172287484979099	1.0	-4.638474539117874	1.0	-7.711128348305682	2.0		0.0	-0.3471867449288349	1.0	-4.008241022418596	1.0	-4.4872093560096085	2.0	-5.074384058700185	2.0	-6.119138717206798	1.0
samp_30	-6.235311932935745	-5.076866389122467	1.0	-2.297196549465695	3.0	-4.864629296967126	1.0		0.0	-0.3389179994384373	1.0	-4.859895923387131	1.0	-4.8267726126129	3.0		0.0		0.0		0.0	-4.549799044353539	1.0	-7.622465766843975	1.0		0.0	-0.2681334366611049	3.0		0.0	-4.398912369518742	1.0	-4.986254550558681	1.0	-6.031920990341165	1.0
samp_31	-5.4953964102891275		0.0	-2.3777790395781047	2.0		0.0	-4.772634611248723	2.0	-0.42269623240350607	2.0		0.0	-4.912651396651846	2.0		0.0		0.0	-4.169136149890189	1.0	-4.635296621119391	1.0	-7.707839585588763	1.0	-4.703369633494076	1.0	-0.3445397278479229	1.0	-4.0050814220018065	1.0	-4.484045917095976	2.0		0.0	-6.115985231667361	2.0
samp_32	-5.816890367058706		0.0		0.0	-4.90713290981444	1.0	-4.7294110071359725	3.0		0.0	-4.902369834157568	2.0		0.0	-5.256016905673299	1.0	-1.7144814584638706	1.0	-4.126350587936482	2.0	-4.592179682756015	2.0		0.0	-4.660435464323713	1.0		0.0	-3.9621578966445585	1.0		0.0	-5.028331112000178	1.0	-6.07339466032445	3.0
samp_33	-5.909343144828868		0.0	-2.3274227824038665	1.0	-4.896493104836797	1.0	-4.718785937989344	1.0	-0.371171406483768	1.0	-4.8917372752307715	1.0	-4.858666973505078	2.0	-5.245293521605609	2.0		0.0	-4.115816094390215	1.0	-4.581576423669666	1.0		0.0	-4.649879167997937	2.0	-0.29770211859583495	2.0	-3.9515859344941533	1.0	-4.430564130790051	1.0	-5.017795262501711	1.0		0.0
samp_34	-5.31686506949308		0.0	-2.4041308284995773	1.0	-4.979115454979058	1.0		0.0	-0.4485257262563409	1.0	-4.97429915405951	3.0	-4.941346244979942	1.0	-5.328692477626719	1.0	-1.7779015377042315	1.0		0.0		0.0	-7.737736826603718	1.0	-4.731775247531184	2.0	-0.36780082905467726	2.0		0.0		0.0	-5.099637099637652	3.0	-6.144374556815106	1.0
samp_35	-6.067427943465209	-5.092300414188281	1.0	-2.3118162780700473	2.0		0.0	-4.702306321891647	1.0	-0.3546375504284804	2.0	-4.875249812646815	3.0	-4.84215514108927	1.0	-5.228673669102489	2.0		0.0		0.0	-4.565127430855417	1.0	-7.637300294669833	1.0	-4.6335046011281245	3.0		0.0		0.0	-4.41417960312878	1.0		0.0		0.0
samp_36	-5.923120658242658	-5.1073411988426285	1.0	-2.3259879953284184	1.0	-4.894972193183723	1.0	-4.717267204543441	1.0	-0.3696633403124005	3.0	-4.890216433115285	2.0		0.0		0.0	-1.7034721163136362	1.0		0.0	-4.580060935676388	1.0	-7.651951102710304	2.0	-4.648369046800945	1.0	-0.29632124085765643	3.0		0.0	-4.429053702900211	1.0		0.0		0.0
samp_37	-5.455632996238439	-5.169226880727652	1.0		0.0		0.0	-4.778708025712246	1.0	-0.4282677011411776	2.0		0.0		0.0	-5.305860768647778	4.0	-1.758323096910614	2.0		0.0		0.0	-7.7141220590973365	3.0	-4.709400047624878	1.0		0.0	-4.011101307342662	1.0		0.0	-5.07725136420552	2.0	-6.12199962754266	1.0
samp_38	-5.560849460107351	-5.153392145207993	1.0	-2.368841222804431	2.0		0.0	-4.7630010280968005	2.0		0.0	-4.935994759037291	1.0	-4.90298831753143	3.0		0.0		0.0		0.0	-4.625688254884211	1.0	-7.6979198476756	1.0	-4.693798969840505	2.0		0.0	-3.995523842612192	2.0	-4.474485279724745	1.0		0.0	-6.106460219229067	2.0
samp_39	-5.668037890287384	-5.138443207541351	1.0	-2.3550181142268034	1.0		0.0		0.0	-0.3997545687073759	2.0		0.0	-4.888114271608622	1.0	-5.274961203403971	3.0	-1.7313214823866103	2.0		0.0	-4.610889919172857	1.0		0.0	-4.679064770692818	2.0	-0.3237480686965375	1.0	-3.9807974179670276	1.0	-4.459753229160855	2.0	-5.046932528163117	1.0		0.0
samp_40	-6.131974332206161	-5.086113638445878	4.0	-2.3059672571021257	3.0		0.0		0.0		0.0	-4.869098773702077	2.0		0.0		0.0	-1.6841389238263855	1.0		0.0	-4.558987139313026	2.0	-7.631335732440244	2.0	-4.62739098485709	1.0		0.0		0.0		0.0	-4.995367890083622	1.0	-6.040874625738634	2.0
samp_41	-5.672994471199484		0.0	-2.3543994114851037	1.0	-4.9252562330544185	1.0	-4.747504525384543	1.0	-0.39910471383038604	1.0	-4.920482551054764	4.0	-4.887452534566843	1.0		0.0		0.0	-4.144274195160408	1.0	-4.610231444038883	1.0	-7.682131681456728	1.0	-4.678407966243332	2.0	-0.3232156206222296	1.0	-3.980142315811856	1.0	-4.459097677734921	1.0	-5.046277796114753	1.0		0.0
samp_42	-6.283863720876016		0.0	-2.293323597355504	3.0		0.0	-4.682894025473965	2.0		0.0	-4.855837806341518	1.0		0.0	-5.209116146183528	3.0	-1.671868521078943	1.0	-4.080188994853571	1.0		0.0	-7.618593804092907	4.0	-4.61421578562877	1.0		0.0	-3.915818628297451	1.0		0.0	-4.98223488609602	1.0		0.0
samp_43	-5.696513927100948		0.0		0.0	-4.922160240142591	1.0	-4.744414604778599	3.0	-0.3961723849756975	3.0	-4.917386378485829	1.0	-4.88435293544283	1.0	-5.271166534765012	2.0		0.0	-4.141207416722765	1.0		0.0	-7.67902094922258	2.0		0.0		0.0		0.0	-4.456033825801984	1.0	-5.043209817598654	3.0		0.0
samp_44	-5.378386505499717	-5.181642685174521	2.0		0.0	-4.968837273470331	1.0		0.0	-0.43939312114144374	2.0	-4.964028423099401	1.0	-4.93106124997562	1.0		0.0		0.0		0.0	-4.653599425347101	3.0	-7.726939819237982	1.0	-4.721596193352698	2.0	-0.359582431440605	1.0	-4.023287913191198	2.0	-4.50225154234485	1.0		0.0	-6.134184327255039	1.0
samp_45	-5.621241962493539	-5.144825235895511	2.0	-2.3609300369168262	1.0		0.0	-4.7545001426850675	1.0		0.0	-4.927482935144766	1.0		0.0		0.0		0.0	-4.151198241399209	2.0	-4.6172091762083	2.0	-7.689238575438304	1.0	-4.685358148071928	1.0	-0.32921237857577856	2.0	-3.9870874673358183	2.0	-4.466042589534966	2.0		0.0	-6.098072343449417	1.0
samp_46	-5.499132021020388	-5.162536250577605	3.0		0.0	-4.949874537619745	2.0	-4.772073189808705	1.0	-0.4221802478403587	1.0		0.0		0.0		0.0	-1.752504888807852	2.0		0.0	-4.634733455881507	1.0	-7.707252870629127	1.0		0.0	-0.3440716456097338	1.0	-4.0045323708102005	2.0	-4.4834912643904925	2.0	-5.070664912921615	2.0		0.0
samp_47	-6.765379646336664	-5.040346459063325	2.0	-2.2622391128773245	1.0	-4.828237567138076	2.0		0.0	-0.3003772942018833	2.0	-4.823529040108473	1.0	-4.790344497262036	1.0	-5.176605996693615	4.0		0.0	-4.048044217705881	2.0		0.0		0.0	-4.5820935760076225	1.0		0.0		0.0		0.0	-4.9502474244947114	1.0	-5.99666971179279	1.0
samp_48	-6.573383609815886	-5.051681721266217	1.0	-2.2731445169158597	2.0	-4.839536936697524	2.0	-4.6618744816393916	1.0	-0.31252426057352567	2.0	-4.834821292492088	1.0	-4.801656654944015	1.0	-5.187962923006386	1.0	-1.6522130038251042	1.0		0.0	-4.52475863182897	1.0	-7.598706075353493	1.0		0.0	-0.24384748090520827	2.0		0.0		0.0	-4.961426139906045	2.0		0.0
samp_49	-5.621063593580509		0.0		0.0	-4.932292773684516	1.0	-4.7545240036895144	2.0	-0.40578966305324354	2.0	-4.9275087909021495	2.0	-4.894494085711677	1.0	-5.2813923404386385	2.0	-1.7369834949147598	1.0		0.0		0.0	-7.689259113099597	1.0	-4.685382447333277	2.0	-0.3292283117587026	1.0		0.0	-4.466068731978508	2.0	-5.053247481071894	1.0		0.0
samp_50	-6.115914922076633	-5.087619363341421	1.0		0.0	-4.87533810622213	1.0	-4.69765416927712	1.0		0.0	-4.870598302030861	3.0		0.0	-5.22398373502137	1.0	-1.6855195828327176	2.0	-4.094846687428341	2.0	-4.560484565006259	1.0	-7.632798214309296	1.0		0.0	-0.27822885965454036	1.0	-3.930537034277113	1.0	-4.409553519427376	1.0	-4.996852791131127	1.0	-6.042333923844052	1.0
samp_51	-5.944368802143649	-5.105016253637446	3.0	-2.323804243102409	2.0		0.0	-4.714956308388434	1.0		0.0	-4.887904555211853	2.0	-4.854829255911116	1.0	-5.2414300775741065	1.0		0.0		0.0		0.0	-7.649675051285487	2.0		0.0	-0.29421657883435903	2.0	-3.9477732234795098	1.0	-4.426756372461848	2.0	-5.013998853268998	1.0		0.0
samp_52	-5.03583969419301		0.0		0.0	-5.031627917581984	1.0	-4.853583472158504	1.0		0.0	-5.0267704888607	1.0		0.0	-5.381847487351544	1.0		0.0		0.0	-4.715980235754612	3.0	-7.794258252830943	2.0	-4.783736581240627	1.0		0.0	-4.085115512953422	1.0	-4.564294454742251	4.0	-5.151693312812599	2.0	-6.196736792142593	1.0
samp_53	-5.416626689963711	-5.175401556787652	2.0		0.0	-4.9626592519367785	2.0		0.0	-0.43384661337439767	1.0		0.0	-4.9248761695209	1.0		0.0		0.0	-4.181188465698121	1.0	-4.647455386764825	2.0	-7.720492581679098	1.0		0.0	-0.3545934106013504	2.0	-4.017167315879859	2.0	-4.496145896775918	2.0	-5.083329766866528	1.0	-6.128079667712083	1.0
samp_54	-6.523355442817067		0.0	-2.2762909662894826	4.0		0.0	-4.665143354896529	2.0		0.0		0.0	-4.804929670607431	2.0	-5.191251797887255	1.0		0.0		0.0	-4.52802420576919	3.0	-7.601771290593767	1.0	-4.596569877061856	2.0	-0.24706313742750116	1.0	-3.8980928662191885	1.0		0.0	-4.964659912610084	1.0		0.0
samp_55	-7.564450348313797	-5.009650271430708	1.0		0.0	-4.7976248652407225	2.0	-4.6199595174628465	2.0		0.0		0.0	-4.759698285887245	2.0	-5.145859775704304	2.0	-1.6123113875167452	2.0	-4.017537742460559	1.0	-4.48288449685093	2.0	-7.5602191579358236	1.0		0.0	-0.20130152982427266	1.0		0.0		0.0	-4.919972165711902	1.0	-5.967209135357646	1.0
samp_56	-5.456171806541081		0.0	-2.383328739521692	3.0	-4.956439870334251	1.0		0.0	-0.42818337458450123	1.0		0.0	-4.918660884944233	1.0	-5.30579719209588	1.0		0.0	-4.17507126971677	1.0	-4.641274346339123	1.0	-7.7140431469451265	1.0	-4.709318893262603	4.0	-0.349515171560859	1.0	-4.01104140084672	2.0	-4.489975812727089	1.0		0.0		0.0
samp_57	-5.93628861380093	-5.105894782773021	1.0		0.0	-4.893532876672623	1.0	-4.715829145113046	1.0	-0.3682330993310023	2.0	-4.888779128121126	1.0	-4.8557046391977865	4.0		0.0		0.0		0.0	-4.57862612576455	2.0	-7.650536604681407	1.0	-4.64694163830677	2.0	-0.29501097064346526	1.0	-3.9486423220492815	1.0	-4.427624780149092	1.0		0.0		0.0
samp_58	-5.272613967787087	-5.199674381158853	1.0		0.0	-4.986772286140864	4.0		0.0	-0.45523957622904226	1.0	-4.981950761055574	1.0		0.0		0.0	-1.78447216763332	2.0		0.0	-4.671430924287556	1.0		0.0		0.0	-0.3738232879999158	1.0	-4.040970905059598	3.0		0.0	-5.107224862836636	2.0	-6.151978699242342	2.0
samp_59	-6.2038175684443955		0.0	-2.299807301233742	1.0	-4.867359249935278	1.0	-4.689667901444081	4.0	-0.34170673107203464	1.0		0.0		0.0		0.0	-1.6781522900495036	2.0	-4.086928720227436	1.0	-4.552532806305291	2.0	-7.625092305910641	1.0	-4.6209579823336435	1.0	-0.2707273059931594	1.0		0.0	-4.401622486313863	2.0		0.0	-6.034566521445159	1.0
samp_60	-5.51763018627508		0.0		0.0		0.0	-4.7693109682816335	2.0	-0.41962686218467005	2.0	-4.942314494929481	1.0	-4.909318245431282	1.0	-5.296348948102449	1.0	-1.7500739884696008	2.0	-4.165850194525318	1.0		0.0	-7.704403494515157	1.0	-4.700069334310904	1.0	-0.3417644389930439	2.0		0.0		0.0	-5.067922248941421	3.0	-6.112698874939883	1.0
samp_61	-6.394030735274509	-5.064140031350755	2.0	-2.2850696464832825	1.0		0.0		0.0	-0.3256894012175312	2.0	-4.847221116975585	1.0	-4.814077967467829	1.0		0.0	-1.6638417912140864	3.0	-4.071629907572328	2.0	-4.5371454263328275	1.0	-7.610389552719944	1.0	-4.605651399357668	1.0	-0.25597375333789857	1.0		0.0		0.0		0.0	-6.0196044977820655	2.0
samp_62	-5.4719065917346486	-5.166703571910162	3.0		0.0		0.0	-4.776208687382143	1.0	-0.42597784473049477	1.0	-4.949218101978434	2.0		0.0	-5.303338189547089	1.0		0.0	-4.172666232745954	1.0	-4.638860061597954	1.0	-7.711518166585125	1.0	-4.706918726052161	1.0	-0.3474888726633003	1.0	-4.008625021167873	3.0		0.0		0.0	-6.119519428718025	2.0
samp_63	-5.610621105098124	-5.1463055045454915	1.0	-2.362296481253813	1.0		0.0		0.0	-0.40715749046967925	2.0	-4.928951725196408	1.0		0.0	-5.282853106251414	1.0	-1.7382701958119342	1.0	-4.152651075669797	3.0	-4.61867129222771	1.0	-7.690736837252723	1.0	-4.68682087069346	2.0		0.0	-3.988543569204386	1.0	-4.46751021765586	2.0		0.0	-6.099514718633395	1.0
samp_64	-5.615635128725369	-5.1456050253722125	1.0		0.0	-4.933040171974943	1.0		0.0	-0.4064897624452119	1.0	-4.928258024020856	1.0		0.0	-5.282148969990048	2.0	-1.7376541049858725	1.0	-4.1519640199435885	1.0	-4.617981328623713	2.0	-7.6900251968370235	3.0		0.0	-0.3298731430890371	1.0		0.0		0.0	-5.053987702246538	1.0	-6.098834426671562	3.0
samp_65	-5.471417291438072		0.0	-2.3811478822107612	1.0	-4.954086657863992	1.0	-4.77627479293165	1.0	-0.42602765914181534	1.0		0.0	-4.916302553032106	1.0	-5.30340056187193	1.0	-1.7561935132020354	1.0	-4.172728536132781	2.0	-4.638926335069609	1.0		0.0	-4.706984742717172	1.0	-0.3475820691366599	1.0		0.0	-4.487659491990943	1.0	-5.074837087757293	2.0	-6.119583204862521	3.0
samp_66	-5.617042942997688		0.0		0.0	-4.932844961599776	1.0	-4.755078704140086	1.0	-0.4063177829728872	2.0	-4.928062961998928	1.0	-4.895046588243724	1.0	-5.281952423763938	2.0	-1.7374806773447093	2.0		0.0		0.0	-7.689827660070013	2.0	-4.685932603505752	2.0	-0.3297060380431455	2.0	-3.9876632324018844	1.0		0.0	-5.053794318928951	1.0		0.0
