run	log_tmax	log_tbg_c60r18.10	log_tbg_c61r18	log_tbg_c62r18.10	log_tbg_c63r18.10	log_tbg_c64r18.10	log_tbg_c65r18.10	log_tbg_c66r18.10	log_tbg_c71r18	log_tbg_c72r18.10	log_tbg_c76r18.10	log_tbg_c81r18.10	log_tbg_c82r18.10	log_alphap_c60r18.10	log_alphap_c61r18	log_alphap_c62r18.10	log_alphap_c63r18.10	log_alphap_c64r18.10	log_alphap_c65r18.10	log_alphap_c66r18.10	log_alphap_c71r18	log_alphap_c72r18.10	log_alphap_c76r18.10	log_alphap_c81r18.10	log_alphap_c82r18.10	b3C7_log_P	b3C7_weight	b7D8_log_P	b7D8_weight	b7D9_log_P	b7D9_weight	b7E1_log_P	b7E1_weight	b7E2_log_P	b7E2_weight	b7E3_log_P	b7E3_weight	b7E4_log_P	b7E4_weight	b7E5_log_P	b7E5_weight	b7E6_log_P	b7E6_weight	b7E7_log_P	b7E7_weight	b7E8_log_P	b7E8_weight	b7E9_log_P	b7E9_weight	b7F1_log_P	b7F1_weight	b7F2_log_P	b7F2_weight	b7F3_log_P	b7F3_weight	b7F6_log_P	b7F6_weight	b7F7_log_P	b7F7_weight	b7F8_log_P	b7F8_weight	b7G1_log_P	b7G1_weight	b7G2_log_P	b7G2_weight	b7G3_log_P	b7G3_weight	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight	b3D3_log_P	b3D3_weight	b7G5_log_P	b7G5_weight	b7G6_log_P	b7G6_weight	b7G7_log_P	b7G7_weight	b7G8_log_P	b7G8_weight	b7G9_log_P	b7G9_weight	b7H1_log_P	b7H1_weight	b7H2_log_P	b7H2_weight	b7H3_log_P	b7H3_weight	b7H4_log_P	b7H4_weight	b7H5_log_P	b7H5_weight	b7H6_log_P	b7H6_weight	b7H7_log_P	b7H7_weight	b7H8_log_P	b7H8_weight	b7H9_log_P	b7H9_weight	b7I1_log_P	b7I1_weight	b7I2_log_P	b7I2_weight	b7I3_log_P	b7I3_weight	b7I4_log_P	b7I4_weight	b7I5_log_P	b7I5_weight	b7I7_log_P	b7I7_weight	b7I8_log_P	b7I8_weight	b7I9_log_P	b7I9_weight	b9D1_log_P	b9D1_weight	b9D2_log_P	b9D2_weight	b9D3_log_P	b9D3_weight	b9D4_log_P	b9D4_weight	b9D6_log_P	b9D6_weight	b9D8_log_P	b9D8_weight	b9D9_log_P	b9D9_weight	b9E1_log_P	b9E1_weight	b9E2_log_P	b9E2_weight	b9E3_log_P	b9E3_weight	b18A8_log_P	b18A8_weight	b18A9_log_P	b18A9_weight	b18B2_log_P	b18B2_weight	b18B5_log_P	b18B5_weight	b18B6_log_P	b18B6_weight	b18B7_log_P	b18B7_weight	b18B8_log_P	b18B8_weight	b18C1_log_P	b18C1_weight	b18C6_log_P	b18C6_weight	b18C7_log_P	b18C7_weight	b9E5_log_P	b9E5_weight	b9E8_log_P	b9E8_weight	b9F3_log_P	b9F3_weight	b9F4_log_P	b9F4_weight	b9F5_log_P	b9F5_weight	b9F6_log_P	b9F6_weight	b18F3_log_P	b18F3_weight	b18F8_log_P	b18F8_weight	b18F9_log_P	b18F9_weight	b18G1_log_P	b18G1_weight	b18G2_log_P	b18G2_weight	b18G6_log_P	b18G6_weight	b18G7_log_P	b18G7_weight	b18G9_log_P	b18G9_weight	b18H1_log_P	b18H1_weight	b18H3_log_P	b18H3_weight	b17E2_log_P	b17E2_weight	b9F9_log_P	b9F9_weight	b9G1_log_P	b9G1_weight	b9G2_log_P	b9G2_weight	b9G3_log_P	b9G3_weight	b9G5_log_P	b9G5_weight	b9G6_log_P	b9G6_weight	b9G8_log_P	b9G8_weight	b9H1_log_P	b9H1_weight	b9H3_log_P	b9H3_weight	b9H4_log_P	b9H4_weight	b9H5_log_P	b9H5_weight	b9H6_log_P	b9H6_weight	b9H7_log_P	b9H7_weight	b9H9_log_P	b9H9_weight	b9I1_log_P	b9I1_weight	b9I2_log_P	b9I2_weight	b17E6_log_P	b17E6_weight	b3D6_log_P	b3D6_weight	b10F8_log_P	b10F8_weight	b10F9_log_P	b10F9_weight	b10G1_log_P	b10G1_weight	b10G2_log_P	b10G2_weight	b10G4_log_P	b10G4_weight	b10G5_log_P	b10G5_weight	b10G6_log_P	b10G6_weight	b10G7_log_P	b10G7_weight	b10G8_log_P	b10G8_weight	b10G9_log_P	b10G9_weight	b10H2_log_P	b10H2_weight	b10H3_log_P	b10H3_weight	b10H4_log_P	b10H4_weight	b10H5_log_P	b10H5_weight	b10H7_log_P	b10H7_weight	b10H8_log_P	b10H8_weight	b10H9_log_P	b10H9_weight	b10I1_log_P	b10I1_weight	b2F3_log_P	b2F3_weight	b2F5_log_P	b2F5_weight	b2F6_log_P	b2F6_weight	b2F7_log_P	b2F7_weight	b2F8_log_P	b2F8_weight	b2F9_log_P	b2F9_weight	b2G2_log_P	b2G2_weight	b2G3_log_P	b2G3_weight	b2G4_log_P	b2G4_weight	b2G5_log_P	b2G5_weight	b2G6_log_P	b2G6_weight	b2G7_log_P	b2G7_weight	b2G8_log_P	b2G8_weight	b2H1_log_P	b2H1_weight	b2H3_log_P	b2H3_weight	b2H4_log_P	b2H4_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2H8_log_P	b2H8_weight	b1I8_log_P	b1I8_weight	b2A1_log_P	b2A1_weight	b2A2_log_P	b2A2_weight	b2A4_log_P	b2A4_weight	b2A5_log_P	b2A5_weight	b2A6_log_P	b2A6_weight	b2A7_log_P	b2A7_weight	b2A8_log_P	b2A8_weight	b2A9_log_P	b2A9_weight	b2B1_log_P	b2B1_weight	b2B2_log_P	b2B2_weight	b2B4_log_P	b2B4_weight	b2B5_log_P	b2B5_weight	b2B6_log_P	b2B6_weight	b2B7_log_P	b2B7_weight	b2B9_log_P	b2B9_weight	b14A8_log_P	b14A8_weight	b14A9_log_P	b14A9_weight	b14B1_log_P	b14B1_weight	b14B2_log_P	b14B2_weight	b14B3_log_P	b14B3_weight	b14B4_log_P	b14B4_weight	b14B5_log_P	b14B5_weight	b14B6_log_P	b14B6_weight	b14B7_log_P	b14B7_weight	b14B8_log_P	b14B8_weight	b14B9_log_P	b14B9_weight	b14C1_log_P	b14C1_weight	b14C2_log_P	b14C2_weight	b14C3_log_P	b14C3_weight	b14C4_log_P	b14C4_weight	b14C5_log_P	b14C5_weight	b14C6_log_P	b14C6_weight	b14C7_log_P	b14C7_weight	b14C8_log_P	b14C8_weight	b3E5_log_P	b3E5_weight	b3F4_log_P	b3F4_weight	b10I5_log_P	b10I5_weight	b10I6_log_P	b10I6_weight	b10I7_log_P	b10I7_weight	b10I8_log_P	b10I8_weight	b10I9_log_P	b10I9_weight	b11A1_log_P	b11A1_weight	b11A3_log_P	b11A3_weight	b11A4_log_P	b11A4_weight	b11A6_log_P	b11A6_weight	b11A8_log_P	b11A8_weight	b11B1_log_P	b11B1_weight	b11B3_log_P	b11B3_weight	b11B4_log_P	b11B4_weight	b11B6_log_P	b11B6_weight	b11B8_log_P	b11B8_weight	b3G3_log_P	b3G3_weight	b8A2_log_P	b8A2_weight	b8A3_log_P	b8A3_weight	b8A4_log_P	b8A4_weight	b8A5_log_P	b8A5_weight	b8A6_log_P	b8A6_weight	b8A7_log_P	b8A7_weight	b8A8_log_P	b8A8_weight	b8A9_log_P	b8A9_weight	b8B1_log_P	b8B1_weight	b8B2_log_P	b8B2_weight	b8B3_log_P	b8B3_weight	b8B5_log_P	b8B5_weight	b8B6_log_P	b8B6_weight	b8B7_log_P	b8B7_weight	b8B8_log_P	b8B8_weight	b8B9_log_P	b8B9_weight	b8C1_log_P	b8C1_weight	b8C2_log_P	b8C2_weight	b8C3_log_P	b8C3_weight	b8C6_log_P	b8C6_weight	b8C7_log_P	b8C7_weight	b18H6_log_P	b18H6_weight	b18H7_log_P	b18H7_weight	b18H9_log_P	b18H9_weight	b18I4_log_P	b18I4_weight	b18I6_log_P	b18I6_weight	b18I7_log_P	b18I7_weight	b19A3_log_P	b19A3_weight	b19A4_log_P	b19A4_weight	b19A5_log_P	b19A5_weight	b19A8_log_P	b19A8_weight	b13H4_log_P	b13H4_weight	b13H5_log_P	b13H5_weight	b13H6_log_P	b13H6_weight	b13H7_log_P	b13H7_weight	b13H8_log_P	b13H8_weight	b13H9_log_P	b13H9_weight	b13I1_log_P	b13I1_weight	b13I3_log_P	b13I3_weight	b13I4_log_P	b13I4_weight	b13I5_log_P	b13I5_weight	b13I7_log_P	b13I7_weight	b13I8_log_P	b13I8_weight	b13I9_log_P	b13I9_weight	b14A1_log_P	b14A1_weight	b14A2_log_P	b14A2_weight	b14A4_log_P	b14A4_weight	b14A5_log_P	b14A5_weight	b14A6_log_P	b14A6_weight	b14A7_log_P	b14A7_weight	b3G7_log_P	b3G7_weight
fit	2.7224144119722307	-7.061722396530084	-5.531544057766044	-6.633039921497884	-18.662907515530353	-7.025582914660721	-16.00560756140616	-6.207684752392983	-5.6078896794682755	-5.890359219970689	-5.733670058273587	-5.863180999166446	-6.185796273342161	3.303745489235351	6.601058069938364	3.85439763030451	1.392684743126243	1.7169989279579365	0.7484201904656649	-0.001377687737787861	4.621170070112888	4.387289865181119	0.24513589947748876	2.431642232632857	2.877538058344298	-4.345334896765518	1.0	-2.9410795631213755	1.0	-5.482596220853281	1.0	-8.520462640017723	1.0	-4.730872553130807	1.0	-5.85196428062024	1.0	-9.753995259667981	1.0	-2.049940298242453	1.0	-10.640352819280038	1.0	-4.490317238864833	1.0	-8.912591814295215	1.0	-10.41627134853541	1.0	-4.397582902565769	1.0	-3.2605782828642242	1.0	-11.334569140226005	1.0	-8.432705061804201	1.0	-6.017902102268579	1.0	-2.3874285710610494	1.0	-5.270474418441857	1.0	-7.288425050931397	1.0	-9.31175715492414	1.0	-4.368571664234434	1.0	-8.115567182009627	1.0	-1.537653046469711	1.0	-5.251094156301718	1.0	-4.940195455538047	1.0	-4.751881264426772	1.0	-7.782595133167136	1.0	-4.49568992671733	1.0	-5.5913398312941265	1.0	-3.7242361736708873	1.0	-11.102323281563972	1.0	-12.015869018891642	1.0	-5.956091435555485	1.0	-10.939493855799718	1.0	-4.849811811353984	1.0	-10.610012245850447	1.0	-5.896375578963642	1.0	-6.097520251676909	1.0	-4.017681814817039	1.0	-5.4211450564638675	1.0	-11.848152020468769	1.0	-1.9590185104982527	1.0	-10.898049645583038	1.0	-8.82070238167919	1.0	-10.42347488560704	1.0	-5.84669054348653	1.0	-3.6199640011259477	1.0	-8.078876108491498	1.0	-10.597319951948826	1.0	-11.550599169699888	1.0	-9.695515595698263	1.0	-10.88561694383348	1.0	-10.101597311602646	1.0	-7.819973172110303	1.0	-7.953958338219032	1.0	-3.179858693533577	1.0	-11.59524295181259	1.0	-6.270030042796567	1.0	-6.7999668958143555	1.0	-10.704078879657388	1.0	-8.551909105229738	1.0	-4.435185978281017	1.0	-10.89242443861094	1.0	-3.81535084082131	1.0	-4.5960416350058715	1.0	-10.002946213604325	1.0	-9.050253745513967	1.0	-5.145128541785542	1.0	-5.012068503425233	1.0	-2.4055671764494035	1.0	-3.087025083165054	1.0	-4.8713982224097805	1.0	-0.06425377070563837	1.0	-4.057428419975749	1.0	-2.564310487827436	1.0	-4.051176043434635	1.0	-6.406717996817219	1.0	-5.790136059204631	1.0	-5.370028682369383	1.0	-11.30918111989181	1.0	-3.848958425218681	1.0	-1.5883555562976337	1.0	-7.96960237234975	1.0	-3.996612598380215	1.0	-8.556709906239497	1.0	-10.971393263434509	1.0	-7.559021026227202	1.0	-6.492276872421142	1.0	-6.965292992004637	1.0	-1.5146136162223216	1.0	-7.891711914961072	1.0	-7.893074323727141	1.0	-5.558693083941779	1.0	-9.380027374924792	1.0	-8.980276520732366	1.0	-8.32537336277071	1.0	-8.307831731307017	1.0	-2.3152319239540606	1.0	-3.280070833624869	1.0	-6.737084503578027	1.0	-5.981741246684584	1.0	-7.129836374957692	1.0	-4.533004376469129	1.0	-4.348566823696252	1.0	-3.9042401020006325	1.0	-6.308009096476759	1.0	-5.752943872662774	1.0	-0.5554420131267702	1.0	-9.745795888815387	1.0	-8.843343838579012	1.0	-9.604911603724691	1.0	-9.037677216143686	1.0	-7.133060502949203	1.0	-6.313495246684049	1.0	-7.949510228735966	1.0	-3.1150129371552184	1.0	-7.3295017156499735	1.0	-3.622406549822345	1.0	-1.2281680606388983	1.0	-6.415372957168416	1.0	-5.135073611524111	1.0	-4.656709636449162	1.0	-3.676027368620008	1.0	-5.523319356487874	1.0	-3.2130420233578425	1.0	-5.653588396677268	1.0	-5.904301952980984	1.0	-3.3894924662942967	1.0	-7.886500528741318	1.0	-5.823692465673334	1.0	-5.856222681602412	1.0	-7.585869526538912	1.0	-8.77889831248007	1.0	-8.390820790464588	1.0	-7.698522911265071	1.0	-1.6660511395844422	1.0	-1.146251248232148	1.0	-6.4837317619585155	1.0	-7.034838951776023	1.0	-6.315268122745181	1.0	-5.727952012382485	1.0	-5.150664410454354	1.0	-8.050523915976953	1.0	-8.2668674726748	1.0	-7.578197562877135	1.0	-8.351876480094795	1.0	-7.944378722613961	1.0	-4.774167441370072	1.0	-8.055109337768586	1.0	-7.356996567492405	1.0	-5.735378764264082	1.0	-6.4555555620702165	1.0	-18.112466709788546	1.0	-0.30144432285183326	1.0	-5.188155519024065	1.0	-0.1265811997010785	1.0	-4.704621675123964	1.0	-5.687781331590189	1.0	-6.150898396165666	1.0	-4.113807791495894	1.0	-3.963956446370909	1.0	-2.1007247586615074	1.0	-12.269761429467508	1.0	-5.048583999839781	1.0	-4.9826346782718085	1.0	-11.670345156086615	1.0	-10.55154286938532	1.0	-5.049545901404858	1.0	-0.5875472623716796	1.0	-6.676689559112436	1.0	-5.112421357738723	1.0	-4.451451686881472	1.0	-4.762055235713721	1.0	-6.640228044356564	1.0	-1.4819772938412006	1.0	-6.898223132179067	1.0	-7.768697070965815	1.0	-6.88039601307804	1.0	-4.708797316823536	1.0	-4.891436664767851	1.0	-7.380242138367611	1.0	-6.4358579991488805	1.0	-5.365167771281472	1.0	-4.677859998227237	1.0	-7.95336371261002	1.0	-10.349345390373925	1.0	-10.497013341825578	1.0	-7.309359638886284	1.0	-4.509950917734303	1.0	-4.305263507051173	1.0	-0.3494851759454749	1.0	-5.32155675852307	1.0	-5.005054799589619	1.0	-4.707925672581662	1.0	-10.122553668503706	1.0	-10.309508677931923	1.0	-12.252315004901494	1.0	-5.94889370892429	1.0	-10.989110781510538	1.0	-10.125879631720982	1.0	-5.383828551146176	1.0	-11.092381959011725	1.0	-6.375646317620106	1.0	-7.200131687903135	1.0	-3.542225462064669	1.0	-11.758734765073388	1.0	-9.941720386020448	1.0	-3.471605016053912	1.0	-5.755501753243571	1.0	-9.122601560586407	1.0	-3.6909132913146205	1.0	-5.377550855538777	1.0	-5.205436151659539	1.0	-5.1193651663041635	1.0	-4.510370962464572	1.0	-5.043921656660536	1.0	-2.990533440856234	1.0	-9.867151439226852	1.0	-4.5133954892890165	1.0	-1.9516737428556805	1.0	-6.165100312287156	1.0	-7.533431484585445	1.0	-5.800591730386074	1.0	-16.169235889614573	1.0	-4.9141204309749265	1.0	-6.26326765485273	1.0	-3.559914949202346	1.0	-4.229561217875363	1.0	-5.446340499854245	1.0	-7.572156855003268	1.0	-8.809357428807328	1.0	-4.611171823580827	1.0	-5.684546678552397	1.0	-9.431619048671166	1.0	-6.578389417188497	1.0	-5.739301058402148	1.0	-1.44983004100595	1.0	-10.41360286021855	1.0	-9.447323783732472	1.0	-10.434056898957687	1.0	-9.787913705418712	1.0	-8.831035920318103	1.0	-9.599447954624711	1.0	-11.107971883030736	1.0	-4.909912438930417	1.0	-4.8269933691286	1.0	-5.5562917969801635	1.0	-5.52219282882948	1.0	-4.904541015833465	1.0	-6.518979074156858	1.0	-5.396667520514745	1.0	-5.649865112936598	1.0	-5.210998999054413	1.0	-5.198058307741475	1.0	-4.86287164271157	1.0	-0.6019694901716248	1.0	-5.380930648794611	1.0	-2.3720546579563475	1.0	-5.411802501004224	1.0	-5.286958231020371	1.0	-8.488353952503198	1.0	-1.9438590118481316	1.0	-3.922501790988984	1.0	-9.052006834433692	1.0	-6.9556064184364494	1.0	-7.560323748027939	1.0	-10.137483242752927	1.0	-7.4125002710194865	1.0	-7.865853503873041	1.0	-10.480835796690256	1.0	-5.978559025367238	1.0	-3.008520701659718	1.0	-5.3013580690199005	1.0	-4.369818150944471	1.0	-11.29136243704678	1.0	-13.343530370318144	1.0	0.5954541056006963	1.0	-4.69190462155521	1.0	-5.253013230503877	1.0	-4.411128654876121	1.0	-7.409195732932497	1.0	-9.114505272994599	1.0	-4.637605134523843	1.0
samp_00	2.6696412812524617	-6.987936870634652	-5.414666778880547	-7.807748977652743	-18.659870506527508	-7.279090558583082	-15.953114909118321	-6.207960254879091	-5.597491623207132	-5.941386973916029	-5.801617959705538	-5.7826234649125725	-6.129059463726876	3.4161268634501236	6.771152149248904	3.92935142294796	1.4247927608546271	1.7537865941268953	0.7501559265442985	-0.00982696694407477	4.5661840891738805	4.515102553838515	0.3321635592958758	2.4575104514502364	2.844556497795668		0.0	-2.898679868871767	1.0	-5.478411646525444	1.0		0.0	-4.718106428500028	2.0	-5.850507711382175	3.0	-9.810784277932253	1.0		0.0	-10.687202882735763	1.0	-4.473262055507404	2.0		0.0	-10.500546177966235	1.0	-4.381789832585548	1.0	-3.2202672815178692	2.0		0.0	-8.461323800857793	1.0	-6.018510571318857	1.0		0.0	-5.264915823650257	2.0	-7.2976543908230775	1.0	-9.370558624035214	1.0	-4.317123152218583	1.0	-8.20273493031203	2.0		0.0	-5.200363670608753	1.0	-4.892765620764894	2.0		0.0		0.0		0.0		0.0		0.0	-11.2130701252575	1.0	-12.14616277025982	1.0	-5.919263709780559	3.0		0.0	-4.80203870823546	1.0	-10.717279645263229	1.0	-5.859490481135558	1.0		0.0	-3.96125415376859	1.0	-5.376446570119244	2.0	-11.970892053455637	1.0	-1.8972907047372398	2.0	-11.016937225128375	1.0	-8.934634929416799	1.0	-10.555621636571564	1.0		0.0	-3.5667229636955464	3.0		0.0	-10.730806688160477	2.0	-11.675443180309609	1.0	-9.823252735390545	1.0		0.0		0.0		0.0	-8.040834129108072	1.0	-3.1243690586465402	1.0	-11.721021127722366	3.0		0.0	-6.804729295893432	1.0	-10.839180438779273	3.0	-8.68067723321713	2.0		0.0	-11.030036512108198	1.0	-3.761768087195708	2.0	-4.55265593295356	1.0		0.0	-8.83565380994017	1.0	-5.108456029502147	1.0	-4.976283379501869	2.0		0.0		0.0	-4.834709209620447	1.0	0.04408706301763157	2.0	-4.011201186581828	1.0	-2.5003729384601683	1.0	-4.001378787563611	1.0	-6.369627920607703	1.0		0.0		0.0		0.0		0.0	-1.5170332186087725	2.0	-7.884355424026942	2.0	-3.9479941675287145	1.0	-8.440716054025636	2.0	-10.777831459638922	4.0		0.0	-6.455240894907519	1.0	-6.928401006878796	2.0	-1.450680483024739	1.0	-7.854934478630939	1.0	-7.856283051933552	1.0		0.0	-9.34330512990454	2.0		0.0		0.0		0.0	-2.261215972738605	1.0	-3.2356429504681694	1.0	-6.700108162822635	1.0		0.0	-7.093012157022038	2.0	-4.494066072854715	3.0		0.0	-3.8636842289136437	3.0	-6.270829384615474	1.0		0.0	-0.4600283644418136	1.0	-9.63473754740732	3.0	-8.771907282974505	2.0	-9.488861468263321	1.0	-8.961400745274597	2.0		0.0	-6.27458803668749	1.0		0.0		0.0	-7.282372249076229	1.0	-3.5818225776631154	2.0		0.0		0.0	-5.097863919378497	1.0	-4.619408177990234	1.0	-3.6350977002422464	2.0		0.0		0.0	-5.601370642536086	2.0		0.0	-3.334767839727328	3.0	-7.834579370829545	1.0	-5.771512188612025	2.0	-5.804052350844283	1.0		0.0		0.0	-8.338913825886554	1.0		0.0	-1.5988639719492554	2.0		0.0	-6.4317018577484415	1.0		0.0	-6.263208296415796	3.0	-5.6757290009906205	1.0	-5.093318554815107	1.0	-7.993158867856941	1.0		0.0	-7.521149961708551	1.0		0.0	-7.8870379975821105	2.0	-4.7167065333818	1.0		0.0	-7.299840339407807	1.0	-5.6781625761039844	1.0	-6.398468120237274	1.0	-18.11447068735807	2.0	-0.2025721220374216	1.0	-5.130829464360516	1.0	-0.019529167072279675	3.0	-4.647129871939733	1.0	-5.630579130353158	2.0		0.0		0.0	-3.892545021419116	2.0	-2.0363448755811473	2.0	-12.167750398035146	2.0		0.0	-4.904882422633069	1.0	-11.567057384380256	1.0	-10.445908132031882	1.0	-4.971444524401358	1.0	-0.501852742673128	1.0	-6.5923074782851225	1.0	-5.034123125946906	1.0	-4.376721265081807	2.0	-4.685744630462373	1.0		0.0	-1.4135098938256234	2.0	-6.813517001935937	3.0		0.0	-6.795494460377346	1.0		0.0	-4.81446102586981	1.0	-7.290715629935311	1.0	-6.352782031246562	1.0	-5.284672387439177	3.0		0.0	-7.86172640241841	1.0	-10.243684922882958	1.0		0.0	-7.221795207163162	1.0		0.0		0.0		0.0	-5.242571180817003	1.0	-4.926954006340358	1.0		0.0	-10.016279687598246	2.0	-10.373514738793842	1.0		0.0	-5.945400585043607	1.0	-11.050439134873322	2.0	-10.18652938193357	2.0	-5.367768723584839	2.0		0.0	-6.378157557470054	2.0		0.0		0.0		0.0	-9.99867532387208	3.0	-3.415848515660814	3.0		0.0		0.0	-3.6312651442621346	1.0		0.0		0.0	-5.098569206355027	2.0	-4.474765278478774	1.0	-5.032662111764676	1.0		0.0	-9.633381772238755	3.0		0.0	-1.9322315829557004	2.0		0.0	-7.505116759737331	1.0	-5.787722309566379	2.0	-15.508491696314831	1.0		0.0	-6.247855259235068	2.0	-3.5480957735824363	1.0	-4.21840443257759	2.0		0.0	-7.541110572070401	1.0		0.0	-4.568143269857181	3.0	-5.646134476874332	1.0		0.0		0.0		0.0	-1.3712920771193333	1.0	-10.459456355079542	2.0	-9.468601109277348	1.0	-10.447647336906504	1.0	-9.80755521460753	2.0		0.0	-9.622924198730672	1.0	-11.194603433938845	1.0		0.0	-4.784946063373374	1.0	-5.517336992510111	2.0		0.0	-4.862924560728363	1.0	-6.485336583488226	2.0	-5.357110076516713	1.0	-5.611426374884509	1.0	-5.170670713903288	1.0		0.0	-4.821062836263872	1.0	-0.5075038946875778	1.0		0.0	-2.30772260399553	2.0	-5.372334541292342	1.0	-5.246942686260227	1.0	-8.482577554865754	2.0		0.0	-3.875221846181334	2.0	-8.9906028431866	1.0		0.0	-7.495386334512042	1.0	-10.072893615988475	1.0	-7.345264290141178	1.0		0.0	-10.424924704087008	1.0		0.0	-2.933316538301398	1.0	-5.2315135189848	2.0	-4.298745110094813	1.0	-11.258209717911503	2.0	-13.611439832361253	2.0	0.7646200927140452	1.0	-4.621121736350516	2.0		0.0		0.0	-7.342036745010454	3.0		0.0	-4.567085932465009	1.0
