run	log_tbg	log_alphap	log_betap	b3D3_log_P	b3D3_weight	b7G5_log_P	b7G5_weight	b7G6_log_P	b7G6_weight	b7G7_log_P	b7G7_weight	b7G8_log_P	b7G8_weight	b7G9_log_P	b7G9_weight	b7H1_log_P	b7H1_weight	b7H2_log_P	b7H2_weight	b7H3_log_P	b7H3_weight	b7H4_log_P	b7H4_weight	b7H5_log_P	b7H5_weight	b7H6_log_P	b7H6_weight	b7H7_log_P	b7H7_weight	b7H8_log_P	b7H8_weight	b7H9_log_P	b7H9_weight	b7I1_log_P	b7I1_weight	b7I2_log_P	b7I2_weight	b7I3_log_P	b7I3_weight	b7I4_log_P	b7I4_weight	b7I5_log_P	b7I5_weight	b7I7_log_P	b7I7_weight	b7I8_log_P	b7I8_weight	b7I9_log_P	b7I9_weight
samp_57	-7.771548682317363	4.108746012784289	-0.04972114053862256	-4.637252165238726	2.0		0.0		0.0	-5.203689167913995	1.0	-5.070647278890387	1.0	-2.3991683646636726	1.0		0.0		0.0		0.0	-4.088754700548914	2.0	-2.5562397033857893	4.0	-4.075697370813222	2.0	-6.478073002036817	1.0	-5.860117131800549	3.0	-5.437192867699711	1.0		0.0	-3.8832466508660803	1.0	-1.5743461455425516	1.0		0.0	-4.022942617125102	1.0		0.0	-10.94409485351645	2.0		0.0
samp_58	-6.575660469583772	3.88203502463956	0.053074255474336154		0.0		0.0		0.0	-5.177277408587578	1.0	-5.043370724805589	1.0	-2.411807787421417	3.0		0.0	-4.901865294356894	2.0	-0.05823072030320475	1.0		0.0	-2.5717357366251083	1.0	-4.074985919177685	2.0	-6.444346260909479	1.0		0.0	-5.403077637096728	1.0	-11.39965948655376	1.0	-3.8710150980637104	1.0	-1.5885297166823282	1.0	-8.01914434924639	3.0	-4.019922895295631	2.0	-8.612577846032439	1.0		0.0	-7.612292949696495	1.0
samp_59	-6.304098450804931	4.015475932094485	0.033165995034176575	-4.657995489604126	1.0	-10.373390225627237	1.0	-9.288064761047849	3.0	-5.222104698884832	1.0	-5.086714658541485	1.0	-2.4126498082414387	2.0	-3.0987396773124947	1.0	-4.942906382949346	1.0		0.0	-4.106557334015863	1.0	-2.571936320455687	2.0	-4.097056685850062	1.0		0.0		0.0		0.0	-11.587960807903656	3.0	-3.896441000808572	3.0		0.0		0.0	-4.042469046554843	1.0	-8.731299492319401	1.0		0.0		0.0
samp_60	-5.953182095687342	3.600125168470333	0.20370352659927315	-4.609564157764514	2.0	-10.247655928693186	3.0		0.0	-5.1470198049461064	1.0	-5.0122704541778775	2.0	-2.437768251870931	1.0		0.0	-4.8729875514821765	1.0		0.0	-4.073738694502354	2.0		0.0		0.0		0.0	-5.785680655241243	1.0	-5.364646766866239	2.0		0.0	-3.8587586440263713	1.0	-1.617353237943415	1.0		0.0	-4.017408840606448	2.0	-8.606505554982716	1.0	-11.025328084252765	1.0	-7.658153801367021	2.0
samp_61	-6.587042739892632	3.9699296797425156	-0.023271065584541322		0.0	-10.124921854054435	1.0	-9.128382162426066	3.0	-5.172978144481468	1.0	-5.039265726748552	1.0	-2.3996188071289417	1.0	-3.0791485351379464	1.0		0.0	-0.05297170980847222	1.0	-4.0707747970446535	2.0	-2.5576936604412466	1.0	-4.061608066631181	4.0	-6.446847294239667	1.0		0.0		0.0		0.0		0.0	-1.5781886551823125	1.0		0.0	-4.007696580522609	1.0	-8.618330003801503	3.0	-11.051131178638501	1.0		0.0
samp_62	-6.768348055644949	3.0442183993549943	0.3594953156852271		0.0	-9.468687511214233	3.0	-8.69701075960739	2.0	-4.974849134768996	1.0		0.0		0.0	-3.124788860884652	2.0	-4.710292768091988	1.0	-0.1046845920252685	1.0	-3.956280948211808	1.0		0.0		0.0	-6.184625265679381	1.0		0.0	-5.181075312803251	1.0	-10.82471922135385	2.0	-3.742723090857849	1.0		0.0		0.0	-3.9078724519276817	2.0	-8.259849009983286	1.0	-10.578233529406278	2.0	-7.286485247487317	2.0
samp_63	-5.898963131044937	4.122536702328162	-0.09077319470998836	-4.634332901363134	2.0	-10.504189772498153	4.0	-9.373318938050696	2.0	-5.207254211120691	3.0	-5.071200519337139	1.0		0.0	-3.0678352453643902	1.0	-4.925898468921636	1.0	-0.050413568844549304	1.0	-4.082378374974521	1.0	-2.550968570839533	1.0	-4.069199976165316	1.0	-6.515190686228632	1.0		0.0		0.0	-11.713050199926533	2.0		0.0	-1.5710931430482924	1.0		0.0		0.0	-8.780386963848532	1.0		0.0		0.0
samp_64	-6.869899046453772	3.300207030154528	0.20105747801288038		0.0	-9.513185728010985	2.0		0.0		0.0		0.0		0.0	-3.0990598181721465	2.0	-4.742081647616755	1.0	-0.07425483432624322	2.0	-3.972959476424515	1.0	-2.577477403044185	1.0		0.0		0.0		0.0	-5.219354179689353	2.0	-10.885215556579135	2.0	-3.761176373273601	2.0	-1.6220804184306845	1.0		0.0	-3.9210838789932265	2.0	-8.309553376110017	1.0	-10.642137719685898	2.0	-7.330140626006075	2.0
samp_65	-7.801244100187687	3.9789911816871526	-0.022028903620790442		0.0		0.0		0.0	-5.1696578352684	2.0	-5.037207890355538	2.0		0.0	-3.0783723689828157	2.0	-4.89547298101773	2.0		0.0	-4.070624300110906	1.0		0.0		0.0	-6.431331820161141	2.0	-5.817997432708136	2.0	-5.398546674998837	3.0		0.0	-3.8637556597358587	1.0	-1.5778431435834939	1.0		0.0	-4.007367558991444	1.0		0.0	-10.850153488361928	3.0	-7.5096095999235235	1.0
samp_66	-6.391680601595398	3.3407911232553062	0.2160315589749811	-4.515716739026386	1.0	-9.801151231046854	1.0		0.0	-5.03668815863806	1.0		0.0		0.0	-3.1121135751165245	1.0		0.0		0.0		0.0		0.0	-3.999627560125738	2.0	-6.26542296010853	1.0		0.0	-5.248423663320835	2.0	-11.090212728054276	2.0	-3.7820951288813607	1.0	-1.6251524712444545	1.0	-7.810471529752657	3.0	-3.9425161922075107	1.0	-8.387485485854489	2.0		0.0	-7.4139141646162745	4.0
samp_67	-6.589542934360739	4.090928393038009	-0.06590355805628709	-4.629903545052042	1.0	-10.211905930177988	1.0	-9.190357179336496	1.0		0.0		0.0	-2.3964341224763066	3.0	-3.0714577052372065	2.0	-4.919001883691	2.0		0.0	-4.081268071337141	3.0	-2.553356245788011	1.0	-4.068766259726771	1.0	-6.483191408684189	2.0		0.0		0.0		0.0		0.0	-1.573082251680893	1.0	-8.071255923362624	1.0	-4.015840182196147	2.0	-8.670476689015898	1.0	-11.118478770814546	1.0		0.0
samp_68	-6.554252317888339	3.6866114722455245	0.0943862230978041	-4.580764589487276	1.0		0.0	-9.007739248743652	2.0	-5.120123271076639	2.0	-4.987168277195456	1.0	-2.4126526526661456	1.0	-3.101283167839267	2.0	-4.8480926161612965	1.0	-0.06111495854150475	3.0		0.0	-2.5735095759473112	2.0	-4.044746400957675	1.0	-6.370275191478755	1.0		0.0		0.0	-11.255457403603604	2.0	-3.8356223763384745	2.0		0.0		0.0		0.0	-8.513868475403632	1.0		0.0	-7.523436156361904	1.0
samp_69	-6.138997343525376	3.981883199252294	0.03351272104434821	-4.649950370595103	2.0		0.0	-9.30237619209815	1.0	-5.212076088487786	1.0		0.0	-2.4119492714612054	1.0	-3.0983364189117912	1.0	-4.932986718939162	1.0	-0.0574412960514229	3.0	-4.099857674180151	1.0		0.0		0.0		0.0		0.0	-5.441363972379826	4.0		0.0	-3.8894932086851446	1.0	-1.585418830053924	1.0	-8.124655071201163	3.0	-4.036450102262101	1.0	-8.732926569510083	1.0		0.0	-7.754641951554824	1.0
samp_70	-5.46191868296763	4.154605701183064	-0.018093818367097333		0.0	-10.746912120711487	2.0		0.0	-5.269317055526302	1.0	-5.129467411769174	2.0	-2.409352510012571	1.0	-3.0911981959516193	1.0	-4.98157725461372	1.0	-0.055667172929267844	2.0		0.0	-2.5674736113846106	3.0	-4.11099319919239	1.0	-6.6065148356456795	1.0		0.0	-5.505659014878062	1.0		0.0	-3.9139300936375743	2.0	-1.5793876817232086	1.0	-8.320369373527177	1.0	-4.056839047536295	1.0	-8.919540738100487	1.0		0.0	-8.103288109102147	1.0
samp_71	-6.518368923848002	4.137409947091701	-0.06358622265007113	-4.644411756283456	1.0		0.0	-9.250036393546814	1.0	-5.215995766335838	3.0	-5.081310266425226	4.0	-2.398622523701867	1.0	-3.0737271418120558	1.0	-4.936504688723563	2.0	-0.051929257065157164	1.0		0.0	-2.55548652099597	2.0	-4.078991903485734	2.0		0.0		0.0	-5.4509809789532975	2.0	-11.551633885811794	1.0		0.0		0.0	-8.109989748489273	1.0		0.0	-8.714760202379896	1.0		0.0		0.0
samp_72	-5.435656737550322	4.124396484336821	-0.07432355027403821	-4.651501753318769	1.0	-10.668822158109998	3.0	-9.478674283948894	1.0	-5.229382264488742	1.0	-5.090661578475042	2.0	-2.3987127104156314	2.0	-3.0750213713250254	3.0	-4.943897606625944	4.0	-0.05189689408874718	1.0	-4.094431880843894	1.0	-2.5557719728190027	1.0		0.0		0.0	-5.90612675727874	1.0		0.0		0.0		0.0		0.0	-8.258262165298852	1.0		0.0		0.0		0.0	-8.033538710281046	1.0
samp_73	-5.686991978305326	4.146704684883272	-0.030878982906400742		0.0	-10.657416306304532	1.0		0.0		0.0		0.0	-2.406184388748641	1.0		0.0	-4.967181162329397	4.0		0.0		0.0		0.0	-4.10104264831428	1.0	-6.575864072250994	1.0	-5.927544519191121	1.0	-5.4881083681703196	4.0		0.0	-3.9054318823526106	1.0	-1.577637160478637	2.0	-8.266862600583721	1.0	-4.047303720203456	1.0	-8.875305034335952	3.0		0.0	-7.983541496263655	2.0
samp_74	-6.667536043015599	3.8819912503421596	0.01379074501907172		0.0	-10.024956681422156	1.0		0.0	-5.156789914731192	1.0	-5.0234586900398295	3.0	-2.4033496353442945	1.0	-3.0862525132033465	1.0		0.0	-0.055018797576618816	1.0	-4.064240715374327	1.0		0.0	-4.057392876420269	2.0		0.0	-5.803634252843345	1.0	-5.382647231462045	2.0	-11.334882263199216	2.0		0.0	-1.5831924407110245	1.0	-7.985939970955815	2.0		0.0	-8.574322071573011	2.0	-10.997022429486325	1.0	-7.5738764749276895	1.0
samp_75	-6.15219068917671	3.8194997264602333	0.010105899408092542	-4.587525035270134	2.0	-10.198066450841361	2.0		0.0	-5.136292967215089	1.0	-5.0023627012631895	3.0	-2.4003149753505606	1.0		0.0		0.0	-0.05441062629496111	1.0	-4.048716809232062	2.0	-2.5593561912139964	2.0	-4.043372984186663	1.0	-6.404362133052602	1.0	-5.782862585173622	1.0		0.0		0.0		0.0	-1.5834175850882368	3.0		0.0	-3.98845464330385	1.0		0.0	-11.012308356015668	1.0	-7.624104490573326	1.0
samp_76	-6.710918382917952	3.6970541587264827	0.136562550614271		0.0	-9.933191379105567	1.0		0.0	-5.144042372962604	2.0	-5.010902261392123	1.0	-2.4234299237086607	1.0	-3.116979947171759	1.0	-4.871597423641689	1.0	-0.06524875532485576	1.0		0.0		0.0	-4.0659914424681265	2.0	-6.393727266347436	1.0		0.0	-5.364251114965825	1.0	-11.26108875049534	1.0	-3.855370361801796	1.0		0.0	-7.946310354504854	3.0	-4.0097708748193215	3.0	-8.529419334759792	1.0	-10.938455350119826	1.0	-7.534345742817352	1.0
samp_77	-7.623673805299963	3.272355578359242	0.22815570763799883	-4.49100725434371	2.0	-9.235415303274909	1.0	-8.649484815818424	2.0		0.0		0.0	-2.421833381075615	1.0	-3.105437021271725	1.0	-4.741563283092301	1.0	-0.07824041150168821	1.0	-3.974755031430092	1.0	-2.5835511096787918	1.0		0.0		0.0	-5.624603635652291	2.0	-5.217369595241167	1.0		0.0	-3.7627889552962435	2.0	-1.6284992786387946	1.0	-7.714576286177346	1.0		0.0	-8.263033347282777	1.0	-10.51948110395106	2.0	-7.286599546991876	2.0
samp_78	-5.945074672457853	4.229178861192527	-0.1825678883197204	-4.61951130038086	1.0	-10.504295573957148	1.0	-9.375533928415695	1.0	-5.199104136468634	1.0		0.0		0.0	-3.047323739180375	5.0	-4.917486685210192	2.0		0.0	-4.068567994997563	1.0		0.0	-4.051688690238572	2.0	-6.515798576685537	1.0		0.0	-5.438250141485904	3.0	-11.708199175823655	1.0	-3.8674460168766944	1.0		0.0	-8.172899327981971	1.0	-4.000633028488116	1.0		0.0		0.0	-7.827439549810579	1.0
samp_79	-6.350384548982931	4.090039318436408	-0.06759467112182296	-4.630850011565978	1.0		0.0		0.0		0.0	-5.064201238720949	1.0		0.0	-3.071529074038885	1.0	-4.920027416125816	1.0		0.0		0.0	-2.5533723382785554	1.0	-4.069104815431104	3.0	-6.490061657899516	6.0		0.0	-5.4321100913865745	2.0		0.0	-3.875621794521598	1.0	-1.5730742771515278	1.0		0.0	-4.016106991175931	2.0	-8.704774090665232	2.0		0.0	-7.705889058929216	1.0
samp_80	-7.510994383424667	3.6494084660645556	0.04028645836360395	-4.5381525417511845	2.0	-9.410571225706736	1.0	-8.773992223594927	1.0	-5.07272406552294	1.0		0.0	-2.3964321583483694	2.0	-3.077317924023203	1.0		0.0		0.0	-4.010125946900865	1.0	-2.555750166118748	1.0		0.0	-6.3093561666318925	3.0	-5.704568378720866	2.0		0.0		0.0		0.0	-1.5877768580855476	1.0	-7.81722939330676	1.0		0.0	-8.37296270055614	3.0	-10.690663540573563	2.0	-7.386683797963535	1.0
samp_81	-4.963015682490561	4.012458909691391	-0.005921821666891723	-4.665705590590182	2.0		0.0		0.0	-5.24145946169838	2.0		0.0	-2.4093772700403293	1.0	-3.0953786499215505	1.0		0.0	-0.05608312073287745	2.0	-4.105158283684514	3.0		0.0	-4.096849283899201	2.0	-6.584695429693066	1.0		0.0	-5.472171579638362	1.0		0.0	-3.8925810105223912	1.0	-1.5827987288929846	2.0	-8.28961831746938	1.0		0.0	-8.859765164722592	1.0		0.0	-8.208578031435492	3.0
samp_82	-6.617969454051938	3.589398087790239	0.17691241321993956		0.0	-9.910356519051932	1.0		0.0	-5.120785885618118	1.0	-4.987850322509724	3.0		0.0		0.0		0.0	-0.06966338169253881	1.0	-4.055003118071698	1.0	-2.591610578998649	1.0		0.0	-6.363770587060593	1.0	-5.753829849807997	3.0	-5.338119934890583	2.0	-11.222439018325746	2.0	-3.8417955049089723	1.0	-1.6122075806907923	1.0		0.0	-3.998814086309629	2.0		0.0	-10.893987186107703	1.0	-7.50766120331726	2.0
samp_83	-5.901620160057582	4.216386825758138	0.019552481489566072	-4.712847284517741	1.0	-10.716839634510148	1.0	-9.556500719176269	2.0	-5.298141534492981	1.0	-5.159473129074355	1.0		0.0	-3.099663585144947	1.0	-5.011297576220059	1.0	-0.05789098873952896	3.0	-4.1467127721026955	2.0		0.0		0.0		0.0	-5.977190357913406	1.0	-5.536653684718624	3.0		0.0	-3.9366622117095638	2.0		0.0	-8.317671462259227	1.0	-4.078320477145696	1.0	-8.93854761884717	2.0		0.0		0.0
samp_84	-6.802424077270858	3.6882870219322625	0.05915340907796657		0.0	-9.790982343186357	1.0	-8.928266657355517	1.0		0.0		0.0	-2.4038710440358537	2.0	-3.088311474690828	2.0	-4.830277473760108	1.0	-0.057602022425686926	3.0		0.0	-2.5638008856605436	1.0		0.0	-6.34733397904482	1.0	-5.737239014204003	1.0		0.0		0.0	-3.821186824795178	2.0	-1.5909396934481088	2.0	-7.888306158741284	2.0	-3.9730493977354855	1.0	-8.464598486314582	1.0	-10.85346933062114	1.0	-7.472130776147617	1.0
samp_85	-6.3055765176467204	4.116011008859734	0.006294218015726815		0.0	-10.454073600476985	1.0	-9.351235203342538	1.0		0.0	-5.110240491640335	2.0	-2.4105008243159936	2.0	-3.093268294823572	1.0		0.0	-0.056272191662808585	2.0	-4.117671792842518	2.0		0.0		0.0	-6.544644509459764	2.0	-5.9115343254630845	1.0	-5.480339573076588	3.0	-11.658857587141313	3.0	-3.9087459669558906	1.0	-1.5809855368596923	1.0		0.0	-4.0515355742035375	1.0		0.0		0.0		0.0
samp_86	-6.784991612646401	3.7696745739975017	0.07743172741568975		0.0	-9.906586513969469	1.0	-9.004744051270913	1.0	-5.143203387352891	1.0		0.0		0.0		0.0		0.0	-0.05971567275686147	1.0	-4.061685343158755	1.0	-2.5728578223403855	2.0	-4.057789246071721	3.0	-6.396879366870498	3.0	-5.78371547900012	2.0	-5.365547082218878	1.0		0.0		0.0		0.0	-7.947391535306501	2.0		0.0	-8.529136103213775	3.0	-10.93993829808731	1.0	-7.531687478937918	1.0
samp_87	-7.13180480306516	3.581900906389163	0.16601766353020228	-4.576471453137061	1.0	-9.620051652581587	2.0	-8.866753904266286	3.0	-5.108800697963812	1.0	-4.976642087833555	2.0	-2.4251062496699447	1.0		0.0		0.0	-0.0683406910702759	1.0	-4.0464655576442246	1.0		0.0		0.0	-6.345139067838707	2.0	-5.739384193898943	1.0	-5.325954988295591	1.0		0.0	-3.8340021813456255	1.0	-1.6101572621752192	1.0		0.0	-3.9903528178905603	1.0	-8.434280174218085	1.0	-10.805633713775437	3.0		0.0
samp_88	-8.218655730268754	2.9358157227159207	0.5165294719676925	-4.497062731537144	1.0		0.0	-8.580809951169256	2.0	-5.0001662676675345	1.0	-4.869542043555452	2.0	-2.4936069054822485	2.0	-3.1748073788837066	1.0	-4.736912181721858	1.0		0.0		0.0		0.0	-4.0002241944104915	1.0	-6.199813586003102	1.0	-5.608370574323629	1.0	-5.204559362037052	1.0		0.0	-3.773719062969696	1.0		0.0		0.0	-3.9418424917754344	2.0	-8.217408041557508	1.0	-10.376491715658487	2.0	-7.248644363626788	3.0
samp_89	-6.236485916380201	3.8572107951034553	0.13778919371340576		0.0	-10.342778058711875	1.0		0.0		0.0	-5.079105662861628	3.0		0.0		0.0	-4.937016595805577	2.0		0.0	-4.113602886788215	1.0	-2.5920479719460534	1.0	-4.1088366300162535	1.0	-6.48888511938451	3.0	-5.864531902995844	1.0		0.0	-11.556914261758823	2.0	-3.8997668059758315	3.0	-1.6007290949814506	1.0	-8.098503732780545	1.0	-4.052588055287258	1.0	-8.703800410258154	1.0		0.0	-7.7190080685271285	1.0
samp_90	-6.63220416235479	3.924632573271523	0.01736728385142315	-4.620363797797151	2.0	-10.095722595775715	1.0	-9.113399122601864	1.0	-5.175404384794639	1.0	-5.0416625277032825	1.0	-2.4059063588126377	1.0	-3.0896026344278633	1.0		0.0	-0.055657573683028524	2.0	-4.076605141329569	1.0	-2.5649424769827656	1.0	-4.068871375920182	1.0	-6.444859168349463	1.0	-5.825119133100345	1.0		0.0	-11.390480939286455	2.0	-3.8675651781502296	1.0	-1.58345695005512	1.0	-8.017107825542775	1.0	-4.014354767347833	1.0	-8.609327051288332	1.0	-11.041253433603332	1.0		0.0
samp_91	-7.1781380907156525	3.5389373757780413	0.19067274037487378	-4.573058617749129	1.0		0.0		0.0	-5.103018164491298	3.0	-4.9709613071256085	2.0	-2.429573283728247	1.0	-3.1236010134934777	1.0		0.0		0.0		0.0	-2.5922986950234286	1.0		0.0	-6.336254218005639	1.0		0.0	-5.319090298293599	1.0	-11.004723074224895	1.0	-3.831619814191409	1.0		0.0	-7.855212219588032	3.0	-3.989132355688506	2.0	-8.419761250133327	2.0	-10.78288660325896	1.0	-7.431311906505745	2.0
samp_92	-6.644059074538538	3.848766676637496	0.1349300567655642	-4.65346900130866	2.0	-10.136576514143641	2.0		0.0		0.0		0.0		0.0		0.0	-4.928748620993337	1.0	-0.06483188168726065	1.0	-4.108169381652318	1.0		0.0	-4.1033423412361145	1.0	-6.46919200907487	1.0	-5.8509296712967975	4.0	-5.429090004267891	1.0	-11.428350253042748	2.0	-3.894992702874957	3.0	-1.6001789879890052	1.0		0.0	-4.047315401421941	1.0		0.0	-11.075720216229591	2.0		0.0
samp_93	-5.896730927109066	4.0236485931374455	0.018047356994571943	-4.658153946194874	2.0	-10.51549745416073	1.0	-9.383033698821288	3.0		0.0		0.0	-2.41076137481996	1.0	-3.0959566129153178	1.0	-4.943885490398795	1.0	-0.056729346583548855	2.0		0.0		0.0	-4.095391663123695	1.0	-6.525091876602099	1.0		0.0	-5.4559941710130495	1.0		0.0	-3.8947225023724705	2.0	-1.5835328206498271	1.0	-8.17937512424468	1.0	-4.0407311264766985	2.0	-8.788840399980884	2.0		0.0	-7.845784318452244	1.0
samp_94	-6.390296637758924	3.4777495427808702	0.1599196443566055	-4.539638372844048	1.0	-9.886834315131075	3.0	-8.935051357371815	2.0	-5.067435128578624	1.0		0.0		0.0	-3.106571124461545	1.0		0.0		0.0		0.0	-2.5797157695736863	1.0		0.0		0.0	-5.696330682053724	2.0		0.0	-11.167296190126365	3.0	-3.801669366807735	1.0	-1.6112245164089212	1.0	-7.85847734408299	1.0	-3.9594137105343203	4.0		0.0	-10.81756549264552	1.0	-7.462069414128428	1.0
samp_95	-5.60306873118154	4.11236360653122	-0.02543861829243623		0.0		0.0	-9.482641759055983	1.0	-5.244553666066238	2.0	-5.106196490825529	1.0		0.0	-3.087290923627121	1.0	-4.959677081906297	1.0	-0.05472968187239327	2.0	-4.10979727349684	2.0	-2.564351231946689	1.0	-4.097831673103449	1.0	-6.56714461862993	2.0		0.0	-5.479075109752473	4.0		0.0		0.0	-1.5785115445200648	1.0	-8.259546391980058	1.0	-4.043782379732976	2.0		0.0		0.0	-7.9941605197171	1.0
samp_96	-6.337072373336694	3.942808138460739	0.04574547670718107		0.0		0.0	-9.228364325964279	1.0	-5.200088879012411	1.0	-5.065261649969146	2.0	-2.4127695448115776	1.0		0.0	-4.922593276097717	1.0	-0.05803946438300997	2.0	-4.094478700305515	2.0	-2.5724791494179966	1.0		0.0	-6.478340999588233	2.0	-5.853474535088285	2.0	-5.427947583341153	3.0	-11.520073455846756	1.0	-3.8839997341104535	1.0	-1.5871314900546158	2.0		0.0		0.0		0.0		0.0	-7.689859078146231	1.0
samp_97	-8.206554468213325	3.2126793647359024	0.24121243015920196	-4.4734389271002835	1.0		0.0	-8.581586580795397	2.0	-4.986438319142108	2.0	-4.856111623022877	1.0	-2.4204198195684903	1.0	-3.1012400648779104	1.0		0.0	-0.08082844289759725	2.0	-3.9597299005978295	2.0		0.0		0.0		0.0	-5.601594327195843	2.0		0.0		0.0	-3.747969844345667	2.0	-1.6324771197643764	1.0		0.0		0.0	-8.21788031774484	1.0	-10.37947768642155	2.0	-7.246167721483709	3.0
samp_98	-6.0734179603076495	3.6399010093954667	0.11152996521604558	-4.576858984047101	1.0	-10.146711517178858	2.0	-9.095535884687052	1.0	-5.1151135396087355	1.0	-4.981277144427335	3.0	-2.415270862782965	1.0		0.0		0.0	-0.06295929735702695	2.0		0.0	-2.5765609858200382	1.0	-4.042370563241262	1.0	-6.37078937873823	2.0	-5.753548153527054	1.0		0.0	-11.380511517241871	2.0	-3.8310737491333966	1.0	-1.600494017512809	1.0		0.0		0.0	-8.55387744789022	1.0		0.0	-7.591470001369838	2.0
samp_99	-7.025588289418952	3.9968867756453164	0.016420245234381185	-4.639360242829309	2.0		0.0	-9.071758018429218	1.0	-5.199076374856416	1.0	-5.065411471312492	1.0		0.0	-3.0914969530120557	1.0	-4.92277191837014	1.0	-0.055954833383892025	1.0	-4.092277973002906	2.0	-2.5668339461669425	1.0	-4.082759045857916	1.0	-6.470092078646629	2.0	-5.851299545859417	4.0	-5.428599488104719	1.0	-11.346936405048886	1.0	-3.883577568703924	1.0		0.0		0.0		0.0	-8.60546898386171	1.0	-11.048824146991631	1.0		0.0
