run	log_F	b5H1_log_P	b5H1_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5G9_log_P	b5G9_weight
samp_26	-18.647236989316678	-2.3189877658091396	1.0	-0.9746969434525965	3.0	-4.297453737831084	1.0		0.0	-1.9545016002137447	1.0	-2.5415509022866987	1.0		0.0	-4.704110322843899	1.0
samp_27	-1.937151068328254	-2.2499079996483817	1.0	-0.9020343331077292	1.0		0.0	-4.882871672351197	2.0	-1.8837679178250615	2.0		0.0	-0.9423122136804037	1.0	-4.636994585121656	1.0
samp_28	-18.76925920077369		0.0	-0.974766132014198	1.0		0.0		0.0	-1.9545139891372343	4.0		0.0	-1.0160743025172758	1.0	-4.704124085912281	2.0
samp_29	-17.893289721548097	-2.318986503492628	1.0	-0.9746872309953111	2.0		0.0		0.0		0.0	-2.541549715311182	1.0	-1.016071944408746	3.0	-4.704112945133177	1.0
samp_30	-17.874164536880905		0.0	-0.9746849806472728	1.0		0.0		0.0	-1.9545085493107293	2.0	-2.5415516153722875	1.0	-1.016062726815427	2.0	-4.7041068337863985	2.0
samp_31	-19.534464226118576	-2.31899117830096	1.0	-0.9746741210060113	1.0		0.0	-4.950865107104276	1.0	-1.9545051424785627	3.0	-2.5415498293548233	1.0	-1.0160714588079789	1.0		0.0
samp_32	-18.65855988782161	-2.3189818011129963	1.0		0.0	-4.297427945573825	2.0	-4.950878431568303	1.0	-1.954491735612327	1.0		0.0	-1.0160678038583306	2.0	-4.7040935860961675	1.0
samp_33	-19.923717774550866	-2.3189853365949267	1.0		0.0	-4.2974460399843615	1.0		0.0	-1.9544992431182833	3.0		0.0	-1.0160692221800893	2.0	-4.7041126631831	1.0
samp_34	-19.15843992414432	-2.318984377271556	1.0	-0.9746871035559077	4.0	-4.297443746506166	1.0	-4.9508673487564465	1.0	-1.9544987354326684	1.0		0.0		0.0		0.0
samp_35	-18.334773110513805		0.0	-0.9746888281507706	1.0	-4.297446055888373	3.0		0.0	-1.9545042188853567	1.0	-2.5415476719719683	2.0		0.0	-4.704112354861217	1.0
samp_36	-17.845122275208418	-2.3189851367707144	2.0		0.0	-4.297446582368836	1.0		0.0	-1.954502359257065	4.0	-2.5415489153296913	1.0		0.0		0.0
samp_37	-18.357260541070712		0.0	-0.9747023411556843	1.0	-4.297453046691517	1.0	-4.950881868002656	1.0	-1.9545021899233421	1.0	-2.54155519022493	1.0	-1.0160681951022859	3.0		0.0
samp_38	-19.04039802088798		0.0	-0.974662205742425	1.0	-4.297399368719747	2.0		0.0		0.0	-2.5415723182629932	1.0	-1.0160611920627967	1.0	-4.704141312263591	3.0
samp_39	-16.565125256939975		0.0		0.0		0.0		0.0	-1.9544923998272425	4.0		0.0	-1.0160577715971995	2.0	-4.704119749344656	2.0
samp_40	-0.43881045997113066	-2.057494790953604	1.0	-0.6866388139286091	1.0		0.0	-4.700459645920613	3.0	-1.6842586167739853	1.0	-2.282712235603694	1.0	-0.7242912823146576	1.0		0.0
samp_41	-1.2804039745293192	-2.192246163468582	2.0		0.0		0.0	-4.827147008194975	2.0		0.0		0.0	-0.8789200177325748	4.0		0.0
samp_42	-18.193001144971646	-2.3189854713812834	1.0	-0.9746878599544477	1.0		0.0		0.0	-1.9545011188824593	3.0	-2.541547850387438	1.0	-1.0160720135855301	1.0	-4.704114983690198	1.0
samp_43	-18.734708979223697	-2.318979028425671	2.0		0.0	-4.297449220618179	3.0		0.0	-1.9545009484360694	1.0	-2.5415528355286874	2.0		0.0		0.0
samp_44	-17.353633632244723	-2.3189822791879218	3.0	-0.9747011311991949	1.0	-4.297463701551206	2.0	-4.950872428027242	1.0		0.0		0.0	-1.0160802671145661	1.0		0.0
samp_45	-19.505025879783954		0.0	-0.9746693103992595	1.0	-4.297434987565478	1.0	-4.950784639868383	1.0	-1.9544619247601347	1.0		0.0		0.0	-4.704109879478096	4.0
samp_46	-18.272767440387184	-2.318919886254562	1.0	-0.9746909145926737	2.0	-4.297425278894965	1.0		0.0		0.0	-2.541507769421425	1.0	-1.0160843514143951	1.0	-4.704073946292646	2.0
samp_47	-19.40269521606076	-2.318927480947533	2.0		0.0		0.0		0.0	-1.9545111754259301	2.0	-2.5415279487014724	2.0	-1.0159911351727622	1.0	-4.704161499895012	1.0
samp_48	-1.3361929327879343	-2.198473678148182	2.0	-0.8463154238281916	2.0		0.0	-4.833122689735144	2.0		0.0	-2.421869487579394	2.0		0.0		0.0
samp_49	-20.830488039399107	-2.3189849027672302	1.0	-0.9746877909683593	1.0		0.0		0.0	-1.9545024020062816	1.0	-2.5415500257314716	1.0	-1.016070096324922	2.0	-4.704112652686996	2.0
samp_50	-17.499283060755886	-2.3189857819394644	1.0	-0.9746839893384279	1.0		0.0	-4.950869236504118	1.0	-1.954502482609987	1.0	-2.5415505362556243	2.0		0.0	-4.704112087263668	2.0
samp_51	-18.41466890298811	-2.3189927218447006	1.0	-0.97468912415094	1.0	-4.297438029180196	2.0		0.0	-1.9545087232667682	1.0	-2.541536124837155	1.0	-1.016070568991887	2.0		0.0
samp_52	-1.4276162328602464	-2.208085669162642	1.0	-0.8568314194131699	1.0	-4.18983648608294	1.0	-4.842361817302168	2.0		0.0	-2.4313893969337066	1.0	-0.8964990090364546	2.0		0.0
samp_53	-2.0594230366093385	-2.257460799865896	2.0		0.0		0.0	-4.890237414283852	2.0	-1.891524318497267	1.0	-2.480363053004269	2.0		0.0	-4.644266439196759	1.0
samp_54	-18.221041912167337	-2.319005762936904	1.0	-0.9746874185104508	1.0	-4.29746085256059	2.0		0.0		0.0	-2.541562072118344	1.0		0.0	-4.704096279883997	3.0
samp_55	-2.1465945768600347		0.0	-0.9153092857376354	1.0	-4.242133018643974	1.0	-4.895025551122889	2.0		0.0	-2.4852269326328447	2.0		0.0	-4.648996372148607	2.0
samp_56	-19.093058393393015	-2.3189877692172596	1.0	-0.9746884212219327	2.0	-4.297444279514336	2.0		0.0		0.0	-2.5415536220667376	1.0		0.0	-4.70411288306051	2.0
samp_57	-1.932822281708586		0.0	-0.9017318400763634	1.0		0.0	-4.882596049760799	2.0	-1.8834775076407875	2.0	-2.4725854037789303	1.0	-0.9420055301087791	1.0	-4.636722020144812	1.0
samp_58	-1.7631047126026962		0.0	-0.888868904964362	1.0		0.0	-4.8709364935767425	2.0	-1.8711533781886556	1.0	-2.4606941559042625	2.0	-0.9289606820294833	1.0	-4.62521559534693	1.0
samp_59	-17.21701455039826	-2.3189897637353276	3.0	-0.974663962163935	1.0		0.0	-4.950871004643034	1.0		0.0	-2.5415484375611506	2.0	-1.0160538822228813	1.0		0.0
samp_60	0.022014148030257863	-1.9436872210880838	2.0		0.0		0.0	-4.597245020374608	4.0		0.0	-2.1710539951674326	2.0		0.0		0.0
samp_61	-16.32073480966026	-2.3189844882411452	2.0		0.0	-4.297444535674703	2.0	-4.950863762243905	1.0	-1.9544901510902086	1.0	-2.541550856984147	1.0	-1.0160754460877683	1.0		0.0
samp_62	-17.999959444996968	-2.3190087910889874	1.0		0.0	-4.297482072642257	1.0	-4.950850760721567	1.0		0.0	-2.5415586485408626	2.0	-1.0160222737788782	1.0	-4.704106477036241	2.0
samp_63	-16.27243267490041	-2.319017516308612	1.0	-0.974689345270962	3.0	-4.297439659363694	1.0	-4.95088418251671	1.0	-1.9544679058997336	1.0		0.0	-1.0160627714512356	1.0		0.0
samp_64	-22.478776300046107		0.0		0.0	-4.297441252352456	2.0	-4.950846587204323	1.0	-1.954468802835454	2.0	-2.5415359455554176	1.0	-1.0160724215530021	1.0	-4.704114723520399	1.0
samp_65	-2.2045458965752474	-2.2654109526921022	1.0	-0.9185407141523411	1.0	-4.24508997013857	2.0	-4.898006373454986	2.0	-1.89967941487909	1.0		0.0		0.0	-4.65194277972509	1.0
samp_66	-18.852146256262763	-2.3189749477575683	1.0	-0.9746823520558039	2.0	-4.297442872893583	1.0		0.0	-1.9545103115520706	1.0		0.0	-1.016057367413721	1.0	-4.704108109512907	2.0
samp_67	-19.550559999248303	-2.3189852511840954	4.0	-0.9746880806385984	2.0		0.0		0.0	-1.9544998652488954	1.0	-2.5415501693934286	1.0		0.0		0.0
samp_68	-18.223692370524134	-2.3189913539828093	2.0	-0.9746908062638727	1.0	-4.297422923222333	3.0		0.0		0.0	-2.541544900068719	1.0	-1.016072971704935	1.0		0.0
samp_69	-1.7631047126026962		0.0	-0.888868904964362	1.0		0.0	-4.8709364935767425	2.0	-1.8711533781886556	1.0	-2.4606941559042625	2.0	-0.9289606820294833	1.0	-4.62521559534693	1.0
samp_70	-1.6651812037057605		0.0	-0.8804855664661504	1.0		0.0	-4.863405425019148	2.0	-1.8631636586088651	1.0	-2.4529883188976025	1.0	-0.9204783855683958	2.0	-4.617761484571798	1.0
samp_71	-17.951044895522195	-2.319013496042486	1.0	-0.9747161656741447	2.0	-4.297437918427357	1.0	-4.950883985083202	1.0	-1.9544969220325674	1.0		0.0	-1.01606255381233	1.0	-4.704094408327671	1.0
samp_72	-19.032184602647337	-2.318986614280426	1.0		0.0	-4.2974437163810855	1.0	-4.9508717534685145	1.0	-1.9545088132232373	1.0	-2.5415477293904245	1.0	-1.0160718477474417	1.0	-4.7041132881715555	2.0
samp_73	-18.85851143158622	-2.318983658270197	2.0	-0.9746817629319927	1.0	-4.29743948244845	1.0		0.0	-1.954507804317397	1.0	-2.541550329223594	3.0		0.0		0.0
samp_74	-15.611118945263598		0.0	-0.9746893073209053	4.0	-4.297431964568771	1.0		0.0		0.0		0.0		0.0	-4.704109533247474	3.0
samp_75	-17.491788646591104		0.0	-0.9746837830953866	1.0	-4.297448333653102	2.0	-4.950871300207248	1.0	-1.9545015940120176	2.0		0.0	-1.0160723613918146	2.0		0.0
samp_76	-19.264037481859667	-2.318982831450223	1.0	-0.9746895771245948	2.0		0.0		0.0		0.0	-2.5415572481661766	1.0	-1.0160642664874548	2.0	-4.704110806326218	2.0
samp_77	-20.158030648470792	-2.318985335262811	1.0	-0.9746887542953896	1.0	-4.297444713821165	3.0		0.0	-1.9545022482043024	2.0		0.0		0.0	-4.704112714207448	1.0
samp_78	-18.65855988782161	-2.3189818011129963	1.0		0.0	-4.297427945573825	2.0	-4.950878431568303	1.0	-1.954491735612327	1.0		0.0	-1.0160678038583306	2.0	-4.7040935860961675	1.0
samp_79	-18.269026998423175	-2.3189634935191226	1.0		0.0		0.0	-4.95087964867634	1.0	-1.9545314363430233	2.0	-2.5414790083300396	1.0	-1.0160515740212792	1.0	-4.704116328123758	2.0
samp_80	-16.986704044567908	-2.3190360673839376	1.0	-0.974675357084275	2.0		0.0	-4.950882140348419	1.0	-1.9545260724915834	1.0		0.0	-1.0160608464953704	1.0	-4.70410730075747	2.0
samp_81	-18.429660270602618		0.0	-0.9747076007692623	1.0		0.0		0.0	-1.9544500825786282	1.0	-2.5414877263496622	1.0	-1.0160859275793992	5.0		0.0
samp_82	-16.82366916978027		0.0		0.0	-4.2973963419774615	2.0	-4.950903733986929	1.0	-1.954569462048267	3.0	-2.54150437211281	1.0		0.0	-4.704115676364807	1.0
samp_83	-2.090956296201827	-2.259276070285307	3.0		0.0	-4.239145012460561	2.0	-4.892012499635387	2.0	-1.8933881491013378	1.0		0.0		0.0		0.0
samp_84	-20.15376949248766	-2.3189982972628096	3.0	-0.974703135315067	2.0	-4.297443313045659	1.0		0.0		0.0	-2.5416154450072743	1.0	-1.016120946612993	1.0		0.0
samp_85	-20.296593194605755	-2.3189851253393825	2.0		0.0	-4.297445814834611	1.0		0.0	-1.9544997815193983	1.0	-2.5415487815725895	1.0	-1.0160694343457437	2.0	-4.704112370498194	1.0
samp_86	-0.40112826794187534	-2.0493673996690287	2.0	-0.6771300967322383	2.0		0.0	-4.692982883244329	3.0	-1.675756323104636	1.0		0.0		0.0		0.0
samp_87	-17.46153970438052	-2.318981703549271	2.0		0.0	-4.297442507332171	2.0	-4.950865396263857	1.0		0.0	-2.54157247066925	1.0		0.0	-4.70416309958414	2.0
samp_88	-18.59578491225076	-2.318977352084133	4.0		0.0	-4.297451916859137	2.0		0.0	-1.9544921312796928	1.0	-2.5415339506996015	1.0		0.0		0.0
samp_89	-17.970472914452486		0.0		0.0	-4.297423529868351	1.0	-4.950864161208948	1.0	-1.9545105966978076	1.0	-2.5415450758098688	3.0	-1.0160712734976949	2.0		0.0
samp_90	-18.36973803267047	-2.318987348679492	1.0	-0.9746877526261658	3.0		0.0		0.0	-1.9544983218527465	2.0		0.0	-1.0160711017916153	2.0		0.0
samp_91	-2.2922234188048973		0.0		0.0		0.0	-4.902232259900456	2.0	-1.9041048856452236	1.0	-2.4925404744653594	2.0	-0.9637177655449701	1.0	-4.656116443521434	2.0
samp_92	-16.41053079589385	-2.3189848229591545	1.0	-0.9746742944171877	2.0	-4.297453039237841	1.0	-4.950855106947448	1.0		0.0	-2.54153573924071	3.0		0.0		0.0
samp_93	-17.72461960620441	-2.3189468046616186	1.0	-0.9746915223612564	1.0	-4.29748380513625	1.0	-4.950825458092253	1.0	-1.9545028531027253	1.0	-2.541597678382744	2.0	-1.01607896451232	1.0		0.0
samp_94	-18.111231100895996		0.0	-0.974688323033315	1.0	-4.297443513452644	1.0	-4.950869613838401	1.0	-1.9545016007044784	1.0		0.0	-1.0160694664465382	2.0	-4.704113530624377	2.0
samp_95	-19.259328908995023	-2.3189855823480756	1.0		0.0	-4.297445352961521	1.0		0.0	-1.954502301327753	4.0	-2.541550051061123	2.0		0.0		0.0
samp_96	-18.201750200333464	-2.3189854117097553	2.0	-0.9746833513282105	1.0	-4.297447411709224	2.0		0.0	-1.954508821889102	1.0	-2.541553272812758	1.0	-1.0160620600094763	1.0		0.0
samp_97	-18.243567850764947	-2.318987301231366	1.0	-0.9746822794708787	1.0		0.0		0.0	-1.9545015801792496	2.0		0.0	-1.016066330355389	1.0	-4.70411228902775	3.0
samp_98	-15.788064216130882	-2.31899001212418	1.0	-0.974685968239153	4.0		0.0	-4.950873452304457	1.0		0.0		0.0	-1.0160566813957923	1.0	-4.7041211877781475	1.0
samp_99	-1.257924129978137		0.0	-0.836627650385418	2.0		0.0	-4.824665393161792	2.0	-1.8216905716032628	1.0	-2.4131391728259897	1.0	-0.8760320555802952	2.0		0.0
