run	log_tbg	log_alphap	log_betap	b9D1_log_P	b9D1_weight	b9D2_log_P	b9D2_weight	b9D3_log_P	b9D3_weight	b9D4_log_P	b9D4_weight	b9D6_log_P	b9D6_weight	b9D8_log_P	b9D8_weight	b9D9_log_P	b9D9_weight	b9E1_log_P	b9E1_weight	b9E2_log_P	b9E2_weight	b9E3_log_P	b9E3_weight	b18A8_log_P	b18A8_weight	b18A9_log_P	b18A9_weight	b18B2_log_P	b18B2_weight	b18B5_log_P	b18B5_weight	b18B6_log_P	b18B6_weight	b18B7_log_P	b18B7_weight	b18B8_log_P	b18B8_weight	b18C1_log_P	b18C1_weight	b18C6_log_P	b18C6_weight	b18C7_log_P	b18C7_weight
samp_27	-23.37241371030722	1.3067739337394606	0.13604152402207303	-6.512520883182639	1.0	-6.985419879272229	1.0	-1.5546898319531874	1.0	-7.911743803100987	2.0	-7.913129997262725	1.0	-5.579241637526026	1.0		0.0	-9.000269094781324	3.0	-8.34539912216588	2.0	-8.327859010572817	1.0		0.0		0.0	-6.757287226105996	1.0	-6.002219137436869	1.0		0.0	-4.5550365643491615	1.0	-4.370958297197782	1.0	-3.9278238289653977	2.0		0.0	-5.773518193658146	1.0
samp_28	-21.329828861711285	1.753063498134594	-0.20398013627049227	-6.564100022358189	2.0	-7.037703848145226	2.0	-1.5054885363509636	1.0	-7.964569001906313	1.0	-7.9658793618961985	1.0		0.0	-9.453092669054092	1.0	-9.05331176169197	1.0		0.0	-8.380786336258915	1.0	-2.3197796793113317	1.0		0.0	-6.809138018741188	1.0		0.0	-7.202566391253169	4.0	-4.59665632532829	1.0		0.0		0.0	-6.3791700826378275	2.0	-5.823149035018091	1.0
samp_29	-22.002001777787527	1.8118666957716292	-0.2513031442132014		0.0		0.0	-1.497410564403536	1.0	-7.97025217179876	1.0	-7.971549809902522	2.0		0.0		0.0	-9.059045635390222	3.0	-8.404030769983923	3.0	-8.38649022204391	2.0	-2.312227357031448	1.0		0.0	-6.814653622320483	1.0	-6.057671300664467	2.0	-7.2082180806894325	2.0		0.0	-4.41414081217682	1.0	-3.9635486827646167	1.0		0.0		0.0
samp_30	-21.99719503157198	1.4132120822152243	-0.11687398926711627	-6.43882703440511	2.0		0.0	-1.450809935085365	1.0	-7.838420657684961	1.0	-7.839770912851599	1.0		0.0		0.0		0.0		0.0	-8.254557289662175	2.0	-2.253101847495707	2.0	-3.2223730466178555	1.0		0.0	-5.9281096931802875	2.0	-7.076528996539558	1.0	-4.4784325388889865	2.0	-4.293819627612761	2.0	-3.8488747678385735	1.0	-6.254439235499966	1.0	-5.699242819408003	1.0
samp_31	-24.93957464368559	1.2169413498904706	0.119337932032727	-6.459416896754653	2.0	-6.9322393553197035	1.0	-1.514816587947468	1.0	-7.858518693527915	1.0	-7.85989278860098	1.0	-5.526344622408573	2.0	-9.34676229640603	1.0		0.0	-8.292145518615397	1.0	-8.274604712889499	1.0	-2.307713927412654	1.0		0.0	-6.704149349675005	1.0	-5.94926027536545	2.0		0.0		0.0		0.0	-3.8767151572550413	2.0	-6.275372915771993	1.0	-5.720621891562122	2.0
samp_32	-23.578884636625773	0.9681766006210669	0.30863010872191615	-6.430216896909622	1.0		0.0	-1.5317562353919691	2.0		0.0	-7.830306515640547	2.0		0.0	-9.31706264951089	1.0	-8.917325356012295	1.0		0.0	-8.24495134822834	2.0	-2.3107788740224104	1.0	-3.2443066137019994	1.0		0.0	-5.920548039689308	3.0	-7.067058404569886	1.0	-4.4773623515164145	1.0	-4.294176146658934	1.0	-3.85404884778187	1.0	-6.246506802915153	2.0		0.0
samp_33	-23.360166001674898	3.073801256432351	-1.6644300477321536	-6.481730880763958	1.0	-6.961124354852709	1.0		0.0	-7.892213800150029	1.0	-7.892793678989261	1.0	-5.532249138335745	1.0	-9.382682914593339	2.0		0.0	-8.326921372672032	1.0	-8.309288278214847	1.0		0.0	-3.012578316682894	1.0		0.0	-5.958805462837702	2.0		0.0	-4.440567077025647	3.0	-4.243161958143929	1.0	-3.7606981092600718	1.0	-6.289694502943176	1.0	-5.725112405580387	2.0
samp_34	-22.562056084220288	1.1913842871283655	0.13799358370640324	-6.456018641225095	1.0	-6.928803119234104	1.0	-1.5163705584354712	2.0	-7.855063978893783	1.0		0.0		0.0	-9.343315774787175	2.0		0.0	-8.288691597611416	1.0	-8.271153722775708	1.0	-2.3078923134998175	2.0		0.0	-6.700746877581206	2.0	-5.945928742006654	2.0		0.0	-4.500037948307114	2.0		0.0	-3.874079154598719	2.0	-6.272041266372305	1.0		0.0
samp_35	-23.06407509031561	1.0099766526466551	0.18812795566476792		0.0	-6.863362699369737	1.0	-1.4777736680590539	1.0	-7.789511815995141	2.0	-7.79091329594003	1.0	-5.458118336845618	1.0	-9.277692494018101	1.0		0.0		0.0		0.0	-2.2620260072753373	1.0	-3.2007430374588504	2.0	-6.6353924688146755	2.0	-5.880916657707351	1.0		0.0	-4.436867662499194	2.0		0.0	-3.812710613810839	2.0	-6.206901598200782	3.0		0.0
samp_36	-19.27508142599731	3.0279789294635253	-1.3141838944505926		0.0	-7.113819658425168	2.0		0.0	-8.044575943712847	1.0	-8.045320957076948	1.0	-5.686053417337157	1.0	-9.534953297104988	1.0	-9.134807102641814	2.0	-8.479216388944282	1.0		0.0	-2.0912542344897425	1.0		0.0		0.0	-6.113533138034943	1.0	-7.281413748136766	4.0		0.0	-4.400145436290812	2.0	-3.9136187612307274	3.0		0.0		0.0
samp_37	-23.0289259025892	2.4313894198225197	-1.0222843892955513	-6.489576230908194	1.0	-6.965291932535169	2.0		0.0		0.0	-7.89472716196427	1.0		0.0	-9.382908041012849	2.0		0.0		0.0	-8.310203823199142	1.0	-2.094553552350798	1.0	-3.1430984883871513	1.0	-6.735363458157246	1.0		0.0		0.0	-4.493905117203973	2.0	-4.302977969269937	2.0	-3.8379054299382362	5.0		0.0	-5.74288314779379	1.0
samp_38	-25.07864465257936	1.227292436926202	0.1847455354750786		0.0		0.0	-1.5553925189492845	3.0	-7.89642176589059	1.0		0.0		0.0	-9.384663572804913	2.0	-8.984895147104476	1.0		0.0	-8.312511041477833	2.0		0.0	-3.297799578841874	2.0	-6.742073435642207	1.0	-5.987217225432162	1.0	-7.1345679734686716	2.0	-4.5411588887012	1.0	-4.357332684625045	1.0		0.0	-6.313331141521645	2.0	-5.758593589866616	1.0
samp_39	-23.750027284423712	2.2591118871002784	-0.827488487377887	-6.502267261380076	1.0	-6.97731531007912	2.0		0.0	-7.905224239308425	1.0	-7.906342232509499	1.0		0.0	-9.394223228818621	1.0	-8.994346587110531	1.0	-8.339213363898962	2.0	-8.321647204156084	1.0	-2.141860070942758	2.0		0.0	-6.747813138313585	1.0	-5.987787582732093	1.0		0.0	-4.515349410834605	4.0		0.0	-3.865211991048344	1.0		0.0	-5.757378057236207	1.0
samp_40	-23.511631075737913	1.6386820598862426	0.0053321312553539085	-6.61214184469995	1.0	-7.085481232122047	2.0	-1.5821495019008713	2.0	-8.012150346430323	1.0		0.0	-5.677627837701724	1.0	-9.500582830257992	3.0		0.0	-8.445869926503791	1.0		0.0		0.0		0.0	-6.857081133792073	1.0	-6.100999234386197	1.0	-7.250171356235036	4.0		0.0	-4.463087027296858	1.0	-4.015840802121877	1.0	-6.427540974413209	1.0		0.0
samp_41	-23.333321716068312	2.7906076720360486	-1.4565136695189767		0.0	-6.925731751982465	1.0		0.0		0.0		0.0		0.0	-9.345253583550068	1.0	-8.945181848006413	3.0		0.0	-8.27218730139981	1.0		0.0	-3.036765818708306	1.0	-6.694552364792368	3.0	-5.92881457286241	2.0		0.0	-4.42984122568867	1.0	-4.2356802997526355	3.0	-3.761546506602777	1.0	-6.258326376402196	1.0	-5.696546831206083	2.0
samp_42	-22.64451039849133	2.9927521196704103	-1.5549203298276248	-6.497288260172491	1.0	-6.976066509126326	3.0		0.0	-7.906698902501693	1.0	-7.90737305157299	2.0	-5.549174554693871	1.0	-9.396969815236583	1.0		0.0	-8.341323643265337	2.0		0.0		0.0	-3.041618694377364	2.0		0.0		0.0		0.0	-4.4630932993116605	2.0	-4.266382347874727	1.0	-3.78538075661214	2.0	-6.306074906379153	2.0		0.0
samp_43	-23.92088926363853	1.535707282511689	-0.09142967849602379	-6.512488842546051	1.0	-6.985732747830684	1.0	-1.502571153040049	2.0		0.0	-7.913657900743384	2.0		0.0		0.0	-9.000955815932226	3.0		0.0		0.0	-2.3099194394049154	2.0		0.0		0.0	-6.00151403029422	1.0	-7.1504005310922185	2.0		0.0	-4.365149533629516	3.0	-3.9189255464180612	3.0		0.0		0.0
samp_44	-24.947917525920996	1.3912619965428672	0.12144850018948133	-6.547263608161772	1.0	-7.020251730670543	1.0	-1.5736141637922652	4.0	-7.946659218382065	1.0	-7.948022100030035	1.0	-5.613730823137985	1.0	-9.434970525140098	2.0	-9.035207075456862	1.0	-8.380317704152134	1.0	-8.36277503694115	1.0	-2.374444807937973	1.0		0.0	-6.792065616500108	1.0	-6.036789306803829	1.0	-7.184769725592003	1.0		0.0	-4.404163785521272	1.0		0.0		0.0	-5.808011889788229	1.0
samp_45	-23.39861062449164	1.2555290758803825	0.07795458547407305	-6.4579200336395415	1.0		0.0	-1.5049454100279953	2.0	-7.857110188185128	1.0		0.0	-5.5247028402765705	2.0	-9.345386695778766	1.0	-8.945607870499163	2.0		0.0	-8.273204534930267	1.0	-2.300034544653609	1.0	-3.2546922683147055	2.0		0.0		0.0		0.0	-4.500810585210714	1.0	-4.3167848389708405	3.0	-3.8739476561229518	2.0	-6.273813607722261	1.0		0.0
samp_46	-21.722269928878042	4.020549278822081	-2.4191359205104366	-6.552154892363055	1.0	-7.0430217471938255	1.0		0.0	-7.982864113435815	2.0	-7.982144913942413	2.0	-5.57568242337688	2.0	-9.477501795378029	2.0	-9.076603309195697	2.0		0.0		0.0		0.0		0.0		0.0	-6.007310250735159	1.0	-7.2176536498593125	2.0	-4.394768309171924	2.0	-4.189640016320859	1.0		0.0	-6.346351026841697	1.0	-5.765296076859225	1.0
samp_47	-22.230704234828124	1.1626772807665415	0.2834503522181307		0.0		0.0	-1.589095651651728	3.0	-7.913503305486942	2.0		0.0		0.0	-9.401708260172652	2.0		0.0	-8.347109047627292	2.0	-8.329554268128575	3.0		0.0		0.0	-6.759279301435151	2.0	-6.004686921123339	1.0		0.0	-4.559701738007875	1.0		0.0	-3.934634651496995	2.0	-6.3307284327810525	1.0	-5.776134222468745	1.0
samp_48	-23.14202525839004	1.5837750526674246	-0.1328567698603197	-6.515643134602486	1.0		0.0	-1.4950272012522652	1.0		0.0	-7.916937399396288	2.0	-5.58122479107323	1.0	-9.404047978147505	2.0		0.0	-8.349365245100175	3.0		0.0	-2.3038571033242317	1.0		0.0		0.0	-6.004517588694367	1.0	-7.1536811368219375	2.0		0.0	-4.366956255208206	1.0	-3.9200209506707258	2.0	-6.330995266677027	2.0	-5.775470118959499	1.0
samp_49	-24.182983480489078	1.4354981103155138	-0.08540850599846761		0.0	-6.938780662487654	3.0	-1.4749493775412734	1.0		0.0	-7.866668033778197	2.0		0.0	-9.353625621489165	1.0		0.0	-8.298980937097062	1.0		0.0	-2.2781537332163158	1.0	-3.2484475675664517	1.0	-6.710516900781239	2.0	-5.954936733569824	1.0	-7.1034364619421275	1.0		0.0	-4.320443449400793	1.0	-3.8753198716392934	3.0	-6.281270822688014	1.0	-5.726064390756668	1.0
samp_50	-24.152038610542803	2.8813220979977494	-1.511389943144394	-6.464909295319132	1.0		0.0		0.0		0.0	-7.873820166657715	1.0	-5.518723295657953	1.0	-9.363099192597836	1.0	-8.96303076609825	4.0		0.0	-8.2899584428253	1.0		0.0	-3.034791022626106	2.0	-6.711510753417809	1.0	-5.9445353505887555	2.0		0.0	-4.439836538474042	2.0	-4.244597055731991	1.0	-3.7676191625572772	1.0	-6.274441898819135	1.0	-5.711840059149341	1.0
samp_51	-23.665956371226198	1.3200407895695352	0.08335575621152677		0.0		0.0	-1.529711728590192	1.0	-7.892029684080638	3.0	-7.893401631548047	2.0	-5.559366292116751	2.0	-9.380316682570193	1.0	-8.980562253084548	2.0	-8.325671554991407	2.0	-8.30813029696258	1.0		0.0	-3.2861177930209564	1.0		0.0	-5.98237409992602	1.0		0.0	-4.5347919975328415	1.0		0.0		0.0	-6.308584044042208	2.0	-5.753645330641583	1.0
samp_52	-22.79145329769808	1.563910401066907	-0.14495878472141505	-6.4997044607823735	3.0	-6.973011179997399	1.0	-1.482890204123502	1.0		0.0		0.0	-5.565366405217026	1.0	-9.388046917621633	1.0	-8.988283375720753	1.0	-8.333335309466495	1.0	-8.31580946619055	4.0		0.0	-3.272270036943804	2.0	-6.744635027854908	1.0		0.0		0.0	-4.536568624659276	1.0		0.0		0.0		0.0	-5.759586785231991	3.0
samp_53	-23.16955910309328	2.34463679464181	-0.9966579744274078	-6.459709989131322	1.0	-6.935114805555777	2.0		0.0	-7.863263712531848	2.0	-7.864335365030424	1.0	-5.520064758205968	1.0		0.0	-8.952475163519093	2.0		0.0		0.0		0.0		0.0		0.0	-5.944513614698232	1.0		0.0	-4.468278774565542	1.0	-4.278134055844481	1.0	-3.8154973743262253	5.0	-6.272511072958133	2.0	-5.713851826275507	1.0
samp_54	-22.803639187369214	1.0590510785853617	0.3225469254286435	-6.482508123609909	1.0	-6.955135599643121	1.0	-1.574270564222182	1.0		0.0	-7.882693648141182	1.0	-5.549965707129241	2.0	-9.369409879705877	1.0		0.0	-8.314853592655602	2.0	-8.297319863003315	2.0		0.0		0.0		0.0	-5.972740643079658	3.0	-7.1194571711612324	1.0		0.0	-4.345565129671039	2.0		0.0	-6.298718410754584	2.0	-5.744256597874364	1.0
samp_55	-23.625926559502542	2.365582215459486	-0.9512912249279686	-6.492732224123928	1.0	-6.968213806376682	2.0		0.0	-7.896364156951167	2.0		0.0	-5.5528771785703075	1.0	-9.385511553338407	2.0	-8.985640551418262	1.0		0.0		0.0	-2.110547351816495	2.0	-3.157817569899889	2.0	-6.73842335792828	1.0		0.0		0.0	-4.500521936273352	1.0	-4.310180112123832	2.0	-3.84685293911798	1.0	-6.305547143316193	1.0	-5.746746495371539	1.0
samp_56	-23.437458972406976	1.4476223286562753	0.07956372436292883		0.0		0.0	-1.5678880700468103	3.0	-7.953857736423091	2.0	-7.955222347603999	1.0	-5.620580244450982	1.0	-9.44219852263298	2.0	-9.042438627439175	1.0	-8.387531640081805	2.0	-8.369996253517167	1.0		0.0	-3.339928467601526	1.0	-6.799163213854858	1.0		0.0	-7.191957000850819	1.0	-4.594450872496582	2.0		0.0	-3.9651924964778797	1.0		0.0	-5.814860272847039	1.0
samp_57	-23.200741297889472	2.73830636914803	-1.2246417661127869	-6.5387651853291695	1.0	-7.015869104579188	2.0		0.0	-7.945313372391768	1.0	-7.9462067371199865	1.0	-5.594510354943256	1.0	-9.435070467861895	1.0	-9.035044944049597	1.0		0.0	-8.362097776583642	2.0	-2.075351715482141	1.0	-3.1318963264896515	2.0		0.0	-6.020312251513643	1.0	-7.1826989603246965	2.0	-4.524510284265895	1.0		0.0		0.0	-6.349672582354234	1.0	-5.788260667247826	2.0
samp_58	-23.492544345543138	1.1226162238594222	0.1645481673914044		0.0		0.0	-1.5067562060619848	2.0	-7.8340018433846925	1.0	-7.83537870899813	3.0		0.0	-9.322242309996627	1.0	-8.922499111328113	1.0		0.0	-8.25007390181509	1.0	-2.295170333088724	2.0	-3.2399912980443584	1.0	-6.679781079566497	1.0	-5.925109872357368	1.0		0.0	-4.479994276676214	1.0		0.0	-3.854794160417067	3.0		0.0	-5.696528208701338	2.0
samp_59	-22.868955019040687	1.3078482430694822	0.1177544027134265	-6.503913395742293	1.0	-6.976822678357275	1.0	-1.5448430262853847	2.0		0.0	-7.904508110934735	4.0	-5.570596370664414	1.0	-9.391428838044426	1.0	-8.991699870819646	2.0		0.0	-8.319219441090764	2.0	-2.341638889353346	1.0		0.0		0.0		0.0	-7.1412952014683295	1.0	-4.546285007107332	1.0	-4.3622092030389705	2.0		0.0	-6.319794423342767	1.0		0.0
samp_60	-22.371475727759723	3.06021629705746	-1.605372170971052	-6.50474354315273	2.0	-6.983944897238506	3.0		0.0		0.0		0.0	-5.555426794123461	2.0	-9.40543106937259	1.0	-9.00530100939754	3.0	-8.349680457068134	1.0	-8.332049998992307	1.0		0.0		0.0	-6.75180333613845	3.0	-5.982105063432223	1.0		0.0		0.0	-4.267121194641132	1.0	-3.783964920407515	1.0	-6.3129427111497565	1.0		0.0
samp_61	-22.39458058316964	1.5717517358753375	-0.18270096043168213	-6.484700573888817	1.0		0.0	-1.4656687248611595	1.0		0.0	-7.8860075573422455	2.0		0.0	-9.373104417477428	1.0	-8.973329203324052	1.0	-8.31839667698666	2.0	-8.300846908127193	1.0	-2.2731389302218066	2.0		0.0	-6.72962184884365	1.0	-5.973558421494622	2.0	-7.1227584895853955	1.0	-4.52119707789572	1.0	-4.335978340087708	2.0		0.0		0.0	-5.744510012455174	2.0
samp_62	-22.682441749047012	1.159289460686002	0.22868134171135066		0.0	-6.9581845412597225	2.0	-1.5566293827250632	2.0	-7.884407496065722	1.0		0.0		0.0		0.0		0.0	-8.31800772802043	2.0	-8.300490963970619	1.0		0.0	-3.290102599395542	1.0	-6.730162556699127	2.0	-5.975474033854051	2.0	-7.122556770406598	1.0		0.0	-4.34666382271836	1.0	-3.905033902021346	2.0		0.0	-5.746908011546068	3.0
samp_63	-24.14188804578095	2.2848826864778857	-0.8582651096331136	-6.499578135264673	1.0	-6.974714678957577	2.0		0.0	-7.9026796218115285	1.0		0.0	-5.560480851121437	1.0	-9.39171527360229	1.0	-8.991818355118486	1.0		0.0	-8.31910682100346	1.0	-2.1337553017919344	3.0	-3.178423154145129	2.0	-6.745138698523991	2.0	-5.984898668585953	2.0	-7.1404720767194085	1.0		0.0		0.0	-3.860417909787868	1.0	-6.312796447694316	1.0		0.0
samp_64	-21.64213249913655	3.0504812526902105	-1.6940334793518583		0.0	-6.934915828360243	2.0		0.0		0.0	-7.866416740920128	2.0	-5.506658777738135	1.0		0.0		0.0	-8.300543325984197	1.0	-8.282855725109181	2.0		0.0	-2.995051244330117	1.0	-6.702632823198684	1.0	-5.932936417051833	1.0	-7.103050138345807	1.0	-4.416794363934474	3.0		0.0		0.0	-6.26363551921711	3.0	-5.699378183994239	2.0
samp_65	-23.04982982726519	1.5652022074033247	-0.20069312136462134	-6.472447637297888	2.0	-6.945766972749261	1.0	-1.4544439713019153	1.0	-7.872413096054451	2.0	-7.87375459328141	2.0	-5.538041880918992	1.0		0.0	-8.96106698471555	1.0	-8.306142890979256	1.0		0.0	-2.261307366504306	1.0	-3.2437084826429374	2.0	-6.717364322497783	1.0	-5.961299427137665	1.0	-7.110480345895205	1.0	-4.508957173898897	1.0		0.0		0.0	-6.287806882244429	1.0	-5.732253726056133	1.0
samp_66	-23.300095056527432	1.584930068453646	-0.19265406052209297		0.0	-6.959608786985601	1.0	-1.464499019961694	1.0		0.0	-7.887608678439454	2.0	-5.551801642489987	1.0	-9.374711553940138	2.0		0.0		0.0	-8.302445882576333	2.0	-2.272242723361293	2.0		0.0	-6.731190348967458	1.0	-5.975072415162169	1.0	-7.1243287106938356	1.0	-4.522455531413271	1.0	-4.337171515956105	2.0	-3.8900484462283162	1.0	-6.301593207604189	1.0	-5.746010089314118	1.0
samp_67	-23.332853582089836	2.1697827629119777	-0.7775837344575841		0.0	-6.957934043879575	1.0		0.0	-7.885635180510458	2.0	-7.886787753496774	1.0		0.0	-9.374536253608174	1.0	-8.974677986200943	1.0	-8.319580767011198	1.0	-8.302037651386785	2.0	-2.1438475547792253	3.0	-3.180024497124928	1.0	-6.728607411231946	1.0	-5.969203759069393	2.0		0.0	-4.500014405197725	1.0	-4.3112297267720745	1.0		0.0	-6.296789874240004	1.0	-5.739032413830825	1.0
samp_68	-23.77075723325979	1.572742734217968	-0.17963877498961686		0.0	-6.960046472956617	1.0	-1.467538917145836	2.0	-7.886735352744202	2.0	-7.888020517374186	1.0		0.0	-9.375108874674588	1.0	-8.975334027095752	1.0	-8.32044680235224	2.0	-8.302847755724489	1.0	-2.275097583720993	3.0	-3.257864700590299	2.0		0.0	-5.975581034551279	1.0		0.0		0.0		0.0	-3.8910752243794278	1.0	-6.302087537141167	1.0	-5.746534902674783	1.0
samp_69	-24.675926204031374	2.008969856098704	-0.46425810337751294	-6.560582453301111	2.0		0.0	-1.4477896192449358	1.0	-7.962124402236257	1.0		0.0	-5.623776419408271	2.0	-9.45083875658458	3.0	-9.05103313094976	1.0	-8.39599103647825	2.0	-8.378427869464419	2.0	-2.256418525190199	1.0	-3.283645856473027	2.0		0.0		0.0	-7.199993201203079	1.0		0.0		0.0		0.0	-6.3749528225204415	1.0	-5.817966499703786	1.0
samp_70	-22.772282167281585	1.854619295317041	-0.3607474640544743		0.0	-7.009804173398058	2.0	-1.4564129000883448	1.0		0.0		0.0	-5.6000900493464885	1.0	-9.425465514907765	3.0	-9.02565520767644	2.0		0.0		0.0	-2.2674452944225747	1.0	-3.2782924485470053	1.0	-6.781074312735695	1.0	-6.023806953936823	1.0	-7.174848362304603	2.0	-4.565092432696298	1.0	-4.378457460734336	1.0	-3.9269228660768003	2.0	-6.350746483597207	1.0		0.0
samp_71	-23.997661758302783	1.2543347623445695	0.09516535470059566	-6.46593508422889	2.0		0.0	-1.5141723245450887	1.0	-7.865118326260725	2.0		0.0		0.0	-9.353363777934657	2.0	-8.953630651076423	2.0	-8.298737175344167	1.0	-8.28119937237948	1.0		0.0	-3.263103819325218	1.0	-6.71070209512912	1.0		0.0		0.0	-4.508929627823374	3.0		0.0	-3.882127100542982	1.0	-6.281851057653556	2.0	-5.727033147018808	1.0
samp_72	-22.114141919569075	1.5563049696027003	-0.073985183073722	-6.531462969582631	1.0	-7.004721231195902	1.0	-1.5178590557544505	1.0	-7.931326520181791	1.0		0.0	-5.597224693457031	2.0	-9.419739696094272	2.0	-9.01996625892516	1.0	-8.36504377249508	2.0		0.0		0.0	-3.306186643866077	1.0	-6.776384544834116	4.0		0.0	-7.169384916512216	1.0		0.0	-4.3837845882786475	1.0	-3.9373596628667746	1.0		0.0	-5.791458472524108	1.0
samp_73	-21.67205964050097	1.8987451043010537	-0.5954139572487182		0.0	-6.914355288810013	1.0		0.0		0.0	-7.842773774540028	1.0	-5.50409189327902	2.0		0.0	-8.930390357252525	1.0		0.0	-8.257807962892056	1.0	-2.160386454837212	2.0		0.0	-6.685480028830769	1.0	-5.927724750120597	4.0	-7.079494679196544	1.0	-4.4669504381533915	1.0	-4.279942531345725	2.0		0.0	-6.254764841083011	1.0	-5.698113609221766	2.0
samp_74	-21.548029025285224	1.4487243041390183	-0.03729822375490412		0.0	-6.969463453192525	3.0	-1.504956666304834	2.0		0.0	-7.897332719093094	1.0	-5.562490924102675	1.0		0.0	-8.984614828634841	1.0	-8.32965331106527	1.0		0.0	-2.308824460272735	1.0	-3.279295112030344	2.0	-6.741211913231465	2.0	-5.98564622925899	1.0	-7.13403436432758	2.0	-4.535816950440717	1.0	-4.351153808038665	1.0		0.0	-6.312010244167592	1.0		0.0
